Node	Module
R1	2
C1	2
C3	2
C14	2
C23	2
C38	4
C53	2
R2	3
C2	4
C5	4
C7	1
C8	1
C9	5
C10	0
C11	0
C13	0
C15	1
C16	0
C17	0
C20	5
C21	2
C22	3
C27	0
C29	0
C30	3
C33	0
C34	3
C35	3
C36	0
C37	3
C39	3
C40	4
C41	1
C42	3
C43	3
C45	3
C49	3
C55	3
C56	0
C58	3
C60	0
C61	3
C63	3
C66	3
C68	3
C73	3
C74	3
C75	3
C77	3
C80	3
C81	3
C82	3
C83	3
C87	3
C89	3
C90	3
R3	2
C4	5
C18	2
C31	5
C32	2
C44	5
C47	2
C51	2
C52	2
C54	2
C57	2
C62	2
C69	2
C71	2
C72	2
C76	2
C78	2
C84	2
C88	2
R4	1
C6	5
C12	1
C50	1
R5	4
C24	4
R6	0
C46	0
C48	0
C59	0
C64	0
C67	0
C79	0
C85	0
R7	4
R8	5
C19	5
C25	5
C28	5
C70	5
C86	5
R9	5
R10	5
R11	0
C65	0
R12	4
C26	4
R13	1
R14	3
