Node	Module
R1	2
C1	5
C2	1
C4	5
C8	0
C9	4
C12	2
C13	2
C14	2
C15	2
C16	2
C17	2
C33	2
R2	0
C3	3
C5	0
C10	0
C11	0
C31	0
C35	0
R3	4
C7	4
C26	4
C34	4
C37	4
R4	3
C29	3
C30	3
C36	3
C38	3
C39	3
C40	3
R5	5
C18	5
C22	5
R6	0
C20	0
C23	0
R7	5
C24	5
C27	5
R8	1
C6	1
R9	6
C21	6
C32	6
R10	5
R11	1
R12	1
R13	4
C28	4
R14	5
C19	5
R15	4
C25	4
R16	3
R17	3
R18	3
R19	5
R20	1
R21	1
R22	1
R23	0
R24	4
R25	3
R26	3
