Node	Module
R1	5
C1	2
C18	5
C20	5
C22	5
C27	5
C28	5
C30	5
C33	5
C40	7
C44	5
C48	7
C49	5
C51	2
C56	2
C76	5
C88	7
C90	2
C94	2
C96	1
C98	4
C107	5
C108	4
C118	5
C132	5
C138	2
C139	7
C141	5
C142	5
C143	5
C147	7
C170	5
C172	7
C175	5
C177	2
C178	7
C185	5
C196	5
C207	5
C214	3
C215	7
C218	5
C222	5
C230	5
C231	5
C233	7
C236	7
C251	5
C254	7
C263	1
C276	5
R2	5
C3	5
C24	5
C50	5
C55	5
C120	5
C136	0
C151	5
C152	5
C157	5
C169	6
C190	5
C216	7
C227	5
C250	5
C277	5
C279	5
R3	5
C5	5
C41	5
C128	5
C140	5
C171	7
C203	5
C220	5
C237	5
C255	5
C256	5
R4	1
C4	1
C6	1
C7	1
C17	1
C35	1
C37	1
C86	1
C93	6
C109	1
C124	7
C125	1
C148	1
C160	1
C173	1
C174	1
C182	1
C186	1
C189	1
C194	1
C199	1
C204	1
C212	1
C246	1
R5	7
C14	7
C29	7
C75	7
C150	7
C159	7
C161	7
C164	7
C188	7
C211	7
C225	7
C235	7
C261	7
C280	7
R6	5
C8	5
C10	7
C43	5
C192	5
R7	1
C19	1
C149	1
C193	1
C198	1
C264	1
C270	1
R8	5
C2	5
C46	5
C47	5
C77	5
C102	5
C110	5
C123	5
C133	5
C145	5
C146	5
C155	5
C206	5
R9	2
C57	2
C59	2
C60	2
C84	2
C89	2
C91	2
C184	2
C197	2
C201	2
C219	2
C221	2
C240	2
C262	2
R10	7
C21	0
C26	7
C52	7
C166	7
C179	2
C210	2
C278	7
R11	6
C97	6
C103	2
C104	6
C129	6
C180	6
C181	6
C249	6
C273	6
R12	2
C38	2
C105	2
C242	2
R13	2
C82	2
C83	4
C134	2
C205	2
C239	2
C241	2
R14	0
C23	0
C158	0
C183	0
C224	0
C259	0
R15	2
C36	2
C39	2
C58	2
C106	2
R16	2
C100	2
C243	2
C260	2
R17	2
C274	2
R18	6
C16	6
C34	6
C87	6
C99	6
C209	6
C213	6
C267	6
C271	6
C272	6
R19	5
C32	5
R20	2
R21	4
C25	4
C217	4
C226	4
C245	4
C252	4
C265	4
C269	4
C275	4
R22	7
C11	7
C31	7
C70	7
C85	7
C117	7
C137	7
R23	7
C78	7
C116	7
C126	7
R24	2
C66	2
C113	2
C208	2
C234	2
C247	2
R25	2
R26	2
C162	2
R27	5
C15	5
C144	5
C156	5
R28	7
C68	7
C74	7
C101	3
C187	7
R29	7
C42	7
C62	7
C73	7
C165	7
C232	7
R30	7
C64	7
C114	7
R31	3
C61	3
C71	3
C122	3
C228	3
R32	7
C65	7
R33	3
C127	3
C130	3
C153	3
C223	3
R34	7
C135	7
R35	7
C72	7
C111	7
R36	2
C202	2
R37	2
C92	2
C238	2
R38	5
C12	5
C13	5
C191	5
R39	7
C54	7
C200	7
R40	2
R41	5
C257	5
C258	5
R42	2
R43	7
C112	7
C115	7
R44	3
C53	3
C79	3
C80	3
C248	3
C266	3
R45	2
C45	2
R46	4
C119	4
C244	4
C268	4
R47	1
C69	1
C195	1
C229	1
R48	2
C95	2
C131	2
R49	1
C67	1
C163	1
R50	7
R51	2
C81	2
C253	2
R52	7
C63	7
C176	7
R53	3
C9	3
C168	3
R54	2
R55	7
R56	5
R57	2
R58	7
R59	3
C167	3
R60	7
R61	2
R62	7
R63	0
R64	7
R65	7
R66	5
R67	2
R68	5
R69	2
R70	4
C154	4
R71	7
C121	7
R72	7
R73	2
R74	4
R75	1
R76	5
R77	2
R78	5
R79	5
