Node	Module
R1	0
C1	4
C2	1
C3	3
C4	2
C5	0
C6	0
C7	0
C8	4
C9	0
C10	0
C14	0
C15	2
C16	3
C18	3
C20	1
C22	0
C24	0
C27	0
C39	0
C52	0
C56	0
C58	0
R2	0
C17	1
C19	4
C25	4
C26	0
C37	0
C38	0
C44	0
C47	0
C54	0
C62	0
R3	2
C11	2
C36	2
C49	2
C53	2
R4	1
C21	2
C28	1
C29	1
C31	1
C33	1
C34	1
C45	1
C48	1
C59	1
R5	0
C50	0
C57	0
C60	0
R6	1
C12	3
C35	3
C46	1
R7	1
C43	1
C51	1
R8	4
C13	4
C23	4
C61	4
R9	2
R10	2
C30	2
R11	4
R12	0
C55	0
R13	3
C42	3
R14	2
R15	3
R16	4
C41	4
R17	1
C40	1
R18	4
C32	4
R19	3
R20	2
R21	3
R22	2
R23	1
R24	4
R25	4
R26	4
R27	2
R28	4
R29	4
R30	4
R31	4
R32	4
