Node	Module
R1	2
C1	2
C2	2
C3	5
C4	4
C5	2
C6	2
C7	4
C8	4
C10	1
C11	3
C12	4
C16	0
C18	0
C20	2
C24	4
C29	3
C34	5
R2	2
C9	3
R3	0
C13	0
C28	0
C33	0
R4	3
C14	3
C15	3
C25	4
C26	5
C31	3
C36	3
R5	3
C27	4
R6	4
C32	1
R7	4
C19	4
C21	4
R8	1
C17	1
C22	1
C30	1
C37	1
R9	4
C23	4
R10	0
R11	5
R12	1
R13	1
R14	1
R15	0
C35	0
