Node	Module
R1	7
C1	1
C2	1
C5	1
C6	0
C8	3
C9	2
C13	0
C15	1
C16	2
C18	3
C20	0
C21	2
C24	7
C25	2
C26	4
C27	4
C29	7
C30	3
C32	4
C41	7
C44	5
C49	7
C50	4
C51	7
C52	5
C58	2
C59	5
C62	7
C69	7
C87	7
C88	7
C98	7
C99	7
C101	7
C102	7
C103	7
C105	7
C106	7
C107	7
C114	7
C115	7
C116	7
C117	7
C121	7
C122	7
C123	7
C126	7
R2	5
C7	3
C10	1
C11	3
C14	0
C19	3
C40	5
C42	5
C45	5
C46	4
C47	5
C54	4
C73	5
C78	5
C80	5
C84	5
C85	5
C86	5
C95	5
C96	5
C97	5
C109	5
C111	5
C112	5
C119	5
C120	5
C124	5
R3	4
C3	1
C4	1
C17	6
C31	2
C33	4
C34	4
C35	4
C36	4
C37	4
C55	4
C61	4
C64	4
C74	4
C77	4
C82	4
C92	4
C93	4
C100	4
R4	0
C12	0
C22	3
C23	2
C43	3
C48	0
C53	0
C60	0
C68	0
C108	0
R5	3
C28	3
C38	3
C56	3
R6	0
C39	0
C65	0
C70	0
R7	1
C66	1
C75	1
C76	1
C83	1
C94	1
R8	3
C67	3
C72	3
C79	3
C81	3
C110	3
R9	2
C89	2
C90	2
C104	2
C113	2
R10	3
C57	6
R11	6
C63	6
C71	6
C91	6
C118	6
R12	1
C125	1
R13	1
R14	2
R15	0
R16	1
R17	1
R18	1
R19	1
R20	1
R21	6
R22	6
R23	1
R24	1
R25	1
