Node	Module
R1	4
C1	0
C3	0
C4	0
C5	1
C6	0
C7	3
C8	5
C9	5
C10	1
C11	5
C12	1
C13	1
C14	0
C16	5
C17	1
C18	0
C19	1
C20	1
C21	1
C24	3
C26	3
C28	4
C30	4
C31	4
C32	2
C33	1
C34	3
C35	1
C37	1
C40	4
C41	1
C42	0
C43	0
C47	1
C48	4
C49	5
C51	0
C52	2
C55	5
C56	4
C63	5
C67	4
C69	4
C70	4
C73	4
C77	5
C78	4
C80	1
C81	4
C88	4
C96	4
C108	4
C109	4
C111	4
C113	4
C114	4
C116	4
C117	4
C119	4
C134	4
C136	4
C142	4
C143	4
C177	4
C178	4
C180	4
C182	4
C197	4
C198	4
C213	4
C219	4
C222	4
C229	4
C233	4
C234	4
R2	2
C2	0
C15	2
C22	5
C29	1
C36	2
C39	5
C46	2
C60	1
C62	2
C66	2
C68	0
C83	2
C85	2
C86	2
C87	2
C90	2
C92	2
C93	2
C94	2
C97	2
C101	2
C122	2
C125	2
C126	2
C127	2
C130	2
C133	2
C145	2
C146	2
C147	2
C150	2
C154	2
C159	2
C160	2
C167	2
C172	2
C184	2
C191	2
C193	2
C195	2
C196	2
C199	2
C200	2
C202	2
C203	2
C207	2
C215	2
C217	2
C218	2
C223	2
C226	2
C228	2
C232	2
R3	1
C23	1
C25	1
C27	5
C38	1
C53	1
C57	1
C58	1
C59	3
C61	1
C71	1
C72	1
C84	3
C89	1
C99	0
C106	5
C107	1
C112	1
C120	5
C123	1
C124	1
C132	1
C137	1
C144	1
C151	1
C166	1
C173	1
C175	1
C187	1
C192	1
C201	1
C205	1
C208	1
C209	1
C235	1
C236	1
R4	5
C44	5
C54	3
C65	5
C79	5
C91	5
C95	5
C98	0
C138	5
C139	5
C141	5
C148	5
C152	5
C157	5
C158	5
C162	5
C168	5
C170	5
C194	5
C204	5
C211	5
C214	5
R5	1
C45	3
C50	1
C64	1
C76	1
C100	1
C110	1
C161	1
C176	1
C189	1
C210	1
R6	5
C82	0
C102	0
C140	5
C153	5
C156	5
C220	5
R7	1
C163	1
C164	1
C190	1
R8	1
C75	4
C179	1
C181	1
R9	0
C74	0
C105	0
C115	0
C118	0
C131	0
R10	1
R11	0
C165	0
C206	0
C224	0
R12	3
C103	3
C185	3
C186	3
R13	5
C128	5
R14	0
C183	0
C227	0
C230	0
R15	2
C104	2
C121	2
C129	2
C225	2
R16	0
C212	0
C231	0
R17	0
C155	0
C216	0
C221	0
R18	5
C135	5
C171	5
R19	0
C174	0
R20	4
C149	4
C169	4
R21	1
R22	0
C188	0
R23	4
R24	2
R25	0
R26	0
R27	0
R28	1
R29	2
R30	0
