Node	Module
R1	0
C2	0
C4	0
C5	0
R2	0
R3	0
C1	0
R4	0
C6	0
C7	0
R5	0
R6	0
R7	0
C3	0
R8	0
R9	0
R10	0
R11	0
R12	0
R13	0
R14	0
R15	0
R16	0
R17	0
R18	0
R19	0
R20	0
R21	0
R22	0
R23	0
R24	0
R25	0
R26	0
R27	0
R28	0
R29	0
R30	0
R31	0
R32	0
R33	0
R34	0
R35	0
R36	0
R37	0
R38	2
C9	2
C10	2
C12	1
C13	2
C14	1
C15	2
C17	2
C18	2
R39	1
R40	2
R41	1
R42	1
R43	1
R44	1
R45	2
C16	1
R46	2
C8	2
C11	2
R47	2
R48	2
R49	2
R50	2
R51	2
R52	2
R53	2
R54	1
R55	2
R56	1
R57	1
R58	2
R59	1
R60	1
R61	1
R62	2
R63	2
R64	1
R65	1
R66	1
R67	1
R68	1
R69	1
R70	1
R71	1
R72	1
R73	1
R74	1
R75	1
R76	1
R77	2
R78	1
R79	0
R80	0
R81	2
R82	0
R83	1
R84	1
