Node	Module
R1	8
C11	3
C24	5
C31	1
C32	1
C34	8
C45	8
C46	6
C58	1
C76	1
C83	8
C88	7
C98	8
C107	8
C111	8
C114	8
C130	8
C135	8
C150	8
C152	8
C197	8
C203	8
C205	8
C210	8
C218	8
C223	8
C226	8
C232	8
C234	8
C239	8
C240	8
C241	8
C243	8
C244	8
C245	8
C249	8
C254	8
C255	8
C256	8
C257	8
C258	8
C259	8
C260	8
C263	8
R2	6
C1	2
C8	7
C15	9
C16	0
C18	6
C20	0
C26	0
C29	1
C30	2
C37	9
C38	6
C43	9
C50	6
C57	7
C63	6
C68	2
C81	6
C90	6
C94	6
C97	6
C100	6
C102	6
C120	6
C146	6
C176	6
C194	6
C200	6
C207	6
C272	6
R3	0
C2	4
C3	9
C4	4
C6	4
C9	0
C12	4
C14	4
C19	3
C23	0
C28	4
C41	3
C48	0
C49	0
C54	0
C73	0
C74	0
C165	0
C168	0
C181	0
C206	0
C238	0
C268	0
C270	0
R4	8
C22	5
C33	8
C42	6
C44	3
C61	7
C67	0
C75	1
C101	8
C110	8
C113	8
C127	8
C131	8
C142	8
C180	8
C224	8
C228	8
C230	8
C266	8
C269	8
R5	1
C17	1
C47	1
C64	1
C115	1
C116	1
C141	1
C185	1
C211	1
C220	1
C225	1
C227	1
C231	1
C253	1
C265	1
R6	4
C13	4
C21	4
C25	9
C27	2
C39	4
C52	4
C164	4
C267	4
R7	3
C10	3
C51	3
C55	3
C62	3
C156	3
R8	2
C5	4
C36	2
C59	2
C70	6
C89	2
C136	2
C212	2
C237	2
R9	7
C86	7
C92	7
C139	7
C154	7
C189	7
C195	7
C264	7
R10	0
C53	0
C65	1
C71	9
C84	9
C85	6
C117	0
C221	0
R11	1
C35	1
C80	1
C82	9
C133	1
C179	1
R12	8
C183	8
C204	8
C209	8
C215	8
C261	8
R13	1
C77	1
C104	1
C151	1
C188	1
C242	1
R14	1
C7	4
C166	1
C213	1
C219	1
C233	1
R15	4
C87	4
C126	4
C169	4
R16	9
C106	9
C163	9
C186	9
C201	9
R17	4
C78	4
C193	4
C196	4
C236	4
R18	3
C56	3
C121	3
C123	3
C198	3
C262	3
R19	0
C108	0
C147	0
R20	9
C40	2
R21	3
C122	3
C172	3
C214	3
R22	2
C178	2
C208	2
R23	4
C118	4
R24	2
C91	2
C109	2
C158	2
C182	2
C184	2
R25	1
C145	1
C175	1
R26	9
C138	9
C216	9
C217	9
C271	9
R27	4
C93	4
C99	4
C134	4
R28	6
C69	6
C192	6
R29	0
C119	0
R30	2
C128	2
C177	2
C202	2
R31	5
C72	5
C160	5
C246	5
C248	5
R32	4
C95	4
C173	4
R33	5
C96	5
C137	5
C250	5
C251	5
R34	7
C190	7
C199	7
R35	9
C103	9
R36	4
C140	4
R37	0
C129	0
C149	0
C235	0
R38	1
C252	1
R39	5
C143	5
C144	5
C153	5
C170	5
R40	2
R41	3
C105	3
C132	3
C247	3
R42	2
C148	2
C161	2
R43	6
C171	6
R44	0
C125	0
C159	0
R45	0
C79	6
C157	0
R46	4
C187	4
R47	6
C155	6
R48	4
R49	9
R50	4
C167	4
C174	4
R51	0
C222	0
R52	4
R53	4
C60	4
R54	3
R55	6
R56	0
R57	7
C112	7
C162	7
R58	4
R59	4
R60	3
R61	4
R62	0
R63	2
C229	2
R64	4
R65	3
R66	6
C66	6
R67	4
C124	4
R68	3
R69	7
C191	7
R70	9
R71	4
R72	6
R73	2
R74	4
R75	2
R76	2
R77	0
R78	3
R79	2
R80	4
R81	4
R82	4
R83	1
R84	3
R85	6
R86	3
R87	7
R88	6
R89	2
R90	6
R91	4
R92	1
