Node	Module
R1	4
C1	6
C2	6
C4	6
C5	5
C6	5
C7	4
C9	4
C10	0
C11	0
C12	2
C15	6
C16	2
C17	2
C18	2
C22	5
C25	4
C26	4
C27	0
C30	6
C32	3
C36	4
C39	0
C41	4
C44	4
C45	4
C47	6
C62	4
C64	4
C67	4
C73	4
C75	4
R2	2
C20	2
C23	3
C28	4
C31	6
C42	2
C60	2
C69	2
R3	4
C3	5
C8	5
C33	0
C50	4
C71	4
R4	3
C13	2
C14	5
C49	3
C65	3
C72	3
C76	3
C81	3
R5	2
C21	2
C46	2
C80	2
R6	0
C35	0
C40	0
C51	0
C52	0
C70	0
C77	0
R7	0
C19	0
C29	6
C38	0
C43	6
R8	5
C37	5
C54	5
R9	5
C24	5
C34	1
R10	2
C78	2
R11	0
C63	0
C82	0
R12	6
C57	6
C58	6
R13	5
C53	5
C74	5
R14	6
C59	6
R15	5
C61	5
R16	6
R17	6
C55	6
C68	6
R18	6
C66	6
C79	6
R19	2
C56	2
R20	2
R21	5
R22	1
C48	1
R23	5
R24	5
R25	5
R26	4
R27	4
R28	6
