Node	Module
R1	3
C1	3
C4	3
R2	0
C2	6
C3	3
C8	3
C9	4
C10	5
C16	2
C19	0
C38	0
C43	1
C50	0
C82	0
R3	3
C5	1
C13	6
C15	3
C17	1
R4	5
C6	3
C7	2
C11	2
C12	5
C25	5
C36	5
C44	5
C47	5
C48	5
C51	5
C53	5
C57	5
C72	5
C76	5
C77	5
C79	5
C83	5
R5	3
C14	6
C28	1
C30	1
C31	6
C33	3
C58	3
R6	6
C22	2
C24	6
C26	5
C35	6
C52	2
C54	2
C61	6
C73	6
R7	1
C27	1
C34	1
R8	1
C20	1
C37	1
R9	1
C64	1
C71	1
R10	6
R11	0
C18	0
C29	2
C40	0
C41	0
C49	2
C65	0
C80	0
R12	3
R13	0
C67	0
C81	0
R14	3
C66	3
C70	3
R15	2
R16	1
C42	1
R17	2
C23	2
C46	2
C78	2
C84	2
R18	4
C59	4
R19	6
C21	6
C63	6
C68	6
R20	2
C69	2
R21	3
R22	5
C39	5
C55	5
C56	5
C62	5
R23	4
C75	4
R24	2
R25	2
R26	5
C32	5
R27	6
C60	6
R28	4
C45	4
R29	6
R30	4
R31	4
R32	3
R33	2
R34	0
R35	6
R36	6
C74	6
R37	1
R38	6
R39	4
