Node	Module
R1	0
C1	3
C2	2
C3	3
C5	4
C8	2
C10	0
C13	0
C14	1
C15	0
C17	0
C19	1
C20	0
C21	0
C22	0
C23	4
C24	0
C25	0
C26	0
C27	0
C28	0
C30	0
C31	0
C32	0
C33	0
C34	0
C35	0
C36	0
C37	0
C38	0
C39	0
R2	0
C4	3
C6	2
C7	3
C9	3
C11	3
C12	1
R3	0
R4	0
C29	1
C40	2
R5	0
R6	1
R7	0
R8	1
C18	2
R9	1
R10	0
R11	4
R12	2
C16	2
R13	0
R14	0
R15	0
R16	0
R17	3
R18	2
R19	4
R20	0
R21	3
R22	3
R23	2
R24	2
R25	3
R26	2
R27	3
R28	2
R29	0
R30	2
R31	2
R32	2
R33	2
R34	3
R35	0
R36	2
R37	3
R38	0
R39	0
R40	3
R41	3
R42	2
R43	3
R44	2
R45	2
R46	2
R47	3
R48	3
R49	3
R50	3
R51	0
R52	2
R53	3
R54	1
R55	3
R56	4
R57	3
R58	0
R59	2
R60	2
R61	3
R62	1
R63	3
R64	0
R65	2
R66	0
R67	3
R68	4
R69	2
R70	2
R71	0
R72	3
R73	2
R74	2
R75	1
R76	3
R77	4
R78	3
R79	2
R80	4
R81	2
R82	0
R83	2
R84	3
R85	4
R86	3
R87	0
R88	2
R89	4
R90	3
R91	4
R92	4
R93	4
R94	3
R95	3
R96	2
R97	3
R98	3
R99	4
R100	2
R101	0
R102	0
R103	2
R104	3
R105	3
R106	4
R107	2
R108	4
R109	4
R110	2
R111	3
R112	4
R113	0
R114	3
R115	4
R116	0
R117	2
R118	2
R119	4
R120	3
R121	3
R122	3
R123	3
R124	4
R125	2
R126	4
R127	3
R128	2
R129	4
R130	0
R131	3
R132	3
R133	2
R134	4
R135	2
R136	1
R137	4
R138	2
R139	3
R140	2
R141	4
R142	1
R143	4
R144	3
R145	2
R146	2
R147	3
R148	1
R149	2
R150	0
R151	2
R152	2
R153	3
R154	2
R155	4
R156	3
R157	2
R158	3
R159	3
R160	0
R161	3
R162	4
R163	2
R164	3
R165	4
R166	2
R167	3
R168	2
R169	3
