Node	Module
R1	2
C1	4
C2	4
C3	4
C4	1
C5	4
C6	4
C7	4
C8	1
C9	2
C10	0
C11	3
C12	2
C13	4
C14	3
C16	4
C17	1
C18	2
C20	0
C21	2
C22	4
C23	4
C24	1
C25	1
C26	2
C29	2
C31	0
C32	2
C34	3
C36	2
C37	0
C39	0
C40	2
C41	0
C43	2
C44	2
C49	0
C51	0
C53	2
C57	3
C62	2
C65	2
C67	2
C71	2
C72	2
C74	2
C77	2
R2	0
C19	4
C28	3
C30	0
C45	0
C46	1
C48	3
C50	0
C54	0
C60	0
C61	0
C78	0
C79	0
R3	2
C55	1
C56	4
C59	3
C63	2
R4	1
C33	3
C66	1
C68	1
C70	1
C75	1
R5	3
C15	3
C35	3
C38	3
C42	3
C58	3
C73	3
R6	0
C47	0
R7	3
C27	3
R8	3
C64	3
C69	3
R9	2
R10	4
R11	4
R12	4
R13	4
R14	4
R15	1
C52	1
C76	1
R16	4
R17	4
R18	4
R19	4
R20	0
R21	4
R22	4
R23	3
R24	3
R25	0
