Node	Module
R1	7
C1	5
C2	3
C3	5
C4	10
C5	10
C6	5
C7	5
C8	5
C10	5
C11	3
C13	5
C15	8
C16	9
C17	5
C18	0
C19	9
C20	3
C21	8
C22	9
C24	9
C27	9
C28	9
C30	7
C34	8
C41	7
C46	1
C48	5
C51	3
C53	9
C56	0
C61	7
C67	7
C75	9
C77	3
C81	1
C84	5
C87	0
C107	7
C108	7
C118	7
C143	9
C169	7
C174	8
C177	7
C180	7
C184	7
C186	7
C189	7
C191	7
C197	7
C198	7
C216	8
C225	7
C244	7
C252	7
C261	7
C277	7
C290	7
C291	2
C299	7
C310	7
C311	7
C319	7
C322	7
C333	7
C341	7
C342	7
C355	7
C357	7
C358	7
C365	7
C367	7
C406	7
C410	7
C413	7
C416	7
C421	7
C432	7
C438	7
C444	7
C447	7
C473	7
C474	7
C476	7
C495	7
C500	7
C531	7
C532	7
C588	7
C597	7
C600	7
C668	7
C721	7
C722	7
C723	7
C731	7
C735	7
C771	7
C785	7
C794	7
C840	7
C874	7
C879	7
R2	8
C12	5
C14	8
C25	8
C29	5
C36	8
C39	8
C40	9
C42	0
C45	8
C49	10
C54	0
C57	9
C62	8
C63	5
C72	3
C82	8
C86	8
C89	0
C98	8
C101	8
C102	3
C103	0
C105	8
C106	8
C112	8
C113	8
C122	8
C129	10
C130	8
C148	0
C156	8
C158	8
C165	8
C172	8
C199	10
C204	8
C205	0
C206	4
C208	8
C209	8
C211	3
C219	8
C220	8
C242	8
C253	8
C266	8
C276	0
C283	8
C287	8
C292	5
C297	8
C300	8
C314	8
C361	8
C362	8
C372	8
C395	8
C412	8
C457	8
C546	8
C549	8
C556	8
C560	8
C561	8
C568	8
C573	8
C578	8
C628	8
C633	8
C637	8
C640	8
C643	8
C644	8
C645	8
C646	8
C649	8
C655	8
C664	8
C690	8
C701	8
C742	8
C746	8
C750	8
C756	8
C757	8
C758	8
C759	8
C765	8
C766	8
C769	8
C838	8
C839	8
C842	8
C844	8
C845	8
C846	8
C847	8
C848	8
C853	8
R3	0
C23	3
C31	0
C32	0
C55	3
C59	10
C60	0
C70	9
C88	8
C91	0
C96	8
C104	3
C114	5
C116	0
C119	3
C120	0
C126	3
C134	0
C140	0
C161	0
C163	0
C185	0
C207	1
C212	0
C214	0
C217	0
C224	5
C229	0
C251	0
C280	3
C288	0
C293	0
C294	0
C298	0
C301	0
C313	0
C315	0
C321	0
C337	0
C338	0
C383	0
C429	0
C545	0
C547	0
C572	0
C601	0
C620	0
C631	0
C656	0
C665	0
C694	0
C713	0
C734	0
C736	0
C748	0
C762	0
C763	0
C774	0
C776	0
C777	0
C778	0
C779	0
C786	0
C787	0
C788	0
C790	0
C798	0
C799	0
C805	0
C820	0
C822	0
C855	0
R4	10
C9	10
C35	10
C37	10
C47	8
C58	10
C83	10
C90	10
C93	4
C94	9
C97	9
C100	10
C110	9
C117	10
C121	10
C128	10
C136	10
C149	10
C153	9
C155	10
C182	10
C183	10
C193	5
C228	10
C231	10
C267	1
C273	9
C324	10
C344	10
C349	10
C352	10
C381	10
C392	10
C405	10
C420	10
C440	10
C445	10
C452	10
C455	10
C456	10
C459	10
C461	10
C462	10
C464	10
C497	10
C498	10
C499	10
C540	10
C543	10
C567	10
C569	10
C684	10
C693	10
C708	10
C737	10
C753	10
C792	10
C797	10
C806	10
C821	10
C858	10
C878	10
R5	3
C33	10
C38	3
C50	3
C52	3
C85	3
C124	5
C125	3
C133	3
C178	3
C179	3
C200	3
C210	3
C243	3
C245	3
C254	3
C264	3
C327	3
C336	3
C407	3
C417	3
C441	3
C443	3
C475	3
C482	3
C483	3
C501	3
C516	3
C524	3
C554	3
C599	3
C602	3
C621	3
C623	3
C652	3
C675	3
C698	3
C724	3
C826	3
C868	3
R6	9
C64	9
C65	9
C71	9
C73	9
C76	9
C109	9
C111	9
C127	9
C135	9
C151	2
C157	9
C170	5
C188	9
C190	9
C195	9
C202	9
C226	9
C236	9
C237	9
C239	9
C250	9
C256	9
C268	9
C296	9
C303	9
C312	9
C320	9
C325	9
C359	9
C391	9
C411	9
C423	9
C426	9
C492	9
C502	9
C521	9
C536	9
C537	9
C576	9
C582	9
C596	9
C615	9
C619	9
C635	9
C880	9
R7	8
C80	8
C99	8
C115	9
C138	8
C147	5
C175	8
C258	8
C281	8
C282	8
C302	8
C331	8
C345	8
C385	8
C418	8
C454	8
C490	8
C507	8
C508	8
C513	8
C526	8
C548	8
C571	8
C638	8
C651	8
C679	8
C680	8
C681	8
C695	8
C696	8
C725	8
C744	8
C751	8
C800	8
C801	8
C810	8
C815	8
C835	8
R8	10
C66	10
C68	10
C79	5
C152	10
C168	10
C196	10
C271	10
C289	10
C308	5
C351	10
C437	10
C463	10
C506	10
C559	10
C570	10
C581	10
C585	10
C586	10
C617	10
C625	10
C648	10
C678	10
C717	10
C767	10
C789	10
C793	10
C825	10
C843	10
C863	10
C867	10
C869	10
C870	10
R9	10
C69	10
C95	10
C146	0
C159	4
C171	10
C203	10
C222	10
C230	10
C238	2
C246	8
C295	5
C323	10
C346	10
C350	10
C354	10
C356	10
C378	10
C386	10
C479	10
C594	10
C659	10
C716	10
C872	10
R10	5
C74	5
C144	9
C187	5
C218	5
C227	1
C305	2
C307	3
C401	5
C419	5
C595	5
C726	5
C732	5
R11	0
C44	0
C123	0
C285	0
C306	0
C330	0
C340	0
C379	0
C431	0
C477	0
C533	0
C687	0
R12	8
C141	9
C162	3
C164	8
C167	8
C284	9
C286	0
C304	4
C317	9
C414	8
C558	8
C562	8
C598	8
C611	8
C642	8
C654	8
C682	8
C685	8
C688	8
C689	8
C692	8
C700	8
C702	8
C764	8
C877	8
R13	5
C43	5
C166	1
C192	1
C215	5
C241	3
C494	5
C509	5
C541	5
C577	5
C727	5
C752	5
C780	5
C807	5
R14	10
C131	10
C132	10
C154	10
C232	10
C274	10
C394	10
C467	10
C484	10
C519	10
C542	10
C557	10
C565	10
C584	10
C587	10
C622	10
C626	10
C636	10
C647	10
C660	10
C663	10
C669	10
C697	10
C705	10
C710	10
C715	10
C768	10
C812	10
C817	10
C864	10
C882	10
R15	8
C137	4
C326	1
C335	8
C353	8
C434	8
C538	8
C574	8
C575	8
C639	8
C657	8
C658	8
C670	8
C671	8
C691	8
C728	8
C739	8
C745	8
C761	8
C824	8
C828	8
C856	8
R16	9
C78	9
C201	1
C247	9
C257	9
C263	9
C278	9
C449	9
C471	9
C496	9
C512	9
C527	9
C553	9
C791	9
