Node	Module
R1	5
C1	0
C2	8
C3	8
C4	0
C8	2
C9	3
C11	6
C14	8
C20	4
C21	5
C22	5
C61	5
C70	5
C72	5
C73	5
C74	5
R2	4
C6	8
C10	8
C29	4
C35	4
C38	4
C41	4
C42	4
C46	4
C47	4
C48	4
C49	4
C51	4
R3	1
C16	1
C25	1
C26	1
C34	1
C56	1
C57	1
C58	1
C59	1
C77	1
C78	1
C79	1
C80	1
R4	6
C24	6
C30	6
C40	6
C63	6
C67	6
C68	6
C71	6
R5	8
C15	0
C19	8
R6	3
C7	7
C13	3
C23	3
C44	3
R7	8
C45	8
C76	8
R8	0
C27	0
C32	0
C36	0
C37	0
C75	0
C83	0
R9	2
C12	2
C43	2
C54	2
C55	2
C60	2
R10	3
C31	3
C81	3
C82	3
R11	0
C28	0
C62	0
C64	0
C65	0
R12	8
C52	8
C53	8
R13	7
C5	7
C17	7
C18	7
R14	7
R15	7
C33	7
C39	7
C66	7
R16	8
C50	8
R17	7
R18	7
C69	7
R19	8
R20	8
R21	2
