Node	Module
R1	0
C1	0
C2	5
C3	3
C4	0
C6	5
C8	4
C9	5
C13	0
C15	0
C17	5
C18	0
C19	0
C20	3
C27	0
C41	0
C42	0
C52	0
R2	4
C5	4
C7	2
C11	1
C12	4
C14	4
C24	4
C25	4
C34	4
R3	4
C23	4
C29	4
R4	2
C16	2
C22	2
C35	2
R5	5
C43	5
C49	5
R6	0
R7	4
C26	4
R8	0
C40	0
R9	2
C10	2
R10	5
C28	5
C45	5
R11	5
R12	3
R13	4
R14	1
C21	1
C36	1
C38	1
C46	1
R15	4
C31	4
C32	4
R16	1
C37	1
C39	1
C50	1
R17	5
R18	0
R19	0
R20	2
R21	5
C33	5
C44	5
C53	5
R22	1
C51	1
R23	3
C47	3
R24	2
C30	2
R25	3
R26	2
R27	0
R28	3
R29	3
R30	2
C48	2
R31	3
R32	5
