Node	Module
R1	4
C2	1
C4	4
C6	0
C7	3
C9	4
C11	4
C16	4
C18	4
C22	4
C23	4
C27	4
C42	4
C46	4
C53	4
R2	5
C1	1
C3	2
C10	1
C13	5
C26	1
C34	5
C35	5
C37	5
C39	5
C56	5
C58	5
R3	2
C8	0
C20	2
C24	2
C25	2
C28	1
C51	2
C62	2
R4	4
C5	1
C12	4
C14	0
C36	0
R5	3
C19	3
C31	3
C33	3
C43	3
C44	3
R6	0
C15	0
C17	0
C30	0
C38	0
R7	0
C45	0
C59	0
C60	0
R8	4
C21	0
R9	4
R10	1
C41	1
R11	1
R12	0
R13	3
C40	3
C47	3
R14	3
R15	1
R16	1
C54	1
R17	2
C32	2
C48	2
C49	2
R18	0
C61	0
R19	2
C55	2
R20	0
R21	0
R22	2
R23	1
R24	2
C50	2
C52	2
R25	5
C29	5
R26	2
R27	0
R28	4
R29	5
R30	0
R31	1
C57	1
R32	1
R33	2
R34	1
R35	1
R36	1
R37	4
R38	5
R39	3
R40	1
R41	0
