Node	Module
R1	7
C1	3
C2	3
C3	3
C4	2
C5	3
C6	3
C7	9
C8	3
C9	0
C11	3
C12	9
C13	9
C14	0
C15	3
C16	2
C18	3
C19	9
C20	9
C21	5
C22	3
C27	6
C28	2
C29	0
C32	9
C35	2
C40	7
C45	1
C48	7
C51	7
C52	7
C53	6
C56	5
C57	8
C64	7
C65	7
C66	7
C70	2
C79	7
C80	5
C89	7
C90	7
C91	7
C95	5
C101	5
C118	5
C124	1
C138	7
C146	7
C147	7
C150	7
C164	7
C183	7
C187	7
C197	7
C207	7
C213	7
C232	7
C234	7
C255	7
C257	7
C264	7
C265	7
R2	1
C10	3
C23	9
C26	9
C30	0
C31	9
C37	1
C38	0
C41	3
C46	1
C47	8
C50	9
C54	9
C59	1
C61	5
C62	5
C63	0
C81	2
C83	1
C85	2
C94	8
C105	0
C117	8
C134	1
C149	1
C160	1
C173	1
C181	1
C189	1
C191	1
C201	1
C236	1
C238	1
C239	1
C249	1
C253	1
C256	1
R3	7
C17	9
C24	9
C25	3
C36	9
C55	7
C67	5
C97	7
C104	7
C106	7
C113	0
C115	0
C155	7
C203	7
C231	7
C233	7
C248	7
C269	7
R4	9
C34	9
C42	0
C60	0
C69	9
C82	9
C86	6
C103	4
C116	0
C120	9
C126	5
C128	8
C130	9
C132	2
C140	9
C192	9
C215	9
C225	9
C226	9
C259	9
R5	0
C33	5
C43	0
C58	0
C68	0
C76	9
C77	2
C107	0
C108	0
C109	0
C112	0
C142	0
C176	0
C204	0
C205	0
C206	0
C211	0
C224	0
C241	0
C245	0
R6	9
C39	9
C49	9
C71	9
C84	9
C125	6
C141	9
C161	9
R7	5
C75	5
C93	5
C96	5
C102	5
C111	5
C159	5
C162	5
C163	5
C182	5
C184	5
C210	5
C243	5
C246	5
C247	5
C252	5
C254	5
C262	5
C270	5
R8	0
C87	0
C154	0
C165	0
R9	9
C100	2
C121	9
C168	9
C174	9
C244	9
R10	8
C74	2
C78	8
C88	8
C110	8
C123	8
C127	8
C170	8
C172	8
C186	8
C193	8
C230	8
C242	8
R11	3
C44	8
C137	3
R12	8
C73	8
C122	8
C131	8
C144	8
C148	8
C156	8
C158	8
C227	8
R13	9
R14	3
C143	3
C228	3
R15	9
R16	3
C145	3
C212	3
C235	3
R17	3
C129	3
C195	3
R18	5
C92	5
C119	2
C157	5
C199	5
C268	5
R19	3
C178	3
R20	1
C72	1
C167	1
C169	1
C190	1
C209	1
C214	1
R21	9
R22	2
C135	2
C136	2
R23	0
R24	3
C185	3
R25	9
C218	9
C220	9
C222	9
C223	9
R26	3
C114	3
R27	9
C171	9
R28	1
C99	6
C139	1
C188	1
C229	1
R29	3
C175	3
C263	3
R30	2
C153	2
C261	2
R31	1
C208	1
C221	1
R32	8
C133	8
C196	8
C251	8
C267	8
R33	3
R34	6
C152	6
C240	6
C260	6
C266	6
R35	2
R36	2
C98	2
C179	2
C258	2
R37	9
R38	2
R39	3
C250	3
R40	5
R41	5
R42	6
R43	0
R44	0
C202	0
R45	1
C217	1
C219	1
R46	8
C151	8
R47	2
R48	9
R49	3
R50	3
R51	3
R52	5
R53	2
R54	7
R55	3
R56	0
C177	0
R57	2
R58	1
R59	7
R60	1
R61	3
R62	4
C198	4
C237	4
R63	8
C166	8
R64	3
R65	3
C194	3
R66	3
R67	3
R68	1
C216	1
R69	3
C180	3
R70	9
R71	3
R72	6
C200	6
R73	9
R74	1
R75	2
R76	3
R77	3
R78	2
R79	8
R80	3
R81	9
R82	1
R83	3
R84	5
R85	3
R86	9
R87	8
R88	2
R89	5
R90	0
R91	9
