Node	Module
R1	0
C1	5
C2	5
C3	3
C5	5
C7	3
C10	10
C14	0
C17	0
C19	3
C26	0
C36	0
C37	0
C38	0
C40	0
C42	0
C44	0
C45	0
C46	0
C47	0
C48	0
C51	0
C65	0
C70	0
C74	0
C82	0
C95	0
C96	10
C99	0
C206	0
C207	0
C222	0
C268	0
C274	0
C281	0
C319	0
R2	6
C4	7
C8	3
C11	6
C12	6
C16	6
C22	6
C25	6
C30	6
C49	6
C53	6
C75	6
C94	6
C120	6
C143	6
C145	6
C148	6
C177	6
C193	6
C236	6
C263	6
C301	6
C323	6
C330	6
C339	6
R3	0
C6	3
C9	5
C205	0
C208	0
C309	0
C317	0
R4	1
C29	1
C33	7
C68	1
C72	1
C102	1
C103	1
C107	1
C123	1
C163	1
C164	1
C183	1
C190	1
C200	1
C211	1
C226	1
C231	1
C235	1
C246	1
C247	1
C257	1
C265	1
R5	9
C34	4
C63	9
C92	9
C101	9
C116	9
C122	9
C127	9
C146	9
C147	9
C150	9
C156	9
C160	9
C165	9
C167	9
C169	9
C197	9
C202	9
C203	9
C209	9
C238	9
C250	9
C251	9
C303	9
R6	0
C89	0
C187	0
C188	0
C262	0
R7	4
C31	4
C131	4
C157	4
C170	4
C189	4
C212	4
C218	4
C248	4
C269	4
C280	4
C299	4
C300	4
C304	4
C310	4
C325	4
R8	7
C15	7
C18	6
C69	7
C76	7
C84	7
C93	7
C104	7
C119	7
C158	7
C198	7
C201	7
C223	7
C254	7
C264	7
R9	6
C21	6
C55	6
C61	6
C67	6
C71	6
C192	6
C232	6
C242	6
C261	6
C287	6
C288	6
C289	6
C290	6
C322	6
R10	1
C13	7
C23	3
C32	5
C80	1
C105	1
C109	1
C125	1
C135	1
C149	1
C180	1
C233	1
C314	1
C318	1
C337	1
R11	3
C20	5
C79	3
C90	3
C132	3
C151	3
C161	3
C191	3
C241	3
C255	3
C256	3
C278	3
C296	3
R12	10
C24	10
C62	10
C91	10
C128	10
C173	10
C229	10
C259	10
C295	10
C297	10
C308	10
C313	10
C338	10
R13	7
C50	10
C83	10
C106	7
C219	7
C266	7
C272	7
C285	7
C293	7
C321	7
C326	7
R14	6
C35	8
C174	6
C227	6
C292	6
C324	6
R15	6
C98	6
C153	6
C267	6
C279	6
C311	6
R16	5
C27	5
C60	5
C81	5
C85	5
C97	5
C271	5
C273	5
C284	5
C315	5
R17	6
C56	7
C144	6
C175	6
C194	6
C196	6
C291	6
C305	6
R18	2
C100	2
C111	2
C112	2
C117	2
C126	2
C168	2
C181	2
C195	2
C217	2
C275	2
C329	2
C332	2
R19	3
C73	3
C77	3
C86	3
C87	3
C88	3
C141	3
C152	3
R20	5
C28	5
C39	5
C41	5
C43	5
C54	5
C155	5
R21	8
C52	8
C57	8
C58	8
C59	8
C66	8
C78	8
C108	8
C129	8
C204	8
C228	8
C286	8
R22	5
C283	5
R23	3
C171	3
C199	3
C213	3
C243	3
C253	3
C307	3
C334	3
R24	8
C118	8
C159	8
C298	8
C333	8
R25	2
C130	2
C133	2
C139	2
C140	2
C154	2
C179	2
C249	2
C252	2
C276	2
C277	2
C302	2
R26	10
C114	10
C124	10
C172	10
C239	10
C294	10
C312	10
C320	10
C331	10
R27	10
C142	10
C178	10
C327	10
C335	10
R28	6
C185	6
R29	7
C136	7
C260	7
C282	7
R30	3
R31	10
C113	10
C186	10
C225	10
C245	10
C270	10
C316	10
C336	10
R32	5
C64	5
R33	5
R34	7
C134	7
C210	7
C220	7
C221	7
C230	7
C240	7
R35	1
C121	1
C216	1
C244	1
R36	7
C110	7
C137	7
C184	7
C215	7
C237	7
C258	7
R37	3
C176	3
C328	3
R38	5
C115	5
C166	5
C182	5
C234	5
R39	3
C138	3
C162	3
C214	3
C224	3
C306	3
