Node	Module
R1	1
C2	1
C6	1
C7	1
C10	2
C11	2
C19	1
C29	1
C33	0
C34	0
C35	2
C41	1
C43	1
C45	1
C48	1
C50	1
C51	2
C53	1
C56	1
C57	1
C60	1
C62	1
C64	1
C69	1
C81	1
C85	1
C98	1
C103	2
C105	1
C112	1
C119	1
C122	2
C146	2
C151	2
C177	1
C180	1
C187	1
C195	2
C208	2
C217	1
C235	1
C240	0
C253	2
C277	1
C294	1
C344	1
C364	1
C379	1
C403	2
C476	1
C488	1
C502	1
C522	1
C571	1
C581	1
C622	2
C679	1
C756	1
C869	1
R2	2
C3	2
C4	2
C5	2
C8	2
C9	0
C14	2
C15	0
C22	2
C28	2
C37	2
C52	2
C63	1
C75	2
C76	2
C77	0
C82	2
C84	0
C97	2
C129	2
C131	2
C133	2
C135	2
C136	2
C150	2
C156	2
C163	2
C168	2
C190	2
C196	2
C204	2
C216	2
C252	1
C306	2
C313	2
C357	2
C437	2
C563	2
C566	2
C626	2
C627	2
C630	0
C712	1
C754	2
C924	2
R3	2
C1	2
C24	0
C26	2
C42	2
C55	2
C61	2
C78	1
C79	2
C83	2
C88	1
C93	1
C94	2
C107	1
C109	2
C120	2
C127	2
C161	2
C205	2
C223	2
C244	2
C258	2
C280	2
C324	0
C378	2
C395	2
C401	2
C415	2
C436	2
C538	1
C543	2
C562	2
R4	1
C17	1
C18	0
C20	2
C25	1
C32	1
C36	2
C46	0
C49	0
C54	1
C58	1
C65	1
C67	2
C71	1
C86	2
C91	0
C96	1
C101	1
C114	1
C125	1
C140	0
C141	1
C145	1
C158	2
C199	1
C203	0
C214	1
C221	0
C228	2
C269	1
C348	1
C359	0
C367	1
C372	0
C457	1
C489	1
C506	1
C508	1
C542	1
C623	1
R5	0
C12	0
C27	0
C31	0
C39	2
C59	0
C72	1
C80	0
C92	0
C117	0
C121	0
C130	1
C134	2
C153	0
C164	0
C176	1
C200	0
C231	0
C234	1
C275	1
C284	2
C296	1
C303	2
C310	2
C312	0
C381	0
C386	0
C398	0
C471	0
C558	1
C678	1
C808	1
C814	0
C835	1
C925	0
R6	1
C23	2
C40	1
C110	2
C113	0
C144	0
C179	0
C263	2
C297	1
C346	2
C349	2
C393	1
C451	1
C458	0
C470	1
C525	1
C610	1
C646	2
C650	1
R7	2
C16	2
C148	1
C170	1
C197	2
C246	2
C261	1
C265	2
C274	1
C281	1
C291	2
C298	2
C355	2
C376	2
C392	2
C406	2
C422	2
C484	2
C534	2
C540	2
C618	2
C720	2
C748	2
C791	2
R8	2
C13	2
C30	2
C115	2
C212	1
C283	1
C311	1
C320	2
C328	2
C343	2
C373	1
C375	2
C389	2
C428	2
C513	2
C570	2
C658	0
C664	2
C683	2
R9	1
C38	2
C70	2
C102	1
C124	2
C155	1
C162	2
C165	2
C198	1
C227	1
C254	2
C276	1
C285	1
C308	1
C321	1
C388	2
C467	1
C475	1
C482	2
C559	2
C655	0
R10	1
C47	0
C68	1
C87	2
C126	1
C143	1
C178	2
C220	2
C259	1
C264	2
C354	1
C356	2
C399	0
C515	1
C735	1
R11	0
C44	1
C89	1
C108	0
C128	0
C152	0
C157	0
C159	1
C172	1
C173	0
C188	0
C192	0
C232	0
C233	0
C237	0
C238	0
C302	1
C307	0
C323	0
C337	0
C366	1
C416	0
C456	0
C477	1
C574	0
C593	2
C708	0
C855	0
R12	0
C73	0
C95	0
C100	0
C118	0
C147	0
C184	0
C193	0
C215	0
C230	0
C270	0
C326	0
C332	0
C358	0
C380	0
C387	0
C410	1
C419	0
C429	0
C452	1
C530	0
C551	1
C578	0
C631	0
C642	1
C661	0
R13	2
C66	0
C106	2
C137	2
C181	2
C186	2
C191	2
C218	2
C236	2
C248	0
C279	2
C305	2
C316	2
C352	0
C361	2
C368	2
C499	2
C507	0
C535	2
C556	2
C745	0
C750	2
C782	2
C900	2
C943	2
R14	1
C287	1
C304	2
C327	1
C351	1
C385	0
C420	0
C450	1
C479	1
C609	2
C647	1
C795	1
C908	1
C910	1
R15	0
C154	0
C182	1
C183	0
C267	1
C272	1
C288	1
C300	1
C411	0
C453	2
C510	0
C516	1
C633	0
C719	1
C759	1
C830	0
C929	0
R16	0
C74	0
C142	0
C169	0
C201	0
C219	0
C242	0
C257	0
C353	0
C394	0
C433	1
C438	0
C447	0
C463	1
C466	1
C469	0
C472	0
C481	0
C536	2
C541	1
C544	0
C545	0
C561	0
C587	0
C603	0
C665	0
C713	0
C717	0
C781	0
C817	1
C957	0
C1009	0
R17	1
C90	1
C309	2
C317	2
C345	0
C503	1
