"Nephrosperma_vanhoutteanum"	"Deckenia_nobilis"	"Diospyros_seychellarum"	"Phoenicophorium_borsigianum"	"Premna_serratifolia"	"Canthium_bibracteatum"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Megachile_seychellensis"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_089"	"Hemipyrellia_germana"	"Rhynchium_brunneum"	"Unidentified_sp4_M_PL_089"	"Nectarinia_dussumieri"	"Ceratina_tabescens"	"Lygistorrhina_sp1_M_PL_089"	"Unidentified_sp5_M_PL_089"	"Dichaetomyia_fasciculifera"	"Neophyllomyza_approximatonervis"	"Mabuya_sechellensis"	"Phelsuma_sp1_M_PL_089"	"Chalcidoma_disjunctum"	"Cratopus_aurostriatus"	"Eagris_sabadius"	"Ornidia_obesa"	"Polistes_olivaceus"	"Unidentified_sp1_M_PL_089"	"Unidentified_sp3_M_PL_089"	"Unidentified_sp6_M_PL_089"
"Nephrosperma_vanhoutteanum"	2.5801925844717	0.473425668305088	0.489537495683941	0.522109782940012	0.398368309436899	0.299279397191507	0.15063330988221	0.115666838390623	0.110171281873544	0.102466689226104	0.0213065373352152	1.91569444573957	1.16221119216104	0.263313576031806	0.266532017772617	0.298893596418999	0.131564778600899	0.124025596542823	0.109483468683985	0.0528877366149401	0.0517983572062224	0.0919672604366151	0.0448508527867978	0.0369274379242076	0.0571877389212203	0.0160154083925478	0.0160154083925478	0.00958794180084684	0.0126999676931354	0.00800770419627391	0.0110171281873544	0.0112127131966995	0.0115275025379367	0.0229918151091538	0.0104284599149222
"Deckenia_nobilis"	1.25831559207405	1.67654859791267	0.525904554434994	0.473428094102762	0.420580512004831	0.319670137056619	0.176375819934774	0.150878278912277	0.135963828646087	0.100247741790341	0.0252447378674384	2.26978243137013	0.894782295013436	0.241261882208198	0.162453707013282	0.145765271557093	0.254536908790659	0.131370710469196	0.0800045189194105	0.06620294461283	0.0553275237213378	0.0448508527867978	0.158830919802253	0.0343095079618181	0.0342542532935348	0.0208908386186229	0.0208908386186229	0.0113601320403473	0.0115158185052023	0.0104454193093115	0.0135963828646087	0.0397077299505632	0.0112778709514134	0.0112127131966995	0.0122106336877921
"Diospyros_seychellarum"	1.30113913326521	0.525904554434994	1.56913880140034	0.467566995669098	0.447495047185963	0.374375390509317	0.184128309486049	0.138324532662678	0.12342304509168	0.105898409947105	0.0257636750844126	2.31644065314519	0.852088516984315	0.362862175550705	0.213765216410666	0.15072601840795	0.146173253539342	0.1875998112537	0.0800548744466331	0.0637999442046561	0.0647957406650741	0.0463772364332155	0.0498225367359468	0.0346600736110594	0.0357744164187129	0.0191526275994478	0.0191526275994478	0.0115936537879857	0.0113732512460051	0.00957631379972388	0.012342304509168	0.0124556341839867	0.0119135711190493	0.0115943091083039	0.0127473445028803
"Phoenicophorium_borsigianum"	1.42521859667409	0.486223447997431	0.480203941497992	1.66320312773545	0.399785139045775	0.28485152319586	0.14920408128751	0.119567739755661	0.112286673782309	0.121329463845222	0.0212841599195452	1.91368246743288	1.20575291362689	0.228662350474272	0.229187463700995	0.16509958001076	0.160846783812698	0.123942115812972	0.22768139686761	0.0537700930336844	0.0493012251685143	0.0507998707725417	0.0460632740208093	0.094562149275123	0.0366438924219333	0.0165555331969376	0.0165555331969376	0.00957787196379533	0.0404562922962678	0.00827776659846883	0.0112286673782309	0.0115158185052023	0.0136495646825875	0.0126999676931354	0.0103295133199045
"Premna_serratifolia"	1.25734997666021	0.499439358005738	0.531400368533331	0.462251567021677	1.65058041235211	0.332681407851759	0.155188475440458	0.132684731558227	0.121332086607504	0.09884892946188	0.0214005812439484	1.924150038067	0.993971546203224	0.313823938078683	0.160629697462501	0.145653413137866	0.242795165168046	0.442974763280838	0.0786280025841376	0.0582310991848032	0.0575794744358813	0.0448164348116511	0.0473153076005436	0.0336084186357863	0.0688307915032287	0.0183717320619084	0.0183717320619084	0.00963026155977678	0.0112439570356624	0.00918586603095419	0.0121332086607504	0.0118288269001359	0.0111205045644615	0.0112041087029128	0.0107438175304932
"Canthium_bibracteatum"	1.16258535062855	0.46721020031352	0.547164032282848	0.40536562916334	0.409454040432934	1.71999154844293	0.177414265400275	0.128767221107115	0.111715399222425	0.111609457055717	0.0218807506871996	1.96732260623133	0.749738788626867	0.726167676460714	0.150047369226878	0.134675728736178	0.179465851270304	0.129561350250616	0.0700205680510033	0.0602236672081622	0.297690844922814	0.0414386857649779	0.0442620189770703	0.0322765539861738	0.0322352377696652	0.0178293075379082	0.0178293075379082	0.00984633780923983	0.00986024503370286	0.00891465376895411	0.0111715399222425	0.0110655047442676	0.0125560639187681	0.0103596714412445	0.0122825260661729
"Psychotria_pervillei"	1.17030494600794	0.51556008904011	0.538221212343835	0.424657769818297	0.382002401084204	0.354828530800549	1.31488718878651	0.318565250598616	0.11952080320861	0.0988792009764894	0.0257305020716906	2.31345803071245	0.708213094532955	0.328742215120231	0.151961935200731	0.135569978893989	0.149644704719582	0.1221890467802	0.072504486429367	0.270279372459287	0.0614126303308643	0.0417138396596888	0.0488425347511683	0.0317829367496641	0.0316007373603376	0.0441090346982699	0.0441090346982699	0.0115787259322608	0.0103295133199045	0.0220545173491349	0.011952080320861	0.0122106336877921	0.0111239101098551	0.0104284599149222	0.0910306515313736
"Syzygium_wrightii"	0.898642359804072	0.441028815282039	0.404333249321675	0.340308182381496	0.326608569989482	0.25753444221423	0.318565250598616	2.06856348776829	0.114189460545396	0.0737662260336841	0.0196178507978621	1.76386276284778	0.558919829840818	0.200199855317091	0.11919644461739	0.104100154551561	0.252577829267492	0.101825421878035	0.0574042413848919	0.616942000541797	0.0445732688447705	0.0320308167850956	0.0417816772372458	0.0248542336257271	0.025201274423502	0.286416482921764	0.286416482921763	0.00882803285903794	0.00827776659846883	0.143208241460882	0.0114189460545396	0.0104454193093115	0.00829870042878947	0.00800770419627391	0.022054517349135
"Dillenia_ferruginea"	1.236366607692	0.574069498727923	0.521119523720426	0.46162299221616	0.431402974604458	0.32273337553145	0.172641160190215	0.164940331898905	1.25999818577394	0.0938588681117535	0.0244043762696146	2.19422458637468	0.754014775388471	0.240913622126094	0.272295916038382	0.143222666435608	0.376603947950487	0.133883486965089	0.0781775932658634	0.0695799448598803	0.0558576996112124	0.0440685127494178	0.0543855314584348	0.0330164574190341	0.0341674650354593	0.0228378921090791	0.0228378921090791	0.0109819693213266	0.0112286673782309	0.0114189460545396	0.125999818577394	0.0135963828646087	0.0105591226625723	0.0110171281873544	0.011952080320861
"Erythroxylum_sechellarum"	1.29364195147956	0.476176773504122	0.503017447248748	0.561148770284153	0.39539571784752	0.362730735431079	0.160678701586795	0.119870117304737	0.105591226625723	1.26294386276604	0.021962590658369	1.97468092897247	1.04972102495264	0.383243535077646	0.165432917107276	0.149857532993177	0.134095571854328	0.123911683318252	0.091302828488811	0.055442621934868	0.0627803195938406	0.0461100101517468	0.0451114838056536	0.169380313926354	0.0341755096403349	0.0165974008575789	0.0165974008575789	0.00988316579626607	0.0136495646825875	0.00829870042878947	0.0105591226625723	0.0112778709514134	0.142081184561179	0.0115275025379367	0.0111239101098551
