"Nephrosperma_vanhoutteanum"	"Nepenthes_pervillei"	"Erythroxylum_sechellarum"	"Psychotria_pervillei"	"Canthium_bibracteatum"	"Dillenia_suffruticosa"	"Paragenipa_wrightii"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Roscheria_melanochaetes"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_sp1_M_PL_127"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_127"	"Megachile_seychellensis"	"Unidentified_sp1_M_PL_127"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Leptotes_pirithous"	"Unidentified_sp2_M_PL_127"
"Nephrosperma_vanhoutteanum"	3.05307441585739	0.505697914628821	0.445831740291061	0.347954253930639	0.218233063812631	0.101690422650316	0.217617504471677	0.186529289547152	0.186529289547152	0	2.65976949909827	1.4149422730948	0.204807655424673	0.0784468974731011	0.14090566340213	0.0900907204679231	0.0573212237517078	0	0.0227564061582969	0.0227564061582969	0.0450453602339616
"Nepenthes_pervillei"	1.5423786396179	2.28999840733064	0.350994844989698	0.226587872804559	0.212244725989021	0.0941391906847491	0.201457868065363	0.172678172627454	0.172678172627454	0	2.46226283190999	0.779159924949064	0.927449354968909	0.0726216613853779	0.175851348273633	0.0455128123165939	0.0451279086415326	0	0.103049928329879	0.103049928329879	0.022756406158297
"Erythroxylum_sechellarum"	1.94255258269677	0.50142120712814	1.56897237082291	0.328931949841203	0.214573914987599	0.103796497793151	0.222124505277342	0.190392433094865	0.190392433094865	0	2.71485506450085	1.29853185163206	0.203075588886897	0.0800715840118591	0.107473252856594	0.0573212237517079	0.201725019105803	0	0.0225639543207663	0.0225639543207663	0.0286606118758539
"Psychotria_pervillei"	2.1225209489769	0.453175745609117	0.460504729777684	1.40053688307092	0.19454155343843	0.0928062575964441	0.19860539125639	0.170233192505477	0.170233192505477	0	2.42739922646699	1.7523349267677	0.183536176971692	0.0715933987172569	0.108037159702009	0.0626317657075151	0.0592077509714165	0	0.0203929085524103	0.0203929085524103	0.0313158828537575
"Canthium_bibracteatum"	1.90174527036721	0.606413502825775	0.429147829975197	0.277916504912042	1.26603996695788	0.114839776288107	0.245757121256548	0.210648961077041	0.210648961077041	0	3.00369814869114	0.958844579852898	0.245597468644439	0.0885906845651108	0.246182248359278	0.0561170735518193	0.0551761495682396	0	0.0272886076271599	0.0272886076271599	0.0280585367759097
"Dillenia_suffruticosa"	0.886159397381327	0.26896911624214	0.207592995586301	0.13258036799492	0.114839776288107	3.32713205389652	0.120062595338561	0.102910796004481	0.102910796004481	0	1.46743172080463	0.45069427773711	0.108932492078067	2.5666447272916	0.0530176901494485	0.026148965824367	0.026690528003953	0	0.0121036102308963	0.0121036102308963	0.0130744829121835
"Paragenipa_wrightii"	1.89638111039604	0.57559390875818	0.444249010554685	0.283721987509129	0.245757121256548	0.120062595338561	1.25693395402452	0.220229103449589	0.220229103449589	0	3.14030388252191	0.964485754357416	0.233115533047063	0.0926197164040326	0.11345785691982	0.0559587868641455	0.0571177299284595	0	0.0259017258941181	0.0259017258941181	0.0279793934320727
"Chrysobalanus_icaco"	1.89638111039604	0.57559390875818	0.444249010554685	0.283721987509129	0.245757121256548	0.120062595338561	0.25693395402452	1.22022910344959	0.220229103449589	0	3.14030388252191	0.964485754357416	0.233115533047063	0.0926197164040326	0.11345785691982	0.0559587868641455	0.0571177299284595	0	0.0259017258941181	0.0259017258941181	0.0279793934320727
"Memecylon_eleagni"	1.89638111039604	0.57559390875818	0.444249010554685	0.283721987509129	0.245757121256548	0.120062595338561	0.25693395402452	0.220229103449589	1.22022910344959	0	3.14030388252191	0.964485754357416	0.233115533047063	0.0926197164040326	0.11345785691982	0.0559587868641455	0.0571177299284595	0	0.0259017258941181	0.0259017258941181	0.0279793934320727
"Roscheria_melanochaetes"	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	4.73684210526316	0	0	0
"Apis_mellifera"	2.10709012266227	0.639548787509089	0.493610011727428	0.315246652787921	0.273063468062831	0.133402883709512	0.285482171138356	0.244699003832876	0.244699003832876	0	3.48922653613546	1.07165083817491	0.259017258941181	0.102910796004481	0.126064285466466	0.0621764298490505	0.063464144364955	0	0.028779695437909	0.028779695437909	0.0310882149245253
"Lasioglossum_mahense"	2.46604224739379	0.445234242828037	0.519412740652823	0.500667121933627	0.19176891597058	0.0901388555474221	0.192897150871483	0.1653404150327	0.1653404150327	0	2.35763184398479	2.32220508009599	0.180319868345355	0.0695356885651542	0.117460004168354	0.0727684597591609	0.0667816380839344	0	0.0200355409272616	0.0200355409272616	0.0363842298795805
"Hemipyrellia_sp1_M_PL_127"	1.38814077565611	2.06099856659758	0.315895360490728	0.203929085524103	0.191020253390119	0.0847252716162742	0.181312081258827	0.155410355364709	0.155410355364709	0	2.21603654871899	0.701243932454157	1.83470441947202	0.0653594952468401	0.158266213446269	0.0409615310849345	0.0406151177773793	0	0.0927449354968909	0.0927449354968909	0.0204807655424673
"Xylocopa_caffra"	0.797543457643194	0.242072204617926	0.186833696027671	0.119322331195428	0.103355798659296	2.99441884850687	0.108056335804705	0.0926197164040326	0.0926197164040326	0	1.32068854872417	0.405624849963399	0.0980392428702601	3.30998025456244	0.0477159211345036	0.0235340692419303	0.0240214752035577	0	0.0108932492078067	0.0108932492078067	0.0117670346209652
"Lygistorrhina_sp1_M_PL_127"	2.14881136688248	0.879256741368163	0.376156384998079	0.270092899255023	0.430818934628736	0.0927809577615348	0.198551249609685	0.17018678537973	0.17018678537973	0	2.42673749522948	1.0277750364731	0.356098980254106	0.0715738817017554	1.15836510777336	0.0634075485309584	0.0483629637854673	0	0.0395665533615673	0.0395665533615673	0.0317037742654792
"Megachile_seychellensis"	2.74776697427165	0.455128123165939	0.401248566261955	0.313158828537575	0.196409757431368	0.0915213803852846	0.195855754024509	0.167876360592436	0.167876360592436	0	2.39379254918845	1.27344804578532	0.184326889882205	0.070602207725791	0.126815097061917	1.08108164842113	0.051589101376537	0	0.0204807655424673	0.0204807655424673	0.0405408242105654
"Unidentified_sp1_M_PL_127"	1.74829732442709	0.451279086415326	1.41207513374062	0.296038754857082	0.193116523488839	0.0934168480138356	0.199912054749608	0.171353189785378	0.171353189785378	0	2.44336955805077	1.16867866646885	0.182768029998207	0.0720644256106732	0.0967259275709345	0.051589101376537	1.18155251719522	0	0.0203075588886897	0.0203075588886897	0.0257945506882685
"Cratopus_aurostriatus"	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	5.26315789473684	0	0	0
"Eristalinus_vicarians"	1.38814077565611	2.06099856659758	0.315895360490728	0.203929085524103	0.191020253390119	0.0847252716162742	0.181312081258827	0.155410355364709	0.155410355364709	0	2.21603654871899	0.701243932454157	0.834704419472018	0.0653594952468401	0.158266213446269	0.0409615310849345	0.0406151177773793	0	1.09274493549689	0.0927449354968909	0.0204807655424673
"Leptotes_pirithous"	1.38814077565611	2.06099856659758	0.315895360490728	0.203929085524103	0.191020253390119	0.0847252716162742	0.181312081258827	0.155410355364709	0.155410355364709	0	2.21603654871899	0.701243932454158	0.834704419472018	0.0653594952468401	0.158266213446269	0.0409615310849345	0.0406151177773793	0	0.0927449354968909	1.09274493549689	0.0204807655424673
"Unidentified_sp2_M_PL_127"	2.74776697427165	0.455128123165939	0.401248566261955	0.313158828537575	0.196409757431368	0.0915213803852846	0.195855754024509	0.167876360592436	0.167876360592436	0	2.39379254918845	1.27344804578532	0.184326889882205	0.070602207725791	0.126815097061917	0.0810816484211308	0.051589101376537	0	0.0204807655424673	0.0204807655424673	1.04054082421057
