"Bouvardia_ternifolia"	"Salvia_elegans"	"Penstemon_roseus"	"Castilleja_tenuiflora"	"Penstemon_gentianoides"	"Prunella_vulgaris"	"Castilleja_scorzonerifolia"	"Salvia_mocinoi"	"Hylocharis_leucotis"	"Archilochus_colubris"	"Eugenes_fulgens"	"Lampornis_clemenciae"	"Colibri_thalassinus"	"Selasphorus_platycercus"	"Selasphorus_rufus"	"Selasphorus_sasin"
"Bouvardia_ternifolia"	2.06628056935662	0.918943327575697	0.867378081904355	0.44669006743006	0.5352606385353	0.21932247185034	0.110942189132155	0.0983405489523214	1.22416493012592	1.0155935025704	0.742096588367988	0.517970497438542	0.487252542550045	0.264895352276329	0.254977278081643	0.229891413852291
"Salvia_elegans"	0.990549301153023	1.92106161280517	0.879052934585989	0.507552961631	0.504005288997797	0.258411523014302	0.107182172549695	0.0953420999998715	1.20973139864146	0.905080618215912	0.697248716822922	0.537083379338522	0.40229085501992	0.357891842297648	0.33545403717622	0.292061257750555
"Penstemon_roseus"	0.972870010784614	0.914690215717853	1.89496739287517	0.522166928271299	0.495384344514183	0.269201212609533	0.102553397255514	0.0913243927086768	1.16555588782289	0.885133853896445	0.661263601091531	0.515506279543967	0.438729093824495	0.354665321727312	0.356175664505616	0.359812402850904
"Castilleja_tenuiflora"	0.862215711551047	0.908873908036907	0.898612853304096	1.64966298603939	0.425070654792492	0.338298527134748	0.0951845881655489	0.0852386657126162	1.12032927782166	0.849723240503034	0.585704322228257	0.381338748863786	0.316501131687188	0.567388140698281	0.512477839738908	0.40337940372205
"Penstemon_gentianoides"	1.05777697615309	0.924009696495961	0.872820035572607	0.435191384668504	1.5481180568701	0.217681722729328	0.109976832963591	0.0975831892836588	1.22146788893146	0.915900660333045	0.729847905595982	0.616134118676829	0.508779755606073	0.262598606763518	0.253101719846429	0.229011449509822
"Prunella_vulgaris"	0.827443871071739	0.904440330550056	0.905494987868428	0.661219848490644	0.415574197937808	1.35938382674137	0.100455888578721	0.0891449434980745	1.11651152251298	0.694161567702607	0.66608898808249	0.376297176185187	0.310962642433247	0.548782287272287	0.577155869811396	0.446882051262968
"Castilleja_scorzonerifolia"	1.02313352199654	0.917003031814055	0.843216821878672	0.454770810124289	0.513225220496756	0.245558838747984	1.1415408387638	0.124708810914745	1.50074626454428	0.726058826173855	0.991219417777794	0.409025567220798	0.345748214112358	0.270516993429038	0.261062787124382	0.232464034880658
"Salvia_mocinoi"	1.02028319538033	0.917667712498764	0.844750632555261	0.458157828205312	0.512311743739209	0.245148594619705	0.140297412279088	1.12454077545917	1.56258860332167	0.725984831618605	0.927890834950618	0.408824581331306	0.345428387334252	0.271352767935573	0.261750882223509	0.233021216547627
"Hylocharis_leucotis"	1.11654603516979	1.02361887577354	0.947814678009823	0.529386362047596	0.563754410276059	0.269925862585555	0.148425454735148	0.137370426665641	2.10726359191066	0.806205845578063	0.651018319648739	0.453043619475612	0.381890358591643	0.306517722523183	0.294962884176436	0.262255552832509
"Archilochus_colubris"	1.23962148107858	1.02487070003861	0.963233899828484	0.537324990318095	0.565703349029234	0.22458168366849	0.0960960211112456	0.0854099801904242	1.07889311687652	1.84372425608683	0.62928907644837	0.467279192006128	0.399770742910067	0.300095953184437	0.286526710392368	0.257578846832121
"Eugenes_fulgens"	1.16215126102911	1.01298398481821	0.923273707184402	0.475194072751228	0.578370038396816	0.276489768638015	0.168320278490569	0.14005899395481	1.11778617147236	0.80738975846206	1.66427564488356	0.456259393707481	0.387007587041342	0.293145330418615	0.28395336259041	0.253340646161009
"Lampornis_clemenciae"	1.13135661282629	1.08830053181753	1.00388064963825	0.431514900030074	0.680990341695443	0.217856259896687	0.0968744764470311	0.086068332911854	1.08492024663896	0.836183817274123	0.636361785960434	1.49155193974453	0.410638072098426	0.281279458235808	0.271617308783091	0.250605266001472
"Colibri_thalassinus"	1.26381128223918	0.968012369891683	1.01456102946915	0.425298395704659	0.667773429232971	0.213786816672857	0.0972416852191008	0.086357096833563	1.08600070724498	0.849512828683892	0.640981316037223	0.487632710616881	1.41989994509327	0.27122951981158	0.26319698093899	0.24470388631002
"Selasphorus_platycercus"	0.81430793477538	1.02065451321922	0.972045696585966	0.903618150000966	0.408486721632138	0.447155937777419	0.0901723311430126	0.0804008201290588	1.03307824998554	0.75579721542747	0.575433426377282	0.395874793072618	0.321457208665577	1.4301952882155	0.410554604392345	0.340767108600508
"Selasphorus_rufus"	0.813965926183707	0.993460033175727	1.01373073743906	0.847559504183579	0.408856624367309	0.488362659071181	0.0903678878507477	0.0805387329918489	1.03237009461753	0.749377550256964	0.578828008357375	0.396979143606056	0.323934745771064	0.426345166099743	1.41156169055731	0.343761495470808
"Selasphorus_sasin"	0.829608145640877	0.97777029768664	1.157657296129	0.754144102610789	0.418194820844022	0.42745239686023	0.0909641875619967	0.0810508579296094	1.03761979598949	0.761537460199316	0.583784967240586	0.414043482958954	0.340457580953071	0.400030953574509	0.388599951401783	1.33708370241913
