"Cnidoscolus_halteris"	"Tacinga_palmadora"	"Oxalis_psoraleoides"	"Melocactus_zehntneri"	"Melochia_tomentosa"	"Tabebuia_impetiginosa"	"Unidentified_sp1_M_PL_067"	"Cnidoscolus_obtusifolius"	"Cissus_simsiana"	"Bauhinia_cheilantha"	"Plumbago_scandens"	"Jatropha_mollissima"	"Encholirium_spectabile"	"Ipomoea_sp1_M_PL_067"	"Tacinga_inamoena"	"Ruellia_asperula"	"Allamanda_blanchetii"	"Cissus_verticillata"	"Pithecoseris_pacourinoides"	"Pilosocereus_sp1_M_PL_067"	"Ceiba_glaziovii"	"Conocliniopsis_prasiifolia"	"Dioclea_grandiflora"	"Hyptis_pectinata"	"Anadenanthera_macrocarpa"	"Caesalpinia_pyramidalis"	"Croton_blanchetianus"	"Pilosocereus_gounellei"	"Psidium_sp1_M_PL_067"	"Staelia_galioides"	"Walteria_rotundifolia"	"Chlorostilbon_lucidus"	"Eupetomena_macroura"	"Heliomaster_squamosus"	"Chrysolampis_mosquitus"	"Calliphlox_amethystina"
"Cnidoscolus_halteris"	3.54446411401429	0.487808001117992	0.289194527897705	0.273730400530475	0.181625698719998	0.112922594467851	0.0981471289983672	0.0648141417913746	0.0626536703983287	0.0359044576932145	0.0296711140114424	0.0256806787649338	0.0255663551611704	0.00686517321561691	0.00656499827847985	0.00555549786783211	0.0021792514595569	0.00154319385217558	0.00154319385217558	0.00140172328042525	0.000963476444327518	0.000925916311305351	0.000636057607381317	0.000617277540870234	0.000308638770435117	0.000308638770435117	0.0003274188369462	0.000308638770435117	0.000308638770435117	0.000308638770435117	0.000308638770435117	3.95229092140525	0.518248246179448	0.213913640138184	0.0259209336840681	0.0264683638562137
"Tacinga_palmadora"	2.48667629739222	1.50723600587253	0.30244495640477	0.28466413498007	0.189361885258551	0.108217489738572	0.102644072717948	0.0677838216061918	0.0655243608859854	0.0354898303192876	0.0309157287289308	0.0265893953623777	0.0243526321319941	0.00698072672606233	0.00663605986424836	0.00581004185195929	0.00222935183584553	0.00161390051443314	0.00161390051443314	0.00100647581880488	0.000908122539938148	0.000968340308659882	0.000615451321412388	0.000645560205773255	0.000322780102886627	0.000322780102886627	0.00029267121852576	0.000322780102886627	0.000322780102886627	0.000322780102886627	0.000322780102886627	4.13337853974265	0.37211647634147	0.191211862770163	0.0209010427235973	0.0192341836852848
"Oxalis_psoraleoides"	2.48114707552791	0.509024222252212	1.30485793857749	0.286880279666413	0.190772372260069	0.104251342690789	0.103462993028435	0.0683246180376455	0.0660471307697239	0.0354168248293998	0.0311584552412334	0.0267745652030075	0.0239741785707	0.00685099765089571	0.00668115008038398	0.00585639583179818	0.00220078239870711	0.00162677661994394	0.00162677661994394	0.000998797849194024	0.00082265623353755	0.000976065971966364	0.000574005778763169	0.000650710647977576	0.000325355323988788	0.000325355323988788	0.000248650454774381	0.000325355323988788	0.000325355323988788	0.000325355323988788	0.000325355323988788	4.1663556766342	0.36927776035479	0.162451630452596	0.0201333927651306	0.018623645056444
"Melocactus_zehntneri"	2.48646179645705	0.507248972727198	0.303736522087491	1.28598008597236	0.190098999778602	0.104368467766072	0.10308240557505	0.0680732867005049	0.0658041771438214	0.0354517716115553	0.0310549172277983	0.0266896276512159	0.0240772825032245	0.00683090341400946	0.00667872957089979	0.00583485314575756	0.00219396361564883	0.00162079254048821	0.00162079254048821	0.00103943583408919	0.000822183642223591	0.000972475524292927	0.000573171075160616	0.000648317016195285	0.000324158508097642	0.000324158508097642	0.000249012567062974	0.000324158508097642	0.000324158508097642	0.000324158508097642	0.000324158508097642	4.15102978425036	0.384302526436863	0.162688210481143	0.0201596818202254	0.0186619022745676
"Melochia_tomentosa"	2.4831445442348	0.507863423559074	0.304002912938239	0.286118392523917	1.19055597345329	0.105809177173073	0.103172813569221	0.0681329900928818	0.0658618904231191	0.0355370645280081	0.0310741173070256	0.0268569278745578	0.0239969164850166	0.00684674941316495	0.00666851410984742	0.00583997057938987	0.00219835156824039	0.00162221404983052	0.00162221404983052	0.00100820144098289	0.000827832226853646	0.000973328429898312	0.000576137518409875	0.000648885619932208	0.000324442809966104	0.000324442809966104	0.000251694708443771	0.000324442809966104	0.000324442809966104	0.000324442809966104	0.000324442809966104	4.1546704276215	0.372754477207842	0.16444054284993	0.0263389157459655	0.0186377418379262
"Tabebuia_impetiginosa"	2.55714010401987	0.480729524838673	0.27516481155287	0.26018618020556	0.175255763881033	1.14919216414192	0.093385709790622	0.0616698083522975	0.0596141480738876	0.0369924076553321	0.0282127686656028	0.0254868414834694	0.0277334204555869	0.00788117739481764	0.00620869338719181	0.00528598357305407	0.00241079297979225	0.0014683287702928	0.0014683287702928	0.00125808812015836	0.00159126266494034	0.000880997262175679	0.00094246420949945	0.000587331508117119	0.00029366575405856	0.00029366575405856	0.00064879845544089	0.00029366575405856	0.00029366575405856	0.00029366575405856	0.00029366575405856	3.760553128361	0.465143135536325	0.423881657554715	0.0680951757768815	0.0191690080342396
"Unidentified_sp1_M_PL_067"	2.48114707552791	0.509024222252212	0.304857938577494	0.286880279666413	0.190772372260069	0.104251342690789	1.10346299302843	0.0683246180376455	0.0660471307697239	0.0354168248293998	0.0311584552412334	0.0267745652030075	0.0239741785707	0.00685099765089571	0.00668115008038398	0.00585639583179818	0.00220078239870711	0.00162677661994394	0.00162677661994394	0.000998797849194024	0.00082265623353755	0.000976065971966364	0.000574005778763169	0.000650710647977576	0.000325355323988788	0.000325355323988788	0.000248650454774381	0.000325355323988788	0.000325355323988788	0.000325355323988788	0.000325355323988788	4.1663556766342	0.36927776035479	0.162451630452596	0.0201333927651306	0.018623645056444
"Cnidoscolus_obtusifolius"	2.48114707552791	0.509024222252212	0.304857938577494	0.286880279666413	0.190772372260069	0.104251342690789	0.103462993028435	1.06832461803765	0.0660471307697239	0.0354168248293998	0.0311584552412334	0.0267745652030075	0.0239741785707	0.00685099765089571	0.00668115008038398	0.00585639583179818	0.00220078239870711	0.00162677661994394	0.00162677661994394	0.000998797849194024	0.00082265623353755	0.000976065971966364	0.000574005778763169	0.000650710647977576	0.000325355323988788	0.000325355323988788	0.000248650454774381	0.000325355323988788	0.000325355323988788	0.000325355323988788	0.000325355323988788	4.1663556766342	0.36927776035479	0.162451630452596	0.0201333927651306	0.018623645056444
"Cissus_simsiana"	2.48114707552791	0.509024222252212	0.304857938577494	0.286880279666413	0.190772372260069	0.104251342690789	0.103462993028435	0.0683246180376455	1.06604713076972	0.0354168248293998	0.0311584552412334	0.0267745652030075	0.0239741785707	0.00685099765089571	0.00668115008038398	0.00585639583179818	0.00220078239870711	0.00162677661994394	0.00162677661994394	0.000998797849194024	0.00082265623353755	0.000976065971966364	0.000574005778763169	0.000650710647977576	0.000325355323988788	0.000325355323988788	0.000248650454774381	0.000325355323988788	0.000325355323988788	0.000325355323988788	0.000325355323988788	4.1663556766342	0.36927776035479	0.162451630452596	0.0201333927651306	0.018623645056444
"Bauhinia_cheilantha"	2.53189417013817	0.490942652750145	0.291101446185506	0.275217700668653	0.183296438091831	0.11519565541792	0.0987943008399048	0.0652415194225786	0.0630668021084927	1.03607812648285	0.0298440729780207	0.0260869992853062	0.0253625479108624	0.00690703733241921	0.00656290871194162	0.00559213023622102	0.00219277018612322	0.0015533695100614	0.0015533695100614	0.00132020914741664	0.00096812745011137	0.000932021706036837	0.000639400676061825	0.000621347804024558	0.000310673902012279	0.000310673902012279	0.000328726774049545	0.000310673902012279	0.000310673902012279	0.000310673902012279	0.000310673902012279	3.97835191187946	0.488110659780986	0.214768159045703	0.0366230795196033	0.0189882950374062
