"Clethrionomys_rutilus"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Microtus_arvalis"	"Microtus_agrestis"	"Sorex_caecutiens"	"Clethrionomys_rufocanus"	"Microtus_oeconomus"	"Apodemus_agrarius"	"Neomys_fodiens"	"Sorex_isodon"	"Sorex_roboratus"	"Micromys_minutus"	"Tamias_sibiricus"	"Arvicola_terrestris"	"Sorex_arcticus"	"Sorex_minutus"	"Apodemus_peninsulae"	"Sorex_minutissimus"	"Sciurus_vulgaris"	"Sicista_betulina"	"Myopus_schisticolor"	"Sorex_daphaenodon"	"Talpa_altaica"	"Cricetus_cricetus"	"Apodemus_uralensis"	"Talpa_europaea"	"Peromyscopsylla_silvatica"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Doratopsylla_dasycnema"	"Palaeopsylla_soricis"	"Ctenophthalmus_uncinatus"	"Amalaraeus_penicilliger"	"Hystrichopsylla_talpae"	"Rhadinopsylla_li"	"Ceratophyllus_indages"	"Megabothris_walkeri"	"Ctenophthalmus_assimilis"	"Tarsopsylla_octodecimdentata"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Amphipsylla_sibirica"	"Neopsylla_acanthina"	"Nosopsyllus_fasciatus"	"Leptopsylla_segnis"	"Catallagia_dacenkoi"	"Megabothris_calcarifer"	"Megabothris_turbidus"	"Catallagia_ioffi"	"Ctenophthalmus_pisticus"	"Neopsylla_mana"	"Rhadinopsylla_integella"
"Clethrionomys_rutilus"	2.04180258352106	0.758985588181194	0.701760028111369	0.361674538443607	0.315425937901856	0.22356451103186	0.175959416280698	0.120666662994483	0.0889472116806066	0.0611756821864839	0.0600779395787929	0.0494220148735228	0.0395690913520522	0.0236273683454332	0.0361687110156286	0.0270105466812446	0.0302735116037705	0.0283447157141089	0.0331179680030771	0.0113027236727077	0.0150508519614603	0.0124014337813856	0.0104400278021077	0.0104182780651639	0.00967474476201193	0.00833894752679024	0.00795685966436898	1.65730960964335	0.48447606355498	0.638743412409929	0.437166819071715	0.361475868368662	0.298764375940607	0.311302335675829	0.260242081369934	0.135632684072492	0.0198041706227315	0.021191999039446	0.0199246997924598	0.00753514911513847	0.0112689056028289	0.0113519569116072	0.010264770403723	0.00782815803515619	0.00696108613152573	0.00829648998825395	0.0100058868834141	0.00323878309876574	0.00326140773074546	0.00526539348185947	0.000833907118074108	0.00118582887868879	0.00351026232123965
"Sorex_araneus"	0.765566388078719	2.08101097495675	0.628942689677334	0.300653823377147	0.280055337843087	0.299273738571393	0.124564907912985	0.100855370236297	0.0885801837144798	0.0940478762503026	0.0897739190546902	0.0804785920178838	0.0509939270249811	0.0260717776550306	0.0285012438087275	0.0408879000932905	0.0373672684888412	0.0304137614521672	0.0242799142415628	0.0119985181837475	0.0145916534780111	0.0120002919573639	0.0149743871450277	0.0120623619888412	0.00932785483855611	0.00806486037275454	0.0078183723168704	1.06711227742335	0.83284094503994	0.467977852237486	0.781466133316431	0.602772117782842	0.251282706940078	0.214169010498276	0.238339059051201	0.14398221820497	0.0232935363612596	0.0180868265096553	0.0166729588342373	0.00799901212249831	0.011031226918774	0.0104740299892636	0.0113625075729644	0.00695699949927769	0.0069323622037419	0.00657525460309719	0.00579457067851622	0.00280550838777755	0.00290933221025209	0.00197423996925744	0.000920180387824605	0.00179507854068105	0.00131615997950496
"Clethrionomys_glareolus"	0.948055160558197	0.842377434690416	1.70168545468675	0.35029595284862	0.309159130235386	0.240984792490532	0.15859055813799	0.120940008326453	0.0957466419539423	0.0657727404962937	0.0675095469501359	0.0536258950328491	0.0402920007949724	0.0231515491892912	0.0360498050509114	0.0291653832824407	0.0315094907295537	0.0289602962180009	0.0303000853460778	0.011695149823288	0.0149736379089387	0.0125077755609439	0.0110954135781273	0.0113122205496087	0.0100933851538013	0.00902010839768838	0.00828827674563924	1.41474497301774	0.525272280143511	0.583269131687933	0.57658144822514	0.409482933296669	0.341280749404391	0.326456101065071	0.249928410874848	0.140341797879456	0.0194342573033498	0.0242875945400537	0.0234066876887292	0.00779676654885867	0.0153614285825741	0.0163316275400836	0.0149755269675286	0.0101809021662127	0.00749321545726505	0.00662980486465488	0.00629795160375189	0.00556483514556063	0.00555140065070131	0.00244484138825896	0.000817113500798508	0.00128043146118032	0.00162989425883931
"Microtus_arvalis"	0.956245559975899	0.788077446124947	0.685553948125455	1.38334462830207	0.314906821823117	0.237360746833286	0.155644793208691	0.129544808468974	0.101277534856414	0.0651281706168527	0.0691924360212052	0.0510383908168437	0.0418121551317676	0.0238078772769381	0.0392276679171352	0.0298975540213577	0.0331480637348188	0.0311314836433315	0.031438926441826	0.012751412181945	0.0162952292469375	0.0136502546665872	0.0110575590710335	0.0116182503088994	0.0114493832423411	0.00922368222568815	0.00933311045248674	1.36527332940402	0.487591006597952	0.681424821780023	0.446408061194903	0.441861959289199	0.368700329606902	0.279259495140081	0.320033919981638	0.15301694618334	0.0197730865918614	0.0446564321630655	0.0225307160856981	0.00850094145463002	0.0123190689633782	0.0120837749115007	0.0150587716371036	0.0196899000363299	0.00792606794528457	0.00693003867239687	0.0110000449591328	0.00331951844404974	0.00322108271987035	0.0024659627621155	0.000840278021538986	0.00131257554240107	0.00164397517474367
"Microtus_agrestis"	0.94899700282541	0.835337473221621	0.688500936587426	0.358342245522857	1.31971478698138	0.238808576603954	0.157895615695219	0.120658236761696	0.0946394223271422	0.0647894034601947	0.0659570381351628	0.0534266299261192	0.0412172402847143	0.0241629049619725	0.0374249717156995	0.0290979449270646	0.0318634118066831	0.0291206093708577	0.030990075037558	0.0126661512673357	0.0155129151923043	0.01287475778687	0.011426680567653	0.0114340127416222	0.0105994117233348	0.00894434465379147	0.00875509465120127	1.43212232278349	0.520595790155122	0.631518702151499	0.57071131323182	0.389510666859232	0.308214176485379	0.25854727798526	0.290182325283568	0.151993815208028	0.020128799490751	0.0419034465104936	0.0227388720252299	0.00844410084489047	0.0117530550542382	0.0168519508454003	0.0155148640823978	0.00789313896728562	0.007406563486472	0.00664406882105562	0.00632470679217628	0.00320787543964932	0.00842520991663844	0.00244727020785922	0.000852808410422556	0.00127747075289552	0.00163151347190615
"Sorex_caecutiens"	0.780240143501191	1.03548713545702	0.622544047267208	0.313316185819937	0.277017948860586	1.2973758620047	0.125688932276253	0.106094222092537	0.0924414723585294	0.0956784123223171	0.092746142975798	0.0799228581093303	0.052314908920226	0.0239755915091643	0.0304144920431211	0.0424474533289287	0.0388865482880148	0.0324692323927991	0.02552864151548	0.0136562522390964	0.0157170719336162	0.0130924281510517	0.0154096807627021	0.0127922147366888	0.0102970936610179	0.00891735947030148	0.00868556273922479	1.06085942071232	0.814195092822603	0.502354276743778	0.659748254014245	0.648510227644002	0.276186926694036	0.22200233294835	0.247641431104737	0.163875026869157	0.0200123898253438	0.0184782462001399	0.017001267797762	0.00910416815939763	0.0115424933003352	0.0107241243593583	0.00966636032378893	0.00717668496064273	0.00723455001066752	0.00683516664530088	0.0118911937854103	0.00286049838284369	0.00287876021456691	0.00201208059928674	0.000846197347382265	0.00186354673151394	0.00134138706619116
"Clethrionomys_rufocanus"	1.05274005054795	0.738847853792449	0.702329614611099	0.352201932060808	0.313986710068208	0.215466741045005	1.18810770605329	0.11492465978164	0.0864262604513754	0.0595304293502706	0.0600075070490673	0.0464939580388993	0.0366273000712403	0.04883831632492	0.0352417789860667	0.0267263390308835	0.0290193226585262	0.0277602479554539	0.0337156737186235	0.0142086758288304	0.0163162595017314	0.0127630386902371	0.011044410299446	0.0111348955476889	0.0105765513312548	0.00917613761052711	0.00894552433134727	1.80989856203672	0.438802864040355	0.530116699308289	0.433701699199736	0.356748632082769	0.301410144641363	0.294701826144638	0.231811942042607	0.170504109945965	0.0479758810990589	0.0207933851278589	0.0172045308751689	0.00947245055255362	0.0112729907026375	0.0111683595892297	0.0100671536503024	0.00766265014078689	0.00676379429619459	0.00641041512216163	0.00651345488276235	0.00316354596650787	0.0032552863594273	0.00271480242261649	0.00172370528205599	0.00117335146964854	0.00180986828174433
"Microtus_oeconomus"	0.93583700855721	0.77546573559464	0.694285232985191	0.379998104842323	0.311030121430149	0.235764937983416	0.148976410828052	1.14562965814904	0.0967883753677121	0.065693240620304	0.0702171154208029	0.0516754380225567	0.0440887680694771	0.0263501303002715	0.042139176585611	0.0312829460599964	0.0351739137814316	0.0327216248940568	0.0330838451222674	0.0158811249086448	0.0170212638160891	0.0155229079924712	0.0122750919793484	0.0125167955466645	0.0125672146036944	0.0106760848851411	0.0104956263902822	1.22311047490724	0.484779216856222	0.7396292386241	0.424616921623653	0.440462653907786	0.373982075491702	0.354718433579114	0.302034919313943	0.190573498903738	0.0214771590435681	0.0422528324853197	0.0178252531460454	0.0105874166057632	0.0124725760344351	0.0119861757035064	0.0308184389245791	0.00820311645267637	0.00757474242008182	0.00694280000095073	0.00635963142067301	0.0168875955530066	0.00322130993450865	0.00241333325988965	0.000930004598833108	0.00137339763190228	0.00160888883992643
"Apodemus_agrarius"	0.809806353300827	0.799532440831566	0.645249108820046	0.348746989592521	0.286387121476917	0.241151667022251	0.131518222426006	0.113621136301227	1.27687341515098	0.0724374511609204	0.0773898213805807	0.0618077743213014	0.0488841659907499	0.0282907682376469	0.0424705828334033	0.0345114021380706	0.0348194302840511	0.0472150095411791	0.0279038931677572	0.0184908636100153	0.0184450180037234	0.0151491125863629	0.0138276638583407	0.0188116188315315	0.013928259117949	0.0241376501909527	0.011750954559968	1.08995987270997	0.526415322062203	0.522476463260394	0.448139434814408	0.513057889107865	0.366298333302578	0.205854351851494	0.340477742855541	0.221890363320184	0.022709185350091	0.02023626827084	0.0825926973540337	0.0123272424066769	0.0899192613757949	0.0762936177094714	0.00972270763603026	0.0354404442024226	0.0999292237944245	0.0352974029744356	0.00581655804380071	0.00301359157546937	0.00297995578874741	0.00208832583945772	0.000998497702505179	0.00151513472801286	0.00139221722630515
"Neomys_fodiens"	0.711677102769429	1.08468550608682	0.566376376495862	0.286563950714152	0.250519026712753	0.318928041074391	0.115753612625526	0.098539860930456	0.0925589653722872	1.12280191763562	0.0974924382370815	0.11008255600039	0.0648995375641116	0.0293122666731312	0.0291039107008175	0.0537098932891265	0.0469465037778516	0.0356371469536557	0.0251573988177732	0.0192065259529447	0.0173582648293412	0.0146151973361831	0.0216067115688851	0.0166135900455251	0.0116988292835916	0.010952673639682	0.0103600896494537	0.967467721792114	1.13971346758641	0.416920709548575	0.496927137396083	0.720276685367052	0.241241219356401	0.187378670273267	0.195565345563164	0.230478311435337	0.0237625778812805	0.0169176814369127	0.017428492702687	0.0128043506352965	0.0119662289176796	0.010275051935234	0.00908101584500787	0.00674498687559612	0.00724374511609204	0.00729365413834967	0.00566315894624275	0.00262931962233195	0.00261124287912977	0.00183527046559452	0.00103455058846345	0.00235799531513238	0.00122351364372968
