"Nephrosperma_vanhoutteanum"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Chrysobalanus_icaco"	"Phoenicophorium_borsigianum"	"Syzygium_wrightii"	"Dillenia_suffruticosa"	"Nepenthes_pervillei"	"Memecylon_eleagni"	"Canthium_bibracteatum"	"Soulamea_terminaloides"	"Pittosporum_senacia"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp3_M_PL_129"	"Xylocopa_caffra"	"Unidentified_sp2_M_PL_129"	"Hemipyrellia_germana"	"Unidentified_sp1_M_PL_129"	"Pachycerina_seychellensis"	"Ornidia_obesa"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Hemipyrellia_sp1_M_PL_129"	"Mabuya_sechellensis"	"Rhynchium_brunneum"	"Phelsuma_sp1_M_PL_129"	"Chalcidoma_disjunctum"	"Dichaetomyia_fasciculifera"	"Neophyllomyza_approximatonervis"	"Simosyrphus_aegyptius"	"Tricimba_seychellensis"
"Nephrosperma_vanhoutteanum"	1.99274702970742	0.779630189112896	0.538395050325974	0.495690570077967	0.130753904790539	0.30689305917563	0.259166758905421	0.163646236804787	0.254103296269934	0.229277780890539	0.0633419206862479	0.0222070287476716	0.0273050692418211	2.39677830011541	1.00462583514064	0.229391022994683	0.0588392571557423	0.166607202153485	0.0529553314401681	0.170985691204382	0.0657986036968049	0.141369593253535	0.0641057129514493	0.0544296423337886	0.0434031502903985	0.0315603456694946	0.0487418388102471	0.0725862589863731	0.0674893460816064	0.0228692966642948	0.00712596607720289	0.00712596607720289	0.0229277780890542	0.00712596607720289
"Erythroxylum_sechellarum"	0.940932986860392	1.9016661912361	0.515212356568026	0.471030248307639	0.126158292302962	0.268642600483489	0.247940731972882	0.157231873142494	0.243403078069996	0.282782412010075	0.0607140323601449	0.0213207643040756	0.0261223271185715	2.29295982485239	0.969316212527755	0.205811636718673	0.0567712315363327	0.159390470553995	0.0510941083826995	0.161999323329043	0.0631726349750389	0.261886403476728	0.0615079222261126	0.0522295668466378	0.0415678550538773	0.0303232898203382	0.0426667659591424	0.177051679873706	0.0384176749818385	0.0219062770263003	0.00683032864051631	0.00683032864051631	0.0282782412010078	0.00683032864051631
"Dillenia_ferruginea"	0.85653758006405	0.67914356093058	1.64711009579206	0.515658117653262	0.104436372828819	0.328200990588802	0.237260654797271	0.247987040945193	0.233449995094347	0.194407399410945	0.153990584290735	0.0399783976389222	0.0249971047018553	2.1941903016073	0.802419464568095	0.243367311489027	0.0469963677729687	0.152524706655389	0.0422967309956718	0.400693460379572	0.118454511522732	0.121552827220269	0.131149872889088	0.0688365717407784	0.119353598844162	0.0478260721822871	0.0521260396817509	0.0632306073969851	0.0394005986193735	0.0210104995584919	0.0173239407327077	0.0173239407327077	0.0194407399410948	0.0173239407327077
"Chrysobalanus_icaco"	0.867458497636443	0.682993860046077	0.567223929418589	1.59161249894953	0.0805978905373983	0.530622211937567	0.268284741537937	0.13642858563237	0.247407885151206	0.181780589125817	0.0610670321204807	0.0194144588028298	0.0282657138406041	2.4811015482308	0.619260458962343	0.495785328972192	0.0362690507418292	0.172468762417245	0.0326421456676463	0.287359965538842	0.0575243223787548	0.118123260259276	0.0582862515998633	0.0485779368927084	0.0438147386350591	0.0263112272290999	0.0842752924842019	0.0635890835215313	0.0503978398149091	0.0222667096636093	0.00687004111355408	0.00687004111355409	0.018178058912582	0.00687004111355408
"Phoenicophorium_borsigianum"	0.228819333383443	0.182929523839295	0.114880010111701	0.0805978905373982	4.38501308943905	0.0485578154951442	0.0414471371427907	0.0447686538995612	0.0481284234343825	0.0627537696805864	0.0150669743593459	0.00582852146517104	0.00436675194897259	0.383303782187594	0.358183903856716	0.0365877940140957	1.97325589024757	0.0266445881632226	1.77593030122282	0.0333227019140049	0.0172696932301364	0.0358575003650758	0.0162115763514697	0.0129655127897241	0.0097847406235761	0.00863395468062965	0.00771212363746408	0.0170313694608998	0.00845463359472893	0.00433155810909455	0.00169503461542641	0.00169503461542641	0.00627537696805869	0.00169503461542641
"Syzygium_wrightii"	0.631838651243944	0.458272671413011	0.424730693703155	0.624261425808902	0.0571268417589932	2.42836277333975	0.176310416896614	0.0970781151089459	0.164015762188953	0.123683070088149	0.0449265374610047	0.0139753739452432	0.018575561780179	1.63052153403793	0.438924567514931	1.36987911366407	0.0257070787915469	0.113342410862109	0.0231363709123922	0.271620643243706	0.041408515393313	0.0797716869855873	0.0423382904457411	0.0334836265108739	0.0325380529536727	0.0187222079138681	0.38568114635396	0.0426667659591424	0.144807661721402	0.0147614185970062	0.00505423546436303	0.00505423546436303	0.0123683070088152	0.00505423546436303
"Dillenia_suffruticosa"	0.647916897263552	0.513591516229541	0.372838171824283	0.383263916482768	0.0592101959182724	0.214091220517317	2.57632088378277	0.096931371091487	0.186804707746743	0.135908617805622	0.041282387578121	0.013564201097831	0.0214338073985413	1.88141198276085	0.454931671972059	0.165083039587283	0.0266445881632226	1.65620628243178	0.0239801293469003	0.122090346897354	0.0401902254750547	0.0885897265078854	0.0401776803747784	0.0355063309791365	0.0291852764731547	0.0186939072819296	0.0340027232586328	0.0478171411661986	0.0279949613015594	0.0168124236972074	0.00464426860253861	0.00464426860253861	0.0135908617805625	0.00464426860253861
"Nepenthes_pervillei"	0.409115592011967	0.325694594366595	0.389693921485302	0.194897979474814	0.0639552198565159	0.117880568346577	0.0969313710914869	2.603734293968	0.221654558679288	0.101026244610041	0.437259392726134	0.291101745808701	0.0102124123114245	0.896422858447263	0.49138927256423	0.0887185869419936	0.0287798489354321	0.0623130242730988	0.0259018640418889	0.103491674427834	0.862523691285039	0.0606311632033505	0.685473699652533	0.522097666974964	0.163517069105833	0.502148756693828	0.0187222079138681	0.0303232898203382	0.0167608511944542	0.0199489102811362	0.0491916816816901	0.0491916816816901	0.0101026244610042	0.0491916816816901
"Memecylon_eleagni"	0.889361536944769	0.705868926402989	0.513589989207565	0.494815770302412	0.096256846868765	0.27882679572122	0.26152659084544	0.310316382151003	1.36693026802952	0.195151577265219	0.0847103738104935	0.0382491427948071	0.0275536943926446	2.41860206335436	0.739573440108344	0.214414314960883	0.0433155810909442	0.168124236972068	0.0389840229818498	0.164347335716679	0.113330793466095	0.124264304258465	0.100806140683035	0.182870454966064	0.0496002507195328	0.0598467308434077	0.0442842557910173	0.065718831078899	0.0376307152612998	0.123023724122657	0.00952991705368052	0.00952991705368052	0.0195151577265222	0.00952991705368052
"Canthium_bibracteatum"	0.891635814574317	0.911187772032465	0.475218087448977	0.403956864724038	0.139452821512414	0.233623576833171	0.211413405475413	0.157151936060064	0.216835085850243	1.52149042119016	0.0579106592204711	0.021007537452526	0.0222739123625881	1.95515452960496	1.07146251195372	0.178217246825895	0.0627537696805864	0.135908617805622	0.0564783927125278	0.145928124539451	0.0622445554148918	0.541281849960069	0.059851237785111	0.0498230311095343	0.0389855874280035	0.0303078733830124	0.0371049210264449	0.0848347236030226	0.0352960850978688	0.0195151577265224	0.00651494916230301	0.00651494916230301	0.152149042119016	0.00651494916230301
"Soulamea_terminaloides"	0.277120903002334	0.220088367305525	0.423474106799521	0.152667580301202	0.0376674358983647	0.095468892104635	0.0722441782617117	0.765203937270735	0.105887967263117	0.0651494916230301	2.67706067192883	0.363512922768125	0.00761144020971605	0.668115307297298	0.289411465819102	0.0711524779842925	0.0169503461542641	0.0464426860253861	0.0152553115388377	0.105414021355009	1.07707532672037	0.0400358334084579	0.214090667459468	0.157104962098751	0.920831917508688	0.14757504504507	0.0151627063930891	0.0204909859215489	0.0121802015415659	0.00952991705368071	0.301169325591993	0.301169325591993	0.0065149491623031	0.301169325591993
"Pittosporum_senacia"	0.259082002056169	0.206100721606064	0.293174916018763	0.129429725352198	0.0388568097678069	0.0791937856897112	0.0632996051232112	1.35847481377394	0.127497142649357	0.0630226123575779	0.969367794048332	1.66898890075395	0.00666906553976689	0.585395752935094	0.298549821715983	0.0593991347582762	0.0174855643955131	0.0406926032934929	0.0157370079559618	0.0758088839236541	1.98218933556726	0.0380954715809414	0.361315614262117	0.273466314066273	0.339155149782989	0.261991571227831	0.0125778365507188	0.019188687873668	0.0108547208078744	0.0114747428384423	0.109053876830437	0.109053876830437	0.00630226123575787	0.109053876830437
"Excoecaria_benthiamiana"	0.955677423463739	0.757547486438573	0.549936303440818	0.565314276812082	0.0873350389794518	0.315784550263043	0.300073303579578	0.142973772359943	0.275536943926445	0.200465211263293	0.0608915216777284	0.0200071966193007	1.03161486591285	2.77508267457225	0.671024216158787	0.243497483391242	0.0393007675407533	0.192904266586872	0.035370690786678	0.180083261673597	0.0592805825757058	0.130669846599131	0.0592620785527981	0.0523718381942263	0.0430482827979032	0.0275735132408462	0.0501540168064833	0.070530283220143	0.0412925679198001	0.0247983249533809	0.00685029618874445	0.00685029618874445	0.0200465211263297	0.00685029618874445
