"Gastonia_crassa"	"Craterispermum_microdon"	"Roscheria_melanochaetes"	"Nephrosperma_vanhoutteanum"	"Psychotria_pervillei"	"Erythroxylum_sechellarum"	"Glionnetia_sericea"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Aphloia_theiformis"	"Paragenipa_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Nectarinia_dussumieri"	"Unidentified_sp2_M_PL_103"	"Phelsuma_sp1_M_PL_103"	"Agrius_convolvuli"	"Forcipomyia_sp1_M_PL_103"	"Lygistorrhina_sp1_M_PL_103"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Pachycerina_seychellensis"	"Physiphoa_azurea"	"Unidentified_sp1_M_PL_103"	"Unidentified_sp3_M_PL_103"
"Gastonia_crassa"	2.86415472429657	0.543026912695502	0.350684757376261	0.535181686271239	0.542741141275278	0.170148743889831	0	0.135152949943894	0	0.0882787415022916	0.0337882374859734	1.03979787932674	1.08873209677025	1.35399856288649	0.129959645380614	0.55559467443141	0	0.0742626545032082	0.0742626545032082	0.294262471674306	0	0	0.107405802161121	0.018565663625802	0
"Craterispermum_microdon"	0.724035883594003	2.07585448916931	0.0886503602671914	0.819770074118244	0.893898077701633	0.386868858373456	0	0.201411181614934	0	0.0223161744943357	0.0503527954037334	2.3641985789489	1.62247896300919	0.433083916941497	0.0328527805696062	0.140449982540962	0	0.0187730174683464	0.0187730174683464	0.0743872483144523	0	0	0.0271513456347751	0.0046932543670866	0
"Roscheria_melanochaetes"	0.495084363354721	0.0938650873417321	4.41401080953367	0.0925089982671156	0.0938156902332426	0.029411114500803	0	0.023361905560084	0	0.0152594495554537	0.00584047639002101	0.179734588616018	0.188193128122899	0.234045846337614	1.63578047647424	0.326511243339616	0	0.934731700842424	0.934731700842424	0.0508648318515125	0	0	0.018565663625802	0.233682925210606	0
"Nephrosperma_vanhoutteanum"	0.802772529406859	0.922241333383024	0.0982908106588103	2.27107373102906	0.518195795119166	0.214040607399001	0	0.329440079056681	0	0.0247429889200744	0.0823600197641704	1.30802593410501	2.65382285906771	0.423431133647386	0.0364254180676768	0.155723480416311	0	0.020814524610101	0.020814524610101	0.0824766297335814	0	0	0.0301039698527572	0.00520363115252525	0
"Psychotria_pervillei"	0.868385826040444	1.07267769324196	0.106324448931008	0.552742181460444	2.03601290965282	0.440472838271266	0	0.127821344466284	0	0.0267653165560411	0.0319553361165711	2.69177845610218	1.02967194153396	0.635095170876539	0.0394025898979619	0.168451283796578	0	0.0225157656559782	0.0225157656559782	0.0892177218534703	0	0	0.0325644684765167	0.00562894141399455	0
"Erythroxylum_sechellarum"	0.680594975559323	1.16060657512037	0.0833314910856086	0.570774953064003	1.10118209567817	1.48222237615247	0	0.130774548543625	0	0.0209772423973764	0.0326936371359061	2.94691452093173	1.05346164104586	0.438409590483076	0.0308816702258432	0.132023225092494	0	0.0176466687004818	0.0176466687004818	0.069924141324588	0	0	0.0255223115834746	0.00441166717512045	0
"Glionnetia_sericea"	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0
"Memecylon_eleagni"	0.810917699663361	0.906350317267202	0.0992880986303571	1.31776031622673	0.479330041748566	0.196161822815437	0	1.34268444775755	0	0.0249940386882543	0.085671111939388	1.19876669498323	2.76051360693583	0.422432569858341	0.0367950012571323	0.157303497437899	0	0.0210257150040756	0.0210257150040756	0.083313462294181	0	0	0.030409413737376	0.00525642875101891	0
"Dillenia_ferruginea"	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	1.57894736842105	1.57894736842105	0	0	1.57894736842105
"Aphloia_theiformis"	2.118689796055	0.401691140898043	0.259410642442714	0.395887822721191	0.401479748340617	0.125863454384258	0	0.0999761547530172	0	1.43516509645375	0.0249940386882543	0.769165554570469	0.805363468843749	1.00158797802562	0.0961345321993586	0.410987841360221	0	0.0549340183996335	0.0549340183996335	1.4505503215125	0	0	0.0794508673520625	0.0137335045999084	0
"Paragenipa_wrightii"	0.810917699663361	0.906350317267202	0.0992880986303571	1.31776031622673	0.479330041748566	0.196161822815437	0	0.342684447757552	0	0.0249940386882543	1.08567111193939	1.19876669498323	2.76051360693583	0.422432569858341	0.0367950012571323	0.157303497437899	0	0.0210257150040756	0.0210257150040756	0.083313462294181	0	0	0.030409413737376	0.00525642875101891	0
"Apis_mellifera"	0.756216639510359	1.28956286124485	0.0925905456506762	0.634194392293337	1.22353566186463	0.535802640169406	0	0.145305053937361	0	0.023308047108196	0.0363262634843402	3.27434946770193	1.17051293449541	0.487121767203417	0.0343129669176035	0.146692472324993	0	0.019607409667202	0.019607409667202	0.0776934903606534	0	0	0.0283581239816385	0.0049018524168005	0
"Lasioglossum_mahense"	0.901019666292624	1.00705590807467	0.110320109589286	1.46417812914081	0.532588935276185	0.217957580906041	0	0.380760497508391	0	0.0277711540980603	0.0951901243770977	1.33196299442581	3.06723734103982	0.469369522064823	0.040883334730147	0.174781663819888	0	0.023361905560084	0.023361905560084	0.0925705136602011	0	0	0.0337882374859734	0.00584047639002101	0
"Nectarinia_dussumieri"	2.3211403935197	0.556822178924782	0.284198527695674	0.483921295597013	0.680459111653434	0.187889824492747	0	0.120695019959526	0	0.0715419984304017	0.0301737549898815	1.14821559412234	0.972265438562847	2.12616827048228	0.105320630851926	0.450259628192362	0	0.0601832176296721	0.0601832176296721	0.238473328101339	0	0	0.0870427647569887	0.015045804407418	0
"Unidentified_sp2_M_PL_103"	0.445575927019249	0.0844785786075589	3.9726097285803	0.083258098440404	0.0844341212099183	0.0264700030507227	0	0.0210257150040756	0	0.0137335045999084	0.00525642875101891	0.161761129754417	0.169373815310609	0.210641261703852	2.47220242882682	0.293860119005655	0	0.841258530758181	0.841258530758181	0.0457783486663612	0	0	0.0167090972632218	0.210314632689545	0
"Phelsuma_sp1_M_PL_103"	2.22237869772564	0.421349947622886	0.925115189462246	0.415262614443497	0.421128209491445	0.132023225092494	0	0.104868998291933	0	0.0684979735600368	0.0262172495729832	0.806808597787461	0.844778041796125	1.05060579911551	0.342836805506597	1.4656726923245	0	0.19590674600377	0.19590674600377	0.228326578533456	0	0	0.0833392011647114	0.0489766865009424	0
"Agrius_convolvuli"	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0
"Forcipomyia_sp1_M_PL_103"	0.445575927019249	0.0844785786075589	3.9726097285803	0.083258098440404	0.0844341212099183	0.0264700030507227	0	0.0210257150040756	0	0.0137335045999084	0.00525642875101891	0.161761129754417	0.169373815310609	0.210641261703852	1.47220242882682	0.293860119005655	0	1.84125853075818	0.841258530758181	0.0457783486663612	0	0	0.0167090972632218	0.210314632689545	0
