"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Nephrosperma_vanhoutteanum"	"Excoecaria_benthiamiana"	"Psychotria_pervillei"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Aphloia_theiformis"	"Soulamea_terminaloides"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Lygistorrhina_sp1_M_PL_105"	"Unidentified_sp2_M_PL_105"	"Unidentified_sp4_M_PL_105"	"Ornidia_obesa"	"Eristalinus_vicarians"	"Forcipomyia_sp1_M_PL_105"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Neophyllomyza_approximatonervis"	"Unidentified_sp3_M_PL_105"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_105"	"Rhiparida_seychellensis"	"Simosyrphus_aegyptius"	"Unidentified_sp1_M_PL_105"	"Xylocopa_caffra"
"Apis_mellifera"	1.30249206991656	1.20069636372615	0.6953754329909	0	1.08050574412569	0	0.386846875906719	0.070925618597137	0	0	3.53498792831244	1.09892738259422	0	0	0	0.157612485771416	0.116054062772016	0	0.0937794290339923	0.0900522272794614	0	0	0	0.0329388362995686	0.0468897145169963	0	0.0450261136397307	0.0468897145169959
"Lasioglossum_mahense"	0.971513759960767	1.17259002205747	1.44740061747614	0	0.613883572345738	0	0.478551535401649	0.052902598021393	0	0	2.00838452681013	2.65327113757352	0	0	0	0.117561328936429	0.143565460620495	0	0.0699489907171749	0.0879442516543102	0	0	0	0.0685610818804484	0.0349744953585877	0	0.0439721258271551	0.0349744953585875
"Lygistorrhina_sp1_M_PL_105"	0	0	0	3.74270533326918	0	0.510368909082161	0	0	0.483767862911818	0	0	0	3.49387900991869	0.306221345449296	0.935676333317295	0	0	0.238172157571675	0	0	0.0510368909082161	0.0510368909082161	0	0	0	0.187135266663459	0	0
"Unidentified_sp2_M_PL_105"	0	0	0	0.527999835032272	0	4.16290906841349	0	0	0.0459332018173945	0	0	0	0.331739790903404	3.49774544104809	0.131999958758068	0	0	0.442690898592963	0	0	0.416290906841349	0.416290906841349	0	0	0	0.0263999917516136	0	0
"Unidentified_sp4_M_PL_105"	0	0	0	3.87199879023666	0	0.527999835032272	0	0	0.336843479994226	0	0	0	2.43275846662497	0.316799901019363	1.96799969755916	0	0	0.24639992301506	0	0	0.0527999835032272	0.0527999835032272	0	0	0	0.193599939511833	0	0
"Ornidia_obesa"	1.71955128294925	0.75842940000538	0.516150723067474	0	0.638330567374233	0	0.25444154099698	0.849938590869842	0	0	2.08836543647126	0.85231963478911	0	0	0	1.8887524241552	0.0763324622990939	0	0.123807692372346	0.0568822050004034	0	0	0	0.0244492447768801	0.0619038461861731	0	0.0284411025002017	0.0619038461861729
"Eristalinus_vicarians"	0.841070649406682	0.87779085501586	0.792533607706987	0	0.626691938968884	0	1.55295557678529	0.0457994773794563	0	0	2.05028844230561	1.38779945266478	0	0	0	0.101776616398792	1.46588667303559	0	0.0605570867572809	0.0658343141261895	0	0	0	0.0375410656282255	0.0302785433786406	0	0.0329171570630948	0.0302785433786405
"Forcipomyia_sp1_M_PL_105"	0	0	0	1.64266615343373	0	2.95127265728642	0	0	0.142903294543005	0	0	0	1.03207934947726	1.77076359437185	0.410666538358434	0	0	1.37726057340033	0	0	0.295127265728642	0.295127265728642	0	0	0	0.0821333076716868	0	0
"Cratopus_aurostriatus"	2.04626602670961	0.902530986006402	0.614219360450293	0	0.759613375175337	0	0.302785433786406	0.111426923135111	0	0	2.48515486940079	1.01426036539904	0	0	0	0.247615384744692	0.0908356301359217	0	1.14733115392309	0.0676898239504801	0	0	0	0.0290946012844873	0.073665576961546	0	0.03384491197524	0.0736655769615457
"Hemipyrellia_germana"	0.940136443756668	1.940866119134	0.746050946277539	0	0.729423040963637	0	0.329171570630948	0.0511939845003631	0	0	2.38638402290573	1.2751916489875	0	0	0	0.113764410000807	0.0987514711892842	0	0.0676898239504798	1.14556495893505	0	0	0	0.0353392553499884	0.03384491197524	0	0.0727824794675251	0.0338449119752399
"Neophyllomyza_approximatonervis"	0	0	0	0.527999835032272	0	4.16290906841349	0	0	0.0459332018173945	0	0	0	0.331739790903405	2.4977454410481	0.131999958758068	0	0	0.442690898592963	0	0	1.41629090684135	0.416290906841349	0	0	0	0.0263999917516136	0	0
"Unidentified_sp3_M_PL_105"	0	0	0	0.527999835032272	0	4.16290906841349	0	0	0.0459332018173945	0	0	0	0.331739790903405	2.4977454410481	0.131999958758068	0	0	0.442690898592963	0	0	0.416290906841349	1.41629090684135	0	0	0	0.0263999917516136	0	0
"Nectarinia_dussumieri"	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0
"Phelsuma_sp1_M_PL_105"	0.808183369013544	0.942380142666365	2.03325014864959	0	0.533609148053017	0	0.375410656282257	0.0440086405983846	0	0	1.74575832387715	1.98827137453301	0	0	0	0.0977969791075213	0.112623196884677	0	0.058189202568975	0.0706785106999774	0	0	0	1.09631184914656	0.0290946012844876	0	0.0353392553499887	0.0290946012844875
"Rhiparida_seychellensis"	2.04626602670961	0.902530986006402	0.614219360450293	0	0.759613375175337	0	0.302785433786406	0.111426923135111	0	0	2.48515486940079	1.01426036539904	0	0	0	0.247615384744692	0.0908356301359217	0	0.147331153923091	0.0676898239504801	0	0	0	0.0290946012844873	1.07366557696155	0	0.03384491197524	0.0736655769615457
"Simosyrphus_aegyptius"	0	0	0	3.87199879023666	0	0.527999835032272	0	0	0.336843479994226	0	0	0	2.43275846662497	0.316799901019363	0.967999697559165	0	0	0.24639992301506	0	0	0.0527999835032272	0.0527999835032272	0	0	0	1.19359993951183	0	0
"Unidentified_sp1_M_PL_105"	0.940136443756668	1.940866119134	0.746050946277539	0	0.729423040963637	0	0.329171570630948	0.0511939845003631	0	0	2.38638402290573	1.2751916489875	0	0	0	0.113764410000807	0.0987514711892843	0	0.0676898239504799	0.14556495893505	0	0	0	0.0353392553499884	0.0338449119752402	0	1.07278247946753	0.03384491197524
"Xylocopa_caffra"	2.04626602670961	0.902530986006402	0.614219360450293	0	0.759613375175337	0	0.302785433786406	0.111426923135111	0	0	2.48515486940079	1.01426036539904	0	0	0	0.247615384744692	0.0908356301359217	0	0.147331153923091	0.0676898239504801	0	0	0	0.0290946012844873	0.0736655769615459	0	0.03384491197524	1.07366557696155
