"Cabralea_canjerana"	"Trema_micrantha"	"Trichilia_clauseni"	"Protium_heptaphyllum"	"Chamissoa_altissima"	"Ixora_venulosa"	"Dendropanax_cuneatum"	"Chiroxiphia_caudata"	"Manacus_manacus"	"Vireo_olivaceus"	"Saltator_similis"	"Myiodynastes_maculatus"	"Tachyphonus_coronatus"	"Pitangus_sulphuratus"	"Turdus_leucomelas"	"Trichothraupis_melanops"	"Turdus_rufiventris"	"Tyrannus_savanna"	"Cyclarhis_gujanensis"	"Dacnis_cayana"	"Empidonomus_varius"	"Myiarchus_ferox"	"Myiophobus_fasciatus"	"Turdus_amaurochalinus"	"Tyrannus_melancholicus"
"Cabralea_canjerana"	3.38437880646925	0.749560175696291	0.523762528550444	0.236139067454135	0.170963636616714	0.114832433431929	0.083521246518078	0.607840919299898	0.438055757839612	0.937973210415862	0.263934073951063	0.71669198254643	0.218275281471866	0.537518986909822	0.477794655030953	0.10174344046149	0.0265656450885902	0.119448663757738	0.0248098039839684	0.0597243318788691	0.0597243318788692	0.0597243318788692	0.0125281869777117	0.0147641700126766	0.0597243318788691
"Trema_micrantha"	0.932379730744167	2.49045049409535	0.511287248458993	0.563779900585481	0.309411652389727	0.250637860599953	0.205211007863175	1.05931423700292	1.10350396209205	0.532516907096151	0.636625404505854	0.197445119451706	0.514895255475542	0.148083839588779	0.131630079634471	0.163454113239224	0.0634252388158666	0.0329075199086176	0.024218869663847	0.0164537599543088	0.0164537599543088	0.0164537599543088	0.0307816511794762	0.0322248677914225	0.0164537599543088
"Trichilia_clauseni"	1.40588889242488	1.10330406246414	1.77349465600087	0.384120512314984	0.297031264008354	0.159112310814839	0.140206196708779	0.749038488739318	0.599462346607967	1.16142199915176	0.50230039004934	0.297717647807621	0.469894605025522	0.223288235855715	0.198478431871747	0.217671710403801	0.0432135576354356	0.0496196079679368	0.0840076416000412	0.0248098039839684	0.0248098039839684	0.0248098039839684	0.0210309295063168	0.020457297104765	0.0248098039839684
"Protium_heptaphyllum"	0.752693277510055	1.44468599525029	0.456143108374043	1.80793787854483	0.258378634971729	0.265383536718305	0.277935463367592	0.780021737504617	1.24472284631967	0.425604074980291	0.971147387634608	0.159393870531541	0.411759255124288	0.119545402898656	0.106262580354361	0.137877164554996	0.203393011336293	0.0265656450885902	0.0216067788177178	0.0132828225442951	0.0132828225442951	0.0132828225442951	0.0416903195051388	0.0341207404352106	0.0132828225442951
"Chamissoa_altissima"	0.871914546745242	1.26858777479788	0.564359401615873	0.413405815954766	1.80076664269457	0.202654092871897	0.141469620056614	1.06644334184234	0.799599286014875	0.492276235288217	0.421942189233478	0.184640727546051	0.460450857277751	0.138480545659538	0.123093818364034	0.837077802973309	0.0465081542949112	0.0307734545910085	0.0267328137607519	0.0153867272955043	0.0153867272955043	0.0153867272955043	0.0212204430084921	0.0260555262263867	0.0153867272955043
"Ixora_venulosa"	0.836636300718341	1.46802175494258	0.431876272211706	0.606590941070411	0.289505846959852	1.40190744023726	0.228619338596687	1.02389722708696	1.27378894866649	0.431428576769938	0.689887320462635	0.177170040152119	0.34712223251585	0.132877530114089	0.118113360101413	0.150734928236699	0.0682414808704213	0.0295283400253532	0.020457297104765	0.0147641700126766	0.0147641700126766	0.0147641700126766	0.0342929007895031	0.18024524231622	0.0147641700126766
"Dendropanax_cuneatum"	0.709930595403663	1.40227522039836	0.4439862895778	0.741161235646912	0.235782700094357	0.266722561696135	1.46329929191962	0.697055173545769	1.22592050229462	0.40968265417695	1.13888961409418	0.15033824373254	0.341475109288915	0.112753682799405	0.100225495821694	0.127133144548777	0.0833806390102776	0.0250563739554234	0.0210309295063169	0.0125281869777117	0.0125281869777117	0.0125281869777117	0.219494893787942	0.0342929007895031	0.0125281869777117
"Chiroxiphia_caudata"	1.19230334170365	1.67045706604307	0.547374280232579	0.480013376925918	0.410170516093208	0.275664638061874	0.16085888620287	1.85801106042047	0.851237369846319	0.564066812551081	0.505032969296949	0.252487766478419	0.398380853235646	0.189365824858814	0.168325177652279	0.210504987621381	0.0540015049041658	0.0420812944130699	0.0259282553794379	0.0210406472065349	0.0210406472065349	0.0210406472065349	0.0241288329304305	0.035442596322241	0.0210406472065349
"Manacus_manacus"	0.859263217300777	1.740140863299	0.438068637905822	0.765983290042875	0.307538186928798	0.342943178487131	0.282904731298759	0.851237369846319	2.01508755121546	0.450700778994213	0.662411493593465	0.181961622487223	0.40040435446625	0.136471216865418	0.121307748324816	0.159142803808235	0.0861731201298234	0.0303269370812039	0.0207506196902758	0.015163468540602	0.015163468540602	0.015163468540602	0.0424357096948138	0.0440926943769168	0.015163468540602
"Vireo_olivaceus"	2.07985364048735	0.9492692691714	0.95943556451667	0.296072399986289	0.214033145777485	0.13130434945172	0.106873735872248	0.637640744622961	0.509487837123893	1.8998810090546	0.359981590029136	0.440439594456144	0.318121225724224	0.330329695842108	0.293626396304096	0.141761863392763	0.0333081449984575	0.073406599076024	0.0454469477928949	0.036703299538012	0.036703299538012	0.036703299538012	0.0160310603808372	0.0168819877866497	0.036703299538012
