"Dracaena_reflexa"	"Stillingia_lineata"	"Myonima_violacea"	"Psiadia_terebinthina"	"Bertiera_zaluzania"	"Erythroxylum_macrocarpum"	"Homalanthus_populifolius"	"Croton_fothergillifolius"	"Molinaea_alternifolia"	"Olea_lancea"	"Psidium_cattleianum"	"Faujasiopsis_flexuosa"	"Claoxylon_linostachys"	"Aphloia_theiformis"	"Flagellaria_indica"	"Chassalia_coriacea"	"Antirhea_borbonica"	"Chaetocnema_sp1_M_PL_075"	"Stomorhina_lunata"	"Apis_mellifera"	"Technomyrmex_albipes"	"Dysauxes_florida"	"Allograpta_nasuta"	"Ophyra_capensis"	"Dioxyna_sororcula"	"Pachycerina_crinicornis"	"Ischiodon_aegyptius"	"Nacoleia_sp1_M_PL_075"	"Brachymyrmex_sp1_M_PL_075"	"Lygistorrhina_sp1_M_PL_075"	"Musca_domestica"	"Polistes_hebraeus"	"Melanostoma_bituberculatum"	"Panara_naso"	"Paragus_borbonicus"	"Chrysomya_megacephala"	"Fannia_pusio"	"Melanostoma_annulipes"	"Cerambycidae_sp1_M_PL_075"	"Episyrphus_sp1_M_PL_075"	"Eristalinus_flaveolus"	"Ornidia_obesa"	"Stomoxys_calcitrans"	"Agathidinae_sp1_M_PL_075"	"Cerambycidae_sp2_M_PL_075"	"Eumolpinae_sp1_M_PL_075"	"Eumolpinae_sp2_M_PL_075"	"Gelechioidea_sp1_M_PL_075"	"Henotesia_narcissus"	"Leptotes_pirithous"	"Mauritiborium_undulatus"	"Nacoleia_sp2_M_PL_075"	"Phorinia_sp1_M_PL_075"	"Stomoxys_niger"	"Syritta_sp1_M_PL_075"	"Villa_unifasciata"
"Dracaena_reflexa"	1.96877385008377	0.397548879313956	0.457639029289746	0.304976688968581	0.508291278161738	0.28570938823799	0.215070958419248	0.230543160316998	0.25979223565386	0.154770833671911	0.0943180285882601	0.10197000051632	0.0398998470983271	0.0563767354446272	0.0483480010608273	0.0657437514618063	0.0733852284488758	0.707351797450342	0.517081829102209	0.867900660282188	0.340154408507503	0.312379575372784	0.365172080703833	0.139489941460769	0.113530285505407	0.174382184624177	0.244301708503645	0.197978848111248	0.0502286739464356	0.026005673628618	0.0412072069721638	0.0430730653147938	0.0283256845081045	0.0384515312410608	0.0159599388393309	0.106313787904524	0.0226700401743268	0.0503274571920712	0.0154548958308575	0.0443047723847559	0.0708758586030158	0.0167091007995829	0.0200914695785743	0.00935252048353897	0.00829955377141192	0.00829955377141192	0.00886684308324796	0.00886684308324796	0.0354379293015079	0.0100457347892871	0.00886684308324796	0.00829955377141193	0.00886684308324796	0.0354379293015079	0.00761263811452256	0.00886684308324796
"Stillingia_lineata"	0.422924339695698	1.74506130915973	0.331791949490566	0.329963859075837	0.300960744324037	0.317465220622647	0.34515154272571	0.286013760331832	0.329316911813943	0.250068798951583	0.150347814874538	0.109551054535502	0.037467630299294	0.0919119752246883	0.0982456348521352	0.0657990646013078	0.0511162841577964	1.39140937105062	0.521522587192273	0.333095717055192	0.346097562845355	0.197745736190788	0.332193859221617	0.417110383131348	0.132411242768099	0.204780635477221	0.0753502143663018	0.0786463366471922	0.0364161895782329	0.0222702900353642	0.0810219920768991	0.0540873956393007	0.0696821571609734	0.0394619479864637	0.0149870521197176	0.0228379143435677	0.078779688646459	0.0315077449186102	0.041900852569872	0.0174650070303978	0.0152252762290451	0.0183371538635396	0.0145664758312932	0.011855408825302	0.0102964953719459	0.0102964953719459	0.00985236891587524	0.00985236891587524	0.00761263811452256	0.00728323791564658	0.00985236891587524	0.0102964953719459	0.00985236891587524	0.00761263811452256	0.0334160676222076	0.00985236891587524
"Myonima_violacea"	0.558096377182618	0.38034686892821	2.01464842755113	0.367405737792683	0.574505178831448	0.212129585822982	0.163772812912409	0.198671791762399	0.225485806112471	0.124438647102566	0.0842052870111639	0.0761604754572149	0.112968635386961	0.0529032225020073	0.0411501191379365	0.0427372090342618	0.0335317122083832	0.594198775949198	0.382656158784324	0.655418475731543	0.801804373870734	0.655901122152581	0.229897133560107	0.128339156169875	0.132061449126623	0.113867959719322	0.0901827197574797	0.0725944327565681	0.221119949365368	0.089411444027858	0.0348563337727575	0.073576207332124	0.026177653305326	0.0258150760392345	0.0451874541547845	0.0301372043678614	0.0202355347397996	0.0213838526063001	0.0167308140303156	0.0166290667631038	0.0200914695785742	0.0160309080884857	0.0884479797461472	0.00811748902004897	0.00715218450344636	0.00715218450344635	0.00658333197381669	0.00658333197381669	0.0100457347892871	0.0442239898730736	0.00658333197381669	0.00715218450344636	0.00658333197381669	0.0100457347892871	0.00728323791564657	0.00658333197381669
"Psiadia_terebinthina"	0.43568098424083	0.443094325044696	0.430389578557143	1.68385397308411	0.271243222456837	0.328465636668826	0.278147699581965	0.299564097825812	0.250155356440441	0.188904966724823	0.14065688891187	0.171383482177009	0.101984047342022	0.0823944385916864	0.0678824204900163	0.0468403179907255	0.0425164586080299	0.998345759567196	0.879330768046852	0.323558394985334	0.26270714147417	0.468149437993169	0.196049540372666	0.149474977143853	0.484935497697165	0.16160316861839	0.0734328679211328	0.0758965335571344	0.047237880573345	0.0502411950514776	0.0457523498132045	0.048601599122845	0.0383996660771001	0.0312719042338245	0.0407936189368086	0.0235267731490048	0.0265977594962429	0.0270986369181633	0.0517838871126844	0.018036018854333	0.0156845154326699	0.0534928633030181	0.018895152229338	0.00900559283185589	0.0107843075217292	0.0107843075217292	0.010193761137998	0.010193761137998	0.00784225771633494	0.00944757611466899	0.010193761137998	0.0107843075217292	0.010193761137998	0.00784225771633494	0.00848478494766439	0.010193761137998
"Bertiera_zaluzania"	0.747487173767262	0.416033970094993	0.692785656826158	0.279220964293803	1.71096948775568	0.227443537408701	0.179141505319913	0.202376341566931	0.261510181952332	0.142104132287148	0.0837697752523659	0.0835633757148953	0.0487880529557275	0.0512229538347551	0.0434623544585755	0.0538989141898529	0.0393795170577536	0.631084158916269	0.420974701959109	1.0509340049033	0.78974814248363	0.332748470921224	0.292324734122469	0.142738087031779	0.103733363672239	0.153766373478005	0.142491942650951	0.0896551123152489	0.0760374501394564	0.0347227112101823	0.0391974452530127	0.0469047646225694	0.0267262416401717	0.0313131039257038	0.019515221182291	0.0403643073834321	0.0221342679832062	0.0258568733422663	0.0151465755912584	0.0205133616680807	0.0269095382556214	0.0142385601935392	0.0304149800557826	0.00941436655028395	0.00728554829640951	0.00728554829640951	0.00705859254027003	0.00705859254027003	0.0134547691278107	0.0152074900278913	0.00705859254027003	0.00728554829640951	0.00705859254027003	0.0134547691278107	0.00796660793798923	0.00705859254027003
"Erythroxylum_macrocarpum"	0.492602393513775	0.514512598940151	0.299907345473871	0.39642404425548	0.266657940410201	1.5601693297437	0.312194891704188	0.278617513099145	0.254337366410388	0.240144218573763	0.14697813323751	0.147663720158768	0.0386407217779823	0.0754448342487348	0.0863836321401069	0.101851557327136	0.0506276537219432	1.3026965383831	0.733801722643775	0.32656731787645	0.228882277468702	0.242464712077829	0.341337535718384	0.163160610421091	0.147692250745029	0.179167596493495	0.117834844394991	0.0828667662859796	0.0329166598690835	0.0220396206850096	0.0497781518000208	0.0456190324658724	0.0403589361407065	0.0942522489616709	0.0154562887111929	0.0266005292497439	0.0305114840830493	0.0304803355858456	0.0200461300538733	0.0572858912477076	0.0177336861664959	0.0586128093024577	0.0131666639476334	0.00915614519077398	0.0100302304715692	0.0100302304715692	0.0484190481644597	0.0484190481644597	0.00886684308324796	0.00658333197381669	0.0484190481644597	0.0100302304715692	0.0484190481644597	0.00886684308324796	0.00985236891587524	0.0484190481644597
"Homalanthus_populifolius"	0.413597996960091	0.623927788773399	0.258257128054184	0.374429595591107	0.234261968495271	0.348217379208517	1.46558902904538	0.324703151474397	0.273462416520153	0.302794796270148	0.178401382407127	0.121709437939749	0.0436649586288563	0.0698862745363658	0.113433596133107	0.0566529680568042	0.0601680266421886	1.74282702128733	0.568795741312051	0.29055520376913	0.217434565153297	0.186457437755927	0.260193232981833	0.187528794143467	0.188139050387212	0.183355303005463	0.071521029024942	0.085648417074065	0.0283452945425324	0.023135042360049	0.133100703248483	0.0477238347331676	0.0445026292142231	0.0363005818768607	0.0174659834515425	0.0223342918358449	0.0746270347325815	0.108908619802269	0.021575743002958	0.0182515101965805	0.0148895278905633	0.020434935852213	0.011338117817013	0.0098446469947255	0.0116893134530783	0.0116893134530783	0.0108067462512988	0.0108067462512988	0.00744476394528164	0.00566905890850648	0.0108067462512988	0.0116893134530783	0.0108067462512988	0.00744476394528164	0.0119475534020438	0.0108067462512988
"Croton_fothergillifolius"	0.461086320633996	0.537705869423844	0.325821738490334	0.419389736956137	0.275231824531026	0.323196315195008	0.337691277533373	1.46813947359978	0.227936969194365	0.253337649992119	0.15490516047004	0.117653193113762	0.0559565084126296	0.0649615646063315	0.0941125657010994	0.0623687781535281	0.0836629487294741	1.43771273503685	0.563140972502001	0.321739952748677	0.28264971153009	0.256383827825267	0.215317541297872	0.160551540229113	0.242451968646071	0.308045394322845	0.0753188322874474	0.184082249498748	0.0357609225172318	0.0295347878684982	0.0500865840600968	0.0435337344843649	0.0391010847180011	0.0380961806406568	0.0223826033650519	0.0248986613142358	0.0322823041969702	0.0316781806775685	0.0210808028936752	0.0183297842429811	0.0165991075428239	0.0208145379932984	0.0143043690068927	0.00820573089099714	0.052853021049592	0.052853021049592	0.0100302304715692	0.0100302304715692	0.00829955377141193	0.00715218450344636	0.0100302304715692	0.0528530210495921	0.0100302304715692	0.00829955377141193	0.0102964953719459	0.0100302304715692
"Molinaea_alternifolia"	0.51958447130772	0.619115794210213	0.369796722024453	0.350217499016618	0.355653847455171	0.29503134503605	0.284400913180959	0.227936969194365	1.45693788872761	0.188658389894574	0.133516704407979	0.149116274003216	0.0387980910115257	0.112660316094224	0.0686010199558675	0.0510193943212125	0.0421122548950872	0.967815661299255	0.759742118580026	0.507143379671631	0.326576886050443	0.215282822146251	0.266357256884202	0.447737570001727	0.13020559902703	0.132167851722793	0.127135398636486	0.0765621613594972	0.0405874451002448	0.0236367254246592	0.136444230803141	0.137515667622578	0.0496453355295711	0.0321148726353196	0.0155192364046103	0.0280575614506169	0.0335554646453294	0.0290418144729899	0.0208610016571578	0.0185086656743129	0.0187050409670779	0.0181617380226299	0.0162349780400979	0.052449763994194	0.00820573089099713	0.00820573089099713	0.00915614519077397	0.00915614519077397	0.00935252048353896	0.00811748902004897	0.00915614519077397	0.00820573089099713	0.00915614519077397	0.00935252048353896	0.0118554088253019	0.00915614519077397
"Olea_lancea"	0.407291667557661	0.618591239511811	0.26852550164238	0.347982833440463	0.254291605145422	0.366535912559954	0.41435077384336	0.333339013147525	0.248234723545492	1.339811200503	0.193616620499903	0.117372846784407	0.0369501873447438	0.0679555426509135	0.127166205714261	0.0555559362459594	0.0655860845995898	1.96982220744523	0.532962593972327	0.344746376575792	0.225721100627629	0.185470912145052	0.274629167188635	0.180809483092446	0.146040885648407	0.147930343080085	0.0710304509741188	0.0887418946945519	0.029472311155871	0.0206745371690717	0.0584040870606802	0.047025750061917	0.0456695872915044	0.0363754237694389	0.0147800749378975	0.0219937500481137	0.0380336397239991	0.0360170728205782	0.0207934941636192	0.0187065024747951	0.0146625000320758	0.020323382461512	0.0117889244623484	0.00893645004763773	0.0120002044733109	0.0120002044733109	0.0113752524587572	0.0113752524587572	0.0073312500160379	0.0058944622311742	0.0113752524587572	0.0120002044733109	0.0113752524587572	0.0073312500160379	0.0118453641608645	0.0113752524587572
