"Marmota_caudata"	"Microtus_juldaschi"	"Apodemus_uralensis"	"Alticola_argentatus"	"Cricetulus_migratorius"	"Dryomys_nitedula"	"Rattus_turkestanicus"	"Citellophilus_lebedewi"	"Rhadinopsylla_li"	"Amphipsylla_phaiomydis"	"Oropsylla_silantiewi"	"Callopsylla_caspia"	"Pectinoctenus_nemorosa"	"Frontopsylla_elata"	"Leptopsylla_nana"	"Ceratophyllus_sinicus"	"Amphipsylla_montana"	"Neopsylla_pleskei"	"Amphipsylla_anceps"	"Ceratophyllus_sciurorum"	"Frontopsylla_ambigua"	"Nosopsyllus_simla"	"Frontopsylla_ornata"	"Amphipsylla_primaris"	"Frontopsylla_protera"	"Neopsylla_meridiana"	"Callopsylla_lagomys"	"Rhadinopsylla_altifrons"	"Paraneopsylla_ioffi"	"Leptopsylla_taschenbergi"
"Marmota_caudata"	5.24471903699418	0.0086760690699786	0.00573881788463269	0.00178421739055846	0.00182150697917101	9.60405992603353e-05	0.000322205819063103	4.60398986927478	0.0728654823189971	0.00373970848869691	0.0327247238847837	0.0026879303262582	0.00303049355813801	0.00377271670958239	0.00120003142408537	0.00809365934236664	0.000702773969977409	0.000622391975690394	0.000562753250360176	0.000113596407727279	0.00123889677945185	0.000259460475351295	0.000225943608701854	0.000167117619871295	0.000185371997917978	0.000130415613574571	9.50595393754127e-05	9.35454154722873e-05	0.00029563797082437	4.45253111738681e-05
"Microtus_juldaschi"	0.605046423716642	3.10614529576748	0.760352721438545	0.392822772470118	0.359594084726379	0.0343837806256556	0.00481281599202499	0.573426823055202	0.00840597926762614	1.28888209765632	0.0037752217066237	0.651829643856494	0.449359630239862	0.736649719605618	0.308120081970634	0.0127220122373386	0.152263913729193	0.112376621452851	0.106093032824925	0.0406689878367969	0.0484614573688761	0.00387558340410439	0.046837196554528	0.0460770448791519	0.0429357619850943	0.0388314924257099	0.0340325484579741	0.0209019966311413	0.00441596976110358	0.00589928835598871
"Apodemus_uralensis"	0.661266834355949	1.25632992766426	2.5689269550953	0.393505553177732	0.353036429008237	0.0139070676072738	0.0161851278280851	0.619304967123855	0.00918705587220874	0.569755658324641	0.00412601216877872	0.624898463825533	1.28995609904237	0.334456493142598	0.324549460860759	0.0408719000346384	0.157115288091654	0.209744762023524	0.150628742531313	0.0164492197505389	0.117530836319393	0.0130332871457738	0.07436841712169	0.0283965580757975	0.0583050129680131	0.0212831374913032	0.0137650061639737	0.024333832704497	0.0148505646562955	0.0199313298240153
"Alticola_argentatus"	0.483414413135163	1.52616955520485	0.925269814228721	1.74843837392484	0.557128755370215	0.0168940838843638	0.00584289898869169	0.457079619836672	0.00671613181270353	0.742097373269992	0.00301629183187655	1.16847402094767	0.509362102006375	0.416430281141076	0.268368849287853	0.0150954330504185	0.495769642863176	0.181220339972649	0.181551531093191	0.0199822497556991	0.0750485873717205	0.00470507129089388	0.0409642073239823	0.040526089636273	0.0310832970024212	0.029300360983291	0.016721509909201	0.0207891812622125	0.00536111608962407	0.00717881752418835
"Cricetulus_migratorius"	0.545079166849111	1.54303431878857	0.916840875334823	0.615336237274565	1.61999325014787	0.0170807700423347	0.00579327629957487	0.532718002620049	0.0075728472992254	0.807556652883188	0.00340105258349703	1.00879246043673	0.49185707819234	0.385768594977168	0.234929427404536	0.0150587533117145	0.32724363027916	0.203982169089625	0.332516801882948	0.0202030613403958	0.0540922120893709	0.00466511196755244	0.0551772858694148	0.0906549666675672	0.031089086270704	0.0580133116272744	0.0169062890580312	0.0422143037322504	0.00531558509592565	0.00711342058449432
"Dryomys_nitedula"	0.124230064185166	0.637763672895224	0.156118049268751	0.0806556262866402	0.0738330059894466	4.1895692933604	0.000988182751214269	0.117737826787	0.00172594251122362	0.264637388872401	0.000775140578546311	0.133835744365972	0.0922639544979185	0.151251273227009	0.0632641993399781	0.00261212418561325	0.0312633130850815	0.023073526838228	0.0217833603518858	3.77260884160908	0.00995026120881868	0.000795747162819922	0.00961676279066355	0.00946068602081446	0.00881570778401176	0.00797300604938532	0.0069876715465042	0.00429166470753472	0.000906701015587809	0.00121126072708513
"Rattus_turkestanicus"	0.680006902031784	0.145651010284966	0.296443393903873	0.045513107911914	0.0408578433759488	0.00161229817303378	4.05307333905532	0.601402816984064	0.00944741377894477	0.0660314494838385	0.00424294189102849	0.0722594142520186	0.148872656717329	0.0389432352495047	0.0375063381308776	0.00563782559991101	0.0181709495763925	0.0242213780724042	0.01740797606015	0.00190701934444855	0.0136749799303574	3.26379063618666	0.00858868972162294	0.00328878142338191	0.00673450061441424	0.00246552637028443	0.00159582846051354	0.00281253394131843	0.385539221624445	0.00229999184925419
"Citellophilus_lebedewi"	4.71896604897626	0.00842800529770319	0.00550887297579671	0.0017291494232357	0.00182465651937742	9.32946329532497e-05	0.000292077437827957	5.14247856386345	0.0655611358359232	0.00363766437455264	0.0294442580975551	0.00262111612714824	0.00291160422101966	0.00354578936875373	0.00116083910682835	0.00728767513987217	0.000686747486912057	0.000604045591283103	0.000554310797162753	0.000110348490589866	0.00113319875876544	0.000235199199935682	0.000218692381324238	0.000164936052885951	0.000178879559771461	0.000128170585704472	9.23416232617859e-05	9.16429586778901e-05	0.000267993859620872	4.27412558466917e-05
"Rhadinopsylla_li"	4.72024713329476	0.00780846216298074	0.00516493609616942	0.00160579565150261	0.0016393562812539	8.64365393343018e-05	0.000289985237156792	4.1435908823473	1.0655789340871	0.00336573763982722	0.0294522514963054	0.00241913729363238	0.00272744420232421	0.00339544503862415	0.00108002828167684	0.00728429340812998	0.000632496572979668	0.000560152778121355	0.000506477925324158	0.000102236766954551	0.00111500710150666	0.000233514427816166	0.000203349247831669	0.000150405857884166	0.00016683479812618	0.000117374052217114	8.55535854378714e-05	8.41908739250586e-05	0.000266074173741933	4.00727800564813e-05
"Amphipsylla_phaiomydis"	0.5394193190225	2.66585325954095	0.713219313298471	0.395073421740859	0.389253926209882	0.0295099246584332	0.00451294079206093	0.511916207414553	0.00749421438508277	2.11724468409836	0.00336573763982716	0.615427770886039	0.416011226875064	0.634782591687283	0.273012579962274	0.011890470195904	0.15336633882299	0.108093219377034	0.108621700181212	0.0349042119615876	0.0451620793690784	0.00363410495360701	0.0426927778671682	0.0433365835989504	0.037947568254638	0.0354934074738259	0.0292084791914922	0.019877521307735	0.00414082111271551	0.00553359812041917
