"Syzygium_coriaceum"	"Diospyros_revaughanii"	"Syzygium_petrinese"	"Casearia_coriacea"	"Labourdonnaisia_callophylloides"	"Calophyllum_eputamen"	"Gaertnera_sp1_M_PL_070"	"Ocotea_laevigata"	"Stillingia_lineata"	"Syzygium_mauritianum"	"Cordemoya_integrifolia"	"Tristhema_mauritiana"	"Euodia_obtusifolia"	"Syzygium_commersonii"	"Technomyrmex_albipes"	"Apis_mellifera"	"Musca_domestica"	"Chaetocnema_sp1_M_PL_070"	"Phelsuma_cepediana"	"Eristalinus_flaveolus"	"Brachymyrmex_sp1_M_PL_070"	"Chrysomya_megacephala"	"Episyrphus_sp1_M_PL_070"	"Panara_naso"	"Paragus_borbonicus"	"Anthomyia_faciata"	"Macroglossum_milvus"	"Melanagromyza_sojae"	"Nacoleia_sp1_M_PL_070"	"Ornidia_obesa"	"Phorinia_sp1_M_PL_070"	"Polistes_hebraeus"	"Syritta_sp1_M_PL_070"	"Thelairodrino_sp1_M_PL_070"
"Syzygium_coriaceum"	2.28747637671647	0.221212661070627	0.567446452444823	0.577521103350689	0.19896927495692	0.333844474395901	0.354837153976969	0.31217089519597	0.230195175959684	0.0439292904388764	0.0239041144119389	0.0689018782061094	0.0227238675849311	0.0200251760269375	1.49287402779904	0.38512184330346	0.98217611117833	0.410120899699455	0.155751369098403	0.176078547481317	0.270031185799417	0.181299479085973	0.0504974835220691	0.0638706877158545	0.107554197200888	0.0319353438579272	0.0319353438579272	0.079181874578647	0.0110606330535314	0.079181874578647	0.079181874578647	0.0283723226222414	0.079181874578647	0.0414351316727431
"Diospyros_revaughanii"	0.319529399324239	2.59596599810768	0.412597595313223	0.283365182175189	0.773796391785128	0.222454404331157	0.0629139410897838	0.0531779475691011	0.0472800669268612	0.220313362565867	0.179833452232425	0.0363083885702867	0.0151418544124569	0.0404799103334427	0.786681752356213	2.89731673041128	0.15268946871474	0.170777952882527	0.314843747037887	0.0306610934691533	0.0491211906579484	0.0435809488288719	0.0336485653610154	0.0113245093961611	0.0316905128191925	0.00566225469808054	0.00566225469808054	0.0110606330535313	0.129798299905384	0.0110606330535313	0.0110606330535313	0.0206298797656611	0.0110606330535313	0.00851041204683502
"Syzygium_petrinese"	0.819644875753633	0.412597595313223	2.06332996054746	0.83010229702032	0.323237895499345	0.151721597853592	0.129581578814592	0.113604084959423	0.0852444702046811	0.108520135369049	0.0407872240221541	0.106725999607152	0.0103272684253285	0.0677329113468951	2.31239665815497	0.657127498134705	0.354760237054215	0.167673256529088	0.526811532698073	0.0641995052695057	0.131810222074116	0.0682958480171607	0.022949485389619	0.0233246841866265	0.131538820649614	0.0116623420933133	0.0116623420933133	0.0283723226222412	0.0206298797656612	0.0283723226222412	0.0283723226222412	0.103166498027373	0.0283723226222412	0.0153440046368426
"Casearia_coriacea"	0.938471792944871	0.318785829947088	0.93386508414786	1.95509106757304	0.317719655351688	0.161074320855443	0.147407667089425	0.129385388705991	0.0965150710959429	0.0663777878836941	0.0340089542451107	0.121122558914164	0.0109638823439419	0.0323688336385834	2.62432210980688	0.547922040615672	0.405077072024511	0.183820659063152	0.25175759496676	0.0730705986385424	0.207430558741413	0.0768842052407133	0.0243641829865376	0.0265333800760964	0.0791788162708694	0.0132666900380482	0.0132666900380482	0.0324855620634763	0.0159392914973544	0.0324855620634763	0.0324855620634763	0.0466932542073936	0.0324855620634763	0.0173727127972697
"Labourdonnaisia_callophylloides"	0.470291013534537	1.26621227746657	0.528934738089837	0.462137680511546	1.67746818397345	0.21028126580923	0.0837057563161512	0.0718917361768757	0.0595116574403572	0.179518480055111	0.147102034989352	0.0593733626773571	0.0143132626307123	0.0324164450657587	1.2864228580094	2.36997723038401	0.214410658562921	0.175747904428393	0.252127906067012	0.0410870006508432	0.0748331574727456	0.0519813595286825	0.0318072502904717	0.0150670361369072	0.042726041219149	0.00753351806845361	0.00753351806845361	0.0162793043146571	0.0633106138733286	0.0162793043146571	0.0162793043146571	0.026446736904492	0.0162793043146571	0.0107120983392643
"Calophyllum_eputamen"	0.867995633429342	0.400417927796083	0.273098876136466	0.257718913368709	0.231309392390153	2.15595368603658	0.288703846669704	0.228931264438102	0.261916441573444	0.0595693216556345	0.0461185427699464	0.031223480873578	0.146749788713414	0.013450778885688	0.676508752260857	0.743020966849137	0.551505671269136	1.46548778707753	0.104617169110907	0.136818078027761	0.104634696963883	0.279499200352667	0.326110641585365	0.0519666924005468	0.0437009465024544	0.0259833462002734	0.0259833462002734	0.0300460026956311	0.0200208963898041	0.0300460026956311	0.0300460026956311	0.0136549438068234	0.0300460026956311	0.04714495948322
"Gaertnera_sp1_M_PL_070"	0.92257660034012	0.113245093961611	0.233246841866265	0.235852267343079	0.0920763319477662	0.288703846669704	2.4257407954119	0.614366313913087	0.247575144581306	0.0209743005678935	0.0124535377379207	0.0281747873307223	0.0196512702355009	0.00852076282997278	0.610453725498984	0.200640330222056	1.14176649069534	0.290317637142403	0.0662725997886772	0.812929924053148	0.10907272161183	0.35522531629124	0.0436694894122242	0.436633343174141	0.0435976859512405	0.218316671587071	0.218316671587071	0.0319353438579272	0.00566225469808054	0.0319353438579272	0.0319353438579272	0.0116623420933134	0.0319353438579272	0.0445635260246351
"Ocotea_laevigata"	1.15949189644218	0.136743293749117	0.292124789895659	0.295738031327979	0.112972728277948	0.327044663483003	0.877666162732981	1.63298488956458	0.319602671570869	0.0256036640065656	0.0149980259319773	0.0353204163666922	0.0222610233127086	0.0106056380745883	0.765275687944998	0.241634862237412	1.49147621591785	0.343839134784584	0.0824882961356868	0.656880264111654	0.137044038123502	0.358515432400081	0.0494689406949081	0.157979909291937	0.0547424974485506	0.0789899546459683	0.0789899546459683	0.0401362579537676	0.00683716468745586	0.0401362579537676	0.0401362579537676	0.0146062394947831	0.0401362579537676	0.0575284808827564
"Stillingia_lineata"	1.19701491499036	0.1702082409367	0.306880092736852	0.308848227507017	0.130925646368786	0.523832883146888	0.495150289162613	0.447443740199216	1.54953115237296	0.030368717586159	0.01888287892977	0.0369294204331373	0.0356558517099983	0.011485838656389	0.800137442717975	0.304224160535183	1.48746885124364	0.691800587155159	0.0893343006608032	0.248747539839418	0.141678107815499	0.190672098063355	0.0792352260222184	0.0891270520492703	0.0567791363095857	0.0445635260246351	0.0445635260246351	0.0414351316727431	0.00851041204683502	0.0414351316727431	0.0414351316727431	0.0153440046368428	0.0414351316727432	0.278915607427133
"Syzygium_mauritianum"	0.380720517136928	1.3218801753952	0.651120812214295	0.354014868713035	0.658234426868741	0.198564405518781	0.0699143352263116	0.0597418826819864	0.0506145293102649	1.22970886083308	0.147526672381335	0.0454184915622684	0.013515728442875	0.0821821884517428	0.984067317182482	2.37681861058817	0.176071120029461	0.160563765016006	0.639194799069111	0.0342390689150435	0.0594496977600969	0.045022973000691	0.0300349520952779	0.0125845803407361	0.0457348277423777	0.00629229017036804	0.00629229017036804	0.0131787871316629	0.06609400876976	0.0131787871316629	0.0131787871316629	0.0325560406107148	0.0131787871316629	0.00911061527584769
"Cordemoya_integrifolia"	0.310753487355206	1.61850107009182	0.367085016199387	0.272071633960885	0.809061192441438	0.230592713849732	0.0622676886896035	0.0524930907619206	0.047207197324425	0.221290008572002	1.18919693048081	0.0348489803454589	0.015695806572965	0.0320930780911894	0.755061240818275	3.04817276885753	0.149751329079857	0.175284408214473	0.249612829598139	0.0303104992849725	0.0475745838664173	0.0438633993833025	0.0348795701621443	0.0112081839641286	0.0291111022953419	0.00560409198206431	0.00560409198206431	0.0107568514853725	0.0809250535045909	0.0107568514853725	0.0107568514853725	0.0183542508099692	0.0107568514853725	0.0084972955183965
"Tristhema_mauritiana"	0.895724416679423	0.326775497132581	0.960533996464373	0.968980471313309	0.326553494725464	0.15611740436789	0.140873936653612	0.123621457283423	0.0923235510828433	0.0681277373434027	0.0348489803454589	1.12477171556242	0.0106264787847051	0.0332787569979438	2.70338717051908	0.561455794454615	0.386835537184426	0.176983894332181	0.258834776650674	0.0698243376264982	0.147522687089621	0.073629253249696	0.0236143972993447	0.0253573085976501	0.0790325450159679	0.0126786542988251	0.0126786542988251	0.0310058451927493	0.0163387748566291	0.0310058451927493	0.0310058451927492	0.0480266998232192	0.0310058451927493	0.0166182391949118
