"Toddalia_asiatica"	"Molinaea_alternifolia"	"Aphloia_theiformis"	"Psiadia_terebinthina"	"Stillingia_lineata"	"Croton_fothergillifolius"	"Roussea_simplex"	"Erythroxylum_macrocarpum"	"Chassalia_coriacea"	"Bertiera_zaluzania"	"Dodonaea_viscosa"	"Antirhea_borbonica"	"Claoxylon_linostachys"	"Stomorhina_lunata"	"Pachycerina_crinicornis"	"Apis_mellifera"	"Brachymyrmex_sp1_M_PL_062"	"Fannia_pusio"	"Technomyrmex_albipes"	"Chaetocnema_sp1_M_PL_062"	"Chrysomya_megacephala"	"Eristalinus_flaveolus"	"Musca_domestica"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Phorinia_sp1_M_PL_062"	"Leptotes_pirithous"	"Lygaeidae_sp1_M_PL_062"	"Lygistorrhina_sp1_M_PL_062"	"Nacoleia_sp1_M_PL_062"	"Polistes_hebraeus"	"Psilopa_iceryae"	"Diptera_sp1_M_PL_062"	"Paragus_borbonicus"	"Stomoxys_niger"	"Episyrphus_sp1_M_PL_062"	"Unidentified_sp7_M_PL_062"	"Graphomya_maculata"	"Sepsis_lateralis"	"Acalyptrate_sp1_M_PL_062"	"Homoneura_sp1_M_PL_062"	"Limnophora_quaterna"	"Pelecophora_intemipta"	"Stomoxys_calcitrans"	"Villa_unifasciata"	"Zosterops_mauritianus"	"Dioxyna_sororcula"	"Henotesia_narcissus"	"Phelsuma_cepediana"	"Pteromalidae_sp1_M_PL_062"	"Tarundia_servillei"	"Cheloninae_sp1_M_PL_062"	"Hyadina_sp1_M_PL_062"	"Ischiodon_aegyptius"	"Mauritiborium_undulatus"	"Panara_naso"	"Pterophoridae_sp1_M_PL_062"	"Sarcophaga_arno"
"Toddalia_asiatica"	2.28008311190002	0.673840737918173	0.523986999660753	0.488822129546263	0.391872007255891	0.310969500944771	0.248705407798145	0.167138297366415	0.0748848635323417	0.050539627365129	0.0303602730891858	0.0105890549817975	0.0113658833779606	0.777696759885108	1.11321001327015	0.404052072736337	0.306347771673436	0.285709883941001	0.221497723417941	0.122707057112812	0.106365761757193	0.0854988573215187	0.104930423513598	0.0785736400005493	0.0980585123306859	0.12634054078717	0.0649396903403174	0.0409246434038732	0.0380995518329074	0.0397871955670583	0.037821722934353	0.120710282394707	0.0448871571947656	0.0369872670083498	0.0476640068488059	0.029745848111352	0.0315326372518951	0.0210865904496397	0.0603551411973534	0.019237353083471	0.019237353083471	0.0161169072460472	0.045266355898015	0.0165104278315016	0.0162537058416367	0.0142873319373403	0.0301775705986767	0.0301775705986767	0.00952488795822684	0.0128249020556473	0.0122538867598377	0.0150887852993383	0.00641245102782367	0.00537230241534906	0.00537230241534906	0.00612694337991887	0.00511558042548415	0.00595473512447433
"Molinaea_alternifolia"	0.783267866298048	1.99151992987008	0.698370401784151	0.552116709850036	0.323399676288452	0.295105511823537	0.270473693863285	0.166042270746848	0.0645416802702832	0.0699490811414057	0.0147395563658128	0.0177290516566046	0.0159024647782985	0.789612223059496	0.540450400079803	0.667580261806954	0.422945916666709	0.53487782930616	0.180128965848633	0.110261820136155	0.168404188895333	0.106012815836874	0.102103483474424	0.0761259609844003	0.0721511096459922	0.0589547017346335	0.0863199678343968	0.0462237245455844	0.0414342679960777	0.0950831957209637	0.0460975087107989	0.0414671223334261	0.0370439629203135	0.0880258425572035	0.0682214213064212	0.0357697222417501	0.0345407844503771	0.0442677980067064	0.020733561166713	0.0158759841087058	0.0158759841087058	0.0160112189648747	0.0155501708750348	0.0263074136736022	0.0267483062535087	0.0155378504985291	0.0103667805833565	0.0103667805833565	0.0103585669990194	0.0105839894058039	0.01056136586241	0.00518339029167826	0.00529199470290194	0.00533707298829155	0.00533707298829155	0.00528068293120499	0.00577796556819805	0.00565095660938688
"Aphloia_theiformis"	0.698649332881004	0.801071931458291	1.95680673581424	0.630091416162664	0.228729649555321	0.252804928705744	0.35524527336325	0.182246158027607	0.0604456968721055	0.0652298081306965	0.0134162445536135	0.0095902227471645	0.0088304964651469	0.872636784512969	0.491928966965827	1.03953364249702	0.486972126036059	0.244956061077952	0.105220750627633	0.0848895906547003	0.111405736980562	0.156145890966784	0.0763398776925843	0.10028180698987	0.0955443066186754	0.058003754952297	0.0528562074229943	0.0527518394926882	0.0544205525152214	0.0826082842620305	0.0846701952213453	0.0369873176231119	0.0261999416763368	0.0422453842821294	0.0393855608674231	0.0683673657571687	0.0378108451262316	0.0214807292404223	0.018493658811556	0.0112285464327158	0.0112285464327158	0.0175737366669479	0.013870244108667	0.0168609494460658	0.0175970171603359	0.020407707193208	0.00924682940577799	0.00924682940577799	0.0136051381288053	0.00748569762181052	0.00989111403361726	0.00462341470288899	0.00374284881090526	0.00585791222231595	0.00585791222231595	0.00494555701680863	0.00659397993658602	0.00484094544330148
"Psiadia_terebinthina"	0.773021042073161	0.751135523865746	0.747317726146415	1.81688060010381	0.244124251347604	0.286041619973995	0.295254973250851	0.185471612055378	0.0649327772557731	0.0659043153719915	0.0143733694308322	0.00970778572384487	0.00899229813744608	0.923839857470248	0.527023545797179	0.627283214913322	0.615018597844619	0.236580545308111	0.108701425087503	0.0922922359951148	0.136277398132608	0.117625279985902	0.0927860473828935	0.107168587753826	0.114251138474875	0.0988122507445577	0.0543597172329172	0.152110933962179	0.0452305490937474	0.0486717676507483	0.061688650848665	0.0409246434038732	0.02796332333618	0.0533810873091689	0.0524181293211632	0.037152308446495	0.100546726449268	0.0214018274350326	0.0204623217019366	0.0119842814297914	0.0119842814297914	0.0178847625910543	0.0153467412764525	0.0172169458214558	0.0302692250363767	0.0169614559101553	0.0102311608509683	0.0102311608509683	0.0113076372734369	0.0079895209531943	0.0106253635509447	0.00511558042548415	0.00399476047659715	0.00596158753035143	0.00596158753035143	0.00531268177547235	0.0190138667452724	0.00547739272290628
"Stillingia_lineata"	0.96899259976002	0.687959311377251	0.424189531902596	0.381721556652616	1.89000355114049	0.383088022862581	0.221367091715191	0.14061987148494	0.0588882274382202	0.0423612133920267	0.0268711168040619	0.01005812157715	0.027037678629696	0.534591474774451	0.985274282815605	0.350252365479932	0.26920989601427	0.42371931177689	0.200362916736907	0.408237615710819	0.0927403005060359	0.068338555671384	0.144847354602757	0.0606697890444592	0.0644209612536943	0.0613913630651445	0.055642225880553	0.0319580838127772	0.0339115544755187	0.0376885199472255	0.0317526490429148	0.0512996082225893	0.216491315857911	0.0377904620884754	0.0409546518078638	0.0268967081759541	0.0273095304803543	0.0224458722128899	0.0256498041112947	0.0927819925105332	0.0927819925105332	0.0135597733217621	0.019237353083471	0.0171476472408579	0.0166224832768677	0.0127168329283195	0.0128249020556473	0.0128249020556473	0.00847788861887967	0.0618546616736888	0.00963625539898149	0.00641245102782367	0.0309273308368444	0.00451992444058736	0.00451992444058736	0.00481812769949075	0.00399476047659715	0.00733572809736858
"Croton_fothergillifolius"	0.899826641031677	0.734624359220294	0.548640483574168	0.523395304633267	0.448294494839191	1.47154747887202	0.238225189631612	0.191995551308569	0.0772253840479108	0.0683554947210549	0.0218410135725665	0.0206346289027298	0.0185518703817871	0.775383726327256	0.800837164327437	0.422960958548793	0.317220991386833	0.263562571207755	0.127065966927032	0.292462617531138	0.156426936020244	0.103949531926554	0.245171972546263	0.0721773443467822	0.0969891404194397	0.0642866096178146	0.107358492051376	0.0438191417832503	0.0364940716031406	0.0427776193768388	0.0398375004288834	0.0476378809957946	0.05135009668158	0.0619107445141984	0.0847421351642567	0.0550246851769325	0.0555655323588891	0.0487660649693599	0.0238189404978973	0.0220071842921057	0.0220071842921057	0.0185138567333263	0.017864205373423	0.0400008109315201	0.0393069180766509	0.0136852768511777	0.0119094702489487	0.0119094702489487	0.00912351790078516	0.0146714561947372	0.0126368810260218	0.00595473512447433	0.00733572809736858	0.00617128557777544	0.00617128557777544	0.00631844051301089	0.00547739272290628	0.0281785687443578
"Roussea_simplex"	0.71965820128825	0.673306854936262	0.770957827298969	0.540253780841983	0.25904659668799	0.238225189631612	1.74112845769519	0.161716918053655	0.050888305328617	0.0730996366199322	0.017472704892059	0.00841536422416757	0.00898805723815211	0.586389626450473	0.640665846042162	0.851464921454	0.426240592339005	0.246248718504652	0.101358701195135	0.0878033696083365	0.106139191514321	0.0873999529721236	0.0992882325661387	0.273233009105734	0.0691734049282346	0.055496607558531	0.0467359473094767	0.0452305490937474	0.26672606160437	0.0463041246907565	0.132662766227359	0.0380995518329074	0.0296726101660788	0.0361119950846595	0.0350776310151461	0.0367464772339762	0.0328308521339847	0.0187072398502874	0.0190497759164537	0.0127168329283195	0.0127168329283195	0.0155941313837453	0.0142873319373403	0.014939086244484	0.0153948610866207	0.100022273101639	0.00952488795822684	0.00952488795822684	0.0666815154010926	0.00847788861887967	0.00832717723559187	0.00476244397911342	0.00423894430943984	0.00519804379458176	0.00519804379458176	0.00416358861779594	0.00565381863671843	0.00456175895039258
"Erythroxylum_macrocarpum"	0.811814587208303	0.693819488477902	0.663896718529141	0.569662808455803	0.276217604702561	0.322278246839384	0.271453398161492	1.43713149384445	0.0829766837660154	0.0930065435836629	0.015512616901211	0.0142208060436586	0.0111668982232571	0.898278300498766	0.568795953044403	0.475600501793574	0.313615879871783	0.228836320804651	0.110014610808643	0.144136784393498	0.204271044700816	0.207868919270735	0.0848172300578172	0.160297309787256	0.197258318164976	0.101684391800641	0.0998969703556393	0.0476927002428114	0.0415843503566541	0.0442591016084056	0.0475000445035742	0.0429784193227925	0.0316394710841115	0.0388182380495846	0.039687680066126	0.078309123469396	0.0359792232295326	0.0232447942740049	0.0214892096613963	0.0135597733217621	0.0135597733217621	0.138580536906429	0.0161169072460472	0.0577018708682101	0.0174699460964184	0.0155941313837453	0.0107446048306981	0.0107446048306981	0.0103960875891635	0.00903984888117472	0.0135780027980752	0.00537230241534906	0.00451992444058736	0.0461935123021431	0.0461935123021431	0.00678900139903762	0.00596158753035143	0.00617128557777544
"Chassalia_coriacea"	0.925849221854406	0.686488781056649	0.560496461904978	0.507656258545135	0.294441137191101	0.329963004568346	0.217431850040454	0.211213376858948	1.41515485848141	0.0502009872002999	0.0216065095342549	0.0330496553457894	0.00960579215507474	0.927136980935214	0.792238682922679	0.415012433152217	0.285430505345601	0.231268293819759	0.118815540796015	0.108340096154296	0.101759821430353	0.0836724596042491	0.0861568620055737	0.068939075918346	0.18668083172203	0.0656156503848867	0.287838014528428	0.0425014542037788	0.0333087089423675	0.0412400857064508	0.0371582075273131	0.0490155470393509	0.0337268938964352	0.0380345369445082	0.0399185549750279	0.0324622018105014	0.0328818493903726	0.0317521512810261	0.0245077735196755	0.0144543830984722	0.0144543830984722	0.0203670041971129	0.0183808301397566	0.0183881248432535	0.0169118052196882	0.0124907658533878	0.0122538867598377	0.0122538867598377	0.00832717723559188	0.0096362553989815	0.23157079502423	0.00612694337991887	0.00481812769949075	0.00678900139903762	0.00678900139903762	0.115785397512115	0.00531268177547235	0.00631844051301088
"Bertiera_zaluzania"	0.687338932165755	0.818404249354447	0.665344042933104	0.566777112199127	0.232986673656147	0.321270825188958	0.343568292113681	0.260418322034256	0.0552210859203299	1.27885349269416	0.0129981199743435	0.0104867325579675	0.00949001394456468	0.732138752591608	0.476597732392596	0.509767631727521	0.325985082581387	0.249142389403928	0.105539679826411	0.0976426581299548	0.773809899995877	0.0954900355183332	0.0848873032952788	0.200172789219674	0.0789630801430588	0.0580047193129987	0.0578646036905001	0.0474511070678339	0.0526317383663512	0.0490891347089206	0.158377152808624	0.0363885317028929	0.0266875644369768	0.0435604694220067	0.0416701958043103	0.147231445985187	0.0358089364422911	0.0234618587814333	0.0181942658514465	0.0114375276158472	0.0114375276158472	0.025111766767589	0.0136456993885848	0.0208180007501511	0.0183788002111007	0.0197369018873817	0.00909713292572323	0.00909713292572324	0.0131579345915878	0.00762501841056481	0.00903617769605399	0.00454856646286161	0.00381250920528241	0.00837058892252967	0.00837058892252967	0.004518088848027	0.00593138838347923	0.00615199452489494
