"Microtus_arvalis"	"Apodemus_agrarius"	"Clethrionomys_glareolus"	"Apodemus_uralensis"	"Cricetulus_migratorius"	"Sorex_araneus"	"Apodemus_flavicollis"	"Arvicola_terrestris"	"Micromys_minutus"	"Ctenophthalmus_assimilis"	"Leptopsylla_taschenbergi"	"Ctenophthalmus_wagneri"	"Amphipsylla_rossica"	"Ctenophthalmus_agyrtes"	"Nosopsyllus_consimilis"	"Leptopsylla_segnis"	"Ctenophthalmus_orientalis"	"Hystrichopsylla_talpae"	"Peromyscopsylla_bidentata"	"Megabothris_turbidus"	"Nosopsyllus_mokrzeckyi"	"Palaeopsylla_soricis"	"Megabothris_walkeri"	"Doratopsylla_dasycnema"
"Microtus_arvalis"	3.1021002856856	1.06478564292279	0.49831303458478	0.340915931286913	0.113027099890651	0.0812131176401988	0.0282964295005922	0.0260693315625985	0.00843702166271827	0.707896111495104	0.562468110847885	0.58608831855234	0.570174770819678	0.29033057107565	0.423862208330556	0.438706118519494	0.413035337605304	0.207332761022801	0.134128545011824	0.101957944463416	0.146584533878254	0.0680640842686784	0.0770762136376488	0.00913647573452236
"Apodemus_agrarius"	1.41308001210314	2.69148808967564	0.603481292827927	0.316206447894772	0.0721565626280698	0.090334012554206	0.0348296069742309	0.0224632932895664	0.0191185767892974	0.951102322064195	1.27457178595316	0.388318380275585	0.259728086731633	0.33870844743541	0.279106006377439	0.240471368322287	0.257920171313255	0.280011302812887	0.110970922642913	0.140998815430941	0.0853316713188937	0.0597705641280895	0.0596696840441201	0.0101625764123482
"Clethrionomys_glareolus"	1.41520901822077	1.29144996665176	1.89680581063015	0.383117827711194	0.0695700242577177	0.114551259655513	0.0582613074473635	0.0244275960746382	0.00976508408773455	1.09806954417339	0.65100560584897	0.322166207048339	0.260119404053255	0.681847810819302	0.268519388338966	0.235774357917347	0.247900408957136	0.283129590259942	0.234288170772783	0.22416001101057	0.0736501056285849	0.0926658998736055	0.050658583849726	0.0128870167112452
"Apodemus_uralensis"	1.66931249112902	1.16669275602554	0.660547978812403	1.44243984574137	0.132216792027256	0.1155393945428	0.0429471022251271	0.0229917973898567	0.0104697368434703	0.66540401685539	0.697982456231352	0.423494459761379	0.306824338158222	0.536306854487929	0.55977250808178	0.370352967294474	0.291412230560693	0.25791723033	0.193718697800186	0.144234752873852	0.0838743506969947	0.137997126028432	0.0545519342164085	0.012998181886065
"Cricetulus_migratorius"	2.00623102305905	0.965094025150433	0.434812651610735	0.479285871098803	1.24940418131598	0.0708071522747255	0.0255541980306981	0.0242406587840699	0.00772813341234721	0.564321915358698	0.515208894156481	0.409058725160233	0.368750913393248	0.279728011364992	1.12900590629114	0.445802473472002	0.416491704395648	0.176858390438161	0.1149943676951	0.0910759163727043	0.0971264544595453	0.0662225639346373	0.0542300641396591	0.00796580463090662
"Sorex_araneus"	1.44153283811353	1.20821741791251	0.715945372846956	0.418830305217651	0.0708071522747255	1.33360106697924	0.0425032927756694	0.0203786214444907	0.0113418271720759	0.808942452035911	0.756121811471726	0.3245201913438	0.264957796301148	0.495587118391724	0.277881438361382	0.239886345307395	0.228795295686664	0.195390944853986	0.267870994567088	0.117057470413858	0.0741179065540047	0.348080096288227	0.18760212365108	0.150030120035165
"Apodemus_flavicollis"	1.3393643296947	1.2422559820809	0.971021790789391	0.415155321509562	0.0681445280818615	0.113342114068452	1.08064255604748	0.0237709786719068	0.00946029379258908	1.07024608580076	0.630686252839272	0.309173703993311	0.246178936655152	1.04894169295672	0.267440310364872	0.228754122059827	0.222176147890962	0.213228602410777	0.151377996889355	0.140111666965569	0.0698713840435129	0.0772375580848646	0.0486666564755031	0.0127509878327008
"Arvicola_terrestris"	1.85092254094449	1.2017861909918	0.610689901865954	0.333381062152923	0.0969626351362798	0.081514485777963	0.0356564680078602	1.04313024722162	0.00911436263794464	1.12518919807256	0.607624175862976	0.386354688815102	0.34020477689191	0.311316231258411	0.310596494096848	0.74435710101939	0.273734055109816	0.192454943240336	0.120018686078336	0.107365045137455	0.0922268764024901	0.0617569943876692	0.0544724592398337	0.00917037965002084
"Micromys_minutus"	1.198057076106	2.04568771645483	0.488254204386728	0.303622368460638	0.0618250672987776	0.0907346173766071	0.0283808813777672	0.0182287252758893	1.02836723799961	0.74758894296242	1.89114919997427	0.31951214788806	0.220206265396947	0.282408183744681	0.240817854215077	0.204906325465482	0.213466567176336	0.222026859902818	0.0957760076572596	0.112579118381478	0.0703599555854928	0.0556427104033907	0.0501943220545753	0.0102076444548683
"Ctenophthalmus_assimilis"	1.62131044890814	1.6414185235624	0.885539954978537	0.311237362722682	0.0728157310140256	0.10437967123044	0.0517861009258434	0.0362964257442762	0.0120578861768132	1.84929378240038	0.803859078454215	0.369329819007609	0.298001427581003	0.401835499498355	0.277963747311842	0.26255107167777	0.26017595491198	0.234631295316266	0.141587223983694	0.141052569901113	0.0857377031012408	0.0690192376468707	0.0563767709310786	0.0117427130134245
"Leptopsylla_taschenbergi"	1.33117452900666	2.27298635161647	0.542504671540808	0.337358187178487	0.068694519220864	0.100816241529563	0.0315343126419636	0.0202541391954325	0.0315191533329045	0.830654381069355	2.1012768888603	0.3550134976534	0.24467362821883	0.313786870827423	0.267575393572308	0.227673694961647	0.237185074640373	0.246696511003131	0.106417786285844	0.125087909312754	0.0781777284283253	0.0618252337815452	0.0557714689495281	0.0113418271720759
"Ctenophthalmus_wagneri"	2.44778062454213	1.22206078498493	0.473773833894617	0.361215862737647	0.0962491118024078	0.0763576920808942	0.0272800327052922	0.0227267464008884	0.00939741611435471	0.673483787602111	0.626494407623647	1.48746105691716	0.449908973947532	0.282003332864697	0.365680547762364	0.35973246774784	0.340656995296028	0.200820548756386	0.120192487987904	0.100200942910116	0.118877733797876	0.0636428072067628	0.0654115639573166	0.0085902403591006
"Amphipsylla_rossica"	2.79189025711704	0.958307078630508	0.448481731126302	0.306824338158222	0.101724389901586	0.0730918058761789	0.025466786550533	0.0234623984063386	0.00759331949644644	0.637106500345593	0.506221299763096	0.527479486697106	1.51315729373771	0.261297513968085	0.3814759874975	0.394835506667545	0.371731803844774	0.186599484920521	0.120715690510642	0.0917621500170747	0.131926080490429	0.0612576758418105	0.0693685922738839	0.00822282816107012
"Ctenophthalmus_agyrtes"	1.42161865837043	1.2497173750203	1.17559967382638	0.536306854487929	0.0771663479627564	0.1367136878322	0.108511209616212	0.0214700849143732	0.00973821323257519	0.859096585134414	0.649214215505013	0.330624597151714	0.261297513968085	1.54731840517868	0.306751976952198	0.249981334260826	0.240205602362281	0.238065356359829	0.181503049490412	0.162993159992058	0.0735834551885678	0.094219644651339	0.0529227086602992	0.0153802898811225
"Nosopsyllus_consimilis"	2.14958691367639	1.06658366722807	0.479498907748153	0.579764383370415	0.322573116083183	0.0793946966746806	0.0286543189676648	0.0221854638640606	0.00860063765053846	0.615491154761935	0.573375843369231	0.444040665140014	0.395100129908125	0.317707404700491	1.53874204799408	0.368080967870078	0.335061500521957	0.196775982445537	0.128944607824653	0.101685525339841	0.104340261365078	0.0761043050214379	0.05877559509848	0.00893190337590157
"Leptopsylla_segnis"	2.49185075319073	1.02921745641939	0.471548715834695	0.42960944206159	0.142656791511041	0.0767636304983666	0.0274504946471792	0.0595485680815512	0.0081962530186193	0.651126657760869	0.546416867907954	0.489236156137063	0.458009187734352	0.289978347742558	0.412250684014488	1.39157581947643	0.348121945332057	0.193046356328926	0.125120967301496	0.0975364192932324	0.119210911126515	0.0682185276590609	0.064673138490774	0.00863590843106624
"Ctenophthalmus_orientalis"	2.44379241416472	1.14989409710493	0.516459185327366	0.352123111927504	0.138830568131883	0.0762650985622213	0.0277720184863703	0.0228111712591514	0.008894440299014	0.672121216855947	0.592962686600933	0.482597410002706	0.449175929645769	0.290248436187756	0.390905083942283	0.362627026387559	1.34365753505308	0.198372330670395	0.123383543040362	0.101914129758429	0.11809378254564	0.0638006549646433	0.0647183054930937	0.0085798235882499
"Hystrichopsylla_talpae"	1.63562511473543	1.66451163338772	0.786471084055396	0.415533315531667	0.0786037290836272	0.0868404199351048	0.0355381004017962	0.0213838825822596	0.0123348255501566	0.808174461644915	0.822321703343771	0.379327703206508	0.300632503483062	0.383549740801947	0.306095972693058	0.26811993934573	0.264496440893859	1.2358887144147	0.137443581994105	0.136046592554559	0.0865670314986248	0.0698539350825358	0.0548700265367638	0.00976954724269929
"Peromyscopsylla_bidentata"	1.73147758106173	1.0794444293447	1.06494623078538	0.510712930564126	0.0836322674146182	0.194815268776064	0.0412849082425514	0.0218215792869701	0.0087069097870236	0.798037080635367	0.58046065246824	0.371504053780795	0.318250456800783	0.478508039565631	0.328222638099118	0.284365834776128	0.269200457542607	0.224907679626717	1.18238376283274	0.149907343467654	0.0858985149048285	0.105676044587931	0.0639186179109932	0.0219167177373072
"Megabothris_turbidus"	1.44780281138051	1.50868732511106	1.12080005505285	0.418280783334171	0.0728607330981634	0.0936459763310863	0.0420335000896706	0.0214730090274911	0.0112579118381478	0.8745259333869	0.750527455876522	0.340683205894395	0.266110235049516	0.472680163976969	0.284719470951553	0.243841048233081	0.24459391142023	0.244883866598206	0.16489807781442	1.16109902788147	0.0769233984007369	0.0763832161844466	0.0507537107311543	0.0105351723372472
