"Psiadia_terebinthina"	"Gaertnera_sp1_M_PL_079"	"Stillingia_lineata"	"Syzygium_coriaceum"	"Antidesma_madagascariense"	"Psathura_terniflora"	"Tabernaemontana_persicarifolia"	"Labourdonnaisia_callophylloides"	"Euodia_obtusifolia"	"Tristhema_mauritiana"	"Olea_lancea"	"Psidium_cattleianum"	"Villa_unifasciata"	"Nacoleia_sp1_M_PL_079"	"Chaetocnema_sp1_M_PL_079"	"Technomyrmex_albipes"	"Ahasverus_advena"	"Apis_mellifera"	"Dysauxes_florida"	"Brachymyrmex_sp1_M_PL_079"	"Allograpta_nasuta"	"Polistes_hebraeus"	"Syritta_nigrofemorata"	"Chrysomya_megacephala"	"Miridae_sp1_M_PL_079"	"Orthellia_albigena"	"Pachycerina_crinicornis"	"Phalanta_phalantha"	"Phorinia_sp1_M_PL_079"	"Stomorhina_lunata"
"Psiadia_terebinthina"	2.36123832970278	0.524831197373002	0.579814340865047	0.289526302041018	0.188436286363663	0.26567587591095	0.317558771836158	0.244327150202867	0.2221364289342	0.109598866466325	0.0800071725204175	0.0800071725204175	0.800071725204175	0.565465735715304	1.15181852039956	0.245556683507514	0.317282305508868	0.475080569838907	0.291813087155139	0.0781721015510749	0.146636991858876	0.0629797436847603	0.223696262813947	0.0260573671836916	0.111848131406974	0.0347888604519028	0.0347888604519028	0.0328796599398974	0.0260573671836916	0.111848131406974
"Gaertnera_sp1_M_PL_079"	0.664786183339136	2.2540524235858	0.927877971047223	0.117687862894799	0.0747275064504266	0.261581645590514	0.362482524307553	0.189787872542466	0.0919769226912789	0.129348366783595	0.0944243077520242	0.0944243077520242	0.944243077520242	1.60299615772607	0.476917376917742	0.0984132604799475	0.445096408571695	0.369031974388128	0.113426116490901	0.0317757229815957	0.0871625501052135	0.270486290830296	0.0629797436847603	0.0105919076605319	0.0314898718423802	0.0556726782628334	0.0556726782628334	0.0388045100350782	0.0105919076605319	0.0314898718423802
"Stillingia_lineata"	0.734431498429059	0.927877971047223	2.23285468965772	0.11935093994648	0.080115035810511	0.303106919384945	0.286086476359493	0.119920594946782	0.0893782895181281	0.150420926681502	0.109807276477497	0.109807276477497	1.09807276477497	1.16567814424513	0.46344298268659	0.103052615238616	0.760317945612053	0.233178934618743	0.127061014183124	0.0322247537855497	0.168760141831366	0.111345356525667	0.0695777209038056	0.0107415845951832	0.0347888604519028	0.133971281379463	0.133971281379463	0.0451262780044504	0.0107415845951832	0.0347888604519028
"Syzygium_coriaceum"	0.550099973877935	0.176531794342198	0.179026409919721	2.91337732326839	0.913056287032934	0.109949519622233	0.155169038256259	0.0600382742820464	0.120048860052493	0.0349026073506631	0.0254789033659841	0.0254789033659841	0.254789033659841	0.208119574540837	0.622475570642557	1.73360805165132	0.0903571978201397	0.116741088881757	0.205565605365658	0.786611877282466	0.0367989517788749	0.0211838153210638	0.0521147343673833	0.262203959094155	0.0260573671836916	0.0107415845951832	0.0107415845951832	0.0104707822051989	0.262203959094155	0.0260573671836916
"Antidesma_madagascariense"	0.596714906818267	0.186818766126066	0.200287589526278	1.52176047838822	2.18618663321263	0.176192931779031	0.126083965973024	0.0648574581797837	0.0913739573678952	0.0458866696608298	0.0334972688524058	0.0334972688524058	0.334972688524058	0.205688939882243	0.473790890055753	2.18747374712924	0.0995608457799967	0.126111724238468	0.410887820657849	0.41087532916482	0.0402826983261261	0.022418251935128	0.056530885909099	0.13695844305494	0.0282654429545495	0.0120172553715766	0.0120172553715766	0.0137660008982489	0.13695844305494	0.0282654429545495
"Psathura_terniflora"	0.841306940384675	0.653954113976283	0.757767298462361	0.183249199370389	0.176192931779031	1.57795832307237	0.19440640905872	0.113878732607102	0.0893625281470088	0.274423340601177	0.20032903863886	0.20032903863886	2.0032903863886	0.622482257254583	0.463361257058564	0.198114410607613	0.306418817763928	0.221430868958254	0.342825451000996	0.049477283830005	0.0853174192943842	0.078474493677154	0.079702762773285	0.016492427943335	0.0398513813866425	0.0454660379077417	0.0454660379077417	0.0823270021803527	0.016492427943335	0.0398513813866425
"Tabernaemontana_persicarifolia"	1.00560277748117	0.906206310768881	0.715216190898733	0.258615063760432	0.126083965973024	0.19440640905872	1.45874864275128	0.143272350188598	0.236430611892143	0.0888518585218945	0.0648618567209831	0.0648618567209831	0.648618567209832	1.31744018286897	1.22593650610741	0.187664397433523	0.316571051691176	0.278585125366719	0.143341187805609	0.0698260672153167	0.0905467872293477	0.108744757292266	0.0952676315508474	0.0232753557384389	0.0476338157754237	0.042912971453924	0.042912971453924	0.0266555575565683	0.0232753557384389	0.0476338157754237
"Labourdonnaisia_callophylloides"	1.16055396346362	0.711704522034246	0.449702231050433	0.150095685705116	0.0972861872696756	0.170818098910653	0.214908525282897	2.00785589364044	0.115521894216314	0.0750857289282336	0.0548125821176106	0.0548125821176106	0.548125821176106	0.5889578137279	0.599002414454962	0.126999087306098	0.232586549432829	1.95971979318974	0.150162860518339	0.0405258351403813	0.0819557426586709	0.0854045426441095	0.10994721759129	0.0135086117134604	0.054973608795645	0.026982133863026	0.0269821338630259	0.02252571867847	0.0135086117134605	0.054973608795645
"Euodia_obtusifolia"	1.4068640499166	0.459884613456394	0.44689144759064	0.400162866841644	0.18274791473579	0.178725056294018	0.472861223784287	0.154029192288419	1.37694723557453	0.0748147537619969	0.0546147702462579	0.0546147702462579	0.546147702462579	0.568379189391136	1.95454122149758	0.281119568114835	0.228301439764836	0.299501207227481	0.187502803014992	0.108043974047244	0.0934544155356986	0.0551861536147673	0.13328185736052	0.0360146580157479	0.0666409286802602	0.0268134868554384	0.0268134868554384	0.022444426128599	0.036014658015748	0.0666409286802602
"Tristhema_mauritiana"	0.694126154286727	0.646741833917974	0.752104633407511	0.116342024502211	0.0917733393216598	0.548846681202356	0.177703717043789	0.100114305237645	0.074814753761997	1.6506465252256	0.204971963414686	0.204971963414686	2.04971963414687	0.609712375003214	0.387928352839985	0.110713133312041	0.297315559997229	0.194666704628754	0.161852322958398	0.0314123466155969	0.0780059379443483	0.0776090200701569	0.0657593198797952	0.0104707822051989	0.0328796599398976	0.0451262780044507	0.0451262780044507	0.495193957567679	0.0104707822051989	0.0328796599398976
