"Clethrionomys_rutilus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Apodemus_peninsulae"	"Microtus_maximowiczii"	"Sciurus_vulgaris"	"Megabothris_advenarius"	"Amphipsylla_marikovskii"	"Catallagia_dacenkoi"	"Catallagia_ioffi"	"Ceratophyllus_indages"	"Amalaraeus_ioffi"	"Catallagia_striata"	"Amalaraeus_penicilliger"	"Hystrichopsylla_microti"	"Neopsylla_acanthina"	"Peromyscopsylla_ostsibirica"	"Ctenophthalmus_pisticus"	"Rhadinopsylla_integella"	"Stenoponia_montana"	"Ctenophthalmus_congeneroides"	"Tarsopsylla_octodecimdentata"	"Frontopsylla_elata"	"Ctenophyllus_armatus"	"Megabothris_bispinosa"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"
"Hystrichopsylla_microti"	3.28236577677817	1.02636407430219	0.299467100095328	0.105457606003903	0.0231875480835701	0	0.959899420159404	0.689845696352227	0.477952708896769	0.442684443094478	0.189473529416132	0.302009232236709	0.25383355361534	0.249385426808573	1.15417067722019	0.105849837854629	0.127317170494788	0.0594344576151519	0.105053000900369	0.0782792968670882	0.027795917033596	0	0.010789249170507	0.00972667186909807	0.00991304063481954	0.00557599083878956	0.00416857365818488
"Neopsylla_acanthina"	2.19249289479149	0.746345634785302	1.59238137629058	0.181333021921629	0.0242891774741601	0	0.718552082835567	0.474486303400596	0.327067688594114	0.318663294724753	0.935056213658073	0.204803298091551	0.171745856130436	0.168511292384176	0.116434821640092	1.24853195659183	0.126523157506862	0.260923884060318	0.0709614889577912	0.0527265105417901	0.0301240237979845	0	0.0116991971816915	0.00649703915201617	0.00679711808228048	0.0102682220540574	0.00278444535086407
"Peromyscopsylla_ostsibirica"	2.84177310205228	1.1268551094734	0.336735314757513	0.387988275982187	0.043490302997779	0	0.960713379934823	0.650942131444966	0.444430455023237	0.397434467436418	0.210379736158508	0.273517326507139	0.22836631990361	0.22348267817716	0.155609875049186	0.140581286118735	1.22492254092099	0.0861760195366394	0.0940494775132652	0.0694928296808968	0.0548992305154948	0	0.0216676609693707	0.0084210585808699	0.00927080299444497	0.00519159316499969	0.0036090251060871
"Ctenophthalmus_pisticus"	1.51514016665991	0.465231383609732	2.55722157142635	0.178484557315068	0.0207644262521044	0	0.536202066452031	0.31650859568189	0.219525205539461	0.237980268990513	1.49143496996871	0.138975760619705	0.116861211946398	0.114844960364141	0.0871705378355562	0.347898512080424	0.103411223443967	1.40692832242598	0.0483814574276742	0.0360720531935504	0.0261990861985028	0	0.00985593859366978	0.00448983210251996	0.00455119065187624	0.0139424874620542	0.00192421375822284
"Rhadinopsylla_integella"	3.50907205726056	0.891839541897275	0.240060300210383	0.0748260977180661	0.0210441081768786	0	0.968576792705057	0.6911997250458	0.484553629598903	0.460854233919854	0.154887220499409	0.312482320647066	0.26394669533483	0.260081580145227	0.154077734653874	0.0946153186103882	0.112859373015918	0.0483814574276742	1.1096380926061	0.0822021631781528	0.0252745868911228	0	0.00908307525550441	0.0103984731706216	0.0100042242958936	0.00558470923375421	0.00445648850169497
"Stenoponia_montana"	3.53856300772033	0.8633906829533	0.239473172551978	0.0744251432601605	0.0209900987773945	0	0.968331477111757	0.688908312577674	0.484004537224413	0.4627174495355	0.154469440571207	0.313291088973997	0.264866816525175	0.261124994945763	0.153762904560352	0.0941544831103395	0.111684904844298	0.0483107855270764	0.110092182827883	1.08263337873193	0.025280460433735	0	0.0089410177426882	0.0104858640398109	0.00998445060518749	0.00561940311670932	0.00449394173134755
"Ctenophthalmus_congeneroides"	2.29839994621388	0.668428496147718	0.281641565638822	0.371570363311081	1.11680173395166	0	0.821614479462517	0.471721912478864	0.328213350366534	0.308234831430408	0.174143148008395	0.208933725026462	0.175925884137686	0.173029003014734	0.117598110526752	0.115861629992248	0.190035797938251	0.0755742871110657	0.0729074621859311	0.0544502224726601	1.76689017955023	0	0.187255297270093	0.00681087472302325	0.0067961645984129	0.00424258813271275	0.00291894630986711
"Tarsopsylla_octodecimdentata"	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0
"Frontopsylla_elata"	2.2383525006321	1.01165879465005	0.30994134072673	0.401873409820492	0.775016059433788	0	0.867145135206373	0.540684123209752	0.366013405820789	0.320485220289856	0.192374253890499	0.221712484501837	0.184356338016648	0.179971941956367	0.131868600972864	0.129991079796572	0.216676609693707	0.0821328216139148	0.0756922937958701	0.0556329992878377	0.540959747669158	0	1.13602514521797	0.00663293544401799	0.00766074173829549	0.00429932999564844	0.00284268661886485
"Ctenophyllus_armatus"	3.62429251487082	0.780690511604538	0.237766406103126	0.0732595779755513	0.020833094709127	0	0.967618350387047	0.682247229821491	0.482408338461361	0.468133773999589	0.153254964035737	0.31564215969182	0.267541587427344	0.264158177505462	0.152847700800112	0.0928148450288024	0.108270753182613	0.048105343955571	0.111412212542374	0.0838869123184875	0.0252975346855149	0	0.00852805985659456	1.0107399072642	0.00992696894615815	0.00572025742762534	0.00460281739894225
"Megabothris_bispinosa"	3.34995809198924	1.04533105992058	0.243228058739453	0.0769893868863009	0.0213355077275832	0	0.969900355906121	0.703562694641275	0.487516174503129	0.450801535714506	0.157141288949241	0.308118733394786	0.258982320540406	0.254451993314426	0.155776352832879	0.0971016868897211	0.119196038500007	0.0487627569843883	0.107188117456003	0.0798756048415	0.0252428970798193	0	0.00984952509209421	0.00992696894615816	1.01011091025505	0.00539752363269408	0.00425441526263921
"Nosopsyllus_fasciatus"	2.70250384247366	0.635555408347327	1.29699218823156	0.0836960839131499	0.0180945822974655	0	0.769724347199904	0.520766491558689	0.366583086683256	0.367789969957466	0.76447820530211	0.238064091412074	0.20142547746874	0.198671063981521	0.12267179845337	0.205364441081148	0.0934486769699944	0.209137311930813	0.0837706385063132	0.0629373149071444	0.0220614582901063	0	0.0077387939921672	0.00800836039867548	0.00755653308577171	1.00952767910101	0.00343215445657521
"Ceratophyllus_anisus"	3.62429251487082	0.780690511604538	0.237766406103126	0.0732595779755513	0.020833094709127	0	0.967618350387047	0.682247229821491	0.482408338461361	0.468133773999589	0.153254964035737	0.31564215969182	0.267541587427344	0.264158177505462	0.152847700800112	0.0928148450288024	0.108270753182613	0.048105343955571	0.111412212542374	0.0838869123184875	0.0252975346855149	0	0.00852805985659457	0.0107399072641986	0.00992696894615816	0.00572025742762534	1.00460281739894
