"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Deckenia_nobilis"	"Canthium_bibracteatum"	"Euphorbia_pyrifolia"	"Chrysobalanus_icaco"	"Memecylon_eleagni"	"Lasioglossum_mahense"	"Rhiparida_seychellensis"	"Apis_mellifera"	"Ceratina_tabescens"	"Unidentified_sp1_M_PL_113"	"Hemipyrellia_germana"	"Megachile_seychellensis"	"Cratopus_aurostriatus"	"Ornidia_obesa"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_113"	"Pachycerina_seychellensis"	"Simosyrphus_aegyptius"
"Nephrosperma_vanhoutteanum"	2.48343433809694	1.0717788804354	0.596138332528522	0.383322418435238	0.342172814442992	0.319327430518674	0.0669836802790795	1.1804828360112	1.42234950325291	0.930997934887185	0.215472508144888	0.461209234218004	0.0919756284472577	0.110619008212846	0.0787429381544373	0.0613170856315051	0.0547007404850949	0.0661361762171374	0.0306585428157526	0.0321799687849425
"Phoenicophorium_borsigianum"	1.37800141770265	2.30791127858923	0.548032872789127	0.342434507739752	0.337343419314218	0.290821628322311	0.0586127702795485	1.17393869692427	1.70177363650171	0.823007709706276	0.18048106860771	0.255914549001921	0.0845536432303225	0.0862603146816814	0.169560828631046	0.0563690954868816	0.0988726881872433	0.0478702822820501	0.0281845477434408	0.0300550442786093
"Deckenia_nobilis"	1.07304899855134	0.767246021904778	2.33722348744549	0.275956933108305	0.291655049411778	0.470323470254178	0.0477039340609775	0.950545218854046	0.776578456068923	1.56963832700036	0.144909048693515	0.199280528302392	0.360600195205875	0.0691909860567259	0.0563690954868816	0.24040013013725	0.0882845802777534	0.135529336476501	0.120200065068625	0.0253161376343088
"Canthium_bibracteatum"	1.04997010267044	0.729534386054255	0.419934463425682	2.23541646510422	0.426735168754757	0.248110507968665	0.153456800758835	1.48962501320315	0.748578473487334	0.579260691660506	1.06467339129205	0.194994447638795	0.0647898886428195	0.346473587835958	0.0535984446897003	0.043193259095213	0.0375975371186534	0.0365962024428984	0.0215966295476065	0.0558645386084757
"Euphorbia_pyrifolia"	1.19760485055047	0.918323752577594	0.567107040522902	0.545272715631078	1.57853441223986	0.335813516073895	0.120501607141041	1.96658020582005	0.899755335337206	0.796507317700142	0.273149741975004	0.222412329387945	0.0874965148235335	0.135344639248832	0.0674686838628436	0.0583310098823556	0.0483170944020107	0.0462741456633274	0.0291655049411778	0.106039582218727
"Chrysobalanus_icaco"	1.1833898895692	0.838250575752545	0.968313026993895	0.335678922545841	0.355567252313536	1.52421643179944	0.0577417957623801	1.1737382808096	0.852230411671511	1.72073048517867	0.174528716089905	0.219772408062852	0.149396867021915	0.0822951645037888	0.0615857565859012	0.0995979113479435	0.0556923561299365	0.0667045255249603	0.0497989556739717	0.0307702666622123
"Memecylon_eleagni"	1.0549929643955	0.718006435924469	0.417409423033553	0.8823766043633	0.542257232134686	0.245402631990116	1.40271260289522	1.43761213234767	0.744160199581084	0.581939935874458	0.429404690111647	0.195927264816308	0.0644003109823196	0.749875339877854	0.0527514932515937	0.0429335406548798	0.0371091317895168	0.0365380983902328	0.0214667703274399	0.342723197258158
"Lasioglossum_mahense"	1.3521894303401	1.04587265725981	0.604892411998029	0.622934096430407	0.643608067359291	0.362791832250239	0.104553609625285	2.30012606060826	1.02069507722846	0.816300486403735	0.311825176272801	0.251120894206019	0.0933262578511245	0.13949316229608	0.0768396237986796	0.062217505234083	0.0539741882078606	0.050425744479043	0.0311087526170415	0.0557049655336537
"Rhiparida_seychellensis"	1.69071733405534	1.57333789035063	0.512834829479477	0.32485480924922	0.305577283699429	0.273356924498409	0.0561630339306478	1.05921187259557	2.41771775816901	0.784718049375415	0.17669362389794	0.31399036203885	0.0791230879768337	0.0875615998224409	0.115592171535965	0.0527487253178891	0.0709832670974548	0.0505274674311637	0.0263743626589445	0.0279155468193672
"Apis_mellifera"	1.30339710884206	0.896163950569056	1.22082980988917	0.296066575737592	0.318602927080057	0.650053738845274	0.0517279942999518	0.997700594493454	0.924223480375489	2.24903730743452	0.157642524696265	0.242059463070668	0.188356599240044	0.0766531976323524	0.0658406167765021	0.125571066160029	0.0643130749282583	0.0814054917777582	0.0627855330800145	0.027568945071492
"Ceratina_tabescens"	1.04421292408677	0.680274797059831	0.390139746482541	1.88365292305517	0.378207335042313	0.228229859502184	0.132124520034353	1.31926036115416	0.720366312814679	0.545685662410148	1.89941522179112	0.193925257330399	0.0601929894573064	0.295497835078455	0.0499793728452121	0.0401286596382043	0.0350218513321571	0.0349816573060559	0.0200643298191021	0.048638383759845
"Unidentified_sp1_M_PL_113"	2.23509090428725	0.964600992391857	0.53652449927567	0.344990176591715	0.307955532998692	0.287394687466807	0.0602853122511716	1.06243455241008	1.28011455292762	0.837898141398466	0.193925257330399	1.4150883107962	0.0827780656025319	0.0995571073915618	0.0708686443389936	0.0551853770683546	0.0492306664365855	0.0595225585954237	0.0275926885341773	0.0289619719064482
"Hemipyrellia_germana"	0.965744098696206	0.6905214197143	2.10350113870094	0.248361239797475	0.2624895444706	0.42329112322876	0.0429335406548798	0.855490696968641	0.698920610462031	1.41267449430033	0.130418143824164	0.179352475472153	1.32454017568529	0.0622718874510533	0.0507321859381935	0.216360117123525	0.0794561222499781	0.121976402828851	0.108180058561763	0.022784523870878
