"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Northea_hornei"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Pittosporum_senacia"	"Memecylon_eleagni"	"Colea_seychellarum"	"Lasioglossum_mahense"	"Apis_mellifera"	"Phelsuma_sp1_M_PL_099"	"Rhiparida_seychellensis"	"Cratopus_aurostriatus"	"Hemipyrellia_germana"	"Unidentified_sp2_M_PL_099"	"Neophyllomyza_approximatonervis"	"Unidentified_sp1_M_PL_099"	"Unidentified_sp4_M_PL_099"	"Melanostoma_annulipes"	"Nectarinia_dussumieri"	"Unidentified_sp3_M_PL_099"	"Mabuya_sechellensis"	"Pachycerina_seychellensis"	"Tricimba_seychellensis"	"Ceratina_tabescens"	"Forcipomyia_sp1_M_PL_099"	"Lygistorrhina_sp1_M_PL_099"
"Nephrosperma_vanhoutteanum"	2.95669438590515	0.960469765278113	0.395364716174053	0.32215180870549	0.255555494555568	0.219115479524353	0.117413573090908	0.0363926715032069	2.78387376779802	0.502226463656575	0.167403316209931	0.215449888021841	0.136791695430804	0.136791695430804	0.169852656211573	0.0809892912747922	0.0864696266978573	0.108482919395542	0.0691538231000242	0.0634674754797767	0.0518653673250181	0.0309415864831868	0.0345769115500121	0.0455972318102681	0.0179276301429016	0.017288455775006	0.0176923034692316
"Phoenicophorium_borsigianum"	1.80568315872285	2.20789980482324	0.348018414451921	0.306599529475161	0.246513533279631	0.207144527028213	0.11319354896545	0.028105377990384	2.686873384583	0.382073825511313	0.131546630790717	0.16076138691186	0.171091956785473	0.171091956785473	0.103730734650036	0.12033872858321	0.0827405732667925	0.153803501010467	0.158968785947273	0.0570860754053171	0.119226589460455	0.0272362237397155	0.0794843929736364	0.0570306522618243	0.0169481885750356	0.0397421964868182	0.0170663215347437
"Northea_hornei"	1.61583840523309	0.756561770547654	2.06371131100976	0.310942492780828	0.174386138947866	0.17342071339137	0.0815627611776318	0.0867343016486489	1.86681609731094	0.963801528518965	0.49020328793559	0.121913664561012	0.0872667153343535	0.0872667153343535	0.0928247594495603	0.269497986336513	0.0736922848667325	0.0717959220927601	0.0544724474794311	0.258723423979312	0.0408543356095733	0.161507841731199	0.0272362237397155	0.0290889051114511	0.0141889674592939	0.0136181118698578	0.0120728865425446
"Paragenipa_wrightii"	1.78131000107741	0.901763321985767	0.42068690199759	1.44943727965804	0.299082754069311	0.220441050799293	0.154384692812216	0.0360518923372179	2.87143283706793	0.386252183069571	0.209376764779739	0.135617410080719	0.099860506652221	0.099860506652221	0.102330574529979	0.0818484637390308	0.274068177465984	0.0828054108972244	0.0649269591829752	0.126119898952969	0.0486952193872314	0.0329233227650288	0.0324634795914876	0.0332868355507403	0.0180360859744876	0.0162317397957438	0.0207057291278754
"Erythroxylum_sechellarum"	1.84786280678642	0.948128974152427	0.308529322753916	0.391108216859868	1.36385648954131	0.232825144675267	0.144256298041386	0.0265906419262575	3.0663772671706	0.351352757464894	0.128420557645877	0.140912445819365	0.104275875011926	0.104275875011926	0.10615382081539	0.070351302697121	0.178176465981155	0.0865835715426943	0.0682652861389748	0.056924388755509	0.0511989646042311	0.0241457730850891	0.0341326430694874	0.0347586250039753	0.0190493300188855	0.0170663215347437	0.0944208338913213
"Pittosporum_senacia"	1.87244137048084	0.941566031946421	0.362606946181956	0.340681623962544	0.275156989161679	1.31231357050288	0.126321568158438	0.0320697943420952	2.99962887968668	0.463655345048413	0.139267591010703	0.142441599575347	0.104627456153812	0.104627456153812	0.10756578085741	0.076463279527953	0.092105823166114	0.08669982601091	0.0677927543001423	0.0606029883523694	0.0508445657251067	0.0283779349185879	0.0338963771500712	0.0348758187179372	0.107371110313872	0.0169481885750356	0.0190493300188855
"Memecylon_eleagni"	1.83947931175755	0.943279574712079	0.312657251180922	0.437423296301279	0.312555312423003	0.231589541623802	1.15923639434642	0.0269372123917857	3.04867612860041	0.351891136334687	0.131675592308632	0.14026328409027	0.103773204925361	0.103773204925361	0.105672215781817	0.0706613072195691	0.264997015623668	0.0861611689617246	0.0679161293792697	0.0598609464517667	0.0509370970344523	0.0244688283532895	0.0339580646896349	0.0345910683084536	0.0189482352237656	0.0169790323448174	0.0216384447062079
"Colea_seychellarum"	1.71045556065072	0.7026344497596	0.997444468959462	0.306441084866352	0.172839172520674	0.176383868881524	0.0808116371753573	1.11614765192315	1.85088407776248	1.06076291653294	0.746395377979513	0.127284335330774	0.0870723668163477	0.0870723668163477	0.0982602130586585	0.142386147417022	0.0727575890983637	0.0706956646399046	0.0505896803826912	0.133314658777424	0.0379422602870184	0.078060871483784	0.0252948401913456	0.0290241222721159	0.0144314074539428	0.0126474200956728	0.011965788866816
"Lasioglossum_mahense"	2.12751328595946	1.09222495308252	0.349079432830502	0.39686470105817	0.324088654253803	0.268259493305313	0.148715908712215	0.0300956760611786	3.53464483614946	0.402156165831284	0.143591304416935	0.162248705554896	0.120089571637632	0.120089571637632	0.122218848342352	0.0802989882519427	0.107775745660791	0.0997197635805735	0.0786401966219415	0.0619893741146397	0.0589801474664561	0.027319259960648	0.0393200983109708	0.040029857212544	0.0219485039977074	0.0196600491554854	0.0224369068329555
"Apis_mellifera"	2.05257772103122	0.83059527285068	0.963801528518965	0.285490744007944	0.198590689001897	0.221748208501415	0.0917976877394836	0.0922402536115597	2.15066123466296	1.6302033586777	0.284496874024323	0.152517094086809	0.103809164380578	0.103809164380578	0.117914039293283	0.143043348387894	0.0728608869003245	0.0841568244983643	0.059802859645249	0.128256134424514	0.0448521447339367	0.0754279457101799	0.0299014298226245	0.034603054793526	0.0181430352410249	0.0149507149113122	0.0137485861616699
