"Clethrionomys_rutilus"	"Clethrionomys_glareolus"	"Microtus_agrestis"	"Microtus_oeconomus"	"Clethrionomys_rufocanus"	"Myopus_schisticolor"	"Arvicola_terrestris"	"Neomys_fodiens"	"Sicista_betulina"	"Megabothris_rectangulatus"	"Peromyscopsylla_silvatica"	"Ctenophthalmus_uncinatus"	"Amalaraeus_penicilliger"	"Amphipsylla_sibirica"	"Corrodopsylla_birulai"	"Rhadinopsylla_integella"	"Palaeopsylla_soricis"
"Clethrionomys_rutilus"	3.63717654917403	0.816130277054954	0.428349559646246	0.216399999805354	0.0816069547995226	0.0337806141110657	0.0241774238483432	0.0157314808409514	0.00980503545638045	2.06450468776011	1.21848290139977	0.643512423729713	0.541887043538094	0.180211606363338	0.0314629616819029	0.0361043260395951	0.020676154750643
"Clethrionomys_glareolus"	2.61161688657585	1.85021702751636	0.412954472248701	0.214706349755008	0.0844137512216841	0.0312952958353169	0.0236774013633046	0.0254022013048262	0.00887450891579445	1.86857715504783	1.35202396397182	0.641015789988106	0.593144840516739	0.177119902280043	0.0508044026096524	0.0259241382123338	0.0282319126366374
"Microtus_agrestis"	2.61822652188267	0.788789441373922	1.45367284905794	0.219627625719716	0.0778644073345444	0.0364439581060863	0.0238268067344316	0.0343200120362814	0.0103862724912488	2.18688737454627	1.06580679561634	0.696824311142974	0.4719344409714	0.203744272627084	0.0686400240725629	0.0259897485628059	0.017015137723718
"Microtus_oeconomus"	2.6160355532025	0.811112876852251	0.43437463753455	1.23065674200304	0.0835392712926553	0.037741537671005	0.0244513579339919	0.0157939627445354	0.0094519555023172	1.99016174187679	1.12301355354296	0.686605266992182	0.587868190051755	0.274393173351344	0.0315879254890708	0.0259679999766424	0.0172442539824144
"Clethrionomys_rufocanus"	2.61142255358472	0.844137512216841	0.407643073692615	0.22113336518644	1.09710247933037	0.0296970360519262	0.0276202379288247	0.0156203575080862	0.00878127923701224	1.84894712823758	1.15104551072073	0.684768327388029	0.826764924750306	0.150574626988247	0.0312407150161723	0.0259222091716131	0.0175786629904807
"Myopus_schisticolor"	2.62523629663139	0.76002861314341	0.463358895920239	0.242624170742175	0.0721213732689635	1.04883734719266	0.0241428830899174	0.0158351502720163	0.0109731644760688	2.31046074246114	0.969254175491785	0.526820246690132	0.43964613706048	0.41619736671512	0.0316703005440327	0.0260593308856792	0.0167338054147841
"Arvicola_terrestris"	2.63050371469974	0.805031646352356	0.424117159872883	0.220062221405927	0.0939088089580039	0.0338000363258843	1.02979093623052	0.0155468317410773	0.0103965391504571	2.18904907667958	0.98340554005327	0.525784898694386	0.812333962776389	0.151835608744974	0.0310936634821546	0.0261116177562106	0.0172277370761932
"Neomys_fodiens"	1.71158511549552	0.863674844364091	0.61089621424581	0.142145664700819	0.053109215527493	0.0221692103808229	0.0155468317410773	1.83772726982073	0.00630352846048688	1.32724293695807	0.791290066774306	0.43783857855199	0.3485714012143	0.124646457242332	1.67545453964145	0.0169899993082276	0.01480812557248
"Sicista_betulina"	2.66696964413548	0.754333257842528	0.462189125860571	0.212668998802137	0.0746408735146041	0.0384060756662407	0.0259913478761428	0.0157588211512172	1.01219974988792	2.56872511528993	0.972969996967101	0.526465272434082	0.440137485310546	0.153741407291876	0.0315176423024344	0.0264735957322272	0.0168115899349574
"Megabothris_rectangulatus"	2.96329960459498	0.838148064269475	0.513543473178412	0.23629888755793	0.0829343039051156	0.0426734174069341	0.0288792754179364	0.0175098012791302	0.013555277653245	2.85413901698882	1.08107777440789	0.584961413815646	0.489041650345051	0.170823785879862	0.0350196025582604	0.0294151063691413	0.0186795443721749
"Peromyscopsylla_silvatica"	2.92006475049107	1.01252895980268	0.417871386827553	0.222623832200147	0.0862016461773236	0.0298888952794824	0.0216609149791469	0.0174292966249847	0.00857242288076742	1.80497126211714	2.12373812987755	0.582077076314857	0.503686059874205	0.164457962619297	0.0348585932499694	0.0289859368614923	0.0203828738223297
"Ctenophthalmus_uncinatus"	2.89314676453689	0.900600696677505	0.512540195799378	0.255349066236762	0.0962071203768306	0.0304772043539746	0.0217266487063796	0.01809250324595	0.00870190532948896	1.8322345110424	1.09199583738407	1.58897851970969	0.496333579639475	0.169603020032682	0.0361850064919	0.0287187362656235	0.0191086841710089
