"Nephrosperma_vanhoutteanum"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Roscheria_melanochaetes"	"Memecylon_eleagni"	"Dillenia_ferruginea"	"Nepenthes_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Unidentified_sp5_M_PL_119"	"Unidentified_sp2_M_PL_119"	"Parasarcophaga_hirticeps"	"Phelsuma_sp1_M_PL_119"	"Hemipyrellia_sp1_M_PL_119"	"Lygistorrhina_sp1_M_PL_119"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_119"	"Unidentified_sp4_M_PL_119"	"Cratopus_aurostriatus"	"Dichaetomyia_fasciculifera"	"Nectarinia_dussumieri"	"Rhiparida_seychellensis"	"Unidentified_sp3_M_PL_119"
"Nephrosperma_vanhoutteanum"	2.89968184402922	0.87235911084801	0.422905835869206	0.381617811494072	0.309806136558077	0.231584133024423	0.145203022913833	1.82170171301675	1.60223343496439	0.143632855563548	0.157024639952642	0.248544158059648	0.0802475866908981	0.165696105373098	0.0991833927643554	0.124272079029824	0.0427362459696411	0.0652124796109174	0.0457941373792886	0.0414240263432746	0.0163353400778062	0.022432091421806	0.0189477927019983	0.0414240263432746
"Paragenipa_wrightii"	1.57024639952642	2.14417516528673	0.393606414926872	0.40436956102818	0.359926444422768	0.260169236951281	0.130664672594591	2.129880701657	1.37606144514755	0.147576809078582	0.385951529751612	0.134592548530836	0.0736802730130559	0.0897283656872238	0.0595639585105034	0.0672962742654179	0.0434269347720141	0.0445724522614425	0.0485243473233816	0.022432091421806	0.0146997756668914	0.0551359328216589	0.0212865739323776	0.022432091421806
"Erythroxylum_sechellarum"	1.665191728735	0.861014032652532	1.53939344723675	0.376201124986109	0.306998956868237	0.278269224774751	0.236089379483464	1.76788096645833	1.62456680703629	0.195796440785666	0.154982525877456	0.142730719605857	0.226301873197914	0.0951538130705714	0.0741369617271754	0.0713653598029285	0.109358363434092	0.11037933467471	0.0451441349983331	0.0237884532676428	0.0265600551918898	0.0221403608396365	0.0227674820270251	0.0237884532676428
"Roscheria_melanochaetes"	1.6027948082751	0.943528975732419	0.401281199985183	1.53747253699403	0.373789510243002	0.269776593757701	0.1345142697494	2.21235840858181	1.38615036644751	0.152627047906818	0.169835215631836	0.137382412137866	0.0754098456919481	0.0915882747585773	0.0609269927260962	0.068691206068933	0.0446446978975239	0.0454691361888109	0.184496704439284	0.0228970686896443	0.0151328553468075	0.0242621736616908	0.0220726303983574	0.0228970686896443
"Memecylon_eleagni"	1.50136820024299	0.969032734984374	0.377844869991677	0.431295588741926	1.43626488385798	0.343095270823582	0.204256346094311	2.51413780559136	1.07690215727014	0.275563372218676	0.174425892297187	0.12868870287797	0.0884652257452836	0.0857924685853136	0.0658750732282668	0.0643443514389852	0.049325205186234	0.0427018910833602	0.0517554706490311	0.0214481171463284	0.02297883893561	0.0249179846138839	0.0280714312492022	0.0214481171463284
"Dillenia_ferruginea"	1.32634548913988	0.827811208481349	0.404755236036002	0.367877173305956	0.405476229155142	1.54714137644213	0.383751182176387	2.11030514271955	0.973599946154982	0.580512346537098	0.149006017526643	0.11368675621199	0.131878980043737	0.0757911708079931	0.0810675933988401	0.0568433781059948	0.149351776463199	0.0417152747290234	0.0441452607967147	0.0189477927019983	0.0431720079948436	0.0212865739323776	0.126584294436174	0.0189477927019983
"Nepenthes_pervillei"	1.14347380544643	0.571657942601334	0.472178758966929	0.252214255780126	0.331916562403255	0.527657875492533	1.96405869404623	1.33584611748977	0.846364026025139	1.03632127524095	0.10289842966824	0.0980120404668373	0.495033316544182	0.0653413603112248	0.253627283235814	0.0490060202334186	0.0697320631867333	0.0428953952696959	0.0302657106936151	0.0163353400778062	0.220956603080201	0.0146997756668914	0.0431720079948436	0.0163353400778062
"Apis_mellifera"	1.71294340179187	1.11262424713425	0.422180529303481	0.495304121324285	0.487817783174442	0.346468008506195	0.159504014028629	2.89326038473955	1.22705400804662	0.190590954228928	0.200272364484166	0.146823720153589	0.0833837127030831	0.0978824801023925	0.066885441629417	0.0734118600767944	0.0520950372874641	0.048218274798919	0.0594364945589142	0.0244706200255981	0.0179442015782207	0.0286103377834523	0.0283473825141432	0.0244706200255981
"Lasioglossum_mahense"	2.10293138339076	1.00337813708675	0.541522269012096	0.433171989514848	0.291661000927329	0.223116654327183	0.14106067100419	1.71276288623173	2.39098734385838	0.138434214371918	0.180608064675615	0.180251261433494	0.0926599062398035	0.120167507622329	0.0759530792991359	0.0901256307167468	0.0487156266223363	0.0605025045375127	0.0519806387417818	0.0300418769055823	0.0158693254879714	0.0258011520965165	0.0182549989904059	0.0300418769055823
"Hemipyrellia_germana"	1.13110873756294	0.645648539718798	0.391592881571332	0.286175714825283	0.447790479855349	0.798204476488511	1.03632127524095	1.59619924166727	0.830605286231509	1.6932683701893	0.116216737149384	0.096952177505395	0.277226486105988	0.0646347850035966	0.148903535966405	0.0484760887526975	0.087334738573811	0.0381857958392866	0.034341085779034	0.0161586962508992	0.116586143464606	0.0166023910213405	0.0653076389854236	0.0161586962508992
