"Psidium_cattleianum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Ochna_kirkii"	"Premna_serratifolia"	"Erythroxylum_sechellarum"	"Apis_mellifera"	"Ornidia_obesa"	"Xylocopa_caffra"	"Lasioglossum_mahense"	"Neavella_albipectus"	"Megachile_seychellensis"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Chalcidoma_disjunctum"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_110"	"Cratopus_aurostriatus"	"Dichaetomyia_fasciculifera"
"Psidium_cattleianum"	2.8439674899626	1.17734934704819	0.888535259915456	0.193662351144994	0.13699827282061	0.0226451738449854	3.281457563076	0.450081316298807	0.258216468193326	0.201290434177648	0.123769678955739	0.0616492227692746	0.0705601529932862	0.0705601529932862	0.0678044300410097	0.0470401019955241	0.0573724817737341	0.0235200509977622	0.0235200509977619
"Memecylon_eleagni"	1.75166610170585	2.35382252230305	0.785768271080414	0.119281172121205	0.207346332151793	0.045273495374532	3.16942068647874	0.352973996063921	0.159041562828274	0.40243106999584	0.224987211740699	0.0933058494683068	0.0623992450563858	0.0623992450563858	0.0775135288394174	0.0415994967042572	0.0491707163266712	0.0207997483521287	0.0207997483521285
"Cinnamomum_verum"	1.59413678984832	0.94754409159697	2.49619164002918	0.108554081528133	0.0985061992977491	0.0182250924364965	2.6634630861604	0.886988136706198	0.144738775370844	0.162000821657747	0.0956450873193761	0.0443277896839871	0.198226983178788	0.198226983178788	0.0443197993498905	0.132151322119192	0.0346019984187589	0.0660756610595959	0.0660756610595957
"Ochna_kirkii"	1.18134034198447	0.489052805696942	0.369083877195651	3.15736743816792	0.0569069748639457	0.00940645682791702	1.36306698773926	0.186956854462581	2.87648991755723	0.0836129495814846	0.0514120204893071	0.0256081386887756	0.0293096020125958	0.0293096020125958	0.0281649170939578	0.0195397346750639	0.0238316462752434	0.00976986733753201	0.00976986733753188
"Premna_serratifolia"	1.04461183025715	1.06264995227794	0.418651347015434	0.0711337185799322	2.64567200447668	0.0204390421297056	1.64962944175715	0.194632591821236	0.0948449581065763	0.181680374486272	0.96289368861211	1.19055240201451	0.0332458422629904	0.0332458422629904	0.0387387680593953	0.0221638948419935	0.313050406195945	0.0110819474209969	0.0110819474209967
"Erythroxylum_sechellarum"	1.38135560454411	1.85621331035581	0.619653142840883	0.0940645682791702	0.163512337037645	1.14835893167922	2.49939016583233	0.27835362415611	0.125419424372227	1.31874605937085	0.177423851261442	0.0735805516669401	0.0492077495785407	0.0492077495785407	0.0611268022975657	0.0328051663856938	0.0387757943772219	0.016402583192847	0.0164025831928468
"Apis_mellifera"	2.10704117208038	1.36785524363819	0.953239420310037	0.143480735551501	0.138916163516391	0.0263093701666561	3.85121353288614	0.427143669027431	0.191307647402001	0.233861068148054	0.136962477328809	0.0625122735823762	0.0756984245540324	0.0756984245540324	0.0611135834168341	0.0504656163693549	0.0467155610984193	0.0252328081846776	0.0252328081846773
"Ornidia_obesa"	1.7159350183892	0.904495864913798	1.88484979050067	0.116848034039113	0.097316295910618	0.0173971015097569	2.53616553485037	1.69998528844392	0.155797378718818	0.15464090230895	0.0924086117056203	0.0437923331597781	0.149679248069171	0.149679248069171	0.0451718613204034	0.0997861653794473	0.0362651573317524	0.0498930826897238	0.0498930826897235
"Xylocopa_caffra"	1.31260037998274	0.543392006329935	0.410093196884057	2.39707493129769	0.0632299720710508	0.0104516186976856	1.51451887526584	0.207729838291757	3.19609990839692	0.0929032773127606	0.0571244672103412	0.0284534874319729	0.0325662244584398	0.0325662244584398	0.0312943523266198	0.0217108163056265	0.0264796069724927	0.0108554081528133	0.0108554081528132
"Lasioglossum_mahense"	1.53483956060457	2.06245923372868	0.688503492045425	0.104516186976856	0.181680374486272	0.164843257421356	2.77710018425815	0.3092818046179	0.139354915969141	1.46527339930094	0.197137612512713	0.0817561685188223	0.0546752773094897	0.0546752773094897	0.0679186692195175	0.0364501848729931	0.043084215974691	0.0182250924364967	0.0182250924364964
"Neavella_albipectus"	1.25832506938335	1.53741261356145	0.541988828143132	0.0856867008155119	1.28385825148281	0.0295706418769069	2.16857255770615	0.246422964548321	0.114248934420682	0.262850150016951	1.53454640515876	0.577736213167266	0.0430402892937193	0.0430402892937193	0.0523135336044658	0.0286935261958128	0.162999505135177	0.0143467630979065	0.0143467630979063
"Megachile_seychellensis"	0.940150647231437	0.956384957050144	0.376786212313891	0.064020346721939	2.38110480402901	0.018395137916735	1.48466649758144	0.175169332639112	0.0853604622959186	0.163512337037645	0.866604319750899	2.07149716181306	0.0299212580366913	0.0299212580366913	0.0348648912534558	0.0199475053577942	0.281745365576351	0.0099737526788972	0.00997375267889704
"Parasarcophaga_hirticeps"	1.43472311086349	0.852789682437273	2.24657247602626	0.0976986733753194	0.0886555793679742	0.0164025831928469	2.39711677754436	0.798289323035579	0.130264897833759	0.145800739491972	0.0860805785874385	0.0398950107155884	1.17840428486091	0.178404284860909	0.0398878194149015	0.118936189907272	0.031141798576883	0.0594680949536364	0.0594680949536361
"Polistes_olivaceus"	1.43472311086349	0.852789682437273	2.24657247602626	0.0976986733753195	0.0886555793679742	0.0164025831928469	2.39711677754436	0.798289323035579	0.130264897833759	0.145800739491972	0.0860805785874385	0.0398950107155884	0.178404284860909	1.17840428486091	0.0398878194149015	0.118936189907273	0.031141798576883	0.0594680949536364	0.0594680949536361
