"Sideroxylon_cinereum"	"Molinaea_alternifolia"	"Aphloia_theiformis"	"Croton_fothergillifolius"	"Syzygium_venosum"	"Roussea_simplex"	"Stillingia_lineata"	"Dracaena_reflexa"	"Bertiera_zaluzania"	"Coffea_mauritiana"	"Chassalia_coriacea"	"Claoxylon_linostachys"	"Psiadia_terebinthina"	"Antidesma_madagascariense"	"Antirhea_borbonica"	"Toddalia_asiatica"	"Erythroxylum_macrocarpum"	"Pandanus_wiehii"	"Agauria_salicifolia"	"Flagellaria_indica"	"Polyscias_mauritiana"	"Stomorhina_lunata"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_063"	"Apis_mellifera"	"Pachycerina_crinicornis"	"Musca_domestica"	"Fannia_pusio"	"Chaetocnema_sp1_M_PL_063"	"Ophyra_capensis"	"Panara_naso"	"Polistes_hebraeus"	"Allograpta_nasuta"	"Lygistorrhina_sp1_M_PL_063"	"Stomoxys_calcitrans"	"Ischiodon_aegyptius"	"Nacoleia_sp1_M_PL_063"	"Chrysomya_megacephala"	"Dioxyna_sororcula"	"Eristalinus_flaveolus"	"Melanostoma_bituberculatum"	"Phelsuma_cepediana"	"Phorinia_sp1_M_PL_063"	"Sarcophaga_arno"	"Cephonodes_trochilus"	"Ornidia_obesa"	"Graphomya_maculata"	"Lecithoceridae_sp1_M_PL_063"	"Nacoleia_sp2_M_PL_063"	"Psilopa_iceryae"	"Syritta_nigrofemorata"	"Syritta_sp1_M_PL_063"	"Cryptinae_sp1_M_PL_063"	"Dysauxes_florida"	"Episyrphus_sp1_M_PL_063"	"Homoneura_sp1_M_PL_063"	"Hydrillodes_sp1_M_PL_063"	"Leptotes_pirithous"	"Macroglossum_milvus"	"Mauritiborium_undulatus"	"Orthellia_albigena"	"Remigia_frugalis"	"Scatopsidae_sp1_M_PL_063"	"Stomoxys_niger"	"Tarundia_servillei"	"Trichoplusia_indicator"	"Zosterops_mauritianus"
"Sideroxylon_cinereum"	2.20833405724712	0.586708971495325	0.609024059222833	0.353065730391801	0.225238924061518	0.247745738035945	0.11223237873479	0.184139798412516	0.1486661430367	0.0717886778928657	0.0849653121536653	0.0797617112136949	0.0826705734215371	0.0650577574658431	0.061689868027998	0.0485963854706328	0.0315634078637909	0.0186599480762494	0.0214383459079375	0.0161035832022105	0.00570652340186447	1.16678115537217	0.350238468268578	0.277849115415708	0.522462784765972	0.240942099189833	0.242180405382053	0.358623311358742	0.0792063635366323	0.19139120749814	0.0686882295190467	0.0690360639525991	0.0631447925249816	0.168811177232606	0.110412861075915	0.102778569169013	0.0503906437988473	0.152884665501724	0.0473282239054367	0.046108601943691	0.0452604063724965	0.0276593384900344	0.0320861616576298	0.071504127841766	0.0221558097040262	0.0379132923450126	0.0142035335387059	0.0132146130752742	0.0157243212605984	0.0108749955515433	0.0138738339872778	0.0130434429488631	0.00546709336544619	0.00754340106208274	0.00754340106208275	0.00404036563445243	0.00496998539258301	0.00706131460783603	0.0063723984115249	0.00532290742902352	0.0218406665002463	0.00555208812251982	0.00532290742902353	0.00818092019851567	0.00404036563445243	0.00789170564625068	0.008919968582202
"Molinaea_alternifolia"	0.762721662943922	1.87477709555224	0.564855609619681	0.379329606980024	0.202441180582093	0.257236989583217	0.180338021404557	0.155773486854173	0.105572928676602	0.099169079971464	0.0779825692834607	0.0675465560072361	0.09584244260158	0.11962107469892	0.128261496336063	0.0792854355818952	0.0304344720009724	0.0269038970932285	0.0209797557617517	0.0213564419368899	0.0127280912668708	0.968292686302141	0.524929374909463	0.285928145215961	0.29017506408763	0.537408297934545	0.273871293816163	0.177896233432934	0.118947081143816	0.238094621915013	0.0641315712852064	0.0660272353280224	0.0559062409566138	0.0693404710506432	0.123514050917326	0.0596535988510473	0.130030504179672	0.0528038074345792	0.0684286029469715	0.0674370240962097	0.144625661656887	0.0465809909193477	0.0468671149424136	0.027696194886791	0.0192007058551886	0.0218070203080803	0.0136955124004376	0.0164631854184671	0.0316918896093476	0.0213307135092482	0.0117419982800072	0.0126525838401432	0.0089196115029632	0.0241042769428145	0.0241042769428145	0.00649216877056407	0.00686555169033212	0.00758659213960049	0.00584869269625955	0.00978717883900258	0.00754340106208274	0.0115435346702456	0.00978717883900258	0.00758761266653303	0.00649216877056407	0.00667600657946454	0.0063343757205961
"Aphloia_theiformis"	0.827181931183251	0.590147651841458	1.79262442183353	0.389453859910512	0.29301715756364	0.202671205172429	0.14772156910887	0.201379848239854	0.126137683035337	0.0894256723870943	0.125037082034308	0.0835259980440818	0.0990874319674643	0.0729964518913293	0.0571939118585653	0.0531797719582106	0.0425268047778529	0.0271480418774233	0.0182244116718761	0.0179285443701659	0.00654844400958689	1.27710015157608	0.359455702076119	0.366244581118438	0.417411591606381	0.276489858182558	0.402230067264811	0.150917891500457	0.102064319511469	0.109786422523358	0.120488868331599	0.144421415873612	0.0685786759401625	0.0702953045792658	0.0684431131129715	0.0806205866617605	0.0485000983359535	0.0572664413896097	0.0532495164538432	0.0819617791328273	0.0455256759991982	0.0314446987751073	0.0798277013075859	0.0308072104488531	0.0266389110017035	0.0408915146700984	0.0191370621500338	0.0146030018974921	0.0316676422135506	0.0111198890401978	0.0148950147778713	0.0140535270515164	0.00598272434529869	0.00758761266653303	0.00758761266653303	0.00531797648791933	0.0061910080883373	0.00778907719821023	0.00937778115257309	0.00597243697292694	0.00818092019851567	0.00514745206727088	0.00597243697292694	0.0240800295470176	0.00531797648791933	0.00863056492456519	0.00756826098212022
"Croton_fothergillifolius"	0.713977365903421	0.590068277524482	0.57985352475565	1.51193315164447	0.316030999633152	0.269069491522722	0.188689681563701	0.182367526721361	0.112690577552432	0.131263199483307	0.0906574163116458	0.134384875119768	0.115334973156474	0.0854362139020657	0.0704715339730015	0.0789193425430364	0.0286893480185136	0.0186902448311758	0.0182900251688279	0.0178773086552945	0.00846281675234082	1.05651520244258	0.563206496246411	0.555266235969037	0.306559597468516	0.357318929543279	0.221163804855121	0.138390227851773	0.127842797004605	0.10306062476382	0.0728398658685979	0.0798585185558053	0.119906166134648	0.0667265267098843	0.0887553326587417	0.127504761265588	0.0544719667066521	0.0494292022548522	0.124252950198475	0.0972277296743862	0.0455195528376029	0.0255621736914519	0.0309538237342312	0.0312628094574907	0.0224308085137758	0.0226661429512475	0.0129102066083311	0.0148059868280975	0.0153756693378107	0.0133326737404664	0.0178946167791838	0.040317528666872	0.00887842603609159	0.00758659213960048	0.00758659213960049	0.00679282853629324	0.00908745227192127	0.0302386630328894	0.00679930622337344	0.00699023568289628	0.00706131460783602	0.00634243805757014	0.00699023568289628	0.00778907719821023	0.00679282853629324	0.0078157511452012	0.00676143465314592
"Syzygium_venosum"	0.621113396654491	0.429420686083227	0.594913622932239	0.430951363136116	1.66986807155228	0.18225845407637	0.188021731999635	0.151992687086937	0.133193184953706	0.230770715913467	0.0754427810024104	0.198037971073418	0.0806271519095998	0.0630735240696388	0.0467871906214818	0.0675435120886727	0.0250118849409501	0.041893958099866	0.0126188504629266	0.0134429849867346	0.00617417109268021	0.815722448110544	0.318356273129764	1.22521784505157	0.438540126376866	0.260687223913164	0.219938554212317	0.114902057325463	0.119672844459463	0.0810262633370687	0.0624930141969564	0.272242978012213	0.0884743422968186	0.0547167731348358	0.0535003656887227	0.0587910703577527	0.0376176051000198	0.0430001582299262	0.0495193140746113	0.0522794963851285	0.0331267386407061	0.0386490890639263	0.0294952541801731	0.0332814870719033	0.0186861531826325	0.0206482290753211	0.0112553482234276	0.0116745333639691	0.0135125001312473	0.00937140821617654	0.0213668201342322	0.0234718750932287	0.00759864510997567	0.00552112310678434	0.00552112310678434	0.00676878235198685	0.0159764341786246	0.00861902726272232	0.00565820857518078	0.00516056106024318	0.00614287974713232	0.00421084715593336	0.00516056106024318	0.00799137702446291	0.00676878235198685	0.00651397230372587	0.00799159109722239
"Roussea_simplex"	0.805173648616822	0.643092473958042	0.484963240948313	0.432433111375803	0.214804606590008	1.58472611671994	0.117998975938631	0.135721332356661	0.182141684129621	0.0970404385923348	0.0628803465430889	0.071248412936521	0.0732271802580916	0.0670469314105309	0.0870962354025401	0.129433674780503	0.0213745320204642	0.0193741230623854	0.0136635703063479	0.0131238798946676	0.00659337889552177	0.732867334348589	1.270044652031	0.299600122015095	0.50416620827237	0.27838710892203	0.178745538198655	0.237860751958248	0.0801955625649315	0.113926189656902	0.0526336861829742	0.0611615005603018	0.0606060014634006	0.157618041418655	0.0713306930720204	0.0621668144032707	0.063998301355239	0.0557427910580876	0.0506904340486508	0.0470904457203017	0.0496099908481918	0.0308213066932404	0.0278116265925163	0.0292333985665624	0.016349283049874	0.0202943159898404	0.0096185394092089	0.0113022865540692	0.0147827634028601	0.0133243192107266	0.0111602594998103	0.0139922931977551	0.0145612884128066	0.00826833180803197	0.00826833180803197	0.00424796313379073	0.00671818421023856	0.00864866222751607	0.00471602599073167	0.00548565802449798	0.00796325586544109	0.00783866118622861	0.00548565802449798	0.00651443159482809	0.00424796313379073	0.00581662852957118	0.0109285010477772
"Stillingia_lineata"	0.408525858594635	0.504946459932761	0.395893805211773	0.339641426814662	0.248188686239518	0.132158853051267	2.19901345858823	0.113319613676155	0.0672845197656747	0.127628376183279	0.0636071600504929	0.0855533728388359	0.25920776895149	0.118920605983898	0.0622914938783933	0.0630199622964315	0.017543764919831	0.0137959908598465	0.00992011733357749	0.0188853224998116	0.0138112770662849	0.569420654206884	0.259242533390249	0.468165617594544	0.202064364027397	0.583142809465362	0.154974291153436	0.082085748325496	1.24578901565173	0.0761795439712271	0.0635563125417575	0.0592546149695655	0.0513558838947225	0.0367784857087485	0.048460719000508	0.0426741138719916	0.0475076785569692	0.028282559441167	0.085192402393529	0.189042747837341	0.0389530126233844	0.0188068344724125	0.0224460982343221	0.01853759986627	0.0144836467474574	0.014214896994207	0.00789469421392396	0.0145864226341542	0.0118101452584834	0.0153361022113743	0.0112730578347479	0.0132093314992059	0.00708974575834854	0.00649216877056407	0.00649216877056407	0.0791644845091761	0.0088358106588424	0.00679282853629324	0.00477053700378697	0.00972986776231892	0.00404036563445243	0.0056062344490554	0.00972986776231892	0.00531797648791933	0.0791644845091761	0.00485655487183523	0.00403707118594048
"Dracaena_reflexa"	0.797939126454235	0.519244956180575	0.642497611050964	0.39078755726006	0.238845651136615	0.180961776475548	0.134904301995423	1.39455847485171	0.136064352934651	0.0849658850843869	0.195556894592683	0.143596135005344	0.0963589453121269	0.108045730881022	0.0558729338537172	0.0497604932156351	0.0329306563135657	0.0180885226166639	0.0168683548606698	0.0178820341831347	0.0074275004781131	1.17323100467464	0.305834530746138	0.329238288585012	0.419988788146007	0.313605575742553	0.264021529822556	0.143360854911832	0.094529085772757	0.10075828651322	0.172255445093606	0.0725186780018893	0.190304844495853	0.0668751965828971	0.0641382115564828	0.11551972707828	0.0451708399725664	0.0552419395237547	0.0518040227102967	0.0492817484626678	0.0400560394767872	0.025692981325542	0.0325677013531601	0.0344448270641528	0.134200350653169	0.0762890623501748	0.0148187953411046	0.0686068970332609	0.0153065715040297	0.0138686693007364	0.0705365019047598	0.018585461270602	0.00559805548675895	0.00667600657946454	0.00667600657946454	0.00485655487183523	0.00588225358276525	0.00781575114520121	0.0146667670944512	0.00884010525390181	0.00789170564625067	0.00502856404683455	0.00884010525390181	0.00863056492456518	0.00485655487183523	0.059766791779359	0.00816386117607906
"Bertiera_zaluzania"	0.901907934422646	0.492673667157475	0.563414984224505	0.338071732657296	0.293025006898154	0.339997810375292	0.112140866276125	0.190490094108511	1.37939304074624	0.0832107504071661	0.0830116230000152	0.102744872829607	0.0852354821119558	0.0569824451053168	0.0558910925610357	0.0658529267775305	0.0225313972300004	0.0660239987506827	0.0131829454763564	0.0121047349808253	0.00527048864010826	0.766954311569358	0.550759326159206	0.330102129960047	1.09632570258184	0.222531742582349	0.189855900321624	0.168325282269777	0.0797340512642973	0.104194817257981	0.067048274648723	0.0900381990397976	0.141957642214887	0.0842967821709685	0.0634869913563939	0.062776331864243	0.0441541188142544	0.062439780075414	0.0457966631552239	0.0430679093630093	0.0380062543235766	0.12871235741578	0.0290391586669568	0.0344657712088266	0.0225535940771593	0.0246520907404013	0.0101391287535002	0.0128260612301504	0.0139026367027163	0.00969239838456459	0.0158697266382996	0.0144673001153665	0.00740845426247218	0.0063343757205961	0.0063343757205961	0.00403707118594048	0.00576074425895765	0.00676143465314592	0.00622587172500114	0.00466220005407138	0.008919968582202	0.00503019833049322	0.00466220005407138	0.00756826098212022	0.00403707118594048	0.00816386117607906	0.0827635824447741
"Coffea_mauritiana"	0.50252074525006	0.533987353692499	0.460886157687332	0.454372613596064	0.58580258654957	0.209010175429644	0.245439184967845	0.137252583597856	0.0960124043159609	1.32574135946961	0.0646444859280174	0.198906408957664	0.0850822153379264	0.116222143735561	0.0686722130704065	0.093408214444901	0.0198659025057748	0.0214793619763342	0.0115256391716948	0.0191278370956963	0.013198307956428	0.665424936740103	0.432753062081389	1.24746754806332	0.27325743348709	0.557261891493628	0.170175282381514	0.101717252689886	0.151680658333669	0.0847443258781551	0.0537354545773922	0.111090011839373	0.0853024344284064	0.0482262661685582	0.055961100324266	0.0542455746646154	0.0514991509526793	0.034789897748081	0.0532714069571294	0.0550940937285341	0.0411933101419928	0.0255139131350903	0.025438575955344	0.0298279368495739	0.0166128436101318	0.0170432470636856	0.00893965612759867	0.0153913380702202	0.0130565597786694	0.0156895836637915	0.0208002342545901	0.0240054329437461	0.0105084241250514	0.00686555169033212	0.00686555169033213	0.0088358106588424	0.0917820941171267	0.00908745227192128	0.0048483364446013	0.00950908448745496	0.00496998539258301	0.00618049917633659	0.00950908448745496	0.0061910080883373	0.0088358106588424	0.00588225358276525	0.00576074425895765
