"Microtus_arvalis"	"Lagurus_lagurus"	"Marmota_bobak"	"Arvicola_terrestris"	"Allocricetulus_eversmanni"	"Apodemus_uralensis"	"Microtus_gregalis"	"Spermophilus_major"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Microtus_oeconomus"	"Spermophilus_pygmaeus"	"Allactaga_major"	"Cricetus_cricetus"	"Spermophilus_fulvus"	"Micromys_minutus"	"Ctenophthalmus_breviatus"	"Ctenophthalmus_assimilis"	"Citellophilus_tesquorum"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Oropsylla_ilovaiskii"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Corrodopsylla_birulai"	"Mesopsylla_hebes"	"Amphipsylla_prima"	"Frontopsylla_semura"	"Palaeopsylla_soricis"	"Leptopsylla_segnis"	"Neopsylla_setosa"	"Oropsylla_silantiewi"	"Amphipsylla_kalabukhovi"	"Amphipsylla_kuznetzovi"
"Microtus_arvalis"	2.30154326615729	0.482503721109581	0.355074470315696	0.39654882468458	0.302881083911718	0.295634563884798	0.268353117090145	0.191903150298611	0.171683465876061	0.165372711069891	0.12425471042609	0.0975098031907136	0.0457810882632326	0.0358650367326002	0.0201679720020363	0.00808090972379905	1.29092665541385	1.17737740314978	0.642944067208542	0.770921817150157	0.296928681375615	0.104809053237324	0.08529849152899	0.0984190624450623	0.0608241430447751	0.0302155182537335	0.0444695826742007	0.0295497860420373	0.0277334829492099	0.0182427677116757	0.0144083747312435	0.016819317014954	0.00939975777657055	0.017554143555437
"Lagurus_lagurus"	1.1619477365496	1.71203627353912	0.459986277475382	0.316912447223396	0.302440321823741	0.265230114392068	0.199551526252831	0.248710458657722	0.132069759863764	0.13518797755296	0.0932178491284522	0.128989153634817	0.0390974078175372	0.0376391776098648	0.0237528239683253	0.00638858924725969	1.85674888349059	0.818300711705725	0.782000728905683	0.503750027928589	0.178383164412677	0.132690819036255	0.0674351087210745	0.0647627567626322	0.0466122666437633	0.0258042891595745	0.133156146516152	0.0305910445733741	0.0213343458241466	0.017052535355815	0.0181820603591962	0.0217888236698865	0.00938607895315059	0.00886231324486985
"Marmota_bobak"	1.10259967098032	0.593140199902466	1.66456371988122	0.285951299435514	0.308113379946997	0.260326928534684	0.175343407931553	0.308709897696879	0.116003544718993	0.104832931196141	0.0823188530647889	0.156201853445183	0.0417119393354137	0.0306768810429953	0.0274834006539597	0.00517998696973806	1.45665675365447	0.736415546278616	1.34291232044157	0.459667778745478	0.165857325645886	0.163283463197121	0.054677640236124	0.0566214054445424	0.040974977395557	0.0275298799613731	0.0492958072231989	0.0321503686403515	0.0187390341469142	0.0136065007230532	0.0216337504914893	0.0788477551522682	0.00956213937766541	0.00840965850747701
"Arvicola_terrestris"	1.26466922466974	0.419694862539092	0.293679712933771	1.4891080323151	0.269438340750869	0.307871258216001	0.333905400318173	0.159917427428131	0.236352713366975	0.14819686063472	0.166329338765472	0.0815716873148819	0.0367784834218617	0.0301274071165712	0.0172510491028755	0.00826609584261021	1.11943077686278	1.69248408109461	0.517497165387	0.608189504959872	0.282582683943335	0.0873086024715579	0.0872532338942189	0.0713469938008165	0.0833805144175028	0.0242737990584287	0.038918189720239	0.0260800135822231	0.038180053697742	0.0158305126697913	0.0121671736435668	0.0139111442968628	0.0083618795405442	0.00964578222205736
"Allocricetulus_eversmanni"	1.23241268626147	0.511019854115977	0.403734773723651	0.343766158889039	1.40770128733468	0.274443219089382	0.221383780856654	0.226144845293829	0.143240737707791	0.139481683826425	0.101257551205775	0.112919239760365	0.0512846181416213	0.0367529684361127	0.0508530831100328	0.00676140698403216	1.35271996986355	0.955702065546075	0.762837475336078	0.813798192589659	0.190099402285771	0.131316473922805	0.0713704070536728	0.0676134187893114	0.0505665376527704	0.03384784797347	0.0451524076576801	0.124474128260701	0.0231388883989508	0.017058855157221	0.0249347169124697	0.0191242787553308	0.0436872813310764	0.00939975777657055
"Apodemus_uralensis"	1.26854103776023	0.472591840189503	0.359724483066109	0.414226783781528	0.28941284922153	1.29782962683118	0.281631857691977	0.192220000972402	0.186179666684178	0.1660836375817	0.133600372302771	0.0977752442390601	0.0417502793122739	0.0335339545748074	0.0198076481539402	0.00824861237366144	1.25108510515712	1.29305405585	0.667031194731513	0.671571420690568	0.291540605639651	0.104371248436243	0.0870686861664262	0.107736793168262	0.0658739279279611	0.0275551843461007	0.0437801406612362	0.0283967396444042	0.0300751769259056	0.0176821243951211	0.0143230296666729	0.0170395807768157	0.00898177807928885	0.00967531299986612
"Microtus_gregalis"	1.24179089477008	0.383451952407401	0.261296058878393	0.484490188696957	0.251769789993842	0.303720630844289	1.37898574349118	0.142948885207796	0.233346682213171	0.238730221667087	0.16647308614277	0.0728274445332352	0.0344078520120341	0.0306663949083241	0.0157127836395565	0.0225392853307225	1.00824351283605	1.6792308055707	0.457051182040985	0.58103634588267	0.334749290693002	0.0783159355443001	0.23791467849096	0.0904404011934174	0.0824894861246592	0.0227091823279425	0.0411936286314386	0.0242476981086306	0.03769446404982	0.020907292859566	0.01095618748043	0.0123771817363449	0.00781354520670545	0.00947128648553452
"Spermophilus_major"	0.905782869409442	0.487472498969136	0.469239044499257	0.236677792593634	0.262328020540841	0.211442001069643	0.145807862911952	1.89467262683152	0.0962766035209283	0.0876410983986819	0.0682598978810582	0.129335706296355	0.153708080603828	0.0261360774897633	0.0840557657104678	0.00432194801033854	1.24001716466693	0.608020727982901	0.978314094169598	0.394903843894564	0.136478668272213	0.964472596025717	0.0456205623313513	0.0467671544633325	0.0340024733973579	0.101447333198526	0.0405947295957311	0.0455697657895849	0.0155523744149192	0.0115011291892439	0.036302647395685	0.0222271126341753	0.00814121443057783	0.00690851341074998
"Sorex_araneus"	1.0389050755577	0.331867601708947	0.226058189708806	0.448464122798875	0.213024686847484	0.262561068400763	0.305145661355686	0.123431542975549	1.8439559437078	0.120504515874092	0.215602103101716	0.0631695192407104	0.0269167862254796	0.0230174399996792	0.0134433258597076	0.00709031137384614	0.883610749309609	1.64847169311167	0.392284177629168	0.43310556056169	0.194930709218473	0.0672507419910867	0.0748421756128204	0.0586563588792534	0.569356940844968	0.0177650789088165	0.0309550831064426	0.0205607751857343	0.29786980629126	0.0124917438787641	0.00944752797854459	0.0107080195125224	0.00661111097112881	0.00792385227120282
"Clethrionomys_glareolus"	1.18266544886346	0.401467327278488	0.241433417300204	0.332320232938464	0.245149626119171	0.276806062636166	0.368946706212771	0.132789543028306	0.142414427851199	1.59036137242357	0.104493733726527	0.0668848602276001	0.0395832943091069	0.0694646173791802	0.0149185338348348	0.0534586906077905	0.903177729926293	0.992880883417823	0.430155350267147	0.72692079856947	0.280239182407833	0.0737612733793	0.564286178637788	0.383108032390127	0.0505613583848492	0.0261249742440105	0.116242542689204	0.0234957897631448	0.0230054075759629	0.104609314133594	0.010208548169959	0.0114363197668517	0.00760809184507773	0.00902032969472133
