"Inga_sessilis"	"Erythrina_speciosa"	"Aechmea_vanhoutteana"	"Spirotheca_rivieri"	"Wittrockia_superba"	"Aechmea_gamosepala"	"Canistrum_perplexum"	"Callianthe_rufinerva"	"Edmundoa_lindenii"	"Macrocarpaea_rubra"	"Mutisia_speciosa"	"Psittacanthus_dichroos"	"Canna_paniculata"	"Alstroemeria_inodora"	"Manettia_cordifolia"	"Nidularium_innocentii"	"Aechmea_distichantha"	"Aechmea_sp1_M_PL_063"	"Billbergia_amoena"	"Nematanthus_fritschii"	"Sinningia_cooperi"	"Mendoncia_velloziana"	"Aphelandra_longiflora"	"Nidularium_procerum"	"Besleria_longimucronata"	"Lantana_camara"	"Fuchsia_regia"	"Vriesea_simplex"	"Centropogon_cornutus"	"Siphocampylus_convolvulaceus"	"Aechmea_nudicaulis"	"Nematanthus_fluminensis"	"Nematanthus_gregarius"	"Vriesea_incurvata"	"Nidularium_rutilans"	"Vriesea_sp1_M_PL_063"	"Pyrostegia_venusta"	"Aphelandra_colorata"	"Tillandsia_geminiflora"	"Vriesea_erythrodactylon"	"Sinningia_elatior"	"Vriesea_carinata"	"Nematanthus_sp1_M_PL_063"	"Nidularium_longiflorum"	"Nematanthus_sericeus"	"Vriesea_inflata"	"Justicia_sp1_M_PL_063"	"Siphocampylus_longipedunculatus"	"Tillandsia_sp1_M_PL_063"	"Tillandsia_stricta"	"Justicia_sp2_M_PL_063"	"Sinningia_glazioviana"	"Siphocampylus_lauroanus"	"Psychotria_leiocarpa"	"Tillandsia_dura"	"Phaethornis_eurynome"	"Thalurania_glaucopis"	"Clytolaema_rubricauda"	"Leucochloris_albicollis"	"Amazilia_versicolor"	"Stephanoxis_lalandi"	"Florisuga_fusca"	"Lophornis_chalybeus"	"Eupetomena_macroura"
"Inga_sessilis"	1.80543326045916	0.538217464645525	0.274481585078859	0.368478853478237	0.159652882006144	0.158038294893366	0.150453090851005	0.175560346159529	0.0920316015317465	0.113555482557152	0.103137217677494	0.161812936927096	0.0719746492176565	0.0529688612835677	0.0553651147828126	0.0447374959558013	0.045979001748673	0.0440672397281505	0.0398628826436251	0.0398628826436251	0.0387555803479689	0.0642359727890107	0.0343263711653438	0.0343263711653438	0.0343329136369577	0.0225189361076343	0.0496158328194834	0.0265752550957501	0.0254679528000938	0.0256431343452824	0.0453618051820469	0.0243606505044376	0.0275139183178316	0.0243606505044376	0.0245833525692132	0.0221460459131251	0.0225697996774873	0.0199314413218126	0.0257657251814964	0.0188241390261563	0.0299197073639691	0.0177168367305	0.0166095344348438	0.0121803252522188	0.0165682219434785	0.00996572066090628	0.00775111606959377	0.00775111606959377	0.00978184661077987	0.00821558485166257	0.00553651147828127	0.00442920918262501	0.00442920918262501	0.00430865986996866	0.00110730229565625	1.42349861786032	1.15993538494186	1.5977899189911	0.166948650488505	0.110433838591006	0.0494114626430262	0.202122858960957	0.0253013851615892	0.0013999876248005
"Erythrina_speciosa"	0.541328548256193	1.55653505774076	0.355580551195755	0.312553311529498	0.206839185731794	0.197350883276892	0.165777526303176	0.139179207545797	0.117997938142696	0.110508204683303	0.103264460241798	0.106307115446375	0.0909171846538894	0.0607933549019636	0.0699362958876072	0.0537095847099604	0.0580884128532036	0.057275909014717	0.0503541330390772	0.0503541330390772	0.0489554071213251	0.0457063687588313	0.0433605034503165	0.0433605034503165	0.0446440650111082	0.025186164761882	0.0419939092884888	0.0335694220260515	0.0321706961082993	0.0324591034406177	0.0366874129497985	0.0307719701905472	0.035963302172277	0.0307719701905472	0.0296522441904845	0.0279745183550429	0.0266471490905116	0.0251770665195386	0.0284950792398927	0.0237783406017865	0.0204261585721571	0.0223796146840343	0.0209808887662822	0.0153859850952736	0.0153916661805975	0.0125885332597693	0.00979108142426502	0.00979108142426502	0.0112237106712277	0.00905275299741011	0.00699362958876073	0.00559490367100858	0.00559490367100858	0.0045880637018375	0.00139872591775215	1.79813987426581	1.52591829506373	1.09984249212281	0.0800913217310389	0.0768738227741158	0.0548940896402996	0.0663868426217423	0.0306465764309886	0.00404879061262047
"Aechmea_vanhoutteana"	0.420791152455696	0.541986214597936	1.40249651802026	0.261737984945401	0.234131581917041	0.218603541171698	0.172641304832264	0.108573233332733	0.133431445730363	0.113967013640924	0.112487434501661	0.0733156173686954	0.102656360784862	0.0673621108554261	0.0789664313729707	0.0590197368653168	0.0649360209339456	0.0648538159679877	0.0568558305885389	0.0568558305885389	0.0552765019610795	0.0354816960978913	0.0489591874512418	0.0489591874512418	0.0505529399942606	0.0274362676765114	0.0352681589319399	0.0379038870590259	0.0363245584315665	0.0366578078223769	0.0292840938129127	0.0347452298041071	0.0407437188386937	0.0347452298041071	0.0326685256875772	0.0315865725491883	0.0298018117993068	0.0284279152942694	0.0303086445208939	0.02684858666681	0.0204211244202585	0.0252692580393506	0.0236899294118912	0.0173726149020535	0.0141370337091227	0.0142139576471347	0.0110553003922159	0.0110553003922159	0.0118909224663869	0.0093935134763905	0.00789664313729707	0.00631731450983765	0.00631731450983765	0.00489863696813499	0.00157932862745941	2.03031469107838	1.72982056319067	0.709280390721658	0.0705327488531601	0.0679871256677105	0.0596698593439661	0.0522348764231526	0.0155920592528505	0.00140979073161313
"Spirotheca_rivieri"	0.69313860005636	0.584559166428143	0.321159581527601	1.39231039638548	0.186932825687174	0.197223022598558	0.175360751806009	0.180002174168769	0.0970196649003303	0.113138966662908	0.0793288197105584	0.143701718452807	0.064001111812459	0.0463209620668021	0.0492316244711223	0.0401494682583392	0.0533330290524313	0.0532009526062454	0.035446769619208	0.035446769619208	0.0344621371297856	0.0560051299680528	0.0305236071720958	0.0305236071720958	0.0416251045685664	0.0214528861750248	0.0497999852994301	0.0236311797461387	0.0226465472567162	0.0233863048811761	0.0466012129662002	0.0216619147672938	0.0349775520075718	0.0216619147672938	0.0220439991080145	0.0196926497884489	0.0197689713888044	0.017723384809604	0.0294577144656739	0.0167387523201816	0.0186448880186215	0.0157541198307591	0.0147694873413367	0.0108309573836469	0.0160529498392569	0.00886169240480201	0.00689242742595712	0.00689242742595712	0.0112181747539398	0.00929639267700435	0.00492316244711223	0.00393852995768978	0.00393852995768978	0.00476859113497028	0.000984632489422445	1.26579976695752	1.5596150585558	1.54144010949299	0.0885061847101886	0.083588024123022	0.0472344315821594	0.104083142802263	0.0450548574155581	0.00152052962365702
"Wittrockia_superba"	0.420903052561654	0.542169380781824	0.402635371933093	0.261989187516116	1.23421345949594	0.218812404375294	0.172796842209367	0.108660701961667	0.133386423927178	0.114058214441686	0.112351841261983	0.0733428971460775	0.102519164544468	0.0672919005901534	0.0788608958034372	0.0589448518360693	0.0649589014731452	0.0648901913394727	0.0567798449784748	0.0567798449784748	0.055202627062406	0.0354960216852628	0.048893755398131	0.048893755398131	0.0505827925190482	0.0274251821507022	0.0352766040005902	0.0378532299856498	0.0362760120695811	0.036613943167956	0.0293056634346901	0.0346987941535123	0.0407815539242608	0.0346987941535123	0.0326268617501722	0.0315443583213749	0.0297681629065924	0.0283899224892374	0.0303356926525989	0.0268127045731686	0.0204033092833021	0.0252354866570999	0.0236582687410312	0.0173493970767562	0.0141312523099766	0.0141949612446187	0.0110405254124812	0.0110405254124812	0.0118975353187094	0.00939932085875984	0.00788608958034372	0.00630887166427497	0.00630887166427497	0.00490445664451001	0.00157721791606874	2.02760125432393	1.73214588639682	0.709641136656006	0.0705098538419843	0.068030045656104	0.0596491482337696	0.0522533823806478	0.0156011305984578	0.00141026717544405
"Aechmea_gamosepala"	0.454523360519763	0.564325666229792	0.41010746980145	0.301539332072176	0.238704441136685	1.24204405350203	0.190925290522028	0.124948835667627	0.123974579254734	0.12795886356681	0.0924088600304678	0.0824590767047326	0.0818869346091836	0.065217841005487	0.062989949699372	0.0478622507539323	0.066355954704288	0.0679224179956026	0.0453527637835478	0.0453527637835478	0.0440929647895604	0.039180483163484	0.0390537688136106	0.0390537688136106	0.053142014749525	0.0379209908459144	0.037380952505923	0.0302351758556986	0.0289753768617111	0.0299157791205467	0.0332821587888089	0.0277155778677237	0.0446428185267648	0.0277155778677237	0.026450723364941	0.0251959798797488	0.0246383071794129	0.0226763818917739	0.033863068861498	0.0214165828977865	0.018012300217142	0.020156783903799	0.0188969849098116	0.0138577889338618	0.0135181701635291	0.011338190945887	0.00881859295791208	0.00881859295791208	0.0125751464844593	0.0105251920781075	0.0062989949699372	0.00503919597594976	0.00503919597594976	0.00559380727957225	0.00125979899398744	1.61954159560385	1.98995979977552	0.82255406251489	0.0692365608411139	0.0755823023486555	0.0846027504275237	0.0568719155516298	0.0170252190681619	0.0014678991318116
"Canistrum_perplexum"	0.518392827882671	0.56791112971187	0.388015605910139	0.321205337466453	0.225833496748876	0.228732278744211	1.18621481262415	0.138567663559405	0.11830845422483	0.121144026195228	0.0911400564457464	0.0981782984707703	0.07939464499799	0.0550736995530917	0.0610728038446077	0.0470396408030603	0.0631245646762557	0.0641078872145939	0.0439724187681175	0.0439724187681175	0.0427509626912254	0.0432433381046895	0.0378651383836568	0.0378651383836568	0.0501413493397741	0.0246627962927039	0.0406350713675668	0.0293149458454117	0.0280934897685195	0.0289324676204561	0.0365882249119347	0.0268720336916274	0.0419736350264846	0.0268720336916274	0.0259627325553144	0.0244291215378431	0.0239258857844548	0.0219862093840588	0.032237629891431	0.0207647533071666	0.0184564794743805	0.0195432972302745	0.0183218411533823	0.0134360168458137	0.0143021583831749	0.0109931046920294	0.00855019253824508	0.00855019253824508	0.0122182588865703	0.00983795888914997	0.00610728038446077	0.00488582430756862	0.00488582430756862	0.00532898483930147	0.00122145607689215	1.5702496455158	1.86354802007393	1.00536722256456	0.0746029016178097	0.0765140755041283	0.0540954004980271	0.0731070415810226	0.0178805724259718	0.00147722548190949
"Callianthe_rufinerva"	0.736084342933929	0.580192841094526	0.296941252608799	0.40120966531593	0.172809791071567	0.182154326696179	0.168618482162649	1.19495360001725	0.0918935686548311	0.108582867565476	0.0797262741983745	0.160641394309164	0.063326580236319	0.0457537933292944	0.0487127540279377	0.0404036776204731	0.0497951903796972	0.0488523373222901	0.0350731829001151	0.0350731829001151	0.0340989278195564	0.0607773413011461	0.0302019074973214	0.0302019074973214	0.0381876395065336	0.0208581733883665	0.0535661734601173	0.0233821219334101	0.0224078668528513	0.0229819982871086	0.0502432845721395	0.0214336117722926	0.0317679775889238	0.0214336117722926	0.022150348971354	0.0194851016111751	0.0194908985417243	0.0175365914500576	0.0280045848054392	0.0165623363694988	0.019241366480596	0.0155880812889401	0.0146138262083813	0.0107168058861463	0.0170806513583257	0.00876829572502878	0.00681978556391128	0.00681978556391128	0.0108073035805606	0.00904942807394768	0.00487127540279377	0.00389702032223501	0.00389702032223501	0.00444148353572728	0.000974255080558753	1.25245903134053	1.40042958117807	1.7472177138951	0.0935452390021937	0.0851649987193625	0.0458859653257101	0.0895180561926343	0.0211123474795507	0.00150917213001466
"Edmundoa_lindenii"	0.40540502953225	0.516801096169276	0.383404280769525	0.227197949450141	0.222873518460602	0.189885115061048	0.15125511236339	0.096546407574063	1.13962188667865	0.101427018980213	0.131131333320312	0.0695646825100199	0.12152067017285	0.0770159334566803	0.0934774385944999	0.0693163335956681	0.0617899757567055	0.0598522484335845	0.06730375578804	0.06730375578804	0.06543420701615	0.0335119459679665	0.05795601192859	0.05795601192859	0.0464482556239761	0.0289605134429613	0.0341069726824894	0.04486917052536	0.04299962175347	0.0426891422803677	0.0263182981218271	0.04113007298158	0.0355414424657384	0.04113007298158	0.038397264341614	0.0373909754378	0.0344284919539986	0.03365187789402	0.0265895606495979	0.03178232912213	0.022870683200958	0.02991278035024	0.02804323157835	0.02056503649079	0.0149319687734939	0.01682593894701	0.01308684140323	0.01308684140323	0.0109816636427448	0.00859500575172372	0.00934774385945	0.00747819508756	0.00747819508756	0.00409843883324972	0.00186954877189	2.40340881008525	1.41009156579242	0.65967828138922	0.0736807839088155	0.0620856815927087	0.0625176107793953	0.0496903306928239	0.0143447607145667	0.00134428030795476
"Macrocarpaea_rubra"	0.506632152947296	0.490203061800293	0.331673232006278	0.268342420931255	0.193021593670545	0.198500288353641	0.15686598263741	0.115543307794032	0.102727365377395	1.35266015017482	0.0858920956656476	0.0933708498144069	0.0708954999662922	0.0991555209012561	0.0545349999740709	0.0418133050630631	0.0539163053601055	0.0545532603675121	0.0392651999813311	0.0392651999813311	0.0381744999818497	0.160804190414567	0.033811699983924	0.033811699983924	0.0426426477912064	0.0932819437988249	0.0342935006877401	0.0261767999875541	0.0250860999880726	0.0257231025041635	0.0305677032059053	0.0239953999885912	0.035461445278227	0.0239953999885912	0.0230880525304944	0.0218139999896284	0.0215745093423135	0.0196325999906655	0.030312659172325	0.0185418999911841	0.019379061516384	0.0174511999917027	0.0163604999922213	0.0119976999942956	0.0122774126764434	0.00981629999533277	0.00763489999636993	0.00763489999636993	0.010366262602118	0.0110936771562698	0.0054534999974071	0.00436279999792568	0.00436279999792568	0.0122545334588621	0.00109069999948142	1.40215544377778	1.56261094186205	0.835212221234383	0.0884436855210934	0.557278133755442	0.212749024152331	0.0615943277309004	0.0155232325597542	0.00127509466942273
