"Dipterocarpus_geniculatus"	"Dipterocarpus_crinitus"	"Dipterocarpus_globosus"	"Dipterocarpus_palembanicus"	"Dipterocarpus_tempehes"	"Dryobalanops_aromatica"	"Dryobalanops_lanceolata"	"Shorea_smithiana"	"Shorea_xantophylla"	"Shorea_domatiosa"	"Shorea_laxa"	"Shorea_confusa"	"Shorea_falciferoides"	"Shorea_ochracea"	"Shorea_parvifolia"	"Shorea_pilosa"	"Shorea_quadrinervis"	"Shorea_scabrida"	"Shorea_agami"	"Shorea_kunsitleri"	"Ctenomerus_sp._1"	"Ctenomerus_sp._2"	"Nanophyes_shoreae"	"Endaenidius_spinipes"	"Sternuchopsis_toyi"	"Sternuchopsis_dipterocarpi"	"Sternuchopsis_sp._1"	"Sternuchopsis_shoreaphilus"	"Niphades_sp._1"	"Idotasia_sp._1"	"Orchestes_sp._1"	"Orchestes_sp._3"	"Involvulus_sp._1"	"Coccotrypes_advena"	"Coccotrypes_cinnamoni"	"Coccotrypes_gedeanus"	"Coccotrypes_myristicae"	"Coccotrypes_nitidus"	"Coccotripes_papuanus"	"Hypothenemus_areccae"	"Xyleborinus_exiguus"	"Xyleborinus_ferrugineus"	"Xyleborinus_subdentatus"	"Andrioplecta_shoreae"	"Andrioplecta_subpulverula"	"Assara_albicostalis"	"Lamoria_adaptella"	"Crambidae_Gn._Sp._A"	"Crambidae_Gn._Sp._B"
"Dipterocarpus_geniculatus"	1.03173492864925	0.0285984954267242	0.0988101740900671	0.056233543860638	0.933676388573785	1.35068337585713	0.719070780550853	0.00345945776073427	0.0379948943328065	0.0177350799484388	0.00382494717459768	0.0111691042932193	0.520829099661757	0.0101793329205958	0.386078886319493	0.0114196161818243	0.0156284560790017	0.015480805303666	0.00709106999153193	0.00345945776073427	0.0352630296065003	0.00857954862801725	0.0923464157359053	0.0145159009292219	0.104913242223043	0.0398089039760399	0.0647304560496088	0.0241050542560794	0.295153590576738	0.00361790189961731	1.41044127329991	0.00723002706779631	0.00312639469804719	0.297495891357597	0.0662202114098013	0.117543754389977	0.00625278939609438	0.0747684179397031	0.134698718909694	0.00312639469804719	0.00723580379923462	0.00361790189961731	0.00312639469804719	1.33381315886088	0.0252954728877388	0.228341249013816	0.215874312135824	0.104023848624151	0.0115760462964159
"Dipterocarpus_crinitus"	0.00317761060296935	1.64633220324457	0.0128954893465724	0.0303298386316969	0.155918764826787	1.39798352510428	0.904556860018392	0.00371294751997035	0.0424268454346806	0.0175138676529336	0.00552700795542754	0.0100095559922937	0.568719378805994	0.0109470104681004	0.399699627283814	0.0116139571169812	0.0165025991586338	0.0143808252985846	0.00719703275419668	0.00371294751997035	0.521768606784065	0.493899660973371	0.0822639558012448	0.0151278401978218	0.100651351210983	0.041579995749833	0.397649183778875	0.0264017090287889	0.0524294375412201	0.00374459872795789	0.141227137909749	0.00389955068121817	0.00393285591312344	0.429878396533253	0.0705326612092229	0.129615767925872	0.00786571182624689	0.0620356617648954	0.0974249326915891	0.00393285591312344	0.00748919745591578	0.00374459872795789	0.00393285591312344	1.43154754381079	0.0287664215087193	0.212968310718739	0.238448973173431	0.111853806179399	0.0122285256126324
"Dipterocarpus_globosus"	0.0247025435225168	0.0290148510297878	1.08189475575429	0.0493654595536121	0.753224966189685	1.37441109717245	0.914535089025889	0.00357602530344482	0.0526018225487981	0.0305134261671227	0.00390948365034191	0.0195405387444431	0.497085483907438	0.010848128836888	0.356017215890191	0.0169500701444776	0.0183258899154666	0.0156971908276641	0.00736783124888833	0.00357602530344482	0.0341408593813706	0.00870445530893634	0.0873620107492725	0.0186230655142949	0.109541060646146	0.0379782483554187	0.07029099786992	0.0274178488941239	0.238872111004205	0.00368145829599763	1.09789082322297	0.00634698765689298	0.00397623951750387	0.304070950582148	0.072252272980864	0.132350626460166	0.00795247903500774	0.0749187803402508	0.128630473421583	0.00397623951750387	0.00736291659199527	0.00368145829599763	0.00397623951750387	1.37875642255039	0.0275763932096308	0.493184595160475	0.233122297861216	0.108698497696817	0.0115052956245573
"Dipterocarpus_palembanicus"	0.00803336340866257	0.0389955068121817	0.0282088340306355	1.19569021645511	0.313759535663175	1.66357496985234	1.05469176611706	0.00387045950769836	0.0639088027211724	0.0200671504293401	0.00988554266049284	0.0122558270028636	0.473384439762206	0.0113936872756866	0.303183023944588	0.0128713971142039	0.0175253066191121	0.0201056728855435	0.0078819329670627	0.00387045950769836	0.0364192146877301	0.0116986520436545	0.0811055068879306	0.016307312672859	0.115887011048303	0.0360477911905535	0.0765541290608075	0.0302901983868994	0.102425818580402	0.00445600438353306	0.357038373718336	0.153731599258515	0.00458561637442202	0.768875540260554	0.230019126504041	0.298497078260615	0.00917123274884404	0.0762797441007297	0.119350534287326	0.00458561637442202	0.00891200876706613	0.00445600438353307	0.00458561637442202	1.49227716574592	0.0305585985530356	0.260220440961027	0.266109268671587	0.123540021877671	0.0128568790984178
"Dipterocarpus_tempehes"	0.0190546201749752	0.0286381404783895	0.0614877523420151	0.044822790809025	1.96729122123647	1.40866596226108	0.784266582995923	0.00347390198866523	0.0420342006011533	0.0199194794285988	0.00463078503824145	0.013775924537802	0.470052717532998	0.00979688320835779	0.326993865010891	0.0123587975279257	0.0160698114216725	0.0184666458883463	0.00788391026565339	0.00347390198866523	0.0328503850299075	0.00859144214351686	0.10724926156284	0.0152033457405701	0.127400239112991	0.0357282825883126	0.0641994200201065	0.0242046581370477	0.618049859029892	0.0037732123989136	0.846872007776676	0.00576293024687463	0.00340985470867792	0.360172169641001	0.0674926044773141	0.121533429353326	0.00681970941735585	0.0968648837351022	0.194749817061529	0.00340985470867792	0.00754642479782721	0.00377321239891361	0.00340985470867792	1.33938221118537	0.0256102008827443	0.273846481748998	0.222035320961384	0.105437500911342	0.0114635307772689
"Dryobalanops_aromatica"	0.00401989099957479	0.0374459872795789	0.0163620368711006	0.0346578118719238	0.205430452829741	2.81130227738097	1.04818636159707	0.00533485507549959	0.0529163667583798	0.0235768017681279	0.00547664723562733	0.0150230102356823	0.558937576688545	0.0132528910331676	0.354795816107068	0.0160165702055849	0.0234284126664173	0.0209962698694615	0.0106630031878207	0.00533485507549959	0.0448354717808058	0.0112337961838737	0.104664272137665	0.0212645041923636	0.153924278800386	0.0468330859357625	0.084082819442235	0.0333261539317443	0.0716748847388018	0.00753027395727046	0.178661822203324	0.00445600438353306	0.00455733200694379	0.425961451659904	0.105784623611687	0.179972614789108	0.00911466401388758	0.121234224828675	0.164043093914983	0.00455733200694379	0.0150605479145409	0.00753027395727047	0.00455733200694379	2.05688301244262	0.0380481702135147	0.272483045250495	0.363448648573976	0.181400009330291	0.0197183610536121
"Dryobalanops_lanceolata"	0.0034737718867191	0.0393285591312344	0.0176721756333505	0.0356659051343935	0.185647645250243	1.70140394925901	2.19864607050676	0.00494082029869713	0.0641988121780582	0.0316342205169739	0.00522180370373379	0.0185966581243348	0.535845547125158	0.0134063538641642	0.328723360027907	0.0189730112505758	0.0234443025547652	0.0208359330948617	0.0105581748972084	0.00494082029869713	0.0382416993137262	0.0117985677393703	0.0887666402367199	0.0226044365956183	0.16227913284588	0.0390404297343332	0.120155346679495	0.0369534312417314	0.0625248620544685	0.00455733200694379	0.15438986163196	0.00458561637442202	0.00955933074133372	0.406140288068184	0.121806614361006	0.231342344986239	0.0191186614826674	0.0773488322501352	0.134825359708553	0.00955933074133371	0.00911466401388759	0.00455733200694379	0.00955933074133371	1.90496071516434	0.0467234153566414	0.459221131635571	0.376988609402615	0.156538744574447	0.0135800435732639
"Shorea_smithiana"	0.00345945776073427	0.0334165276797331	0.0143041012137793	0.0270932165538885	0.170221197444596	1.79251130536786	1.02274980183031	1.00668488620348	0.0490410338065779	0.0251469562016812	0.00410003692395669	0.0120207471280179	0.631522546040757	0.011843647221385	0.377981407211476	0.0182125783756135	0.0285737008880741	0.0167008772667852	0.0108889834146695	0.00668488620347588	0.0396809621274195	0.0100249583039199	0.0911035656095943	0.0253398808018705	0.121451697212261	0.0430694825258666	0.0838973964402265	0.0293093848786602	0.0579520699945277	0.00480136956794963	0.153753678254856	0.00348341355692852	0.00444673826882742	0.318891760752187	0.0823984685191207	0.149550587783391	0.00889347653765484	0.0787532794474485	0.117938979068575	0.00444673826882742	0.00960273913589927	0.00480136956794963	0.00444673826882742	2.57739501400681	0.0334683297097275	0.248629435666511	0.281619313059789	0.132825850907961	0.0148654270195723
"Shorea_xantophylla"	0.00345408130298241	0.034712873537466	0.0191279354722902	0.0406692380952915	0.187243257223319	1.61635447552869	1.208104920078	0.00445827580059799	1.12750666681389	0.0352136262912249	0.00635779003076547	0.0214929642085069	0.481358007507177	0.0667783110095029	0.33393496592976	0.0199372641606683	0.0223431451946507	0.0210897538918582	0.00856206685959787	0.00445827580059799	0.0361512410296028	0.0104138620612398	0.0812490630692767	0.0223776559890911	0.118553963926663	0.054482219208512	0.0813723534270386	0.238505902011423	0.0627952726618352	0.00432952091659471	0.153514724576996	0.00522890204082319	0.00525263008729567	0.494494780170648	0.0862417835405953	0.334535141828876	0.0105052601745913	0.0748298648788398	0.113712525440343	0.00525263008729567	0.00865904183318942	0.00432952091659471	0.00525263008729567	1.71891300311945	0.0324395655535294	0.555160465678388	0.278748371487643	0.126869850897075	0.0126703585624159
"Shorea_domatiosa"	0.00354701598968776	0.0315249617752805	0.0244107409336982	0.0280940106010761	0.195210898400268	1.58436107881819	1.30965672940272	0.00502939124033625	0.0774699778406948	1.05136786137458	0.00413787061612743	0.0316012041100759	0.508121800402993	0.0124501688400128	0.310691885645961	0.0274098905697081	0.0272803952101464	0.0164881593465092	0.00927446237844233	0.00502939124033625	0.0343369940745568	0.00945748853258415	0.0798867037174621	0.0287026878824564	0.122635388434176	0.0367195619064798	0.0857425325746028	0.0341374936364186	0.0651974313697754	0.00424382431826302	0.157645155097234	0.00361208707728122	0.00569415969305531	0.321834381254356	0.0871684620240795	0.165882980715797	0.0113883193861106	0.0767232323041158	0.113431033801781	0.00569415969305531	0.00848764863652604	0.00424382431826302	0.00569415969305531	1.93910973377409	0.0340388243890752	0.872080554426876	0.28356747824635	0.126763807312073	0.0127219969732177
