"Fuchsia_regia"	"Gaylussacia_brasiliensis"	"Aechmea_cylindrata"	"Nematanthus_australis"	"Vriesea_altodaserrae"	"Aegiphila_obducta"	"Nidularium_inocentii"	"Thalurania_glaucopis"	"Clytolaema_rubricauda"	"Stephanoxis_lalandi"	"Amazilia_versicolor"
"Fuchsia_regia"	3.96990380037418	0.317335747922192	0.374170917717394	0.529883408003963	0.0396703861584466	0.0279917969180413	0.00420183764261715	2.27366103550506	1.87648712672795	0.528892913203654	0.057801029826493
"Gaylussacia_brasiliensis"	1.28845960300938	2.71818258573443	0.87694555326959	0.351366546872323	0.0165141290522583	0.00967690498661743	0.002012571812236	1.08902496950992	0.648711037991761	2.86363764289072	0.13546845487075
"Aechmea_cylindrata"	1.88202386971286	1.08636538688621	1.8137481720473	0.43844533731537	0.0251271050284032	0.0143337723934779	0.00311425135321692	1.68515601001849	0.96089363082204	1.81060897814368	0.280183486278948
"Nematanthus_australis"	2.72627035873795	0.445243105196989	0.448486070230989	1.58056941733573	0.0372474876168918	0.0206445670325877	0.00469688858570001	2.54153860137323	1.38395060477718	0.742071841994982	0.0692810571177722
"Vriesea_altodaserrae"	2.97087114119922	0.304593935852764	0.374114674867337	0.542157875312537	1.03983194880947	0.0272560718464761	0.00433224684903116	2.34422690608686	1.82716629785636	0.507656559754606	0.0577923415653274
"Aegiphila_obducta"	3.14441185379331	0.267727704629749	0.320120916787674	0.450739713544832	0.0408841077697142	1.03588089614341	0.00339270206815468	1.83582878576814	2.40534896368793	0.446212841049582	0.0494515147574989
"Nidularium_inocentii"	2.83203857112396	0.334086920831176	0.417309681331067	0.615292404726701	0.0389902216412804	0.0203562124089281	1.00508388267373	2.75094540234184	1.3646201651911	0.556811534718626	0.0644650030115902
"Thalurania_glaucopis"	3.14670952347106	0.371207689812417	0.463677423701185	0.683658227474112	0.0433224684903116	0.0226180137876979	0.00564875852636927	3.05660600260204	1.51624462799012	0.618679483020696	0.0716277811239891
"Clytolaema_rubricauda"	3.49379094865923	0.297475227366388	0.35568990754186	0.500821903938702	0.0454267864107935	0.0398676623815679	0.00376966896461631	2.0398097619646	2.67260995965326	0.495792045610646	0.0549461275083321
"Stephanoxis_lalandi"	1.43162178112154	1.90909176192715	0.974383948077322	0.390407274302581	0.018349032280287	0.0107521166517971	0.00223619090248444	1.21002774389991	0.720790042213068	3.18181960321191	0.150520505411944
"Amazilia_versicolor"	1.69382148274158	0.977728848197588	1.63237335484257	0.394600803583833	0.0226143945255629	0.0129003951541301	0.00280282621789523	1.51664040901664	0.864804267739836	1.62954808032931	1.25216513765105
