"Stillingia_lineata"	"Gaertnera_sp1_M_PL_080"	"Aphloia_theiformis"	"Syzygium_coriaceum"	"Euodia_chapelieri"	"Warneckea_trinervis"	"Nacoleia_sp1_M_PL_080"	"Chaetocnema_sp1_M_PL_080"	"Chrysomya_megacephala"	"Apis_mellifera"	"Villa_unifasciata"	"Brachymyrmex_sp1_M_PL_080"	"Phorinia_sp1_M_PL_080"	"Stomorhina_lunata"	"Ahasverus_advena"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Episyrphus_sp1_M_PL_080"	"Lecithoceridae_sp1_M_PL_080"	"Mauritiborium_undulatus"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_080"	"Musca_domestica"	"Pachycerina_crinicornis"	"Pelecophora_intemipta"	"Polistes_hebraeus"	"Sarcophaga_arno"	"Technomyrmex_albipes"
"Stillingia_lineata"	3.56682550716873	0.779917743647367	0.291373726333665	0.325804783134938	0.261358789761176	0.037877344690968	0.4208593854552	0.653396974402941	0.599575494455823	0.165159051595913	0.365475919491563	0.112387008728699	0.418714298667633	0.12379538995604	0.279142865778422	0.180861195788189	0.279142865778423	0.0412897628989782	0.0412897628989782	0.139571432889211	0.0374623362428998	0.139571432889211	0.139571432889211	0.139571432889211	0.139571432889211	0.0412897628989782	0.139571432889211	0.139571432889211
"Gaertnera_sp1_M_PL_080"	1.05518282964055	3.17161039780449	0.211461036271391	0.454640074147866	0.241800208630273	0.128463348242272	1.42737053602524	0.604500521575681	0.333067837362033	0.67163514306448	0.177963384440744	0.0815635425618221	0.123869288696935	0.122571706163395	0.0825795257979565	0.209198548665098	0.0825795257979565	0.16790878576612	0.16790878576612	0.0412897628989782	0.0271878475206074	0.0412897628989782	0.0412897628989782	0.0412897628989782	0.0412897628989782	0.16790878576612	0.0412897628989782	0.0412897628989782
"Aphloia_theiformis"	0.957370815096328	0.513548230944806	3.05981506005035	0.534124620039947	0.163968691261494	0.0343304773439186	0.381449748265762	0.409921728153736	0.177037192492207	0.108751390082429	0.548448158926836	1.18021438030513	0.112387008728699	0.866928279876082	0.0749246724857996	0.0646501837635072	0.0749246724857996	0.0271878475206074	0.0271878475206073	0.0374623362428998	0.393404793435045	0.0374623362428998	0.0374623362428998	0.0374623362428998	0.0374623362428998	0.0271878475206074	0.0374623362428998	0.0374623362428998
"Syzygium_coriaceum"	1.2489183353506	1.28814687675229	0.623145390046605	1.60450209963545	0.404555047470809	0.0938901454810994	1.04322383867888	1.01138761867702	0.263678881003143	0.27278404448872	0.41853544289179	0.240356079017976	0.146612152410722	0.400912700957301	0.0977414349404814	0.117066728592421	0.0977414349404814	0.0681960111221799	0.0681960111221799	0.0488707174702407	0.0801186930059921	0.0488707174702407	0.0488707174702407	0.0488707174702407	0.0488707174702407	0.0681960111221799	0.0488707174702407	0.0488707174702407
"Euodia_chapelieri"	1.50281304112676	1.02765088667866	0.286945209707615	0.606832571206214	1.78379142106013	0.0551247649574635	0.612497388416261	1.95947855265032	0.28962795772687	0.217620187767245	0.245529296607298	0.110678866601509	0.176417183088794	0.164810796748605	0.117611455392529	0.113210774638076	0.117611455392529	0.0544050469418113	0.0544050469418113	0.0588057276962647	0.0368929555338362	0.0588057276962647	0.0588057276962647	0.0588057276962647	0.0588057276962647	0.0544050469418113	0.0588057276962647	0.0588057276962647
"Warneckea_trinervis"	0.871178927892264	2.18387692011862	0.24031334140743	0.563340872886597	0.220499059829854	1.18394877260207	2.04387525113416	0.551247649574635	0.25197545430553	0.462468053672179	0.183577780986259	0.0926922888285802	0.102268830665614	0.146295990152043	0.0681792204437424	0.149706623639916	0.0681792204437424	0.115617013418045	0.115617013418045	0.0340896102218712	0.0308974296095268	0.0340896102218712	0.0340896102218712	0.0340896102218712	0.0340896102218712	0.115617013418045	0.0340896102218712	0.0340896102218712
"Nacoleia_sp1_M_PL_080"	0.96797658654696	2.42652991124291	0.267014823786034	0.62593430320733	0.244998955366504	0.204387525113416	2.27097250126018	0.612497388416261	0.279972727006144	0.513853392969088	0.203975312206954	0.102991432031756	0.113632034072904	0.162551100168937	0.075754689381936	0.16634069293324	0.075754689381936	0.128463348242272	0.128463348242272	0.037877344690968	0.0343304773439186	0.037877344690968	0.037877344690968	0.037877344690968	0.037877344690968	0.128463348242272	0.037877344690968	0.037877344690968
"Chaetocnema_sp1_M_PL_080"	1.66979226791863	1.14183431853184	0.318828010786239	0.674258412451349	0.870879356733475	0.0612497388416261	0.680552653795845	2.17719839183369	0.321808841918744	0.241800208630273	0.272810329563664	0.122976518446121	0.196019092320882	0.18312310749845	0.130679394880588	0.125789749597862	0.130679394880588	0.0604500521575681	0.0604500521575681	0.0653396974402941	0.0409921728153736	0.0653396974402941	0.0653396974402941	0.0653396974402941	0.0653396974402941	0.0604500521575681	0.0653396974402941	0.0653396974402941
"Chrysomya_megacephala"	2.75804727449679	1.13243064703091	0.247852069489089	0.316414657203771	0.231702366181496	0.0503950908611059	0.559945454012288	0.57925591545374	1.49164656673336	0.239808842900664	0.295176071233259	0.0956000839457915	0.323770767006144	0.11119558787776	0.215847178004096	0.167875799727214	0.215847178004096	0.0599522107251659	0.0599522107251659	0.107923589002048	0.0318666946485972	0.107923589002048	0.107923589002048	0.107923589002048	0.107923589002048	0.0599522107251659	0.107923589002048	0.107923589002048
"Apis_mellifera"	0.949664546676499	2.85444935802404	0.190314932644252	0.409176066733079	0.217620187767245	0.115617013418045	1.28463348242272	0.544050469418113	0.29976105362583	1.60447162875803	0.160167045996669	0.0734071883056399	0.111482359827241	0.110314535547055	0.0743215732181608	0.188278693798588	0.0743215732181608	0.151117907189508	0.151117907189508	0.0371607866090804	0.0244690627685466	0.0371607866090804	0.0371607866090804	0.0371607866090804	0.0371607866090804	0.151117907189508	0.0371607866090804	0.0371607866090804
