"Medusagyne_oppositifolia"	"Nephrosperma_vanhoutteanum"	"Deckenia_nobilis"	"Psychotria_pervillei"	"Phoenicophorium_borsigianum"	"Erythroxylum_sechellarum"	"Syzygium_wrightii"	"Diospyros_seychellarum"	"Memecylon_eleagni"	"Mimusops_sechellarum"	"Canthium_bibracteatum"	"Timonius_sechellensis"	"Apis_mellifera"	"Lasioglossum_mahense"	"Ornidia_obesa"	"Nectarinia_dussumieri"	"Phelsuma_sp1_M_PL_088"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_germana"	"Megachile_seychellensis"	"Geron_seychellarum"	"Unidentified_sp2_M_PL_088"	"Mabuya_sechellensis"	"Musca_domestica"	"Parasarcophaga_hirticeps"	"Rhiparida_seychellensis"	"Rhynchium_brunneum"	"Cratopus_aurostriatus"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_088"	"Lampides_boeticus"	"Lygistorrhina_sp1_M_PL_088"	"Scaptodrosophila_sp1_M_PL_088"	"Unidentified_sp1_M_PL_088"
"Medusagyne_oppositifolia"	2.25576471045745	0.792130396402668	0.86686636534455	0.435698179877567	0.252028958379954	0.252248121581421	0.0763921453553332	0.133661509846346	0.0964372754181569	0.0469875236796978	0.0417268672472225	0.0132158411464726	2.64631638186861	0.540153979249848	0.445563560976742	0.117474143524201	0.137588336246473	0.116890291082337	0.197974118316235	0.0819223747526933	0.0392785798376492	0.0388864012779491	0.0114588218033	0.0688199403190403	0.0473721039188369	0.0238764276359956	0.0688199403190409	0.0119382138179978	0.0344099701595206	0.0344099701595206	0.0133543123190164	0.0129621337593164	0.0344099701595203	0.0129621337593165
"Nephrosperma_vanhoutteanum"	0.849739879777407	2.19490892634511	0.747507512968642	0.348452236205046	0.35892110402051	0.316408111062641	0.073805913624908	0.136486957745468	0.102551695213508	0.0598958801781309	0.0617112545383597	0.0127684230571091	2.04200030250591	1.0577010616704	0.289370243632831	0.113497093840969	0.192000751233793	0.244644166434782	0.136644051840604	0.174376331580774	0.0885844006885146	0.107750074566033	0.0110708870437362	0.0259242675186322	0.0488788252813273	0.0340030519598378	0.0259242675186327	0.0170015259799189	0.0129621337593164	0.0129621337593164	0.0167510176444928	0.0359166915220109	0.0129621337593162	0.035916691522011
"Deckenia_nobilis"	1.02290231110657	0.822258264265507	1.92823901455438	0.441331845424825	0.297271210862143	0.2790398833856	0.0919684356191585	0.140017275269049	0.105045574143836	0.073209198725747	0.0459643420179136	0.0159105393621144	2.77574315647829	0.655216661706303	0.29759384885687	0.141427016552128	0.233438982592577	0.125115460973733	0.104928243347881	0.0853244278692781	0.0416829701755205	0.0403654057003067	0.0137952653428738	0.0312071891524032	0.0290587298096374	0.0281625357658872	0.0312071891524037	0.0140812678829436	0.015603594576202	0.015603594576202	0.0147726997086494	0.0134551352334356	0.0156035945762017	0.0134551352334357
"Psychotria_pervillei"	1.02824770451106	0.7665949196511	0.88266369084965	1.46144860402545	0.267184974895248	0.257028438626166	0.208523982766777	0.136731071674495	0.0987490264410927	0.073830767085453	0.0460800651917	0.0360746490186523	2.72791944313806	0.541730751517943	0.331484378626488	0.320663546832465	0.153821221753632	0.154469832598884	0.103514233384725	0.0809416131402879	0.0386959489340309	0.0376328415101449	0.0312785974150165	0.0313702689511842	0.028229414978974	0.0253122607795498	0.0313702689511847	0.0126561303897749	0.0156851344755925	0.0156851344755925	0.0136073879272676	0.0125442805033816	0.0156851344755922	0.0125442805033818
"Phoenicophorium_borsigianum"	0.782616239179855	1.03898214321727	0.782292660163534	0.351559177493747	1.52970011417618	0.30855170668673	0.0879483024162168	0.1140387386671	0.104196564372898	0.0841052965861679	0.0639518954591433	0.0152150563180055	2.08482358049685	1.06836211520568	0.223861512665171	0.135244945048938	0.280663941833254	0.261768287112224	0.0936941210498267	0.0936648201197731	0.0503381423138412	0.0510045779397567	0.0131922453624325	0.0238764276359951	0.0289397397979167	0.144918958185112	0.0238764276359955	0.0724594790925558	0.0119382138179978	0.0119382138179978	0.0163350903540034	0.0170015259799189	0.0119382138179977	0.017001525979919
"Erythroxylum_sechellarum"	0.875449363135518	1.02367330049678	0.820705539369412	0.377982997979656	0.344851907473404	1.39402453863185	0.0713476118431956	0.126284569004843	0.112306145298267	0.0496735113585091	0.0545152732965326	0.0123431368488728	2.36913838231386	1.07511230350919	0.240556351395476	0.109716771989981	0.152086710965185	0.146387238846698	0.100273596884067	0.0954180986040606	0.107303334393025	0.0502530529334782	0.0107021417764793	0.0267086246380322	0.0301053299635091	0.0326701807080067	0.0267086246380326	0.0163350903540034	0.0133543123190164	0.0133543123190164	0.0738012991040393	0.0167510176444928	0.0133543123190162	0.0167510176444929
"Syzygium_wrightii"	0.375594714663721	0.338277104114161	0.383201815079827	0.434424964097451	0.139251478825677	0.101075783444527	2.76885276435374	0.0510752595294816	0.0378052513001481	0.336316464149376	0.0182707669455349	0.279011528233197	0.994269313765737	0.238752561583006	0.118974302339994	2.48010247318398	0.233464553732579	0.0619899917629417	0.0397179415519861	0.0336337074816057	0.0164219579319759	0.0166063305656043	0.415327914653062	0.0114588218032999	0.0112648544235181	0.0131922453624325	0.0114588218032999	0.00659612268121626	0.00572941090165001	0.00572941090165001	0.00535107088823967	0.0055354435218681	0.00572941090164992	0.00553544352186815
"Diospyros_seychellarum"	0.985753635116801	0.938347834500093	0.875107970431554	0.427284598982797	0.270842004334362	0.268354709135291	0.0766128892942224	1.2123082299939	0.101184316527285	0.0490578157985154	0.0450498607741166	0.0132540298479005	2.71829088106514	0.60322828678045	0.258701924878532	0.117813598648004	0.145867276095098	0.131329833727539	0.1058941647813	0.334188482734089	0.0449165795057751	0.0460643482390954	0.0114919333941333	0.0300738397154272	0.0303917026040791	0.0256587162000975	0.0300738397154277	0.0128293581000487	0.015036919857714	0.015036919857714	0.0142070140130448	0.0153547827463652	0.0150369198577137	0.0153547827463653
"Memecylon_eleagni"	0.948299874945209	0.940057206123826	0.875379784531964	0.411454276837886	0.329955787180843	0.318200745011757	0.0756105026002963	0.134912422036379	1.11317214705696	0.0504639181331342	0.0525706133287412	0.0130806169498512	2.60414726329157	0.947733103397258	0.251942556148792	0.116272150665344	0.152302338154116	0.138756278686787	0.10309346512767	0.0918863120862903	0.0476114303587925	0.0461482628460787	0.0113415753900444	0.0289311826254465	0.0298483455947497	0.0312589693118693	0.0289311826254469	0.0156294846559347	0.0144655913127236	0.0144655913127236	0.0168459217947401	0.0153827542820262	0.0144655913127233	0.0153827542820264
"Mimusops_sechellarum"	0.554452779420433	0.65885468195944	0.73209198725747	0.369153835427265	0.319600127027438	0.168889938618931	0.807159513958503	0.0784925052776247	0.060556701759761	1.34335698817866	0.0309102399364959	0.139638595914821	1.46178414591316	0.46433717224298	0.169855705611679	1.2412319636873	0.829963820334162	0.106746808987669	0.0638512881758551	0.0607858474157198	0.0305037489086588	0.0323437752961907	0.121073927093776	0.0169155085246911	0.0192390126944092	0.0302779067710205	0.0169155085246911	0.0151389533855102	0.00845775426234563	0.00845775426234564	0.00894123204453164	0.0107812584320636	0.0084577542623455	0.0107812584320636
