"Centaurea_nigra"	"Leucanthemum_vulgare"	"Cirsium_palustre"	"Ranunculus_acris"	"Cirsium_arvense"	"Filipendula_ulmaria"	"Galium_verum"	"Hypochoeris_radicata"	"Primula_veris"	"Lotus_corniculatus"	"Lathyrus_pratensis"	"Orchis_morio"	"Taraxacum_officinale"	"Trifolium_repens"	"Cerastium_fontanum"	"Trifolium_dubium"	"Bombus_lapidarius"	"Maniola_jurtina"	"Bombus_pascuorum"	"Calocoris_bipunctatus"	"Empis_livida"	"Psithyrus_vest"	"Episyrphus_balteatus"	"Bombus_pratorum"	"Apis_mellifera"	"Bombus_terrestris.lucorum"	"Eristalis_tenax"	"Helophilus_sp1_M_PL_007"	"Syrphus_sp1_M_PL_007"	"Scathophaga_stercoraria"	"Sphaerophoria_sp1_M_PL_007"	"Anthophora_plumipes"	"Cheilosia_bergenstammi"	"Lucillia_sp1_M_PL_007"	"Melanostoma_sp1_M_PL_007"	"Platycheirus_sp1_M_PL_007"	"Eriothrix_rufomaculatus"	"Eristalis_nemorum"	"Meliscaeva_sp1_M_PL_007"	"Andrena_chrysosceles"	"Pollenia_sp1_M_PL_007"	"Andrena_pubescens"	"Bombus_hortorum"	"Cephus_pygmaeus"	"Eristalis_intricarius"	"Lasioglossum_calceatum"	"Lasioglossum_villosulum"	"Lycaena_phlaeas"	"Panameria_tenebrata"	"Sarcophagus_sp1_M_PL_007"	"Tropidia_scitta"	"Volucella_bombylans"
"Centaurea_nigra"	4.27316923991966	0.581957650847322	0.0990527563024353	0.0537811161939954	0.0540317845048206	0.0455427415223656	0.0277964056962154	0.0332061817819169	0.0220026949982152	0.0226155212494738	0.017634039829947	0.0109723947865842	0.0079788467440882	0.0088170199149735	0	0.00459950044483342	2.69837359430227	0.719205819411111	0.23512053106596	0.194444082628694	0.13375935516857	0.105337856768447	0.0855670435551203	0.0758194984809594	0.0741624413539775	0.0627908919861383	0.0515943489209917	0.0493159718069121	0.0548231477087215	0.02602517603193	0.0225300897079398	0.012376515936496	0.0113889422528461	0.0143496407058244	0.0134377615303011	0.0175977502697732	0.0112219860125396	0.0107622305293683	0.00928188130287914	0.0071748203529122	0.00717482035291219	0.00284723556321152	0.00529731723956934	0.00284723556321152	0.0024753031872992	0.00284723556321152	0.00373569545046636	0	0.00239365402322646	0.00358741017645618	0.00358741017645623	0.00358741017645623
"Leucanthemum_vulgare"	2.89384420900791	1.91161157363848	0.0949094396318786	0.0922114456284898	0.0582342347205103	0.0563172533838306	0.0311040370292818	0.0289830222911416	0.0243150796385445	0.0175282077221303	0.0126453327843825	0.0121346719377317	0.019261540487025	0.00632266639219123	0	0.00373518044331301	2.19130586007697	0.788987622801732	0.168604437125099	0.133178367217685	0.279171252021986	0.108111424101982	0.0767512640183895	0.102474206766651	0.0502237424703853	0.0903542626749107	0.121041187180222	0.12989567237639	0.060387863172091	0.0744615617812851	0.044208879984373	0.0136772322966813	0.0195271296625037	0.0471356278431406	0.0326733903409835	0.0231825213174846	0.0120948025957983	0.0353517208823554	0.021547471792037	0.0235678139215703	0.0235678139215703	0.00488178241562593	0.00358741017645571	0.00488178241562593	0.00273544645933625	0.00488178241562593	0.00326059000775399	0	0.0057784621461075	0.0117839069607852	0.0117839069607853	0.0117839069607853
"Cirsium_palustre"	3.12662178589426	0.602468616793665	1.24267721109526	0.0534604767450311	0.0436737562671721	0.0386020389507518	0.0230001864987699	0.0282501818000449	0.01884575908265	0.0246039299964822	0.0247664480268507	0.0118607281459604	0.00786998276549428	0.0123832240134253	0	0.00407356866101896	2.38982694779779	0.562458460012154	0.330219307024675	0.142558754880656	0.119936272122788	0.446665268476447	0.0680280662849341	0.244083055811476	0.054263683887421	0.0516972054498846	0.0479477139228191	0.0477206917523123	0.0435279885143667	0.0265907540856151	0.0214171034325044	0.0106007394839906	0.0113210421342419	0.0148553905510767	0.0131531087304052	0.0143609554001357	0.00907070322472035	0.0111415429133075	0.0093743687048901	0.00742769527553834	0.00742769527553834	0.00283026053356047	0.00387597742052965	0.00283026053356047	0.00212014789679812	0.00283026053356047	0.00317814545250567	0	0.00236099482964828	0.00371384763776924	0.00371384763776929	0.00371384763776929
"Ranunculus_acris"	2.29677002099063	0.791933591868207	0.0723288803021008	1.83180099368621	0.0410837133413113	0.061058422985365	0.0269630006651164	0.0233722077676999	0.0156925176880102	0.018018230272653	0.0179621461077637	0.0121269843812954	0.0420537258870144	0.00898107305388187	0	0.00301238573959038	1.76726630055969	0.578574408968264	0.23949528143685	0.10534473735309	0.131799496585321	0.0714542582738999	0.0681922789123764	0.0585078387180637	0.0398612978849613	0.048952204823723	0.0570571301541703	0.151489994948423	0.0414823505954035	0.230980429175715	0.0366638347852984	0.00882704119950573	0.387910798662961	0.0195271296625037	0.111320646220895	0.0151556352659514	0.00853277123242619	0.0146453472468778	0.198837181747107	0.00976356483125187	0.00976356483125187	0.0969776996657403	0.0028472355632111	0.0969776996657403	0.00176540823990115	0.0969776996657403	0.00262937337386665	0	0.0126161177661043	0.00488178241562599	0.00488178241562602	0.00488178241562602
"Cirsium_arvense"	3.01746735003844	0.654015251476501	0.0772689533957659	0.0537248559078686	1.30138641981877	0.037172463974425	0.0218532286861633	0.025938961346247	0.0178313180513634	0.0172774136172944	0.0126536694849824	0.00858379992551409	0.00800718131275559	0.00632683474249118	0	0.00365019295826775	2.14144653551708	1.07987260182369	0.168715593133098	0.224759815061006	0.211875282261831	0.0811712885785446	0.0642393708694866	0.0621775713260633	0.0523692680585184	0.0520893236405479	0.0502943285980164	0.0506415897384961	0.0427418385074079	0.028248672875108	0.0207454073544817	0.0100301164038919	0.0113770283099016	0.0161264034610644	0.0136953936060895	0.0143008596717077	0.27028794873159	0.0120948025957983	0.00972011502021689	0.0080632017305322	0.0080632017305322	0.0028442570774754	0.00374066200417957	0.0028442570774754	0.00200602328077837	0.0028442570774754	0.00291813315145335	0	0.00240215439382668	0.00403160086526617	0.0040316008652662	0.00403160086526621
"Filipendula_ulmaria"	2.75533586210312	0.685193249503273	0.0739872413222743	0.0864994325626004	0.0402701693056271	1.21180984178686	0.183713773280104	0.0863861844872967	0.0170499477648994	0.0167579536430866	0.0127889062928278	0.0480210892672562	0.0354952901056463	0.00639445314641388	0	0.00345450016555757	2.02664009712711	0.527972222189316	0.170518750571037	0.125753336908469	0.124836576629779	0.0768210727519421	0.548718612703366	0.0600252266175814	0.047819878598484	0.050362734055907	0.139147001010632	0.0536487329901301	0.223847449329666	0.0409263204984351	0.165723838941483	0.00959059561775593	0.0183175268956095	0.0168951760151492	0.103912707865491	0.101940943366157	0.00836380439424563	0.0126713820113619	0.013382557451592	0.0084475880075746	0.0084475880075746	0.00457938172390237	0.00341570561417711	0.00457938172390237	0.00191811912355118	0.00457938172390237	0.0097184457548214	0	0.0106485870316939	0.00422379400378736	0.0042237940037874	0.0042237940037874
"Galium_verum"	2.52252381693155	0.567648675784393	0.0661255361839634	0.0572963764133723	0.0355114966150154	0.275570659920156	1.38370701370351	0.125108914426759	0.0147677556837607	0.0153798419654626	0.0130202232769499	0.10081561515847	0.0762152802593434	0.00651011163847496	0	0.00295657677566254	1.73452504172203	0.470240116568273	0.173602977025999	0.115033931296866	0.106840623592144	0.0687229280361665	1.10008438764607	0.0528628698800114	0.0437793389715395	0.044174158469988	0.0615419239086323	0.0442795705144161	0.0842984296783919	0.0464272800564252	0.392109554534233	0.00830686257211537	0.0121333502993024	0.0139968166631768	0.0306995454004257	0.0304211949414544	0.00737546468158011	0.0104976124973826	0.00956587931544539	0.00699840833158841	0.00699840833158841	0.00303333757482559	0.00312709564082396	0.00303333757482559	0.00166137251442307	0.00303333757482559	0.0140747528730108	0	0.022864584077803	0.00349920416579426	0.00349920416579429	0.00349920416579429
"Hypochoeris_radicata"	3.01346099670899	0.528940156813338	0.0812192726751298	0.0496659415063627	0.0421508121876518	0.129579276730945	0.125108914426759	1.18787531454483	0.0186626319727848	0.0192790667681302	0.0132330297112757	0.0290739716863782	0.0140711435111386	0.00661651485563787	0	0.00422085063749745	2.4762323739985	0.532142962074166	0.176440396150343	0.137403169368218	0.109222583261644	0.0800352790488893	0.429202001139571	0.0589010954525131	0.0522997363065197	0.0482880597394311	0.050270842175999	0.0427066643523321	0.185743912564701	0.0257830398398414	0.0573326660756037	0.0104977304846914	0.010517493495465	0.0130423600310138	0.0188689991441941	0.0204504266635057	0.00875439945435845	0.00978177002326036	0.00851933675548598	0.00652118001550691	0.00652118001550691	0.00262937337386626	0.00373569545046522	0.00262937337386626	0.00209954609693828	0.00262937337386626	0.133635972886294	0	0.00422134305334159	0.00326059000775353	0.00326059000775358	0.00326059000775358
"Primula_veris"	1.99674457108803	0.443750203403437	0.0541815573626187	0.0333466000870217	0.0289758918334654	0.0255749216473491	0.0147677556837607	0.0186626319727845	2.60825632311278	0.0123873905112614	0.00842441640509064	0.00577221950393633	0.00537614315319174	0.00421220820254532	0	0.00272506076957202	1.59870231814892	0.370883738766908	0.112325552067875	0.0911169380235498	0.0839432875277947	0.0548711607999843	0.0433738951241942	0.0419602493822674	0.0346542446221888	0.326908494145263	0.0339630468194751	0.0340704792078621	0.0287337995738076	0.0188208917224411	0.0140562658682083	1.46714418175094	0.00706163295960459	0.010941785837345	0.00915442028212484	0.00960417195748585	0.00601806984233513	0.00820633937800876	0.00626626293913855	0.00547089291867251	0.00547089291867251	0.00176540823990115	0.00247530318729901	0.00176540823990115	0.293428836350189	0.00176540823990115	0.00209954609693873	0	0.00161284294595752	0.00273544645933631	0.00273544645933633	0.00273544645933633
"Lotus_corniculatus"	3.28377368542359	0.511823665486204	0.113178077983818	0.0612619829270202	0.0449212754049655	0.0402190887434078	0.0246077471447401	0.030846506829008	0.0198198248180182	1.03599643062877	0.0448233114069833	0.0172225971615483	0.00772378676686074	0.0224116557034916	0	0.00452825830842444	2.656578207609	0.567497607984823	0.59764415209311	0.149658512147703	0.11099021432474	0.0937444172637482	0.0733495497299555	0.0660565671466266	0.0569911135486739	0.0505714678411865	0.0436245096403224	0.0429356429987225	0.0443088068840784	0.0245790858781306	0.0223472447218117	0.0111486514601352	0.0129731257963102	0.0126203095599338	0.0125698678848	0.0143130966955496	0.00932980335333898	0.00946523216995035	0.00964164028813853	0.0063101547799669	0.0063101547799669	0.00324328144907754	0.0040707938249048	0.00324328144907754	0.00222973029202704	0.00324328144907754	0.0034702320182641	0	0.00231713603005822	0.00315507738998353	0.00315507738998358	0.00315507738998358
