"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Dillenia_suffruticosa"	"Chrysobalanus_icaco"	"Nepenthes_pervillei"	"Roscheria_melanochaetes"	"Cinnamomum_verum"	"Mimusops_sechellarum"	"Canthium_bibracteatum"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp1_M_PL_126"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_126"	"Unidentified_sp2_M_PL_126"	"Hemipyrellia_germana"	"Unidentified_sp3_M_PL_126"	"Unidentified_sp4_M_PL_126"	"Chalcidoma_disjunctum"	"Hemipyrellia_sp1_M_PL_126"	"Neavella_albipectus"	"Nectarinia_dussumieri"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Unidentified_sp5_M_PL_126"
"Nephrosperma_vanhoutteanum"	3.21131080663973	0.728578544337331	0	0.285342456160388	0.245668128351785	0.227872505345756	0.232798170770074	0.241918416283377	0.0896688668484018	2.39116978262405	0.975033256735594	0.815277185792594	0	0.106671896235133	0.13339291042965	0.0491336256703572	0.0455745010691512	0.0455745010691512	0.0273216954126495	0.026189794211633	0.0227872505345756	0.0256808210544349	0.0245668128351787	0.0256808210544349	0.0227872505345756
"Memecylon_eleagni"	1.97323355758027	1.914496289753	0	0.361098519765422	0.310890985852832	0.140926632463864	0.294604160910148	0.154432538575022	0.113475209836284	3.02600559563424	0.709876742086976	0.504204173926269	0	0.0670329196176555	0.0819650862379497	0.0621781971705666	0.0281853264927728	0.0281853264927728	0.071793610865737	0.0331429681023913	0.0140926632463864	0.032498866778888	0.0310890985852834	0.0324988667788881	0.0140926632463864
"Dillenia_suffruticosa"	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysobalanus_icaco"	1.85472596504252	0.866636447437014	0	1.55275873712723	0.309464200389676	0.131885903124267	0.293252121277931	0.141480087195977	0.112954433142232	3.01211821712618	0.596804451571671	0.471858453400157	0	0.062061414904829	0.0770424631633047	0.0618928400779353	0.0263771806248535	0.0263771806248535	0.0324988667788875	0.0329908636437669	0.0131885903124267	0.139748286341451	0.0309464200389677	0.139748286341451	0.0131885903124267
"Nepenthes_pervillei"	1.77426981587401	0.829042628940887	0	0.343849111544084	1.66590296795268	0.126164825134858	0.280531138848067	0.135342823139531	0.108054583302729	2.88145555473943	0.570915673992078	0.451389707704716	0	0.0593692530710579	0.0737004385055357	0.333180593590536	0.0252329650269717	0.0252329650269717	0.0310890985852827	0.0315597531204071	0.0126164825134858	0.0309464200389676	0.166590296795268	0.0309464200389677	0.0126164825134858
"Roscheria_melanochaetes"	1.64574587194157	0.375804353236971	0	0.146539892360297	0.126164825134858	2.51538380856697	0.119555355853338	0.287913626468616	0.0460501611742234	1.22800429797929	0.520947803444536	1.22170651509515	0	0.0968221830550769	0.0683617516037268	0.0252329650269717	0.503076761713394	0.503076761713393	0.0140926632463862	0.0134499775335004	0.251538380856697	0.0131885903124267	0.0126164825134859	0.0131885903124268	0.251538380856697
"Cinnamomum_verum"	1.89148513750685	0.883812482730446	0	0.366565151597414	0.315597531204075	0.134499775335006	1.41172060907795	0.144284108395619	0.115193098889487	3.07181597038633	0.60863263437403	0.481210307309687	0	0.0632914220847926	0.0785693826349	0.0631195062408151	0.0268999550670011	0.0268999550670011	0.0331429681023912	0.158818568521268	0.0134499775335006	0.0329908636437672	0.0315597531204076	0.0329908636437673	0.0134499775335006
"Mimusops_sechellarum"	2.24638529405993	0.529482989400075	0	0.202114410279967	0.174012201179397	0.370174662602506	0.164896123880708	1.51257775990378	0.0635144534304798	1.69371875814613	0.856261435207032	1.32440268175563	0	0.420052363211693	0.0933113891378739	0.0348024402358794	0.0740349325205012	0.0740349325205012	0.0198556121025025	0.0185508139365794	0.0370174662602506	0.0181902969251971	0.0174012201179397	0.0181902969251971	0.0370174662602506
"Canthium_bibracteatum"	1.94282544838204	0.907801678690272	0	0.376514777140772	0.324163749908185	0.13815048352267	0.307181597038633	0.148200391337786	1.11831976871649	3.15519383243967	0.625152663021325	0.494271729936664	0	0.0650093321128084	0.0807019801635616	0.0648327499816372	0.027630096704534	0.027630096704534	0.0340425629508846	0.0345579296668458	0.013815048352267	0.0338863299426695	0.0324163749908187	0.0338863299426696	0.013815048352267
"Apis_mellifera"	2.15869494264671	1.00866853187808	0	0.418349752378636	0.360181944342428	0.153500537247411	0.341312885598481	0.164667101486429	0.131466409684986	3.50577092493297	0.694614070023695	0.549190811040738	0	0.0722325912364538	0.0896688668484018	0.0720363888684858	0.0307001074494822	0.0307001074494822	0.0378250699454274	0.0383976996298286	0.0153500537247411	0.0376514777140772	0.036018194434243	0.0376514777140773	0.0153500537247411
