"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Dillenia_suffruticosa"	"Chrysobalanus_icaco"	"Nepenthes_pervillei"	"Roscheria_melanochaetes"	"Cinnamomum_verum"	"Mimusops_sechellarum"	"Canthium_bibracteatum"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp1_M_PL_126"	"Xylocopa_caffra"	"Lygistorrhina_sp1_M_PL_126"	"Unidentified_sp2_M_PL_126"	"Hemipyrellia_germana"	"Unidentified_sp3_M_PL_126"	"Unidentified_sp4_M_PL_126"	"Chalcidoma_disjunctum"	"Hemipyrellia_sp1_M_PL_126"	"Neavella_albipectus"	"Nectarinia_dussumieri"	"Parasarcophaga_hirticeps"	"Polistes_olivaceus"	"Unidentified_sp5_M_PL_126"
"Lasioglossum_mahense"	2.75552876903537	0.740740948264671	0	0.259480196335509	0.223401785475161	0.203849140478296	0.211698307608358	0.260601306367358	0.0815416516984337	2.17444404529156	1.85213095863842	0.72932692482235	0	0.10516523975803	0.1144604257907	0.0446803570950322	0.0407698280956593	0.0407698280956593	0.0277777855599248	0.02381605960594	0.0203849140478296	0.0233532176701958	0.0223401785475162	0.0233532176701959	0.0203849140478296
"Unidentified_sp1_M_PL_126"	2.52347700364374	0.576233341630022	0	0.224694501619122	0.19345273187345	0.52358850646935	0.183318212308452	0.441467560585211	0.0706102471338092	1.88293992356824	0.798786631948288	1.8732833231459	0	0.148460680684451	0.104821352459048	0.03869054637469	0.10471770129387	0.10471770129387	0.0216087503111255	0.0206232988847006	0.052358850646935	0.020222505145721	0.019345273187345	0.020222505145721	0.052358850646935
"Xylocopa_caffra"	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0
"Lygistorrhina_sp1_M_PL_126"	2.31122441842788	0.536263356941244	0	0.206871383016097	0.178107759213174	0.290466549165231	0.168777125559447	0.980122180827284	0.0650093321128084	1.73358218967489	0.806266838144898	1.03922476479116	0	1.28403298679756	0.0960047066116195	0.0356215518426348	0.0580933098330461	0.0580933098330461	0.0201098758852964	0.0189874266254375	0.029046654916523	0.0186184244714487	0.0178107759213174	0.0186184244714487	0.029046654916523
"Unidentified_sp2_M_PL_126"	2.89017972597576	0.655720689903598	0	0.256808210544349	0.221101315516607	0.20508525481118	0.209518353693067	0.217726574655039	0.0807019801635616	2.15205280436164	0.877529931062035	0.733749467213335	0	0.0960047066116194	1.12005361938669	0.0442202631033215	0.0410170509622361	0.0410170509622361	0.0245895258713844	0.0235708147904697	0.020508525481118	0.0231127389489914	0.0221101315516608	0.0231127389489914	0.020508525481118
"Hemipyrellia_germana"	1.59684283428661	0.746138366046799	0	0.309464200389676	1.49931267115741	0.113548342621373	0.25247802496326	0.121808540825578	0.0972491249724557	2.59330999926548	0.51382410659287	0.406250736934245	0	0.0534323277639521	0.0663303946549821	1.29986253423148	0.0227096685242745	0.0227096685242745	0.0279801887267543	0.0284037778083664	0.0113548342621373	0.0278517780350708	0.149931267115741	0.0278517780350709	0.0113548342621373
"Unidentified_sp3_M_PL_126"	1.48117128474741	0.338223917913274	0	0.131885903124267	0.113548342621373	2.26384542771027	0.107599820268005	0.259122263821754	0.041445145056801	1.10520386818136	0.468853023100082	1.09953586358564	0	0.0871399647495692	0.0615255764433541	0.0227096685242746	1.45276908554205	0.452769085542054	0.0126833969217476	0.0121049797801504	0.226384542771027	0.0118697312811841	0.0113548342621373	0.0118697312811841	0.226384542771027
"Unidentified_sp4_M_PL_126"	1.48117128474741	0.338223917913274	0	0.131885903124267	0.113548342621373	2.26384542771027	0.107599820268005	0.259122263821754	0.041445145056801	1.10520386818136	0.468853023100082	1.09953586358564	0	0.0871399647495692	0.0615255764433541	0.0227096685242746	0.452769085542054	1.45276908554205	0.0126833969217476	0.0121049797801504	0.226384542771027	0.0118697312811841	0.0113548342621373	0.0118697312811841	0.226384542771027
"Chalcidoma_disjunctum"	1.77591020182224	1.7230466607777	0	0.32498866778888	0.279801887267549	0.126833969217478	0.265143744819133	0.13898928471752	0.102127688852655	2.72340503607081	0.638889067878278	0.453783756533642	0	0.0603296276558899	0.0737685776141547	0.0559603774535099	0.0253667938434955	0.0253667938434955	1.06461424977916	0.0298286712921521	0.0126833969217478	0.0292489801009992	0.027980188726755	0.0292489801009992	0.0126833969217478
"Hemipyrellia_sp1_M_PL_126"	1.70233662375617	0.7954312344574	0	0.329908636437673	0.284037778083667	0.121049797801505	1.27054854817015	0.129855697556057	0.103673789000539	2.7646343733477	0.547769370936627	0.433089276578718	0	0.0569622798763133	0.07071244437141	0.0568075556167335	0.024209959560301	0.024209959560301	0.0298286712921523	1.14293671166914	0.0121049797801505	0.0296917772793905	0.0284037778083669	0.0296917772793906	0.0121049797801505
"Neavella_albipectus"	1.48117128474741	0.338223917913274	0	0.131885903124267	0.113548342621373	2.26384542771027	0.107599820268004	0.259122263821754	0.041445145056801	1.10520386818136	0.468853023100082	1.09953586358564	0	0.0871399647495692	0.0615255764433541	0.0227096685242746	0.452769085542054	0.452769085542054	0.0126833969217476	0.0121049797801504	1.22638454277103	0.0118697312811841	0.0113548342621373	0.0118697312811841	0.226384542771027
"Nectarinia_dussumieri"	1.66925336853827	0.779972802693312	0	1.39748286341451	0.278517780350708	0.118697312811841	0.263926909150138	0.12733207847638	0.101658989828009	2.71090639541356	0.537124006414504	0.424672608060141	0	0.0558552734143461	0.0693382168469742	0.0557035560701417	0.0237394625623681	0.0237394625623681	0.0292489801009988	0.0296917772793904	0.0118697312811841	1.12577345770731	0.0278517780350709	0.125773457707306	0.0118697312811841
"Parasarcophaga_hirticeps"	1.59684283428661	0.746138366046798	0	0.309464200389676	1.49931267115741	0.113548342621373	0.25247802496326	0.121808540825578	0.0972491249724557	2.59330999926548	0.51382410659287	0.406250736934244	0	0.0534323277639521	0.0663303946549821	0.299862534231483	0.0227096685242745	0.0227096685242745	0.0279801887267547	0.0284037778083665	0.0113548342621373	0.0278517780350708	1.14993126711574	0.0278517780350709	0.0113548342621373
"Polistes_olivaceus"	1.66925336853827	0.779972802693312	0	1.39748286341451	0.278517780350708	0.118697312811841	0.263926909150138	0.12733207847638	0.101658989828009	2.71090639541356	0.537124006414504	0.424672608060141	0	0.0558552734143461	0.0693382168469742	0.0557035560701417	0.0237394625623681	0.0237394625623681	0.0292489801009988	0.0296917772793904	0.0118697312811841	0.125773457707306	0.0278517780350712	1.12577345770731	0.0118697312811841
"Unidentified_sp5_M_PL_126"	1.48117128474741	0.338223917913274	0	0.131885903124267	0.113548342621373	2.26384542771027	0.107599820268004	0.259122263821754	0.041445145056801	1.10520386818136	0.468853023100082	1.09953586358564	0	0.0871399647495692	0.0615255764433541	0.0227096685242745	0.452769085542054	0.452769085542054	0.0126833969217476	0.0121049797801504	0.226384542771027	0.0118697312811841	0.0113548342621373	0.011869731281184	1.22638454277103
