"Phoenicophorium_borsigianum"	"Nephrosperma_vanhoutteanum"	"Dillenia_ferruginea"	"Psychotria_pervillei"	"Erythroxylum_sechellarum"	"Paragenipa_wrightii"	"Memecylon_eleagni"	"Craterispermum_microdon"	"Syzygium_wrightii"	"Mimusops_sechellarum"	"Roscheria_melanochaetes"	"Apis_mellifera"	"Lasioglossum_mahense"	"Scaptodrosophila_sp1_M_PL_104"	"Ornidia_obesa"	"Unidentified_sp3_M_PL_104"	"Simosyrphus_aegyptius"	"Nectarinia_dussumieri"	"Neophyllomyza_approximatonervis"	"Lygistorrhina_sp1_M_PL_104"	"Phelsuma_sp1_M_PL_104"	"Tricimba_seychellensis"	"Unidentified_sp1_M_PL_104"	"Unidentified_sp4_M_PL_104"	"Unidentified_sp5_M_PL_104"	"Cratopus_aurostriatus"	"Unidentified_sp2_M_PL_104"	"Mabuya_sechellensis"	"Rhynchium_brunneum"
"Phoenicophorium_borsigianum"	2.86684325281426	0.479639841190696	0.386441792137895	0.352114958709313	0.355026108816504	0.331352154875965	0.260539381005012	0.167471553905622	0.0306079029186697	0.0235914816496286	0.00952946671328092	1.54944276519269	1.38069932925137	0.458159061898353	0.288895861939992	0.385818157388087	0.168795443857288	0.0560624966792213	0.121847236821823	0.0863163158857132	0.0337380158838786	0.0349255342926273	0.0317648890442697	0.0357860327266042	0.03686809591556	0.0246893698727148	0.0238573551510694	0.00688677815670068	0.0122893653051867
"Nephrosperma_vanhoutteanum"	1.50945479433543	1.58493323658527	0.424248098700667	0.404034376596269	0.390359929689385	0.370426811500971	0.287074799536203	0.179369650273319	0.053469025702865	0.0495806795985968	0.0102064922178706	1.85692836303897	1.40315435700656	0.241230626010615	0.234289433986073	0.203141579798413	0.0888744411618055	0.0793387031054952	0.134693625121764	0.151255042733043	0.0837330536283833	0.0383036102833608	0.0340216407262354	0.0400060956421049	0.0405373773138977	0.0551204353905841	0.0266707304280699	0.0120305307831446	0.0135124591046326
"Dillenia_ferruginea"	1.42583695719844	0.497394322614575	1.62174883326757	0.398256118798304	0.367431558085353	0.363820559284247	0.327295471903373	0.190985966714978	0.0338189643675554	0.0257016586219359	0.0108674838805151	2.12876304612124	1.03505989576585	0.227867401570965	0.569158397487021	0.191888338165024	0.0839511479471978	0.0627546434318111	0.0743047251502628	0.0634850031841383	0.036196582460365	0.0397194147358635	0.0362249462683837	0.0392926204026987	0.0381563541088636	0.063496456509359	0.0261950802684658	0.00760926698269997	0.0127187847029545
"Psychotria_pervillei"	1.39541854007024	0.508784029787895	0.427756572042623	1.48371219247079	0.39138151669919	0.375549595672789	0.293628212220548	0.206520066259102	0.102152855036808	0.0665029092313392	0.0117514052455127	1.96620355962772	1.32851480862404	0.223006140515899	0.23201478000885	0.187794644644967	0.0821601570321731	0.214290876783045	0.0738842862676597	0.0638777682402478	0.0763539504752944	0.0780521591797739	0.0391713508183756	0.0405593563326613	0.0406434651956851	0.0267430165131524	0.0270395708884408	0.0229843923832819	0.013547821731895
"Erythroxylum_sechellarum"	1.4610689862833	0.510470677286119	0.409827507095202	0.406434651956851	1.54625596972027	0.380992929973545	0.292309369533348	0.184446471795286	0.0345642220279261	0.0262917355381751	0.0104953735268129	1.86393635394045	1.49488244914259	0.233497940798547	0.22866709186937	0.196629844882987	0.0860255571363066	0.0640848857697044	0.0761823794300118	0.065116107924271	0.037064450383821	0.0390865639804731	0.0349845784227097	0.0411472364371429	0.160572735317105	0.0262312438075871	0.0274314909580953	0.00777694995628336	0.0535242451057018
"Paragenipa_wrightii"	1.41818722286913	0.503780463641321	0.422031848769727	0.405593563326612	0.396232647172487	1.57139620808092	0.293644435664732	0.181458624430936	0.0343927784519482	0.0261147432992426	0.0103253590297899	1.93713419592703	1.38506178126495	0.22664487393516	0.229831393350874	0.190858841208556	0.0835007430287431	0.0638705296258107	0.0743854407302088	0.0638634507931743	0.0367425863452689	0.0386448257500424	0.0344178634326328	0.169710790472739	0.0411472364371429	0.0264329053482679	0.113140526981826	0.00773837515168836	0.0137157454790476
"Memecylon_eleagni"	1.46724809302822	0.513712799170047	0.499556246589359	0.417261143681831	0.400002295150897	0.386374257453594	1.31526603771733	0.190811427287172	0.0353012777896154	0.0267667646311516	0.0108575522376262	2.07368471688594	1.30964800564708	0.234485442904511	0.351393434927826	0.197461425603798	0.0863893737016617	0.0656417187628555	0.0765619163570109	0.0654775181345667	0.0376011262593851	0.0403287485676181	0.0361918407920874	0.0417284198049882	0.0415386998810547	0.0291017496997694	0.0278189465366588	0.00794278750266347	0.0138462332936849
"Craterispermum_microdon"	1.3784197129155	0.469120623791757	0.42604561805649	0.428926291461212	0.368892943590572	0.348958893136416	0.278878239881251	1.42155148052081	0.0352426388026944	0.0262323272396453	0.0808891253404888	1.72722931796299	1.3466769823352	0.220289505522011	0.313399201774409	0.185506952018535	0.0811592915081091	0.0666215147792273	0.0712125357347856	0.0604420655975446	0.0360868889394694	0.211127748043896	0.269630417801629	0.0376875604587329	0.0383081133728671	0.0256400042530359	0.0251250403058219	0.00792959373060624	0.012769371124289
"Syzygium_wrightii"	0.818761403074414	0.454486718474352	0.245187491664777	0.689531771498457	0.224667443181519	0.214954865324677	0.167681069500673	0.114538576108757	1.84845982486444	0.478371256745645	0.00651747429912842	1.11297425959547	0.774390950803479	0.130848784977313	0.133619240520437	0.110188450507211	0.0482074470969047	1.04427147536254	0.051608174193092	0.0498651486628352	0.714956745425032	0.0388435798444944	0.0217249143304281	0.0232151254550651	0.0233308498688501	0.0196397977658446	0.0154767503033767	0.4159034605945	0.00777694995628336
"Mimusops_sechellarum"	0.841429512170086	0.561914368784097	0.248449366678714	0.598526183082053	0.227861707997518	0.217622860827022	0.16952284266396	0.113673418038463	0.637828342327527	1.63986104709462	0.00646824507278926	1.11903944229049	0.792720147869947	0.134471445402883	0.135788902199143	0.113239111918217	0.04954211146422	0.838833686483977	0.0580581857387123	0.0587775006285143	1.14230220916004	0.0356902691131889	0.0215608169092975	0.0235032689693183	0.0236625619843576	0.0225847014661598	0.0156688459795456	0.143511377023694	0.00788752066145253
