"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Canthium_bibracteatum"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_086"	"Phelsuma_sp1_M_PL_086"	"Megachile_seychellensis"	"Hemipyrellia_sp1_M_PL_086"	"Plagiostenopterina_cyanosoma"	"Unidentified_sp1_M_PL_086"	"Lygistorrhina_sp1_M_PL_086"	"Unidentified_sp4_M_PL_086"	"Musca_domestica"	"Nectarinia_dussumieri"	"Physiphoa_azurea"	"Unidentified_sp3_M_PL_086"
"Nephrosperma_vanhoutteanum"	3.79405401753374	0.543689315337294	0.320799105928267	0.30379073438009	0.153604539491227	0.147220182066225	2.19825163183001	1.08549559750419	0.606339473830158	0.255300831086383	0.202677712965237	0.0829000652267653	0.0460813618473682	0.0851000070674028	0.0441660546198676	0.0307209078982455	0.0206227996668171	0.0153604539491227	0.0319126038857978	0.0319126038857978
"Memecylon_eleagni"	2.52933724961263	1.70281845654023	0.35372476355904	0.375237065801943	0.198635563931226	0.10340479529177	2.84269562603799	0.752994484013327	0.404221186620336	0.170198394366457	0.147862666482167	0.0941962979671801	0.0595906691793678	0.109181625151884	0.0310214385875311	0.0397271127862452	0.0227394490859383	0.0198635563931226	0.0212747992958072	0.0212747992958072
"Cinnamomum_verum"	2.45182173816604	0.581119254418422	1.563540808769	0.373650741991449	0.166578183762614	0.126447167629323	2.38391889651385	0.977125228557445	0.391833193669526	0.164982397334537	0.1479492017702	0.327408141411451	0.0499734551287841	0.0639850484195726	0.0379341502887968	0.0333156367525227	0.100513337706578	0.0166578183762614	0.0206227996668172	0.0206227996668172
"Canthium_bibracteatum"	2.50043142912843	0.663880962572668	0.402393106760022	1.38896608780247	0.190751554631641	0.116734753841609	2.7298666929506	0.761085010893288	0.399601658299964	0.168253329810511	0.218827734901828	0.173763575569165	0.0572254663894924	0.0680412831619931	0.0350204261524827	0.0381503109263283	0.0258681282917157	0.0190751554631641	0.0210316662263139	0.0210316662263139
"Paragenipa_wrightii"	1.82618730284015	0.507624218935355	0.259121619186288	0.275530023356815	2.31989591293911	0.0747988174791231	2.0891770651731	0.544446541468072	0.291848625033332	0.122883631592982	0.107097247830646	0.0690486105919483	0.695968773881734	0.0505844642913681	0.0224396452437369	0.463979182587823	0.0166578183762614	0.231989591293911	0.0153604539491227	0.0153604539491227
"Erythroxylum_sechellarum"	2.62542658018102	0.396385048618453	0.295043391135086	0.252925299990153	0.112198226218685	1.58117934859345	1.60568128188518	1.43092275159826	0.419577518888742	0.17666421847947	0.365102251914928	0.0744114385094365	0.0336594678656054	0.0596767739136332	0.474353804578035	0.0224396452437369	0.0189670751443984	0.0112198226218685	0.0220830273099338	0.0220830273099338
"Apis_mellifera"	2.80015386435489	0.778357135700878	0.397319816085642	0.422479369147117	0.223840399839975	0.114691520134655	3.20340483326542	0.834818030251043	0.447501225051109	0.188421568442572	0.164215780006991	0.105874536240987	0.0671521199519925	0.0775628452467644	0.0344074560403967	0.044768079967995	0.0255419881769341	0.0223840399839975	0.0235526960553215	0.0235526960553215
"Lasioglossum_mahense"	3.22633413702633	0.481079809230736	0.379993144439006	0.274836253933687	0.136111635367018	0.238487125266377	1.94790873725243	1.99472529663982	0.515610408814489	0.217099119500838	0.190487143750312	0.0923115174141406	0.0408334906101054	0.0730996419755425	0.0715461375799131	0.0272223270734036	0.0244281307139361	0.0136111635367018	0.0271373899376047	0.0271373899376047
"Unidentified_sp2_M_PL_086"	3.41464861578037	0.489320383803565	0.28871919533544	0.273411660942081	0.138244085542105	0.132498163859603	1.97842646864701	0.976946037753768	1.54570552644714	0.229770747977744	0.182409941668713	0.0746100587040888	0.0414732256626314	0.0765900063606625	0.0397494491578808	0.0276488171084209	0.0185605197001354	0.0138244085542105	0.028721343497218	0.028721343497218
"Phelsuma_sp1_M_PL_086"	3.41464861578037	0.489320383803565	0.28871919533544	0.273411660942081	0.138244085542105	0.132498163859603	1.97842646864701	0.976946037753769	0.545705526447143	1.22977074797774	0.182409941668713	0.0746100587040888	0.0414732256626314	0.0765900063606625	0.0397494491578808	0.0276488171084209	0.0185605197001354	0.0138244085542105	0.028721343497218	0.028721343497218
"Megachile_seychellensis"	3.09807361246862	0.485834475584262	0.2958984035404	0.406394364817681	0.137696461496545	0.312944787355652	1.97058936008389	0.979648167858748	0.495112698815078	0.208468504764244	1.20536952806838	0.0852011151701693	0.0413089384489636	0.0711280404530537	0.0938834362066957	0.027539292299309	0.0190220402275971	0.0137696461496545	0.0260585630955304	0.0260585630955304
