"Apodemus_flavicollis"	"Clethrionomys_glareolus"	"Apodemus_agrarius"	"Microtus_arvalis"	"Apodemus_uralensis"	"Sorex_araneus"	"Microtus_subterraneus"	"Neomys_fodiens"	"Crocidura_leucodon"	"Apodemus_sylvaticus"	"Arvicola_terrestris"	"Talpa_europaea"	"Neomys_anomalus"	"Sorex_alpinus"	"Micromys_minutus"	"Myoxus_glis"	"Muscardinus_avellanarius"	"Ctenophthalmus_agyrtes"	"Megabothris_turbidus"	"Ctenophthalmus_assimilis"	"Amalaraeus_penicilliger"	"Palaeopsylla_soricis"	"Peromyscopsylla_bidentata"	"Doratopsylla_dasycnema"	"Ctenophthalmus_solutus"	"Hystrichopsylla_orientalis"	"Rhadinopsylla_integella"	"Ctenophthalmus_uncinatus"	"Rhadinopsylla_pentacantha"	"Atyphloceras_nuperus"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_bisoctodentatus"	"Peromyscopsylla_silvatica"	"Amalaraeus_arvicolae"	"Rhadinopsylla_isacantha"	"Amphipsylla_rossica"	"Ctenophthalmus_obtusus"	"Palaeopsylla_kohauti"
"Apodemus_flavicollis"	2.45326385142793	1.14057146693519	0.764223531330263	0.372937522516804	0.185940380093234	0.0887886242370386	0.112754962023168	0.0273992562744259	0.0380257085102636	0.0290201851240714	0.0248137229455896	0.0101372184021548	0.00492227263876432	0.00440796192147445	0.00282720716884847	0.0021610667580604	0.00096295642955765	2.53372491690378	0.885409483196513	0.644968902351535	0.2155683936436	0.0859752168792394	0.0659838993219307	0.0393310505288595	0.0873103655685087	0.0575734434855087	0.0332216964768187	0.0329322606180173	0.0131096711976594	0.00927262852008202	0.0112344916781726	0.00467348593008229	0.00515146028893446	0.00422831107586881	0.00240401480150275	0.00204770621814381	0.00176407926078543	0.000956627317613359
"Clethrionomys_glareolus"	1.34052444407606	2.35485076836007	0.714741292648091	0.359409899086676	0.1742623663094	0.0815215429976893	0.113808310917021	0.0253862781840099	0.0247928523997064	0.0275640854063183	0.0231301258081955	0.00921582713048909	0.00466040276578519	0.0040718730714524	0.00281383824112724	0.00170617624612515	0.000697811088631526	2.35100150517279	0.881222674562546	0.593513651860073	0.431840488052598	0.078293543550671	0.120091906812402	0.0363386885319279	0.0493218149258094	0.0414556830247652	0.0544117413831269	0.0205494748611624	0.0221445389637347	0.0191444876785378	0.0081411293673678	0.00398569114660941	0.0106358264880766	0.0042678116593883	0.00496338569443574	0.00348575635902526	0.00115018387421319	0.000882121293894675
"Apodemus_agrarius"	1.41673734330513	1.1273676642349	1.773771285799	0.40323073461175	0.188734763952699	0.0976554210068512	0.116084169426733	0.0295926867053012	0.0311408313233	0.0288043523934363	0.0247380744386692	0.0103555043978443	0.00526743871541029	0.00445879654029137	0.00284839857555802	0.00174983776819308	0.000620591541774716	2.44589289160456	0.892046093583488	0.737055409977908	0.213907725320673	0.0995686926904666	0.0688668478677642	0.0428348552483512	0.0565909393787141	0.0747067813709281	0.030188622207201	0.0254801652013325	0.0122633005088917	0.0091652841220837	0.00724023465403836	0.00463867118711969	0.00509182451226872	0.00435315635350251	0.00237618477239207	0.00208655011321257	0.00144467774180258	0.00104319684645585
"Microtus_arvalis"	1.31539108092523	1.07859055057236	0.76719100611372	1.55487937059755	0.201135280955008	0.0934117129882601	0.118145179275293	0.0290256296984416	0.0268768378204104	0.0270544605070536	0.0246655900586181	0.0118448947760254	0.00561146204177358	0.00381694277195539	0.00263196162539701	0.00227447166665976	0.000611462343072934	2.05901132062166	0.824263537604492	1.22155033684532	0.22509232415389	0.08898106812972	0.0799021546472422	0.0417623846447332	0.048954716985858	0.0472765271976662	0.0278556052603368	0.0216693258206597	0.0118245311119412	0.00876873548976529	0.0071337273358509	0.00485477527587117	0.00487151971653627	0.0044304442228235	0.00227337586771693	0.00410909488332091	0.00124686361022523	0.00100973583753154
"Apodemus_uralensis"	1.40777705876623	1.12256511400603	0.770802538125783	0.431747284118939	1.19322717571715	0.0883508077035939	0.114700699882348	0.0275392175082505	0.0271839894636913	0.0287746908220894	0.0252131361490028	0.0106972857101894	0.00509214065059858	0.00425298008105804	0.00275588478252717	0.00185519040898485	0.000622700840384086	2.44308473101346	0.863073123162873	0.829025233567847	0.213469410836352	0.083119849743058	0.0647691181869848	0.039423932634605	0.052011384404478	0.0483297422679545	0.0291040179140158	0.0222489620041947	0.0121934253856315	0.00912624030456555	0.00726484313781434	0.00451075138038953	0.00507013350253642	0.00430127624558804	0.00236606230118366	0.00213230177679494	0.00126111291326403	0.000956452579563362
"Sorex_araneus"	0.983957214336646	0.768668429085468	0.583776097186066	0.293495476770685	0.129321056070876	1.79244077711285	0.266472235145063	0.305544895110291	0.0260972951039141	0.0191753635185226	0.0170638561333505	0.0181024544677333	0.0415054826041521	0.0141105356396026	0.00174355113773221	0.00125154335563093	0.000431631958263133	1.67939231360565	0.546035935673914	0.543685876412611	0.155892898745851	0.967635398305681	0.0467506209571863	0.60596591194549	0.0373801801561209	0.0328244570636782	0.0200536411462319	0.0196104227656162	0.0116173910010705	0.00624912774398691	0.00503570617973656	0.0257371307317856	0.00347173763554828	0.00999270881793985	0.00162014422992253	0.00145621021504905	0.00121069925739807	0.0152235926726904
"Microtus_subterraneus"	1.26957750508779	1.09029820939416	0.705062503409166	0.377155764609591	0.170580528030158	0.270742623528798	1.20552501203632	0.0692345532954696	0.0249212492732319	0.0254904788666995	0.0225403582416798	0.0106608980159254	0.00920466957633018	0.00762331214849231	0.00234706059804219	0.00162735184311872	0.000565816781875348	2.22846361192691	0.735039771418609	0.700764003275133	0.263419409670464	0.380533802609997	0.0745724192339019	0.107584993436514	0.0469921772310899	0.0403518359326537	0.0278755132513047	0.0203039594789792	0.0307045365953279	0.00886391652334492	0.00660119578854572	0.00650973766993375	0.00492439806852496	0.045207187951362	0.00229805243197831	0.00199477962178463	0.00115614043020148	0.00268066271660189
"Neomys_fodiens"	0.883060433872093	0.696142986165189	0.514478360610512	0.265225019996769	0.117231164438791	0.888603043577634	0.198175969065931	1.54155754482831	0.0203268856398565	0.0175600020381961	0.0153293058513829	0.0117137310652848	0.0803464471223273	0.0101992844376689	0.00168984424274131	0.00112964894244856	0.000388222841702047	1.49340377345502	0.529216300147398	0.49258321190594	0.13893345915294	0.669326761254473	0.041761692181063	1.19710140503536	0.0331380595754922	0.0289864022263658	0.0181191315628837	0.0158392353819243	0.00976817559273327	0.0056595097235912	0.00452926648652388	0.013669293214659	0.00314417206866178	0.00743159883997242	0.00146728029870883	0.00131776821027184	0.000942999849271692	0.0305026090999036
"Crocidura_leucodon"	1.37715787625316	0.763977688894047	0.608369849047974	0.275972479063184	0.130034753723224	0.0852870365767088	0.0801590698273025	0.022841551904581	1.83719877004572	0.0194156825843091	0.017006536649072	0.0349238699014732	0.00390859763069108	0.00313083764391858	0.00181519120066351	0.00139789514256005	0.000560208648255645	1.69919299427794	0.568471783953827	0.501823953158926	0.145081957974422	0.0718782127378169	0.0447243743658805	0.0351349248814204	0.268719361626658	0.155963255589182	0.0213898304910622	1.04639236404226	0.00865680899346423	0.0062109929207512	0.00653576756298253	0.061087505560059	0.00345055162263955	0.00300596511852384	0.00161025742389846	0.00141889254346064	0.0852308707753171	0.000861479642667906
"Apodemus_sylvaticus"	1.43588606113892	1.1604091729505	0.768792222331855	0.379524544577822	0.188048683682387	0.0856139469770658	0.112014498681835	0.0269583129882165	0.0265256508546195	1.0300146391907	0.0246721517989029	0.00981596755868354	0.00509912857988512	0.00427030481473009	0.00323289867530519	0.00165517090970045	0.000624539025718324	2.4744745410219	1.0124617597424	0.646526134010672	0.219179179391515	0.0811504254438383	0.0657067551770877	0.0384700803790839	0.0528389011711341	0.0444843391500567	0.0299891812761106	0.0219968681772542	0.012476202268855	0.00943390528695119	0.00728628863338045	0.00423472075555326	0.00524105849275067	0.0042005437005688	0.00244582729661698	0.00208350332923158	0.00123057143139987	0.000931319126790051
"Arvicola_terrestris"	1.42902637225994	1.13337616460158	0.768502476414394	0.402736519645633	0.191785166772743	0.0886761048241329	0.115288389695149	0.0273917104557499	0.0270431812288522	0.0287167668479034	1.02576511076624	0.0106562202885689	0.00483451103513038	0.00447908480109848	0.0024870259689224	0.00176731548677405	0.000625773644033695	2.61143864679031	0.778873370902206	0.745789518651158	0.214928957772527	0.0833970743482059	0.0648456934026853	0.0392491226048412	0.052677035203827	0.0445233213457442	0.0294026599310324	0.0222596288047734	0.0123078203868412	0.00921413208424837	0.00730069251372644	0.00449996652204393	0.00511896226902688	0.0043233146135681	0.00238884905887921	0.00209289368877076	0.00125458057247253	0.000955863796270823
