"Guarea_guidonia"	"Clusia_rosea"	"Ocotea_coriacea"	"Roystonea_borinquena"	"Cupania_americana"	"Cecropia_schreberiana"	"Clusia_gundlachi"	"Hyeronima_clusioides"	"Ficus_sp1_M_SD_005"	"Margravia_rectiflora"	"Persea_americana"	"Phoradendron_sp1_M_SD_005"	"Alchornea_latifolia"	"Anthurium_scandens"	"Ardisia_obovata"	"Bursera_simaruba"	"Chrysophyllum_argenteum"	"Comocladia_glabra"	"Dendropemon_bicolor"	"Guapira_fragrans"	"Petitia_dominguensis"	"Syzigium_malaccensis"	"Unidentified_sp1_M_SD_005"	"Unidentified_sp2_M_SD_005"	"Zanthoxylum_martinicensis"	"Loxigilla_portoricensis"	"Margarops_fuscatus"	"Columba_squamosa"	"Turdus_plumbeus"	"Vireo_altiloquous"	"Spindalis_portoricensis"	"Euphonia_musica"	"Tyrannus_caudifasciatus"	"Tyrannus_dominicensis"	"Molothrus_bonariensis"	"Myarchus_antillarum"	"Coereba_flaveola"	"Vireo_latimeri"
"Guarea_guidonia"	2.47167751476345	0.591834103593414	0.506393302908533	0.307553648413269	0.460901886707701	0.121939501601674	0.146846534673907	0.0364565912108143	0.0845515937831058	0.0754274288045484	0.0528095477621672	0	0.0438942430912101	0	0.0121521970702714	0.0438942430912101	0.0406573506918958	0.0438942430912101	0	0.0406573506918958	0.0216375901989058	0.0406573506918958	0.0438942430912101	0.0347700781126526	0.0406573506918958	1.41437005516121	1.31007018896109	0.432751803978115	0.656768142127883	0.231880099379386	0.0675122059459524	0	0.261707030974954	0.129902479355179	0.0665813366542591	0.098717426070868	0.0332906683271295	0.0332906683271295
"Clusia_rosea"	1.257647470136	2.24164220349448	0.404006117274255	0.229246830790436	0.360109937987035	0.0933090173271697	0.125210272049323	0.032159293236074	0.0727242949062399	0.0590723313771679	0.0465846552226258	0	0.0368594040956388	0	0.0107197644120247	0.0368594040956388	0.0358648908106011	0.0368594040956388	0	0.0358648908106011	0.016621086332482	0.0358648908106011	0.0368594040956388	0.0232074405665669	0.0358648908106011	1.18769190974836	1.15564648167492	0.33242172664964	0.438362766257374	0.663752538059951	0.0595542467334704	0	0.133162673308518	0.102497224770966	0.252184747893129	0.159383042273694	0.126092373946564	0.126092373946564
"Ocotea_coriacea"	1.14782481992601	0.430939858425872	1.68802636975977	0.585920489510608	0.470074871567385	0.163007090415699	0.154562958125939	0.036910958447579	0.068468225910702	0.0870056920793606	0.0534677258170692	0	0.0273041529094925	0	0.0123036528158597	0.0273041529094925	0.0411640730012095	0.0273041529094925	0	0.0411640730012095	0.0449306592140278	0.0411640730012095	0.0273041529094925	0.0458416190781511	0.0411640730012095	0.879800482639202	1.32639790781675	0.898613184280555	0.865897249253965	0.151585433356788	0.068353626754776	0	0.121534392698048	0.27307439510628	0.0484807340729105	0.0546239652109673	0.0242403670364553	0.0242403670364553
"Roystonea_borinquena"	0.804371080465472	0.282149945588229	0.67606210328147	2.21824646543456	0.353489975042106	0.269088986936947	0.170658089799853	0.0208244720607226	0.0442686820567124	0.0649374882162714	0.030165490392487	0	0.0210446823511329	0	0.00694149068690753	0.0210446823511329	0.0232239997055795	0.0210446823511329	0	0.0232239997055795	0.103165408037561	0.0232239997055795	0.0210446823511329	0.0417134885106919	0.0232239997055795	0.678106431314282	0.748328879402006	2.06330816075123	0.787921449646402	0.100646847856069	0.0385638371494863	0	0.0851687026375206	0.134150948650092	0.0317418688786757	0.037163110098718	0.0158709344393379	0.0158709344393379
"Cupania_americana"	1.30588867900515	0.480146583982713	0.587593589459232	0.382947472962282	1.62336109213087	0.148473652055105	0.130400131095998	0.0256086935279517	0.0760003668188682	0.0779117146420575	0.0370957206660041	0	0.047440877328848	0	0.00853623117598389	0.047440877328848	0.0285594894900202	0.047440877328848	0	0.0285594894900202	0.0258402747871098	0.0285594894900202	0.047440877328848	0.0493522251520373	0.0285594894900202	1.52865049170732	0.92025021690065	0.516805495742195	0.932208697316261	0.169608868248216	0.0474235065332438	0	0.13827056601231	0.314015394554738	0.0540164906980552	0.0615758868521052	0.0270082453490276	0.0270082453490276
"Cecropia_schreberiana"	1.03648576361423	0.373236069308679	0.611276589058872	0.874539207545079	0.445420956165315	1.22135372760306	0.155526631168388	0.0228096174144546	0.058851692822348	0.070903702439535	0.0330410918925433	0	0.0334138067346228	0	0.00760320580481821	0.0334138067346228	0.0254378860877251	0.0334138067346228	0	0.0254378860877251	0.0712370522583145	0.0254378860877251	0.0334138067346228	0.0454658163518099	0.0254378860877251	1.0766671058934	0.819665218382253	1.42474104516629	0.858798753311965	0.132409032353443	0.04224003224899	0	0.109745551441507	0.140166334111862	0.0419890577972264	0.0484309167589899	0.0209945288986132	0.0209945288986132
"Clusia_gundlachi"	1.24819554472821	0.500841088197292	0.579611092972272	0.554638791849523	0.391200393287994	0.155526631168388	1.17019436041493	0.0400689073998406	0.0804828321295917	0.0743643458484749	0.0580422033117033	0	0.0357969312845019	0	0.0133563024666136	0.0357969312845019	0.0446859008450898	0.0357969312845019	0	0.0446859008450898	0.0450256274402503	0.0446859008450898	0.0357969312845019	0.0296784450033852	0.0446859008450898	1.15345667472284	1.43987902723067	0.900512548805005	0.560592850063942	0.173902026357117	0.0742016803700753	0	0.132161881206517	0.128233390149872	0.0563446224221953	0.0612127815127268	0.0281723112110977	0.0281723112110977
"Hyeronima_clusioides"	0.413174700389229	0.171516230592395	0.184554792237895	0.0902393789297979	0.102434774111807	0.0304128232192728	0.0534252098664542	2.81042090969938	0.0277130371946962	0.02739176213839	0.622502716930793	0	0.0086839568303638	0	0.603473636566461	0.0086839568303638	0.0190290803643324	0.0086839568303638	0	0.0190290803643324	0.00668309230742569	0.0190290803643324	0.0086839568303638	0.00836268177405766	0.0190290803643324	0.279816386756167	0.613159256184043	0.133661846148514	0.157961766843311	0.0591759172173553	3.35263131425812	0	0.0437479094529771	0.0375117911853184	0.0192955759416444	0.0205847653340665	0.00964778797082221	0.00964778797082221
"Ficus_sp1_M_SD_005"	1.4373770943128	0.581794359249919	0.513511694330265	0.287746433368631	0.456002200913209	0.117703385644696	0.160965664259183	0.0415695557920442	1.09362474116205	0.074834652109676	0.0602159820526731	0	0.0472652777067216	0	0.0138565185973481	0.0472652777067216	0.046359463455325	0.0472652777067216	0	0.046359463455325	0.0209814596418117	0.046359463455325	0.0472652777067216	0.0284751886543509	0.046359463455325	1.52299228166103	1.49380493356047	0.419629192836234	0.537864674582184	0.201677880741437	0.076980658874156	0	0.15219286880959	0.130021733456613	0.0654518654156158	0.0707741499102056	0.0327259327078079	0.0327259327078079
"Margravia_rectiflora"	1.28226628967732	0.472578651017344	0.652542690595205	0.422093673405764	0.467470287852345	0.14180740487907	0.14872869169695	0.041087643207585	0.074834652109676	1.10247276099	0.0595179029179832	0	0.0290126302608878	0	0.013695881069195	0.0290126302608878	0.0458220218487882	0.0290126302608878	0	0.0458220218487882	0.0280720177384856	0.0458220218487882	0.0290126302608878	0.0566507391412111	0.0458220218487882	0.934851419517494	1.47648737068318	0.561440354769713	1.07006951711176	0.166855088560675	0.0760882281621945	0	0.135769371848187	0.148425666049276	0.0531650982394511	0.0605248920817723	0.0265825491197256	0.0265825491197256
