"Microtus_arvalis"	"Clethrionomys_centralis"	"Spermophilus_undulatus"	"Apodemus_uralensis"	"Apodemus_agrarius"	"Sorex_araneus"	"Sicista_tianshanica"	"Dryomys_nitedula"	"Arvicola_terrestris"	"Neomys_fodiens"	"Cricetulus_migratorius"	"Cricetus_cricetus"	"Marmota_baibacina"	"Spermophilus_erythrogenys"	"Ctenophthalmus_assimilis"	"Neopsylla_mana"	"Megabothris_rectangulatus"	"Citellophilus_tesquorum"	"Amphipsylla_rossica"	"Hystrichopsylla_talpae"	"Nosopsyllus_consimilis"	"Pectinoctenus_nemorosa"	"Frontopsylla_elata"	"Frontopsylla_protera"	"Amalaraeus_penicilliger"	"Neopsylla_teratura"	"Palaeopsylla_soricis"	"Frontopsylla_elatoides"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_arvalis"	"Amphipsylla_sibirica"	"Frontopsylla_ornata"	"Oropsylla_silantiewi"	"Amphipsylla_primaris"	"Corrodopsylla_birulai"	"Rhadinopsylla_angusta"
"Microtus_arvalis"	3.56502856113466	0.913881902774393	0.31537903041216	0.204302254488143	0.088847889094888	0.0373102741761951	0.0375292781842883	0.0307686964395457	0.0273867461700208	0.0207591702618682	0.011878351043199	0.00844471649220471	0	0.00164102406527547	2.05316630277321	0.451281617950754	0.382934235787363	0.199282185244757	0.32881730939263	0.288367333901222	0.272589296013331	0.177434890017544	0.236959944652008	0.121248471520652	0.0751235983583193	0.0465872509553685	0.0373360995806566	0.0185059657473888	0.014153600362191	0.0129556558531671	0.00831565334325964	0.00779793941971591	0	0.00123074785758183	0.00131683320621865	0.00143717332582164
"Clethrionomys_centralis"	2.43673841907032	2.02773241570303	0.296908592235681	0.223901531729833	0.0993395497502169	0.0362477726318457	0.0405370226063086	0.0314105976004376	0.0276399383431751	0.020449999736205	0.0121576797196787	0.00858005983387585	0	0.00151431577623167	1.77654945366153	0.416436838463709	0.481020451184865	0.187611056452755	0.365310222000774	0.442535956883742	0.255886666035247	0.208658886963994	0.207708866282962	0.160641817563941	0.0821272543065862	0.048044590163814	0.032508926742213	0.0165008226644853	0.0144488748962013	0.00963712174984742	0.0184508740031801	0.00881189897507624	0	0.0012564239040175	0.0012793331517122	0.0014157692125065
"Spermophilus_undulatus"	1.59392781746633	0.562781443122685	2.77793779026692	0.150184559596995	0.0601160096545009	0.0216084943806202	0.0243818237520674	0.0216920560786653	0.0148283410660206	0.010937338044678	0.0149441046020968	0.00763485620506124	0	0.00218326050019988	0.96834954088993	0.600396637554968	0.197935116500404	1.75532758977319	0.163728078656165	0.159972632920407	0.329638638643809	0.121798094060372	0.114913668583508	0.077597295024431	0.0474796446254122	0.0942216535506069	0.0196453529721518	0.0581438586665791	0.00997834579618602	0.00633843236175191	0.00512089732253178	0.00386909204859069	0	0.00086768224314661	0.00076265274284542	0.000757200326170014
"Apodemus_uralensis"	2.03670391845397	0.837130125505355	0.296240334050429	1.63122779502827	0.288422476128525	0.0374921748609363	0.0448157899315249	0.0293507143431351	0.0211484150754225	0.0203403464194499	0.0124167008325576	0.00657592282843828	0	0.00129318127882995	1.40197217249202	0.355624851678237	0.31238019391949	0.187188796446151	0.243310339143173	0.267256479316218	0.337359847409536	0.971755807862104	0.22604273918757	0.205550279894257	0.0844495523654508	0.0473033809709708	0.0316556836558684	0.0132774442995001	0.0135013285978421	0.021453729680308	0.00761726860524174	0.00523675010607283	0	0.0011740285737254	0.00132325323038599	0.00140817782903884
"Apodemus_agrarius"	2.01365411143961	0.844386172876843	0.269582730794403	0.655710473073444	1.30310755041744	0.0393710217788189	0.0478844722533315	0.0280089021339164	0.0213300335864914	0.0213315351062028	0.0110770040439407	0.00648414548049086	0	0.00122974175191423	1.40351539740855	0.338178981776413	0.309452108467949	0.170344349231934	0.227367630017879	0.279302031971863	0.290384329323347	1.02317935936358	0.240216170307267	0.224763216140934	0.10527233688608	0.0372752684558792	0.0327704185134061	0.0127163679349453	0.0128840949816016	0.0123310288078204	0.00768329330099333	0.00521900222853579	0	0.00112035608535666	0.00138956547454655	0.00147679858427558
"Sorex_araneus"	2.12229618402239	0.773285816146041	0.24320148577404	0.213925938912401	0.0988135448566435	1.57033929380963	0.0454270401634792	0.0290248643688482	0.0197560515493496	0.130772087576232	0.00861325994896817	0.00642000275087773	0	0.00128232485794188	1.50652528141171	0.352639335934017	0.268959150609282	0.153674527683352	0.220584559691763	0.216821797146173	0.188826242243746	0.179702171497345	0.156823427921315	0.425560543343004	0.0557227642314292	0.0323393501626822	0.866417452610503	0.012439415639878	0.0133514376096702	0.00856904587667224	0.0070363323344171	0.00521108274311493	0	0.00116099457475393	0.0554237397815162	0.0090534522168161
"Sicista_tianshanica"	2.36679208723088	0.958788708601385	0.304242757254058	0.283508584132038	0.133243748878836	0.0503647619203791	1.06087773102657	0.0320476553875077	0.0254615325190807	0.0270442969680861	0.0116580162966943	0.00765047142829206	0	0.00147754309303517	1.64404999279976	0.40632435058467	0.395657009924591	0.192245379888584	0.2563625698597	0.320180793118804	0.281952752374239	0.275640007569082	0.299673383245597	0.302476534525668	0.223626555186566	0.0384857764948388	0.0410918117690495	0.0146533443667887	0.0147419214782535	0.0099731768798633	0.0087242722565751	0.00605068941013762	0	0.00128190621550031	0.00177757983248397	0.00187229748240596
"Dryomys_nitedula"	1.98355529713605	0.75943844865058	0.276694226425641	0.189801286085607	0.0796697660698068	0.0328948462846947	0.0327598255072301	1.8505857255436	0.0201804524286203	0.0184182477673853	0.0124128641133907	0.00569937162632501	0	0.00104753709790898	1.44190359505926	0.288072701924969	0.365292543226949	0.174837971994042	0.319127730507596	0.208304755465804	0.399831742286848	0.156688488787687	0.145451351560179	0.165487193560316	0.050782262777473	0.0323051913840194	0.0286247341492569	0.0126162566508063	0.851269433750058	0.00791478214849725	0.00691033147209627	0.00496150549998083	0	0.0740234290217442	0.00116099457475393	0.00127510946081898
"Arvicola_terrestris"	2.56286937545904	0.970072674754015	0.274563476512768	0.198522218933805	0.0880723967442226	0.0325018912586074	0.037781628899281	0.0292942051383199	1.02941620673776	0.0192501333651482	0.0107585082384807	0.00854724851312017	0	0.00150793018227172	2.0057032940661	0.414680800124723	0.443265527845585	0.173491590472441	0.327062473684278	0.381390503257474	0.219119583569112	0.171508492159705	0.300760757889926	0.110706698466012	0.0631938316097891	0.0383608095655092	0.0307461772177556	0.0147218931632556	0.0134753343636271	0.00979294955592992	0.0088269480515301	0.00638284488037633	0	0.00117176820553279	0.0011471255738332	0.00133270154066411
"Neomys_fodiens"	2.31624434344921	0.855753835115038	0.24146277067866	0.227655415694612	0.105016788215152	0.256514479476456	0.0478476023281523	0.0318777365204745	0.0229520820892152	1.14085965042472	0.00894447036000228	0.00682847313104239	0	0.0012002472541056	1.87253443983981	0.33006799487904	0.295168778203075	0.152575865723258	0.241907277659899	0.238376847182375	0.203807448503419	0.191956394887172	0.171014534752596	0.422989763898047	0.060494345805995	0.0346546165378491	0.38137259675692	0.0131448377986348	0.0146637587994183	0.00929813337266647	0.00778673066878573	0.00571658713331385	0	0.00127510946081898	0.0090534522168161	0.0789825911832496
"Cricetulus_migratorius"	2.29727309175468	0.881837035667362	0.571861069440236	0.240883996151617	0.0945237678416277	0.0292850838264918	0.0357512499765293	0.0372385923401721	0.0222342503595268	0.015503748624004	1.0250565091229	0.00947285032990878	0	0.00223664930179198	1.41640693728714	0.615078557992794	0.297318062618173	0.3613484492787	0.243723403121608	0.363778029584964	0.655046430799082	0.192891733784425	0.169165947374673	0.106278578376732	0.0597061326338597	0.165613668055941	0.0272762899888468	0.0193456875057905	0.0171297524764791	0.00936201677577973	0.00802406861498795	0.00575188766250186	0	0.00148954369360688	0.00103359119387618	0.00107333644320027
"Cricetus_cricetus"	2.44981225438858	0.933510509925693	0.438240746170515	0.191359354307554	0.082997062150283	0.0327420140294764	0.0351921685701435	0.0256471723184626	0.0264964703906725	0.0177540301407102	0.0142092754948632	1.01221238644156	0	0.00298445040831875	1.77242513191672	0.820723862287655	0.313266252332982	0.276916234557571	0.257534082867746	0.435575389443317	0.223760196171042	0.164179928660209	0.176357319650976	0.106570721006747	0.060909166611609	0.0418967890755049	0.0301416767297139	0.017390300314548	0.0117976992664928	0.00937574400666257	0.0084942592355371	0.0061167385766386	0	0.0010258868927385	0.00115560049515799	0.00122912516358763
"Marmota_baibacina"	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0
"Spermophilus_erythrogenys"	2.38030540668207	0.823787782270028	0.626595763557367	0.188157876069758	0.0787034721225106	0.032699283877518	0.0339834911398088	0.023569584702952	0.0233729178252117	0.0156032143033728	0.0167748697634398	0.0149222520415937	0	1.00468198038121	1.43800787772232	1.28754460483283	0.291350368898994	0.395934291711249	0.241849354109327	0.234745778329323	0.230123583469728	0.158078634184466	0.168837623702235	0.100128370663673	0.0582292865933069	0.0456796449218842	0.0294135831207881	0.0205370991934275	0.0108420089633579	0.00913040302016006	0.00749586309234676	0.00573663044478256	0	0.00094278338811808	0.00115409237214769	0.00108022252869504
"Ctenophthalmus_assimilis"	3.00062239009828	0.973745997775185	0.280016441547012	0.20552841420412	0.0905037636616094	0.0387066948876559	0.0380988915208004	0.0326879908199833	0.0313233260030474	0.0245268994638967	0.0107033269820187	0.00892909386356031	0	0.00144887443599226	2.79269257564312	0.398440469897871	0.356482324678751	0.176937218378225	0.298301842883365	0.28070824575061	0.24324588389237	0.177906163040435	0.208922508645712	0.119073058458618	0.0690893697436485	0.0418573486446406	0.036756707628817	0.0161886452308115	0.0150364757771923	0.0112160310280541	0.00886037259004994	0.0070709984319222	0	0.00130751963279933	0.00136611864309374	0.00169801611673131
