"Potentilla_vahliana"	"Dryas_integrifolia"	"Astragalus_alpinus"	"Taraxacum_sp1_M_PL_024"	"Caltha_palustris"	"Cerastium_alpinum"	"Arnica_alpina"	"Papaver_radicatum"	"Geum_rossii"	"Oxytropis_arctica"	"Petasites_frigidus"	"Spilogona_sanctipauli"	"Bombus_polaris"	"Spilogona_almquistii"	"Colias_hecla"	"Eupogonomyia_probilofensis"	"Boloria_improba"	"Pogonomyiodes_segnis"	"Spilogona_latilamina"	"Boreellus_atriceps"	"Spilogona_dorsata"	"Spilogona_projecta"	"Spilogona_aesturium"	"Spilogona_melanosoma"	"Anarta_richardsoni"	"Colias_nastes"	"Protocalliphora_sp1_M_PL_024"	"Rhamphomyia_sp1_M_PL_024"	"Spilogona_hurdiana"
"Potentilla_vahliana"	2.95090480308682	1.26819127617639	0	0.294929699038594	0.286407521375663	0.183380411846419	0.16854335752724	0.0721583828924443	0.0386424427932734	0	0	1.96889644519438	0	0.644040713221223	0	0.527577708581575	0.268558152602059	0.260679534104663	0.301797082133879	0.214257840422169	0.157542657030423	0.0995867173399682	0.0663591822836836	0.0971832406036468	0	0	0.0603594164267758	0.0331795911418418	0.0368238241768709
"Dryas_integrifolia"	1.64118871034592	2.62013039813348	0	0.257644149454799	0.249138427232751	0.212314284282823	0.156220276720459	0.0903249797827841	0.0361966687838244	0	0	1.98820156116108	0	0.60327781306374	0	0.408850731572443	0.554851143134149	0.420997974436354	0.167848845376287	0.129694274039437	0.0991716216518685	0.145789535233585	0.0579699336273298	0.0656018525766111	0	0	0.0335697690752574	0.0289849668136649	0.0320320835013536
"Astragalus_alpinus"	0	0	5.11172432359672	0	0	0	0	0	0	0	0.151433571140127	0	2.69215237582447	0	1.87429891865213	0	0	0	0	0	0	0	0	0	0	0.170390810786557	0	0	0
"Taraxacum_sp1_M_PL_024"	1.62211334471227	1.0949876351829	0	1.8502491114124	0.244191873635363	0.143504407486327	0.155105573691739	0.0905726828245745	0.0624332657912741	0	0	1.51481794125426	0	1.04055442985457	0	0.325125825700864	0.231879734509319	0.218862132481225	0.165897955709209	0.307691798459421	0.0977552803225159	0.0806465535087426	0.416306050067791	0.0645756891806741	0	0	0.0331795911418418	0.208153025033895	0.0313960980388324
"Caltha_palustris"	1.80027584864702	1.21010093227336	0	0.279076427011843	1.52649196619304	0.182163102241949	0.154895120118629	0.0697585366143649	0.0403959616366374	0	0	1.96839064757246	0	0.67326602727729	0	0.356682338267495	0.256256668010829	0.228375583160103	0.184119120884355	0.141867570569445	0.269910901149989	0.0976108003084551	0.0627921960776647	0.233087076973118	0	0	0.036823824176871	0.0313960980388324	0.196263252796247
"Cerastium_alpinum"	1.61374762424849	1.4437371331232	0	0.229607051978123	0.255028343138728	1.48031390191864	0.151122844243416	0.060970148554023	0.028630847532225	0	0	2.19198323158217	0	0.47718079220375	0	0.341495101223073	0.305732569367266	0.251527896836207	0.165042370661777	0.124856215744605	0.0988063066682615	0.571129575861619	0.0516615866950777	0.0657978325359062	0	0	0.0330084741323554	0.0258307933475389	0.0327893584035508
"Arnica_alpina"	1.85397693279964	1.3278723521239	0	0.310211147383479	0.271066460207601	0.18890355530427	1.18563341408589	0.0787614041855918	0.0467326286464638	0	0	2.02276220372418	0	0.77887714410773	0	0.602522430798936	0.281196498096826	0.249112698637662	0.189611277218145	0.148665520411529	0.11069591291395	0.10315484217164	0.0697975081612828	0.0727736574703206	0	0	0.0379222554436291	0.0348987540806414	0.0348514020266915
"Papaver_radicatum"	1.58748442363377	1.53552465630733	0	0.362290731298298	0.244154878150277	0.152425371385058	0.157522808371184	1.16060444341802	0.063150582172898	0	0	1.51477448327961	0	1.05250970288163	0	0.344034019799222	0.325169927218023	0.757974476350975	0.162356361508	0.138171524175858	0.0963338860796641	0.0955193746008736	0.081515414542117	0.0638626137780642	0	0	0.0324712723015999	0.0407577072710585	0.0313913414764642
"Geum_rossii"	1.70026748290403	1.23068673865003	0	0.499466126330193	0.282771731456462	0.143154237661125	0.186930514585855	0.126301164345796	1.09357989880335	0	0	1.47612185587831	0	1.55966498005591	0	0.350660759190324	0.260616015243535	0.254498731996764	0.17389099256973	0.160524534753985	0.105912762500866	0.084112527463447	0.112379878424293	0.0711345639869197	0	0	0.034778198513946	0.0561899392121467	0.0363563654729736
"Oxytropis_arctica"	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0
"Petasites_frigidus"	0	0	4.08870642078342	0	0	0	0	0	0	0	1.17445147395343	0	3.10135953694979	0	1.49919235428725	0	0	0	0	0	0	0	0	0	0	0.136290214026114	0	0	0
"Spilogona_sanctipauli"	2.01468473461751	1.5720663506855	0	0.281826593721723	0.320435686814122	0.254881771114206	0.18816392592783	0.070454627129284	0.034328415252984	0	0	2.78479460176857	0	0.572140254216401	0	0.414030148794565	0.33290816838046	0.280981647926778	0.206047302404063	0.155333873236132	0.123617794980584	0.133370958648672	0.0634109835873876	0.0824083344997712	0	0	0.0412094604808126	0.0317054917936938	0.0411988740189585
"Bombus_polaris"	0	0	4.5430071342038	0	0	0	0	0	0	0	0.193834971059362	0	3.44595504105532	0	1.66576928254139	0	0	0	0	0	0	0	0	0	0	0.151433571140127	0	0	0
"Spilogona_almquistii"	1.88918609211559	1.36742970961114	0	0.554962362589103	0.314190812729402	0.159060264067917	0.207700571762061	0.140334627050884	0.103977665337061	0	0	1.64013539542035	0	1.73296108895102	0	0.389623065767026	0.289573350270595	0.282776368885293	0.193212213966367	0.178360594171094	0.117680847223184	0.0934583638482744	0.124866531582548	0.0790384044299108	0	0	0.0386424427932734	0.0624332657912741	0.0403959616366374
"Colias_hecla"	0	0	4.60055189123704	0	0	0	0	0	0	0	0.136290214026114	0	2.42293713824202	0	2.68686902678692	0	0	0	0	0	0	0	0	0	0	0.153351729707902	0	0	0
"Eupogonomyia_probilofensis"	2.32134191775893	1.3900924873463	0	0.260100660560691	0.249677636787247	0.170747550611536	0.241008972319574	0.0688068039598443	0.0350660759190324	0	0	1.78032963981663	0	0.584434598650539	0	1.46019410686134	0.294372526732159	0.262427884761871	0.237409968861709	0.171707305630103	0.127065397988758	0.0982656840616729	0.0585226486261555	0.0795834042164164	0	0	0.0474819937723417	0.0292613243130777	0.0321014104440746
