"Sideroxylon_puberulum"	"Grangeria_borbonica"	"Badula_platiphylla"	"Helichrysum_proteoides"	"Myonima_violacea"	"Harungana_madagascariensis"	"Stillingia_lineata"	"Ochna_mauritiana"	"Olea_lancea"	"Psiadia_terebinthina"	"Aphloia_theiformis"	"Psidium_cattleianum"	"Coffea_macrocarpa"	"Homalanthus_populifolius"	"Faujasiopsis_flexuosa"	"Gaertnera_sp1_M_PL_077"	"Coffea_mauritiana"	"Gaertnera_rotundifolia"	"Warneckea_trinervis"	"Wikstroemia_indica"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_077"	"Dysauxes_florida"	"Brachymyrmex_sp1_M_PL_077"	"Stomorhina_lunata"	"Nacoleia_sp1_M_PL_077"	"Technomyrmex_albipes"	"Lygistorrhina_sp1_M_PL_077"	"Panara_naso"	"Chrysomya_megacephala"	"Eumolpinae_sp1_M_PL_077"	"Pachycerina_crinicornis"	"Polistes_hebraeus"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Musca_domestica"	"Ornidia_obesa"	"Cerambycidae_sp1_M_PL_077"	"Cixiidae_sp1_M_PL_077"	"Eristalinus_flaveolus"	"Fannia_pusio"	"Ischiodon_aegyptius"	"Lygaeidae_sp1_M_PL_077"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_077"	"Nitidulidae_sp1_M_PL_077"	"Sarcophaga_arno"	"Villa_unifasciata"
"Sideroxylon_puberulum"	2.66519865351938	0.669549383534932	0.240769043023127	0.262479900545942	0.253234479894254	0.109385714536872	0.108506679360664	0.165890264478194	0.084089446430676	0.130720754942648	0.181337004513704	0.0551620163055201	0.0492537900774961	0.0497482966115615	0.0851793979898485	0.0967324378459886	0.00769646294714229	0.0182250912807365	0.022667125564213	0.00733195133394204	2.49338381206343	0.798368034140356	0.337173879544242	0.0585444229962895	0.160752635377915	0.0684130039745981	0.0410786806527685	0.194487469310874	0.121500608538243	0.0674804736617722	0.0482075556145151	0.0671934527029818	0.0673546252439958	0.0358997769708519	0.0337474157844783	0.0238167568484671	0.0233010274984549	0.00651040076163991	0.00639620956434359	0.00620572683437101	0.0112491385948261	0.00620572683437101	0.0112491385948261	0.0117648679448384	0.0117648679448384	0.0067716293350254	0.0112491385948261	0.00677162933502541
"Grangeria_borbonica"	0.990933087631699	1.81527384718837	0.400965012307288	0.265639100688535	0.325079623787434	0.203624184827038	0.200438935185017	0.158043377910665	0.144474914652743	0.128157784591692	0.112029879383399	0.101898020251694	0.11199211376483	0.0918975279572018	0.0953643518567843	0.0609917809366604	0.0194796465609285	0.00932702514015732	0.0140037349229248	0.0135439451917876	1.54041084152173	1.47478514310576	0.558060085531894	0.103622039687549	0.102630702636874	0.17315241387492	0.0790796094711254	0.0723113334217727	0.0621801676010487	0.0676455516529231	0.130699716997562	0.0465048230167848	0.0466742080202316	0.0301182091162225	0.0341535986599545	0.0442091298626428	0.0440594621360421	0.0120263361111012	0.0118153964516402	0.0114635272783155	0.0113845328866515	0.0114635272783155	0.0113845328866515	0.0115342006132522	0.0115342006132522	0.0112771409711424	0.0113845328866515	0.0112771409711424
"Badula_platiphylla"	0.556778411990982	0.626507831730137	1.81599214036505	0.241905207611325	0.144287759054508	0.36874076743272	0.318769372857954	0.183778058693362	0.226387935368437	0.123637583481625	0.0571394387570694	0.162054183640103	0.123525686648277	0.146149835245699	0.0589681695332924	0.0603791278100872	0.012186790961554	0.0072874618011958	0.00714242984463368	0.0215397019088304	0.785667282909704	2.34543420785042	0.240007785994611	0.361373687765349	0.166799418027957	0.108327030769369	0.13301129424097	0.0406297760101527	0.0485830786746387	0.0395435188599995	0.0451085638845699	0.0393937604022033	0.0412897158179984	0.0366363876004437	0.0311020981214561	0.0224045234844887	0.0216445070116278	0.0191261623714774	0.0187906931030183	0.0182310956595116	0.0103673660404854	0.0182310956595116	0.0103673660404854	0.0111273825133462	0.0111273825133462	0.0510747789477668	0.0103673660404854	0.0510747789477669
"Helichrysum_proteoides"	0.924929173352369	0.632474049258416	0.368617459217257	1.69569329581878	0.268716703038411	0.174093081261765	0.176865661258406	0.172239498578512	0.131248609735654	0.16737064186479	0.0909196968843698	0.0899139716348152	0.0620174799990877	0.0810896198144354	0.0793323605367985	0.0946266554069414	0.0082675204997965	0.0214263890692265	0.0113649621105462	0.0119510653964608	1.25014583216008	1.30133823205907	0.463051253977357	0.08861125731757	0.169330036158515	0.0734890711093022	0.063273831224208	0.0674948315689567	0.142842593794844	0.110369599070114	0.045538131546606	0.114048423951293	0.169512240629825	0.0391265192368178	0.218017709462415	0.0264478906544826	0.0840571027074565	0.0106119396755044	0.0104258082618559	0.0101153218089167	0.0726725698208051	0.0101153218089167	0.0726725698208051	0.0150633577678311	0.0150633577678311	0.0103673660404853	0.0726725698208051	0.0103673660404853
"Myonima_violacea"	0.986281658535517	0.855472694177458	0.243010962618118	0.297002671779296	1.7752351304058	0.119359188219193	0.118613149480704	0.123831973196519	0.0873165570914579	0.0948838806906266	0.112735486178887	0.0602998868295995	0.0580330224280145	0.0543819254000386	0.179972208965761	0.0558303658958662	0.00951835492203335	0.00927198219182232	0.0140919357723609	0.0080148599577676	1.5501129349597	0.872729195401361	1.49098421073022	0.0611075202334919	0.0885855071229684	0.084607599306963	0.0453754836792782	0.0719719048120513	0.0618132146121487	0.0486620611594242	0.061594033980777	0.0418031019263864	0.0467400873252109	0.0238931917126064	0.0381860578001952	0.0239380577573506	0.0281271944285926	0.00711678896884233	0.00699196183714779	0.00678373726832994	0.0127286859333984	0.00678373726832994	0.0127286859333984	0.0085395492621564	0.0085395492621564	0.00683468332363451	0.0127286859333984	0.00683468332363452
"Harungana_madagascariensis"	0.476149580925207	0.598894661255994	0.69410026810865	0.21505615920571	0.133401445656745	1.67697901011246	0.301813247604001	0.165437108658834	0.213387547122015	0.106282524951995	0.0507376532947188	0.153434123905088	0.188671936924473	0.138375766833627	0.0546848894279415	0.0467814417746562	0.0161939407787519	0.00604042923175149	0.00634220666183985	0.0203939523023846	0.697642732802384	2.22067480625966	0.224067654241689	0.318949724128725	0.0946232845297635	0.143946140255572	0.556945270732735	0.0347460504999475	0.0402695282116766	0.0353532321023329	0.0431204156104316	0.0341385554454046	0.0366321766408456	0.0314934136605617	0.0276500776121627	0.0203455311482874	0.0199967964399954	0.0181087948562402	0.0177911700214663	0.0172613389393224	0.00921669253738756	0.0172613389393224	0.00921669253738756	0.00956542724567955	0.00956542724567955	0.0195215700405556	0.00921669253738756	0.0195215700405556
"Stillingia_lineata"	0.535299618179278	0.668129783950058	0.680041328763636	0.247611925761768	0.150243322675559	0.342055013951201	1.41159098755296	0.191952566531552	0.250445965446241	0.121935292458324	0.0571532549498683	0.180223058249045	0.0996847133166427	0.162535577168868	0.0625763009365276	0.0528019310659176	0.010933364268741	0.00684508448298717	0.00714415686873353	0.0239546481589356	0.785857255560688	2.60839502175076	0.252345738193889	0.163791169939198	0.101686375174382	0.0971854601665863	0.121469375135294	0.0390624045698391	0.0456338965532478	0.0401228528694945	0.0481053444444042	0.0390706930796426	0.0421307226025149	0.036331612856286	0.031835819026513	0.0230005124323502	0.0226382757866054	0.0846954592531776	0.0208974313502829	0.0202750940530176	0.0106119396755043	0.0202750940530176	0.0106119396755043	0.0109741763212492	0.0109741763212492	0.0191261623714771	0.0106119396755043	0.0191261623714771
"Ochna_mauritiana"	1.0229899642822	0.658514074627769	0.490074823182299	0.301419122512396	0.196067290894488	0.234369237266681	0.239940708164439	1.20035168067683	0.173232688399726	0.129862266221542	0.110221017300257	0.121979709766355	0.0762026889905675	0.110008356990417	0.0719597471970475	0.0761027676634373	0.00935670972616344	0.0105142772885807	0.0137776271625321	0.0162131364231114	1.51553898787853	1.76543041051658	0.29235480761793	0.11731318129534	0.190939375865203	0.0831707531214528	0.0842441874809767	0.0746506190151876	0.0700951819238714	0.0489005895324916	0.0474130133731994	0.0487349401491305	0.128304070673404	0.0370044138953724	0.0387538871801652	0.0235408573032386	0.0247712157366882	0.0143964424898665	0.0141439316130535	0.013722717348715	0.0129179623933884	0.013722717348715	0.0129179623933884	0.0116876039599388	0.0116876039599388	0.013783354402002	0.0129179623933884	0.0137833544020021
"Olea_lancea"	0.565692639624547	0.656704157512467	0.658583084708179	0.250565527677157	0.150819507703427	0.329780754643114	0.341517225608511	0.188981114617883	1.27329325761067	0.121633922802909	0.0594356157932679	0.173618609274869	0.0966275237399652	0.156579303114209	0.0621560507257936	0.125240307464129	0.0106593270674196	0.0107637062580494	0.00742945197415848	0.023076806816118	0.817239717157433	2.51280785331062	0.251173895895571	0.158477396567402	0.112330640748959	0.0947495739326187	0.117177425535556	0.0412802737023317	0.0717580417203291	0.0403862961192768	0.0472826993408977	0.0395126743363143	0.0425306744428671	0.141750631498293	0.0322155678442059	0.0227677278874862	0.0225591974499597	0.0204910335365108	0.0201316246861125	0.0195320935434227	0.0107385226147353	0.0195320935434227	0.0107385226147353	0.0109470530522618	0.0109470530522618	0.0185226492574173	0.0107385226147353	0.0185226492574174
"Psiadia_terebinthina"	0.967333586575598	0.640788922958458	0.395640267141199	0.351478347916059	0.180279373312191	0.180680292418392	0.182902938687487	0.15583471946585	0.1337973150832	1.55940087511281	0.0920136782302785	0.0929831688302888	0.0640193289922496	0.0838575993530028	0.0622169392540058	0.0769230066362509	0.00845259323515511	0.0106942188985635	0.0115017097787848	0.0123590128570259	1.26518807566633	1.34575917776504	0.278491182038329	0.0941262061561542	0.236184860344568	0.0751341620902676	0.0656236200587951	0.0705892076690302	0.0712947926570903	0.178708505086074	0.046136802453009	0.307520383232975	0.0535791874404394	0.0340239550431371	0.0451900733034934	0.151880279373405	0.0265975583810834	0.0109741763212493	0.010781691345386	0.0104606064934075	0.0150633577678311	0.0104606064934075	0.0150633577678311	0.140346078760152	0.140346078760152	0.0111273825133461	0.0150633577678311	0.0111273825133461
