"Nephrosperma_vanhoutteanum"	"Premna_serratifolia"	"Psidium_cattleianum"	"Deckenia_nobilis"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Ochna_kirkii"	"Alstonia_macrophylla"	"Apis_mellifera"	"Lasioglossum_mahense"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_112"	"Rhynchium_brunneum"	"Xylocopa_caffra"	"Megachile_seychellensis"	"Lygistorrhina_sp1_M_PL_112"	"Hemipyrellia_germana"	"Phelsuma_sp1_M_PL_112"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_sp1_M_PL_112"	"Chalcidoma_disjunctum"	"Unidentified_sp2_M_PL_112"	"Eagris_sabadius"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Simosyrphus_aegyptius"
"Nephrosperma_vanhoutteanum"	2.70416137271831	0.632410754821215	0.617134888727914	0.623508172858681	0.337609543702093	0.207074474630264	0.125814431088353	0.0154442561900159	1.16089797600531	1.16202256784657	0.394686547078185	0.57572467935293	0.216284478148856	0.161640730543671	0.207127756708842	0.290630996958265	0.171669549998261	0.108289892227363	0.144533282804825	0.0455335743471275	0.026623861023891	0.0289379608887509	0.0113833935867819	0.0113833935867819	0.0113833935867819	0.00808807056996554
"Premna_serratifolia"	1.17628400396746	2.68112618179319	0.386670032356995	0.445015578639049	0.325921384268484	0.144294228028091	0.0953511238611415	0.00849536182243886	0.71149456539287	1.27576846961075	0.217103691017882	0.250434658909201	0.916945154173269	0.114022049766785	0.479876015797624	0.141770054519403	0.102306794288249	0.0699952015050955	0.0666856025869616	0.193041085089109	0.0185521150321831	0.0279361186515844	0.0482602712722773	0.0482602712722773	0.0482602712722773	0.00612971510535908
"Psidium_cattleianum"	1.33473359655107	0.44961631669418	1.90855660067265	0.731474075438878	0.256768259669702	0.252491304643588	0.306392465673458	0.0231252753933158	1.53362156995764	0.852018111862706	0.590979260051405	0.28416908829797	0.15376878030941	0.436092569603207	0.124504950267724	0.151176475379857	0.289793212983643	0.10925726472545	0.0806406317015228	0.032372374801981	0.0324631677398899	0.0220087079716887	0.00809309370049524	0.00809309370049524	0.00809309370049525	0.0196966585075793
"Deckenia_nobilis"	1.41429902624042	0.542701925169571	0.767155737655409	1.82378919905884	0.306785006478523	0.244446544351384	0.145463459984375	0.0185169957983182	1.43099929085194	1.08197854090215	0.47321211484591	0.301108824941509	0.185604058407993	0.192498409117998	0.142664770957745	0.163163505398845	0.267794857737376	0.253893147085135	0.108468220902854	0.0390745386122091	0.0314288414166066	0.0262958576981591	0.00976863465305228	0.00976863465305228	0.00976863465305228	0.00935122242756694
"Erythroxylum_sechellarum"	1.49512797925213	0.776003295877343	0.525763579323675	0.598961203124736	1.53005538016926	0.197827895658215	0.128181092088896	0.0112374692425878	0.98865966285172	1.68596170672286	0.287179769532799	0.31831756977626	0.265393127190051	0.153904326683513	0.183588455709631	0.275837408458263	0.136551446214291	0.0933565535388527	0.0854928310709567	0.0558722373031687	0.0254350151560562	0.131147604014508	0.0139680593257922	0.0139680593257922	0.0139680593257922	0.00824021306285759
"Memecylon_eleagni"	1.37556615290104	0.515336528671753	0.775509007119592	0.715879165600483	0.296741843487323	1.42655663316497	0.14401902299664	0.0135495407950485	1.79700386632115	0.993367564813207	0.346266042540128	0.292862471262801	0.176245092805739	0.192258308518562	0.136732239692606	0.158554320275512	0.170639463206829	0.107598454761765	0.0822740732680308	0.0371042300643662	0.183414424264067	0.0254350151560563	0.00927605751609155	0.00927605751609155	0.00927605751609155	0.0092583657640697
"Ochna_kirkii"	0.835767292229774	0.340539728075505	0.941062573139904	0.426000132811384	0.192271638133344	0.14401902299664	2.37131610707616	0.0121814002741347	0.832116527201356	0.68995763065911	0.311302451450109	0.177937552539242	0.116464587001823	1.92778428942522	0.0875197182280941	0.0973611318253708	0.152064323388096	0.0641954051353674	0.0497915752773948	0.0245188604214364	0.0185167315281395	0.0164804261257152	0.00612971510535909	0.00612971510535909	0.00612971510535909	0.15244174974061
"Alstonia_macrophylla"	1.43631582567148	0.424768091121943	0.994386841912581	0.759196827731047	0.235986854094343	0.189693571130679	0.170539603837886	1.05227027923688	1.11762836271101	0.805409092223149	1.33579602494257	0.305796272562316	0.145270687163704	0.235622862230576	0.124411753045812	0.159225750346802	0.198524585285895	0.113891607881933	0.0861644490735581	0.0305833025607799	0.0243891734310873	0.020227444636658	0.00764582564019497	0.00764582564019497	0.00764582564019497	0.0109632602467212
"Apis_mellifera"	1.56468857635499	0.515575772023818	0.955735181277951	0.850303926448255	0.300896419128784	0.364609480123131	0.168835237403174	0.0161975125030582	2.27588637897153	0.93735434770206	0.413936430633709	0.333127245288482	0.176326914032146	0.23026312403745	0.14409186512031	0.177212596770738	0.20496392563313	0.127133396362395	0.094375945707111	0.0371214555857149	0.0468783617301169	0.0257911216396101	0.00928036389642873	0.00928036389642873	0.00928036389642873	0.0108536938330611
"Lasioglossum_mahense"	1.63739543651107	0.96649126485663	0.555102709243884	0.672138184499823	0.53644236123	0.210714331930074	0.14635464892769	0.0122031680639871	0.979961363506699	2.1453896239272	0.311858739413004	0.34860677035397	0.330540012580967	0.170994301734857	0.219954634062041	0.204438396707883	0.148800679890208	0.10437127927172	0.093983064274568	0.0695873710696774	0.0270918426767238	0.0459807738197143	0.0173968427674193	0.0173968427674193	0.0173968427674193	0.00940851314535148
