"Chrysobalanus_icaco"	"Dillenia_ferruginea"	"Nepenthes_pervillei"	"Apis_mellifera"	"Hemipyrellia_sp1_M_PL_117"	"Lasioglossum_mahense"	"Eristalinus_vicarians"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Rhiparida_seychellensis"
"Chrysobalanus_icaco"	3.81434213155052	1.123749303409	0.325066459777328	4.08319591975855	0.146279906899798	0.155596057395092	0.118376135117085	0.0777980286975462	0.0777980286975462	0.0777980286975462
"Dillenia_ferruginea"	2.50682536914315	2.46379865484755	0.292533870746141	3.6745504542057	0.131640241835764	0.341141352209661	0.0777980286975461	0.170570676104831	0.170570676104831	0.170570676104831
"Nepenthes_pervillei"	2.35673183338563	0.950735079924959	1.95569098142626	3.45454060558204	0.880060941641815	0.131640241835764	0.0731399534498989	0.065820120917882	0.065820120917882	0.065820120917882
"Apis_mellifera"	3.116123201921	1.257083050123	0.363635853219162	4.56767035626958	0.163636133948623	0.174057653093954	0.0967072717837553	0.0870288265469773	0.0870288265469773	0.0870288265469773
"Hemipyrellia_sp1_M_PL_117"	2.12105865004706	0.855661571932464	1.76012188328363	3.10908654502383	1.79205484747763	0.118476217652187	0.065825958104909	0.0592381088260938	0.0592381088260938	0.0592381088260938
"Lasioglossum_mahense"	2.25614283222883	2.2174187893628	0.263280483671527	3.30709540878513	0.118476217652187	1.3070272169887	0.0700182258277916	0.153513608494348	0.153513608494348	0.153513608494348
"Eristalinus_vicarians"	3.43290791839547	1.0113743730681	0.292559813799595	3.67487632778269	0.131651916209818	0.140036451655583	1.10653852160538	0.0700182258277916	0.0700182258277916	0.0700182258277916
"Hemipyrellia_germana"	2.25614283222883	2.2174187893628	0.263280483671527	3.30709540878513	0.118476217652187	0.307027216988695	0.0700182258277914	1.15351360849435	0.153513608494348	0.153513608494348
"Ornidia_obesa"	2.25614283222883	2.2174187893628	0.263280483671527	3.30709540878513	0.118476217652187	0.307027216988695	0.0700182258277914	0.153513608494348	1.15351360849435	0.153513608494348
"Rhiparida_seychellensis"	2.25614283222883	2.2174187893628	0.263280483671527	3.30709540878513	0.118476217652187	0.307027216988695	0.0700182258277914	0.153513608494348	0.153513608494348	1.15351360849435
