"Sideroxylon_puberulum"	"Labourdonnaisia_callophylloides"	"Psiadia_terebinthina"	"Bakerella_hoyifolia"	"Stillingia_lineata"	"Warneckea_trinervis"	"Gaertnera_sp1_M_PL_066"	"Eugenia_orbiculata"	"Phyllanthus_phillyreifolius"	"Euodia_chapelieri"	"Flagellaria_indica"	"Gaertnera_petrinensis"	"Agauria_salicifolia"	"Antidesma_madagascariense"	"Cordemoya_integrifolia"	"Erythrospermum_monticolum"	"Euodia_obtusifolia"	"Helichrysum_proteoides"	"Olea_lancea"	"Smilax_anceps"	"Mimusops_erythroxylon"	"Monimiastrum_globosum"	"Pandanus_barklyi"	"Pyrostria_fasciculata"	"Badula_platiphylla"	"Grangeria_borbonica"	"Ocotea_laevigata"	"Pandanus_wiehii"	"Gaertnera_rotundifolia"	"Apis_mellifera"	"Technomyrmex_albipes"	"Villa_unifasciata"	"Chrysomya_megacephala"	"Paragus_borbonicus"	"Lygistorrhina_sp1_M_PL_066"	"Pachycerina_crinicornis"	"Fannia_pusio"	"Musca_domestica"	"Nacoleia_sp1_M_PL_066"	"Phelsuma_cepediana"	"Stomorhina_lunata"	"Ceratitis_roas"	"Chaetocnema_sp1_M_PL_066"	"Melanostoma_bituberculatum"	"Brachymyrmex_sp1_M_PL_066"	"Cerambycidae_sp1_M_PL_066"	"Hippotion_eson"	"Macroglossum_milvus"	"Mordellidae_sp1_M_PL_066"	"Panara_naso"	"Psilopa_iceryae"	"Ahasverus_advena"	"Allograpta_nasuta"	"Bactrocera_cucurbitae"	"Dioxyna_sororcula"	"Ischiodon_aegyptius"	"Lauxania_sp1_M_PL_066"	"Ornidia_obesa"	"Orthellia_albigena"	"Phalanta_phalantha"	"Phorinia_sp1_M_PL_066"	"Polistes_hebraeus"	"Sapromyza_sp1_M_PL_066"	"Sepsis_lateralis"	"Siphona_sp1_M_PL_066"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_066"	"Zosterops_mauritianus"
"Sideroxylon_puberulum"	2.55162840517131	0.284946166052039	0.366136140617578	0.187433451422047	0.215724267289397	0.193554213509537	0.115605171486736	0.0982336387757662	0.0938041446111501	0.0905150157245225	0.0877869103054603	0.048442369625622	0.087316649224299	0.0449767610306992	0.0692473085408654	0.084668077136518	0.0636246996564597	0.0928467036751713	0.0784442954856923	0.0677411303482126	0.0733136679056485	0.0356812912245267	0.0468157576638691	0.0782589734360588	0.0191797955489746	0.0346236542704327	0.024007973911165	0.0198580128233809	0.00874324826370269	1.44428205716933	0.532558989743194	0.214288908687449	0.268903160680628	0.147163009088839	0.382744260775697	0.111103568155558	0.107628253510419	0.182340061649034	0.187510946648973	0.0441289173852909	0.0607781125928258	0.164033254618156	0.0529505019710337	0.128405820434487	0.0335485613592267	0.0302800057554507	0.019429440586006	0.0231210342973471	0.0174392530652239	0.0188393977645193	0.0687483732310577	0.00863090799703856	0.0190503173557166	0.0140706216916725	0.0546777515393852	0.0158016438549829	0.0176501673236779	0.0546777515393852	0.0546777515393852	0.0183068070308789	0.0183068070308789	0.0122119785450874	0.0108035882600242	0.0546777515393852	0.0140706216916725	0.0546777515393852	0.0196462460754673	0.0546777515393852
"Labourdonnaisia_callophylloides"	0.569892332104077	1.76775550233125	0.320978589629716	0.443531297390545	0.122080709307001	0.167020017365779	0.16286626037697	0.159981152658315	0.146183243954109	0.0971110188272441	0.0778917662842214	0.112877673532039	0.0686020383826154	0.117832168884879	0.11509396771776	0.0451179383561323	0.0831558917318042	0.0729468341468477	0.0602818872499871	0.0566560701678149	0.0504285441688638	0.0945419839741373	0.073344411383529	0.0454704851307741	0.0660676896170893	0.0575469838588801	0.0216444533495002	0.0739393665239265	0.0123176163310313	1.13472853117319	1.83447951503451	0.26535722216335	0.139551270954399	0.127304581299715	0.0854838498156116	0.100165720222965	0.0421772435568057	0.0526848651167479	0.0502770811744943	0.164309703386504	0.0806134203771281	0.0366359356352621	0.0299652650117184	0.0345754932203045	0.0287965452692441	0.0341324299730304	0.0273724807356252	0.032573252075394	0.040635962471534	0.0468302192348648	0.0341394651382037	0.0297304603276902	0.0101515361301298	0.0219274865931163	0.0122119785450874	0.0140205179311598	0.0099884216705728	0.0122119785450874	0.0122119785450874	0.0160489294814858	0.0160489294814858	0.0757609500999113	0.00974000400727508	0.0122119785450874	0.0219274865931164	0.0122119785450874	0.0154354586360885	0.0122119785450874
"Psiadia_terebinthina"	0.854317661441014	0.374475021234668	1.60195927981013	0.234684652669389	0.165176298094379	0.229112742242572	0.185611020722325	0.146618966054823	0.0838210301057543	0.0933105648175219	0.106761967294837	0.0842929640131043	0.0943818527707062	0.0958503010299535	0.0826626825630165	0.0559908598281265	0.0712205847375132	0.100359370112851	0.0784124048371599	0.100978770373399	0.0722696651364341	0.0566909693618098	0.087973706276278	0.0661178650179889	0.0272966365601606	0.0413313412815083	0.0253426414813939	0.0320982665780943	0.0140378082899238	1.56114575731101	0.757936608487125	0.403466197586979	0.220899800800086	0.148103717745757	0.128147649216152	0.117280113077784	0.0588500801994991	0.135018385083143	0.0747557805980333	0.0713294812846542	0.208154357595636	0.0549204210926366	0.0405432731686203	0.0492115575230862	0.102818187324521	0.0364938010096954	0.031195129533164	0.0371222041444651	0.0303454670447176	0.0367390512540983	0.030879961546742	0.0122834864520723	0.0125979434613285	0.0125731545158631	0.0183068070308789	0.0192171541130707	0.0135144243895401	0.0183068070308789	0.0183068070308789	0.0800979639905067	0.0800979639905066	0.0160489294814859	0.0114041886666272	0.0183068070308789	0.0125731545158632	0.0183068070308789	0.0212359168734089	0.0183068070308789
"Bakerella_hoyifolia"	0.60555422767123	0.716473634246266	0.324947980619155	1.45765306875359	0.140435631690492	0.165250892668216	0.163897589355648	0.162433477483861	0.150174269164487	0.106600435043543	0.0773597694811566	0.114297842214072	0.0669515718203083	0.118030100069027	0.11561206980479	0.0474023308948404	0.0846240392427129	0.0711918380355945	0.0698829728468298	0.0582802206647179	0.0575723148186279	0.0960647438788803	0.0521284896411845	0.04568950344806	0.0672404628462127	0.0578060349023952	0.0221562600260923	0.0350505074031609	0.0123956160016877	1.1074285916648	1.86704351836317	0.267476551531451	0.219763958008306	0.136350296247928	0.0908331341506845	0.102534247787416	0.047446726163738	0.0551758850955368	0.052635337098997	0.0778900164514688	0.074690117469802	0.038928486064579	0.0344705641422117	0.0366178484943918	0.0293604486805192	0.0366079731384616	0.0275458133370837	0.0327795178711296	0.0411472231970659	0.0471303841140641	0.0355023023961994	0.0302582082807957	0.0106655244513391	0.0225261403746731	0.0129761620215263	0.0139247585066082	0.0114901880474039	0.0129761620215263	0.0129761620215263	0.0162473990309577	0.0162473990309577	0.030706012896269	0.00997031701174151	0.0129761620215263	0.0225261403746731	0.0129761620215263	0.0150641036595694	0.0129761620215263
"Stillingia_lineata"	0.823674475104969	0.233063172313365	0.270288487790802	0.165969382906945	2.16124544403607	0.145801746933973	0.0867360241408081	0.0818297135881583	0.122864899156188	0.12690753213014	0.0678695279641248	0.0395944419342647	0.0602866797481497	0.0376018920386414	0.052364779491087	0.108164500086157	0.0945523744142314	0.0641048361321992	0.118229606840967	0.14285821190432	0.0644075757820079	0.0299076820944687	0.0339274442713608	0.0402524317919718	0.017069211281502	0.0261823897455435	0.0255914717619423	0.0152520919804899	0.00655986737199389	0.997186339834209	0.473955099916373	0.159922011158022	0.323551577159083	0.531430589703323	0.123551171265745	0.118431644320544	0.548137685405258	0.0664649263605738	0.0650262315086252	0.033893537734422	0.0456675077691828	0.0529505019710337	0.53048751808158	0.0596373471667411	0.045657522068012	0.037122624714838	0.0145774830488753	0.0173472048281616	0.0142539990963353	0.015587425256862	0.0360799021971061	0.00768114507667592	0.0243370125193853	0.0184297348734282	0.0176501673236779	0.0122165150335425	0.17682917269386	0.0176501673236779	0.0176501673236779	0.0135144243895401	0.0135144243895401	0.00998842167057287	0.011516162292874	0.0176501673236779	0.0184297348734283	0.0176501673236779	0.0135645029433337	0.0176501673236779
"Warneckea_trinervis"	0.812927696740056	0.350742036468136	0.412402936036631	0.21482616046868	0.16038192162737	1.32046241774303	0.222515774549993	0.166433267542346	0.0791829983734605	0.121121153015942	0.158749015246622	0.0861567739926718	0.102317996595027	0.0575831596524474	0.0832640452115544	0.101149110643856	0.105018945846277	0.108798136379378	0.0764238201438713	0.0756475412100151	0.0705012753593543	0.059865474121762	0.0550366741353498	0.0750224661291644	0.0242562832116514	0.0416320226057772	0.0800539655245101	0.0238559020362794	0.0168289241256297	1.69241545479033	0.673516130510189	0.516674951664947	0.16102207169665	0.157548137534161	0.121939154511008	0.370471962677316	0.056786350888031	0.0728797844494065	0.0747663774863244	0.0530131156361765	0.0707075067660687	0.052259637647575	0.0393664716721726	0.0575983083265842	0.0376408435740849	0.0385939225021012	0.037397609168066	0.0445031549099986	0.0310164386373619	0.0284644302404816	0.0292973289718774	0.0109153274452432	0.0227585498948675	0.0118774497560191	0.0174198792158583	0.028574822744392	0.0131221572240575	0.0174198792158583	0.0174198792158583	0.0206201468018315	0.0206201468018315	0.0150318015629202	0.0360242844860295	0.0174198792158583	0.0118774497560191	0.0174198792158583	0.023021549233881	0.0174198792158583
"Gaertnera_sp1_M_PL_066"	0.539490800271432	0.38002127421293	0.371222041444651	0.236740962402602	0.106010696172099	0.247239749499992	1.70211614006247	0.248788808261242	0.0809647018766457	0.0730747465590843	0.127209996637196	0.141303583610233	0.0640171695348938	0.0717632831055499	0.0722041516888785	0.0438980773992216	0.0612113620566669	0.0680715902721037	0.0595760972626654	0.0510792155189171	0.0458991796384693	0.0958937781100653	0.0429302477945828	0.0885218961936935	0.032074249204056	0.0361020758444392	0.0249424546028227	0.0220580927213989	0.128731472777834	1.05889140423273	0.890594986232621	0.962090359287311	0.118633845024174	0.102685257235481	0.0809236200407149	0.115428137134174	0.037581324390916	0.0532426535182532	0.0612381203041287	0.0490179838253309	0.0661480171815887	0.0346815514460207	0.0260208072422424	0.0329981017121719	0.0300539255639889	0.0453917543748309	0.286069939506298	0.340423228012495	0.0508692900996841	0.0415813837485908	0.0237052224301704	0.0144334121418252	0.00987706741482485	0.0121447052814969	0.0115605171486735	0.0228977993946952	0.00867360241408081	0.0115605171486736	0.0115605171486736	0.0185611020722325	0.0185611020722325	0.0162866260376971	0.0112241045712702	0.0115605171486736	0.0121447052814969	0.0115605171486736	0.0144038631453511	0.0115605171486736
"Eugenia_orbiculata"	0.589401832654597	0.479943457974945	0.377020198426687	0.301662172470027	0.128589549924249	0.23776181077478	0.319871324907312	1.30363508048369	0.104917215746881	0.0874397875358854	0.120053122108914	0.138522718854212	0.0687513068092277	0.0859894716389187	0.0865742357455433	0.0503131328802018	0.072437681312617	0.0731055562404788	0.136306844510147	0.0604892392708501	0.0515548843435078	0.0987253125274674	0.0474824935801848	0.0809710675284964	0.0420348383405915	0.0432871178727716	0.0257947618569196	0.0263297294741638	0.0241919489425698	1.13719754151856	1.16716734459042	0.811730915036059	0.150021062232684	0.138026801349782	0.0884102748981896	0.119372425704522	0.044192928798031	0.0567411277348442	0.0621814380720588	0.0585105099425862	0.0712943990354809	0.0378901178135098	0.031562889526861	0.0365805334403853	0.0324610887572756	0.198279264648401	0.053759886539044	0.0639742649814624	0.0498681787875163	0.0442817205125148	0.0283676216332021	0.0189156772532662	0.0113204548980454	0.0157375823620321	0.0126300392711699	0.0216095619796046	0.0105209631756203	0.0126300392711699	0.0126300392711699	0.0188510099213344	0.0188510099213344	0.0205690053417836	0.0116076428356138	0.0126300392711699	0.0157375823620321	0.0126300392711699	0.0154690440320762	0.0126300392711699
"Phyllanthus_phillyreifolius"	0.656629012278051	0.511641353839381	0.251463090317263	0.325377583189722	0.225252315119679	0.131971663955768	0.121447052814969	0.122403418371361	1.668093540388	0.112308681686002	0.0628319080291792	0.0825657774856529	0.0501543312204323	0.0845810555282167	0.0834536553584522	0.0880183236011858	0.0975378308930882	0.0533307721977263	0.085871908085085	0.114575193940462	0.0414362368917771	0.0689569403615261	0.0385376437304216	0.0375324759176917	0.0477212346719236	0.0417268276792261	0.023225347441432	0.0253276485218643	0.00918507122130015	0.82958978974241	1.32505961605708	0.202811185032283	0.14770850792914	0.419919214862101	0.0984943518417077	0.107481746770627	0.0693598263119573	0.0547850195908807	0.0534716078503251	0.0562836633819207	0.0557383396447015	0.0422118650750176	0.0552892046202847	0.0479453661936118	0.0383525731524671	0.0350587616811762	0.020411269380667	0.0242894105629937	0.0297236798948351	0.0338925774412663	0.264284652749873	0.0214745556023656	0.0198041228102668	0.2502140310582	0.0140706216916725	0.0113097434452523	0.0184297348734282	0.0140706216916725	0.0140706216916725	0.0125731545158631	0.0125731545158631	0.0219274865931166	0.0104514063486444	0.0140706216916725	0.250214031058201	0.0140706216916725	0.0112847245245973	0.0140706216916725
"Euodia_chapelieri"	0.76032613208599	0.407866279074426	0.335918033343079	0.277161131113213	0.279196570686308	0.242242306031884	0.131534543806352	0.12241570255024	0.134770418023203	1.16581632174626	0.121111731677439	0.0695947407573951	0.0738414615808689	0.0666250076699449	0.0795067381093988	0.135856108029607	0.129152706218064	0.0785180874809906	0.116919890388469	0.123059427222287	0.0759226592686954	0.0547869359085199	0.0453823779200027	0.0484357510138269	0.0338215919066416	0.0397533690546994	0.0801568838077017	0.0235169975532893	0.00994799070804342	1.22139247192652	0.939112868607749	0.24232069232694	0.366636155282001	0.417059912977819	0.114048919812898	0.370948245621197	0.0848227701806896	0.0656740101583961	0.0634088337953902	0.0522599945628652	0.0621971434360463	0.0488781084912422	0.0685300673502755	0.0631530299674896	0.0444842727921686	0.0420461370938649	0.0221066460178743	0.0263069087612704	0.0250541066726623	0.0275176800620687	0.0365082655338944	0.0152197163579887	0.0305676243066615	0.0202155627034804	0.016292702830414	0.0218001117019391	0.0228433557834252	0.0162927028304141	0.0162927028304141	0.0167959016671539	0.0167959016671539	0.0174799833889041	0.0360705977134658	0.0162927028304141	0.0202155627034804	0.0162927028304141	0.0166143288556955	0.0162927028304141
