"Spondias_cytherea"	"Uvaria_sp."	"Cerbera_manghas"	"Ochrosia_coccinea"	"Ochrosia_oppositifolia"	"Barringtonia_calyptrocalyx"	"Garcinia_hollrungii"	"Garcinia_ledermannii"	"Terminalia_sp."	"Pimelodendron_amboinicum"	"Pangium_edule"	"Gnetum_costatum"	"Gnetum_gnemon"	"Medusanthera_laxiflora"	"Neuburgia_corynocarpa"	"Ficus_conocephaliafolia"	"Ficus_hispidioides"	"Myristica_sp."	"Syzygium_pachycladum"	"Syzygium_samaragense"	"Syzygium_longipes"	"Syzygium_sp."	"Galearia_celebica"	"Morinda_bracteata"	"Nauclea_orientalis"	"Randia_dryadum"	"Versteegia_cauliflora"	"Pometia_pinnata"	"Phaleria_macrocarpa"	"Gmelina_moluccana"	"Adrama_selecta"	"Bactrocera_bancroftii"	"Bactrocera_bullata"	"Bactrocera_cheesmane"	"Bactrocera_diaphana"	"Bactrocera_enochra"	"Bactrocera_frauenfeldi"	"Bactrocera_hastigerina"	"Bactrocera_lineata"	"Bactrocera_neocheesmanae"	"Bactrocera_paramusae"	"Bactrocera_penefurva"	"Bactrocera_tinomiscii"	"Bactrocera_trivialis"	"Bactrocera_sp._1"	"Bactrocera_sp._2"	"Bactrocera_sp._3"	"Bactrocera_sp._4"	"Bactrocera_sp._5"	"Bactrocera_sp._6"	"Bactrocera_sp._7"	"Bactrocera_sp._8"	"Bactrocera_sp._9"	"Bactrocera_sp._10"	"Bactrocera_sp._11"	"Euphranta_marginata"	"Euphranta_perkinsi"	"Euphranta_quatei"	"Euphranta_sp."
"Pangium_edule"	0	0	0.0294802985678891	0	0.00137722312159849	0	0	0	0	0	5.2322949134129	0	0	0	0	0	5.45963445112381e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121824463264226	4.70921703503568	0	0	0	0	0.0263886268133354	0	0	1.8198781503746e-05	0	0	0	0	0
"Gnetum_costatum"	0	0	0	0	0	0	0	0	0	0	0	3.6509778911975	1.61218000353934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12568340798447	2.61115869727869	0	0	0	0	0	0
"Gnetum_gnemon"	0	0	0	0	0	0	0	0	0	0	0	2.35291135651688	2.91024653821997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5064705880625	3.23037151720066	0	0	0	0	0	0
"Medusanthera_laxiflora"	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neuburgia_corynocarpa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0
"Ficus_conocephaliafolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59241900152484	0	0	0	0	0	0	0	0	0	0	0	3.67073889321201	0	0	0	0	0	0	0	0	0	0	4.05916723267017	0	0	0	0	0	0	0	0	0.677674872592986	0	0	0	0	0	0	0	0	0	0	0
"Ficus_hispidioides"	0	0	0.0955530392998909	0	3.78044475754528	0	0	0	0	0	0.0023105172997156	0	0	0	0	0	1.38484958059195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34405258135276	0.00257088120042919	0	0	0	0	0.107386707403466	0	0	1.2828319353065	0	0	0	0	0
"Myristica_sp."	0	0	0	3.99020178370843	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22797373017758	0	0	0	0	0	0.0449823808508246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0507154293906355	0	4.68612667587252
"Syzygium_pachycladum"	0	0	0	0	0	0.816212721508205	0	0	0.0341047369247077	0	0	0	0	0	0	0	0	0	4.21799890566061	0.0786847794114279	0.0571010738225107	0.00713763422781383	0.0142752684556277	0	0	0	0	0	0.037642774725939	0	0.0255510069341699	0	0.0337997100504304	0	0	0	0.682175592052105	0	0	0	0	0.0299634474409932	0	3.96535234878546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syzygium_samaragense"	0	0	0	0	0	0.814639372572206	0	0	0.0339111925449388	0	0	0	0	0	0	0	0	0	3.21892279410387	1.07877869489966	0.0567770252323832	0.0070971281540479	0.0141942563080958	0	0	0	0	0	0.0388374309216428	0	0.0255017542718256	0	0.0348724001833634	0	0	0	0.703825571458148	0	0	0	0	0.0297934048787676	0	3.94284897447106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syzygium_longipes"	0	0	0	0	0	0.826538650239427	0	0	0.0353749735684015	0	0	0	0	0	0	0	0	0	3.21193540251622	0.0780684096945269	1.05922781288881	0.00740347661110117	0.0148069532222023	0	0	0	0	0	0.0298022159961524	0	0.0258742533987994	0	0.0267596176653824	0	0	0	0.540086231412443	0	0	0	0	0.031079441063667	0	4.11304256172287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syzygium_sp."	0	0	0	0	0	0.826538650239427	0	0	0.0353749735684015	0	0	0	0	0	0	0	0	0	3.21193540251622	0.0780684096945269	0.0592278128888093	1.0074034766111	0.0148069532222023	0	0	0	0	0	0.0298022159961524	0	0.0258742533987994	0	0.0267596176653824	0	0	0	0.540086231412443	0	0	0	0	0.031079441063667	0	4.11304256172287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Galearia_celebica"	0	0	0	0	0	0.826538650239427	0	0	0.0353749735684015	0	0	0	0	0	0	0	0	0	3.21193540251622	0.0780684096945269	0.0592278128888093	0.00740347661110117	1.0148069532222	0	0	0	0	0	0.0298022159961524	0	0.0258742533987994	0	0.0267596176653824	0	0	0	0.540086231412443	0	0	0	0	0.031079441063667	0	4.11304256172287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Morinda_bracteata"	0	0	0	0.289764653340732	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0132301120149484	0	0	0	0	0	4.96016312938116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46488980273366	0	0.271952302529495
"Nauclea_orientalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0
"Randia_dryadum"	0	0	0	0	0	0	3.68094260265491	0.0782080243095133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50400726777242	0	0	0	0	0	0	0	0.208500944625908	0	0	0	0	0	4.52834116063725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Versteegia_cauliflora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pometia_pinnata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564729060494155	0	0	0	0	0	0	0	0	0	0	0	4.69842883424269	0	0	0	0	0	0	0	0	0	0	3.86943985894143	0	0	0	0	0	0	0	0	0.867402246321727	0	0	0	0	0	0	0	0	0	0	0
"Phaleria_macrocarpa"	0	0	0	0	0	0.00922424703756773	0	0	0.000331162015990264	0	0	0	0	0	0	0	0	0	0.0393936014573781	0.000993515674739699	0.000554459832486557	6.93074790608196e-05	0.000138614958121639	0	0	0	0	0	5.2124529862815	0	0.000288759037697772	0	4.68029790233322	0	0	0	0.0174603393729708	0	0	0	0	0.000290949485477161	0	0.0385041550337887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gmelina_moluccana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0
"Adrama_selecta"	0	0	0	0	0	1.65912039629508	0	0	0.0309078112272348	0	0	0	0	0	0	0	0	0	2.87448828009411	0.0701298242475203	0.0517485067975989	0.00646856334969986	0.0129371266993997	0	0	0	0	0	0.0310415965525105	0	1.05193768197098	0	0.0278724661137775	0	0	0	0.562546721399353	0	0	0	0	0.0271547198639277	0	3.59364630538881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_bancroftii"	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21684210526316	0	0	0.511578947368421	0	0	0	0	0	0	0	0	0	0	0	1.53473684210526	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_bullata"	0	0	0	0	0	0.00830182233381095	0	0	0.000298045814391238	0	0	0	0	0	0	0	0	0	0.0354542413116403	0.000894164107265729	0.000499013849237901	6.23767311547377e-05	0.000124753462309475	0	0	0	0	0	4.69120768765335	0	0.000259883133927995	0	5.2122681120999	0	0	0	0.0157143054356737	0	0	0	0	0.000261854536929445	0	0.0346537395304098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_cheesmane"	0	0	0	0	0	0	4.21945087230257	0.0695003148753025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447890918085283	0	0	0	0	0	0	0	1.23900386059896	0	0	0	0	0	4.02415403413789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_diaphana"	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21684210526316	0	0	1.51157894736842	0	0	0	0	0	0	0	0	0	0	0	1.53473684210526	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_enochra"	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_frauenfeldi"	0	0	0	0	0	0.845658470077459	0	0	0.0303601977103963	0	0	0	0	0	0	0	0	0	3.61151784027585	0.091083309247525	0.0508316453094065	0.00635395566367581	0.0127079113273516	0	0	0	0	0	0.0883287756514991	0	0.0264727868893813	0	0.079311023904753	0	0	0	1.6007251129598	0	0	0	0	0.0266736022741339	0	3.52997536870878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_hastigerina"	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8755980861244	0	0	0.0775119617224883	0	0	0	0	0	0	0	0	0	0	0	0	0	0.310047846889952	0	0	0	0
"Bactrocera_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.658243335027596	0	0	0	0	0	0	0	0	0	0	0	4.07859877023556	0	0	0	0	0	0	0	0	0	0	4.51018581407797	0	0	0	0	0	0	0	0	0.752972080658873	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_neocheesmanae"	0	0	0	0	0	0	4.08993622517212	0.0868978047883481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.560008075302688	0	0	0	0	0	0	0	0.231667716251008	0	0	0	0	0	5.03149017848583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_paramusae"	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8755980861244	0	0	1.07751196172249	0	0	0	0	0	0	0	0	0	0	0	0	0	0.310047846889952	0	0	0	0
"Bactrocera_penefurva"	0	0	0	0	0	0.0846285307412382	0	0	4.3039633078739	0	0	0	0	0	0	0	0	0	0.328867106059682	0.00799335252844986	0.00606428118315454	0.000758035147894317	0.00151607029578863	0	0	0	0	0	0.00305142143305315	0	0.00264924096233441	0	0.00273989259372517	0	0	0	0.0552989315439362	0	0	0	0	4.78133919191778	0	0.421130637719065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_tinomiscii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_trivialis"	0	0	0	0	0	0.918376278043807	0	0	0.0393055261871127	0	0	0	0	0	0	0	0	0	3.56881711390692	0.0867426774383633	0.0658086809875659	0.00822608512344574	0.0164521702468915	0	0	0	0	0	0.0331135733290583	0	0.0287491704431105	0	0.0297329085170916	0	0	0	0.600095812680493	0	0	0	0	0.0345327122929633	0	4.57004729080319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_sp._1"	0	0	0.116256197814867	0	4.59954112168009	0	0	0	0	0	0.00281112938132064	0	0	0	0	0	0.0182336563868743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.06859730731252	0.00312790546052218	0	0	0	0	0.130653827340883	0	0	0.060778854622914	0	0	0	0	0
"Bactrocera_sp._2"	0	0	0.0327558872976546	0	0.00153024791288721	0	0	0	0	0	4.70254990379212	0	0	0	0	0	6.06626050124868e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135360514738029	5.23246337226186	0	0	0	0	0.0293206964592616	0	0	2.02208683374956e-05	0	0	0	0	0
"Bactrocera_sp._3"	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.21684210526316	0	0	0.511578947368421	0	0	0	0	0	0	0	0	0	0	0	2.53473684210526	0	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_sp._4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.508256154444739	0	0	0	0	0	0	0	0	0	0	0	4.22858595081842	0	0	0	0	0	0	0	0	0	0	3.48249587304729	0	0	0	0	0	0	0	0	1.78066202168955	0	0	0	0	0	0	0	0	0	0	0
"Bactrocera_sp._5"	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	0
"Bactrocera_sp._6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0
"Bactrocera_sp._7"	0	0	4.37354715156855	0	0.256523613024083	0	0	0	0	0	0.105754421092837	0	0	0	0	0	0.00101691957768434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226912044832557	0.11767150719162	0	0	0	0	4.91518461078705	0	0	0.00338973192561445	0	0	0	0	0
"Bactrocera_sp._8"	0	0	0	0	0	0	0	0	0	0	0	3.1885251119767	1.54831699328646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86667410569187	2.39648378904497	0	0	0	0	0	0
"Bactrocera_sp._9"	0	0	0	0	0	0	0	0	0	0	0	2.5636830846009	2.17315902066226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56860757101125	3.69455032372559	0	0	0	0	0	0
"Bactrocera_sp._10"	0	0	0.106170043666545	0	4.20049417505032	0	0	0	0	0	0.00256724144412844	0	0	0	0	0	0.427610645102168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.71561397928084	0.00285653466714355	0	0	0	0	0.119318563781629	0	0	1.42536881700723	0	0	0	0	0
"Bactrocera_sp._11"	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8755980861244	0	0	0.0775119617224881	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31004784688995	0	0	0	0
"Euphranta_marginata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0
"Euphranta_perkinsi"	0	0	0	0.321960725934146	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0147001244610538	0	0	0	0	0	4.40018125486796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96098866970407	0	0.302169225032772
"Euphranta_quatei"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0
"Euphranta_sp."	0	0	0	4.43355753745382	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253304144641758	0	0	0	0	0	0.0499804231675828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0563504771007061	0	5.20680741763613
