"Roscheria_melanochaetes"	"Mimusops_sechellarum"	"Dillenia_ferruginea"	"Paragenipa_wrightii"	"Memecylon_eleagni"	"Erythroxylum_sechellarum"	"Soulamea_terminaloides"	"Aphloia_theiformis"	"Syzygium_wrightii"	"Craterispermum_microdon"	"Glionnetia_sericea"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp1_M_PL_101"	"Unidentified_sp3_M_PL_101"	"Ornidia_obesa"	"Unidentified_sp2_M_PL_101"	"Unidentified_sp6_M_PL_101"	"Neavella_albipectus"	"Dichaetomyia_fasciculifera"	"Parasarcophaga_hirticeps"	"Scaptodrosophila_sp1_M_PL_101"	"Unidentified_sp4_M_PL_101"	"Unidentified_sp8_M_PL_101"	"Eristalinus_vicarians"	"Perissoma_aenescens"	"Phelsuma_sp1_M_PL_101"	"Unidentified_sp5_M_PL_101"	"Unidentified_sp7_M_PL_101"
"Roscheria_melanochaetes"	3.23721306705484	0.194889725230226	0.412825636478852	0.182760593235621	0.258387527929719	0.219229599051441	0.499901488745234	0.0906808638459551	0.130357495771239	0.0303589427471264	0.00655295464659537	1.0055147605632	0.393541850425713	0.568285047505093	1.14006199318018	0.117814131874756	0.886714883584585	0.0478365689201462	0.0218431821553179	0.0358739343902358	0.0684554832258941	0.0684554832258941	0.0233179364175313	0.253347109595596	0.0449911339870711	0.0176925272776651	0.023464349238823	0.0116589682087657	0.00797276148669105
"Mimusops_sechellarum"	0.203748349104327	2.58333069095029	0.518017211008453	0.693630341247285	0.328600981820882	0.310005914101638	0.0567462243300626	0.240404580487037	0.0701628702325148	0.171649051932987	0.0868616795213671	0.904266073358282	2.22508030283501	0.0516956443013215	0.0717548533802193	0.164113586036221	0.0558093304068373	0.63409026050598	0.28953893173789	0.050728240489359	0.0177364768315583	0.0177364768315583	0.0618183206966667	0.0159455229733821	0.00510716018970563	0.022200737614648	0.0126293166418527	0.0309091603483333	0.10568171008433
"Dillenia_ferruginea"	0.452142363762552	0.542684697246951	2.16763606313633	0.452547526680725	0.531623256742399	0.456234521359625	0.125926772491575	0.275878873399953	0.155699941298915	0.0845366970167324	0.0182471816010805	2.0066763813097	1.09584607243912	0.114718921225022	0.159232745498986	0.59286227138648	0.123847690943656	0.133204425687888	0.0608239386702683	0.0746565580406659	0.0393593989580464	0.0393593989580464	0.0709402817314166	0.0353850545553302	0.0113334095242418	0.0928986884201286	0.0280259894338047	0.0354701408657083	0.022200737614648
"Paragenipa_wrightii"	0.300249546029948	1.08999053624573	0.678821290021088	1.71725665722094	0.428800164271313	0.391823712145807	0.0836229013335014	0.262756026686884	0.103394064433298	0.169793252290253	0.0366497440580757	1.33255302047668	2.20102364079958	0.0761802183989714	0.105740057514895	0.208336963722308	0.0822422669560293	0.267543131623953	0.122165813526919	0.0641166074420411	0.0261369927180087	0.0261369927180087	0.0675658354337702	0.0234977905588655	0.00752606112001512	0.0290923410009038	0.0186109315979936	0.0337829177168851	0.0445905219373255
"Memecylon_eleagni"	0.495242761865295	0.602435133338285	0.930340699299198	0.500266858316532	1.58313294208342	0.50070161597511	0.137930721825177	0.228464604055715	0.170542013160337	0.0938443199110117	0.0202562249067667	2.19796248460269	1.21650044329089	0.125654483939319	0.17441158135256	0.268604486055529	0.135653452163103	0.147870441819397	0.0675207496892223	0.0819329917050179	0.0431113273331265	0.0431113273331265	0.058748041042898	0.0387581291894579	0.0124137649642659	0.0398717442556799	0.0306975623688606	0.029374020521449	0.0246450736365662
"Erythroxylum_sechellarum"	0.458389161653013	0.620011828203276	0.870993177141102	0.498684724549209	0.546219944700119	1.64374996784386	0.127666576499779	0.222161871511775	0.157851091341032	0.0965823291747614	0.0208472221189146	2.0344006177234	1.25199315596913	0.116303877585097	0.161432704756061	0.252533343316369	0.125558770365825	0.152184721468077	0.0694907403963821	0.268977267465359	0.0399031883263659	0.0399031883263659	0.0571273383887422	0.0358739343902358	0.0114899918849801	0.0373282790203329	0.0284131964413858	0.0285636691943711	0.0253641202446795
"Soulamea_terminaloides"	1.14977342411404	0.124841693526138	0.264446222232308	0.117072061866902	0.165516866190212	0.140433234149757	2.83456335313682	0.0580879910399013	0.384778170453198	0.0194472121182226	0.00419766590934709	0.644108689803675	0.252093490421404	1.87575718045034	0.404920205883639	0.075468913136295	0.314937937909498	0.0306429611382338	0.0139922196978236	0.0229799837699602	0.32437077246389	0.32437077246389	0.0149369119816889	0.0899822679741422	0.255110701782314	0.0113334095242418	0.0692600706815756	0.00746845599084445	0.00510716018970564
"Aphloia_theiformis"	0.297951409779567	0.75555725295926	0.82763662019986	0.525512053373768	0.391653606952654	0.349111512375647	0.0829828443427161	1.78704821339811	0.102602677233249	0.117696914794607	0.0254047893273973	1.32235354326712	1.5257007473375	0.0755971283534425	0.104930713878891	0.442584186916864	0.0816127774613596	0.18545496209	0.0846826310913242	0.0571273383887422	0.0259369378928293	0.0259369378928293	0.45952668344523	0.0233179364175313	0.00746845599084444	0.0354701408657083	0.0184684819019848	0.229763341722615	0.0309091603483334
"Syzygium_wrightii"	0.5996444805477	0.308716629023065	0.653939753455442	0.289503380413233	0.409300831584808	0.347272400950271	0.769556340906396	0.143643748126549	1.68310974324375	0.048090326232055	0.0103802602535775	1.59279370396415	0.623393117822935	0.531749193248676	0.211179143149407	0.186624418504813	0.164250444671761	0.075775899851116	0.0346008675119251	0.0568263928827716	0.37221982446545	0.37221982446545	0.0369369638039697	0.0469286984776461	0.0692600706815756	0.0280259894338046	0.302959753783874	0.0184684819019848	0.0126293166418527
"Craterispermum_microdon"	0.232751894394636	1.25875971417524	0.591756879117127	0.79236851068785	0.375377279644047	0.354135206974125	0.0648240403940754	0.27462613452075	0.0801505437200917	1.19608326734461	0.042324423764298	1.03298820597153	2.5418201322449	0.0590545110965434	0.0819691454172413	0.1874751290685	0.0637537797689655	0.308968293479376	0.14108141254766	0.0579493975048568	0.0202612615050833	0.0202612615050833	0.0706181488767644	0.0182153656482758	0.00583416363546678	0.0253610091050197	0.0144270978696165	0.0353090744383822	0.051494715579896
"Glionnetia_sericea"	0.150717956871694	1.91095694947008	0.383190813622691	0.51309641681306	0.243074698881201	0.229319443308061	0.041976659093471	0.177833525291781	0.0519013012678877	0.126973271292894	1.43411685882402	0.668909150155442	1.64594981305604	0.0382406135927584	0.0530789326374225	0.121399091040492	0.0412836142735509	0.469053069415382	1.44705619608008	0.0375249998140464	0.0131201335466322	0.0131201335466322	0.0457286207893151	0.0117953183638717	0.00377789931841238	0.0164224634409725	0.00934223422821978	0.0228643103946575	0.0781755115692305
"Apis_mellifera"	0.608601039288252	0.523522463523216	1.10895273703957	0.490940586491409	0.694093416190322	0.588905441972563	0.169502286790441	0.243591442180786	0.209578118942651	0.0815517004714364	0.0176028723725116	2.70106371147657	1.05715167277788	0.154416087230971	0.214333409488471	0.316478174947705	0.166703762935478	0.128500968319335	0.0586762412417053	0.0963663450500557	0.0529792672208168	0.0529792672208168	0.0626377994179164	0.0476296465529937	0.0152552058111397	0.0475265458731244	0.0377240614096771	0.0313188997089582	0.0214168280532225
"Lasioglossum_mahense"	0.25861321599404	1.39862190463915	0.657507643463474	0.880409456319833	0.417085866271163	0.393483563304583	0.0720267115489727	0.305140149467501	0.0890561596889907	0.217870297049563	0.0470271375158867	1.1477646733017	2.82424459138322	0.0656161234406038	0.0910768282413792	0.208305698965001	0.0708375330766283	0.343298103865973	0.156757125052956	0.0643882194498409	0.0225125127834259	0.0225125127834259	0.0784646098630715	0.0202392951647509	0.00648240403940753	0.0281788990055774	0.0160301087440183	0.0392323049315358	0.0572163506443289
"Unidentified_sp1_M_PL_101"	1.45228401029079	0.126367130514342	0.267677482858386	0.118502561953956	0.167539311919092	0.142149183715118	2.08417464494482	0.0587977664971219	0.295416218471487	0.0196848370321811	0.00424895706586204	0.651979034975213	0.255173813380126	2.42668703581626	0.511456542754584	0.0763910655703578	0.397799533253565	0.0310173865807929	0.0141631902195401	0.0232607755170193	0.240750637369902	0.240750637369902	0.0151194256706885	0.113657009501019	0.187575718045034	0.0114718921225022	0.0531749193248676	0.00755971283534424	0.00516956443013216
"Unidentified_sp3_M_PL_101"	2.91349176034935	0.175400752707203	0.371543072830967	0.164484533912059	0.232548775136747	0.197306639146297	0.449911339870711	0.0816127774613596	0.117321746194115	0.0273230484724138	0.00589765918193583	0.904963284506879	0.354187665383142	0.511456542754584	2.02605579386216	0.106032718687281	0.798043395226127	0.0430529120281316	0.0196588639397861	0.0322865409512122	0.0616099349033047	0.0616099349033047	0.0209861427757782	0.228012398636036	0.040492020588364	0.0159232745498986	0.0211179143149407	0.0104930713878891	0.00717548533802194
"Ornidia_obesa"	0.387103576159913	0.515785556113838	1.77858681415944	0.416673927444615	0.460464833238049	0.396838110925722	0.10781273305185	0.442584186916864	0.133303156074866	0.0803464838865002	0.0173427272914989	1.71802437828754	1.041528494825	0.0982170843047456	0.136327781169361	1.5142545762446	0.10603271868728	0.126601909227942	0.057809090971663	0.0649371454242091	0.0336977140681424	0.0336977140681424	0.113807362350051	0.0302950624820802	0.00970314597466649	0.0762251491782617	0.0239945680934759	0.0569036811750254	0.021100318204657
"Unidentified_sp2_M_PL_101"	2.91349176034935	0.175400752707203	0.371543072830967	0.164484533912059	0.232548775136747	0.197306639146297	0.449911339870711	0.0816127774613596	0.117321746194115	0.0273230484724138	0.00589765918193583	0.904963284506879	0.354187665383142	0.511456542754584	1.02605579386216	0.106032718687281	1.79804339522613	0.0430529120281316	0.0196588639397861	0.0322865409512122	0.0616099349033047	0.0616099349033047	0.0209861427757782	0.228012398636036	0.040492020588364	0.0159232745498986	0.0211179143149407	0.0104930713878891	0.00717548533802194
"Unidentified_sp6_M_PL_101"	0.183373514193894	2.32499762185526	0.466215489907607	0.624267307122557	0.295740883638794	0.279005322691474	0.0510716018970564	0.216364122438334	0.0631465832092633	0.154484146739688	0.0781755115692304	0.813839466022454	2.00257227255151	0.0465260798711894	0.0645793680421974	0.147702227432599	0.0502283973661536	1.57068123445538	0.260585038564101	0.0456554164404231	0.0159628291484025	0.0159628291484025	0.055636488627	0.0143509706760439	0.00459644417073506	0.0199806638531832	0.0113663849776674	0.0278182443135	0.095113539075897
