"Microtus_maximowiczii"	"Clethrionomys_rutilus"	"Microtus_oeconomus"	"Spermophilus_undulatus"	"Clethrionomys_rufocanus"	"Cricetulus_barabensis"	"Micromys_minutus"	"Apodemus_peninsulae"	"Amalaraeus_penicilliger"	"Megabothris_calcarifer"	"Ctenophthalmus_assimilis"	"Frontopsylla_luculenta"	"Catallagia_dacenkoi"	"Oropsylla_alaskensis"	"Megabothris_rectangulatus"	"Neopsylla_bidentatiformis"	"Amphipsylla_vinogradovi"	"Peromyscopsylla_ostsibirica"	"Amphipsylla_sibirica"	"Leptopsylla_segnis"	"Rhadinopsylla_rothschildi"
"Microtus_maximowiczii"	4.05321735472094	0.857625415357336	0.227808958158185	0.0320510023143726	0.0588633645988869	0.00623687786954081	0.0265012767236165	0.000853644993972298	2.76425056923531	1.50664665817597	0.230063635205989	0.0282926666604568	0.1129980040513	0.0100960657290274	0.0410411715364073	0.00492575023832507	0.00331973053211449	0.0143590365302943	0.00662212851737478	0.00662212851737478	0.00760456033321858
"Clethrionomys_rutilus"	2.9700032856956	1.91204260540997	0.203672263288895	0.0714564667438638	0.0684683419887498	0.0139048773482673	0.021706885851216	0.00190316841029006	2.91624416872577	1.23407665857839	0.234029892302871	0.0630774031491543	0.13260224449609	0.0225087870243171	0.0689406623725145	0.010981769139108	0.00740121048446133	0.0146198596797723	0.00770268847373435	0.00770268847373435	0.0169540723632419
"Microtus_oeconomus"	3.021692407268	0.78010319712539	1.3061843210868	0.0291538577667939	0.08547697426396	0.00567311588367769	0.0340975387694366	0.000776482572791303	2.29957147783539	1.93850822263279	0.183056491463995	0.0257352444573126	0.0962512803216314	0.00918346519654008	0.0969091386366649	0.00448050330639688	0.00301965444974396	0.0539771365472659	0.0096161596046955	0.0096161596046955	0.00691717120603872
"Spermophilus_undulatus"	0.563296365675098	0.362641568725109	0.0386288615410019	3.66741835431435	0.0129858335146688	0.540140594476959	0.00411696847912759	0.0739293480105334	0.553100311227329	0.234057282054106	0.0443865461120749	1.90858203962341	0.0251495891485232	1.15523678160902	0.0130754146800804	0.506840937353478	0.287503020040963	0.00277282986990597	0.00146090627040024	0.00146090627040024	0.00321554100347403
"Clethrionomys_rufocanus"	2.58630908206359	0.868692088982264	0.283142477249367	0.0324645837866721	1.46628457626622	0.00631735763446475	0.0190830684494472	0.000864660304818595	2.24220891215498	1.08490778036672	0.323209050489547	0.0286577511160985	0.324601175761485	0.0102263438928017	0.202489319658196	0.00498931140298895	0.00336256785207231	0.174573174434645	0.164957014829949	0.164957014829949	0.00770268847373505
"Cricetulus_barabensis"	0.398593194753381	0.256608191063479	0.0273341038031743	1.96414761627985	0.00918888383194872	2.29082604955849	0.00291320114737069	0.313546654299151	0.391378381799023	0.165620880044963	0.0314082893073108	1.35052852988085	0.0177960585160722	0.618706499128153	0.00925227220987363	0.926498174411601	1.21934810005225	0.00196207748478694	0.00103374943109423	0.00103374943109423	0.00227534356608023
"Micromys_minutus"	3.10506625611707	0.734416304632807	0.30119492579669	0.0274464565275173	0.0508881825318591	0.0053408687701796	1.03807389263787	0.00073100772285324	2.18685379407043	2.16457130367168	0.180672984988327	0.0242280549583795	0.090288324943305	0.00864563380616794	0.040605010247175	0.00421810177589897	0.00284280781109593	0.0159541821656651	0.00572492053483415	0.00572492053483414	0.00651206575536558
"Apodemus_peninsulae"	0.300056215381263	0.193171593644441	0.0205767881789695	1.47858696021067	0.00691728243854876	1.72450659864533	0.00219302316855972	1.53714943306906	0.294624990015993	0.124677428286636	0.0236437865603362	1.01666181152741	0.0133966611505748	0.465754892466361	0.00696500045538815	0.697456804157432	2.08891446193525	0.00147702858984891	0.000778194274336736	0.000778194274336735	0.00171285156926114
"Amalaraeus_penicilliger"	3.36788240931095	1.0259923158602	0.21122580299008	0.0383431758216519	0.0621756370788208	0.00746128630812695	0.0227402474253424	0.00102123046799304	3.51705621660811	1.29282517770002	0.207938797648486	0.0338470130071039	0.107245198006948	0.0120781003838204	0.0450477253780827	0.00589276134297205	0.00397145181997295	0.0141684656880116	0.00699475917136734	0.00699475917136734	0.00909746881058396
"Megabothris_calcarifer"	3.45007361790785	0.816018116258675	0.334661028662989	0.0304960628083525	0.056542425035399	0.00593429863353289	0.0423043251531925	0.000812230803170267	2.42983754896714	2.40507922630187	0.200747761098141	0.0269200610648661	0.100320361048117	0.00960625978463105	0.0451166780524167	0.00468677975099886	0.00315867534566215	0.0177268690729613	0.00636102281648238	0.00636102281648238	0.00723562861707287
